"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"
"1:09:02::"	"religious"	"provide"	"the"	"a"	"the_religious"	"religious_provide"	"provide_a"	"that_the_religious"	"the_religious_provide"	"religious_provide_a"	"provide_a_body"	"IN"	"DT"	"JJ"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"closely"	"related"	"to"	"this"	"function"	"the"	"fact"	"that"	"the"	"religious"	"system"	"provide"	"a"	"body"	"of"	"ultimate"	"end"	"for"	"the"	"society"	"which"	"be"	"compatible"	"with"	"the"	"supreme"	"eternal"	"end"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:02::"	"unified"	"of"	"a"	"belief"	"a_unified"	"unified_of"	"of_belief"	"``_a_unified"	"a_unified_of"	"unified_of_belief"	"of_belief_and"	"ε"	"DT"	"JJ"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"note"	"long_ago"	"that"	"as"	"a"	"unified"	"system"	"of"	"belief"	"and"	"practice"	"relative"	"to"	"sacred"	"thing"	"unite"	"s"	"into"	"one"	"single"	"moral"	"community"	"all"	"those"	"who"	"adhere"	"to"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"lagoon"	"prompt"	"aerated"	"the"	"aerated_lagoon"	"lagoon_prompt"	"prompt_the"	"the_aerated_lagoon"	"aerated_lagoon_prompt"	"lagoon_prompt_the"	"prompt_the_developer"	"DT"	"JJ"	"NN"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"lack"	"of"	"adequate"	"on"	"the"	"aerated"	"lagoon"	"system"	"prompt"	"the"	"developer"	"to"	"construct"	"an"	"aerated"	"lagoon"	"pilot"	"plant"	"to"	"determine"	"its"	"feasibility"	"for"	"treat"	"domestic"	"sewage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"some"	"of"	"of"	"sewage_disposal"	"of_some"	"some_of"	"of_sewage_disposal"	"feasibility_of_some"	"of_some_of"	"some_of_sewage_disposal"	"of_sewage_disposal_and"	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"town_meeting"	"vote"	"to"	"have"	"the"	"selectman"	"appoint"	"a"	"to"	"investigate"	"and"	"report"	"on"	"the"	"feasibility"	"of"	"some"	"system"	"of"	"sewage_disposal"	"and"	"a"	"disposal_plant"	"to"	"serve"	"location"	"location"	"and"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:02::"	"morse"	"was"	"old"	"replace"	"old_morse"	"morse_was"	"was_replace"	"the_old_morse"	"old_morse_was"	"morse_was_replace"	"was_replace_locally"	"DT"	"JJ"	"NN"	"NN"	"VBD"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"morse"	"system"	"was"	"replace"	"locally"	"by"	"the"	"simplex"	"modern"	"automatic"	"method"	"in"	"when"	"person"	"person"	"be"	"manager"	"of"	"the"	"group"	"office"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"group"	"to_the_north"	"the"	"."	"the_group"	"group_to_the_north"	"to_the_north_."	"with_the_group"	"the_group_to_the_north"	"group_to_the_north_."	"to_the_north_._∅"	"IN"	"DT"	"NNP"	"NN"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"a"	"time"	"following"	"the"	"abandonment"	"of"	"the"	"local"	"plant"	"electric_current"	"for"	"was"	"bring_in"	"from"	"the"	"south"	"with"	"an"	"emergency"	"tie-in"	"with"	"the"	"group"	"system"	"to_the_north"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"rh"	"have"	"and"	"been"	"and_rh"	"rh_have"	"have_been"	"abo_and_rh"	"and_rh_have"	"rh_have_been"	"have_been_describe"	"NN"	"CC"	"NN"	"NN"	"VBP"	"VBN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"present"	"work"	"whole"	"serum"	"have"	"been"	"fractionate"	"by"	"chromatography"	"on"	"deae_cellulose"	"use"	"single"	"gradient"	"similar"	"to"	"those"	"describe"	"person"	"and"	"person"	"and"	"certain"	"chemical"	"and"	"serological"	"property"	"of"	"the"	"fraction"	"contain"	"antibody"	"of"	"the"	"abo"	"and"	"rh"	"system"	"have"	"been"	"describe"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"two"	"determine"	"the"	"the"	"the_two"	"two_determine"	"determine_the"	"between_the_two"	"the_two_determine"	"two_determine_the"	"determine_the_emotional"	"IN"	"DT"	"JJ"	"NN"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"seem"	"to"	"follow"	"that"	"by_and_large"	"an"	"antagonism"	"exist"	"between"	"the"	"paleocortex"	"and"	"the"	"as_far_as"	"emotional"	"reactivity"	"is"	"concern"	"and"	"that"	"the"	"balance"	"between"	"the"	"two"	"system"	"determine"	"the"	"emotional"	"responsiveness"	"of"	"the"	"organism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"hypothalamic"	"and"	"the"	"their"	"the_hypothalamic"	"hypothalamic_and"	"and_their"	"of_the_hypothalamic"	"the_hypothalamic_and"	"hypothalamic_and_their"	"and_their_influence"	"IN"	"DT"	"JJ"	"NN"	"CC"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"our"	"attempt"	"to"	"interpret"	"the"	"emotion"	"in"	"their"	"physiological"	"and"	"pathological"	"range"	"we"	"emphasize"	"importance"	"of"	"the"	"degree"	"of"	"activity"	"of"	"the"	"parasympathetic"	"and"	"sympathetic"	"division"	"of"	"the"	"hypothalamic"	"system"	"and"	"their"	"influence"	"on"	"the"	"inhibitory"	"and"	"excitatory"	"system"	"respectively"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"excitatory"	","	"and"	"respectively"	"and_excitatory"	"excitatory_,"	",_respectively"	"inhibitory_and_excitatory"	"and_excitatory_,"	"excitatory_,_respectively"	",_respectively_."	"JJ"	"CC"	"JJ"	"NN"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"our"	"attempt"	"to"	"interpret"	"the"	"emotion"	"in"	"their"	"physiological"	"and"	"pathological"	"range"	"we"	"emphasize"	"the"	"importance"	"of"	"the"	"degree"	"activity"	"of"	"the"	"parasympathetic"	"and"	"sympathetic"	"division"	"of"	"the"	"hypothalamic"	"system"	"and"	"their"	"influence"	"on"	"the"	"inhibitory"	"and"	"excitatory"	"system"	"respectively"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
