"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:30:00::"	"in"	"the"	"aid"	"incidence"	"aid_in"	"in_the"	"the_incidence"	"∅_aid_in"	"aid_in_the"	"in_the_incidence"	"the_incidence_and"	"ε"	"VB"	"IN"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"reduce"	"the"	"incidence"	"and"	"severity"	"of"	"bloat"	"in"	"beef"	"or"	"dairy_cattle"	"on"	"legume"	"pasture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"by"	"the"	"achieve"	"bandwidth"	"achieve_by"	"by_the"	"the_bandwidth"	"is_achieve_by"	"achieve_by_the"	"by_the_bandwidth"	"the_bandwidth_of"	"VBZ"	"VB"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"high"	"sensitivity"	"in"	"is"	"achieve"	"by"	"reduce"	"the"	"bandwidth"	"of"	"the"	"receiver"	"therefore"	"only"	"with"	"precise"	"foreknowledge"	"of"	"the"	"line"	"frequency"	"be"	"an"	"astronomical"	"search"	"for"	"the"	"radio_spectrum"	"of"	"these"	"molecule"	"feasible"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:06::"	"be"	"to"	"can"	"three"	"can_be"	"be_to"	"to_three"	"landscape_can_be"	"can_be_to"	"be_to_three"	"to_three_essential"	"NN"	"MD"	"VB"	"VB"	"TO"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"long"	"observation"	"has"	"teach"	"that"	"most"	"landscape"	"can"	"be"	"reduce"	"to"	"three"	"essential"	"plane"	"a"	"foreground"	"in"	"sharp"	"focus"	"either"	"a"	"light"	"area"	"with"	"dark"	"accent"	"or"	"a"	"dark"	"one"	"with"	"light"	"a"	"middle_distance"	"often"	"contain"	"the"	"major"	"motif"	"and"	"a"	"background"	"usually"	"a"	"silhouette"	"form"	"foil"	"against"	"the"	"sky"	
"2:30:00::"	"would"	"the"	","	"cholesterol"	",_would"	"would_the"	"the_cholesterol"	"fatty_acid_,_would"	",_would_the"	"would_the_cholesterol"	"the_cholesterol_of"	"NN"	"ε"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"the"	"group"	"location"	"florida"	"and"	"the"	"location"	"set_out"	"to"	"discover"	"if"	"avocado"	"because"	"of"	"their"	"high"	"content"	"unsaturated"	"fatty_acid"	"would"	"reduce"	"the"	"cholesterol"	"of"	"the"	"blood"	"in"	"select"	"patient"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:11::"	"essentially"	"to"	"is"	"the"	"is_essentially"	"essentially_to"	"to_the"	"field_is_essentially"	"is_essentially_to"	"essentially_to_the"	"to_the_study"	"NN"	"VBZ"	"RB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"these"	"result"	"one"	"see"	"that"	"the"	"study"	"of"	"linear_operator"	"vector"	"space"	"over"	"an"	"algebraically"	"closed"	"field"	"is"	"essentially"	"reduce"	"to"	"the"	"study"	"of"	"nilpotent"	"operator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"law"	"the"	"a"	"time"	"a_law"	"law_the"	"the_time"	"thursday_a_law"	"a_law_the"	"law_the_time"	"the_time_spend"	"NN"	"DT"	"NN"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"houston"	"teacher"	"now"	"serve"	"in"	"legislature"	"propose"	"thursday"	"a"	"law"	"reduce"	"the"	"time"	"spend"	"learn"	"educational"	"method"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"would"	"from"	","	"24"	",_would"	"would_from"	"from_24"	"public_school_,_would"	",_would_from"	"would_from_24"	"from_24_to"	"NN"	"ε"	"MD"	"VB"	"IN"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"who"	"teach"	"history"	"in"	"houston"	"public_school"	"would"	"reduce"	"from"	"to"	"semester_hour"	"the"	"so-called"	"teaching_method"	"course"	"require"	"to"	"obtain"	"a"	"junior_high_school"	"or"	"senior_high_school"	"teaching_certificate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"the"	"design"	"soaring"	"design_to"	"to_the"	"the_soaring"	"recommendation_design_to"	"design_to_the"	"to_the_soaring"	"the_soaring_group"	"NN"	"VB"	"TO"	"VB"	"DT"	"JJ"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"report"	"culminate"	"a"	"year"	"long"	"study"	"the"	"group"	"program"	"in"	"location"	"county"	"by"	"a"	"new_york_city"	"consulting_firm"	"list"	"long-range"	"recommendation"	"design"	"to"	"reduce"	"the"	"soaring"	"group"	"case_load"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"the"	"efficiency"	"cost"	"efficiency_and"	"and_the"	"the_cost"	"great_efficiency_and"	"efficiency_and_the"	"and_the_cost"	"the_cost_of"	"JJ"	"NN"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"the"	"jury"	"say"	"it"	"believe"	"these"	"two"	"office"	"be"	"combined"	"to"	"achieve"	"great"	"efficiency"	"and"	"reduce"	"the"	"cost"	"of"	"administration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"or"	"the"	"destroy"	"military"	"destroy_or"	"or_the"	"the_military"	"of_destroy_or"	"destroy_or_the"	"or_the_military"	"the_military_effectiveness"	"RB"	"VB"	"CC"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"biological_warfare"	"be"	"the"	"intentional"	"use"	"of"	"living"	"microorganism"	"their"	"toxic"	"product"	"for"	"the"	"purpose"	"of"	"destroy"	"or"	"reduce"	"the"	"military"	"effectiveness"	"of"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"be"	"as"	"will"	"manager"	"will_be"	"be_as"	"as_manager"	"gradually_will_be"	"will_be_as"	"be_as_manager"	"as_manager_person"	"RB"	"MD"	"VB"	"VB"	"IN"	"NN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"baltimore"	"bulky"	"spring_training"	"contingent"	"gradually"	"will"	"be"	"reduce"	"as"	"manager"	"person"	"and"	"his"	"coach"	"seek"	"to"	"trim_down"	"it"	"down"	"to"	"a"	"more"	"streamlined"	"and"	"workable"	"unit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
