"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"
"2:32:02::"	"literature"	"some"	"prurient"	"peripheral"	"prurient_literature"	"literature_some"	"some_peripheral"	"over_prurient_literature"	"prurient_literature_some"	"literature_some_peripheral"	"some_peripheral_aspect"	"IN"	"JJ"	"NN"	"VB"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"still"	"it"	"would"	"be"	"surprising"	"if"	"what"	"one"	"read"	"did"	"not"	"contribute"	"to"	"one"	"idea"	"of"	"right"	"and"	"certainly"	"the"	"awakened"	"alarm"	"over"	"the"	"comic_book"	"and"	"the"	"continuous"	"concern"	"over"	"prurient"	"literature"	"indicate"	"some"	"peripheral"	"aspect"	"of_this"	"influence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"further"	"by"	"is"	"the"	"is_further"	"further_by"	"by_the"	"co-optation_is_further"	"is_further_by"	"further_by_the"	"by_the_insignificance"	"NN"	"VBZ"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"transmutation"	"of"	"to"	"co-optation"	"is"	"further"	"indicate"	"by"	"the"	"insignificance"	"of"	"educational_activity"	"worship"	"preaching"	"and"	"publicity"	"in"	"reach"	"new"	"member"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::;2:32:03::"	"have"	"-"	"i"	"without"	"i_have"	"have_-"	"-_without"	"sense_i_have"	"i_have_-"	"have_-_without"	"-_without_the"	"NN"	"PRP"	"VBP"	"VB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"condition"	"be"	"unobtainable"	"be"	"not"	"even"	"in"	"the"	"qualified"	"sense"	"i"	"have"	"indicate"	"without"	"the"	"prior"	"defeat"	"of"	"world"	"communism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"is"	","	"action"	"what"	"action_is"	"is_,"	",_what"	"if_action_is"	"action_is_,"	"is_,_what"	",_what_kind"	"IN"	"NN"	"VBZ"	"VB"	"ε"	"WP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"is"	"indicate"	"what"	"kind"	"of"	"action"	"be"	"relevant"	"to"	"the"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"you"	"on"	"unless"	"the"	"unless_you"	"you_on"	"on_the"	"refund_unless_you"	"unless_you_on"	"you_on_the"	"on_the_return"	"NN"	"IN"	"PRP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"overpayment"	"of"	"income"	"and"	"social_security"	"entitle"	"you"	"to"	"a"	"refund"	"unless"	"you"	"indicate"	"on"	"the"	"return"	"that"	"the"	"overpayment"	"should"	"be"	"apply"	"to"	"your"	"succeeding"	"year"	"estimated"	"tax"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"should"	"in"	"you"	"the"	"you_should"	"should_in"	"in_the"	",_you_should"	"you_should_in"	"should_in_the"	"in_the_place"	"ε"	"PRP"	"MD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"file"	"form_1040"	"you"	"should"	"indicate"	"in"	"the"	"place"	"provide"	"that"	"there"	"be"	"an"	"overpayment"	"of"	"tax"	"and"	"the"	"amount"	"you"	"want"	"refund"	"and"	"the"	"amount"	"you"	"want"	"credit"	"against"	"your"	"estimated"	"tax"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"recorder"	"the"	"channel"	"percentage"	"channel_recorder"	"recorder_the"	"the_percentage"	"-_channel_recorder"	"channel_recorder_the"	"recorder_the_percentage"	"the_percentage_of"	"ε"	"NN"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"lower"	"center"	"an"	"channel"	"recorder"	"indicate"	"the"	"percentage"	"of"	"carbon_dioxide"	"and"	"nitrogen"	"from"	"the"	"upper"	"and"	"lower"	"lobe"	"of"	"one"	"lung"	"the"	"total"	"volume"	"of"	"inhalation"	"per"	"breath"	"the"	"flow"	"of"	"air"	"from"	"both"	"lobe"	"and"	"the"	"pressure"	"of"	"the"	"two"	"lobe"	"with_respect_to"	"each_other"	
"2:32:01::"	"primarily"	"irregularity"	"electrocardiograph"	"in"	"electrocardiograph_primarily"	"primarily_irregularity"	"irregularity_in"	"original_electrocardiograph_primarily"	"electrocardiograph_primarily_irregularity"	"primarily_irregularity_in"	"irregularity_in_the"	"JJ"	"NN"	"RB"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"electrocardiograph"	"primarily"	"indicate"	"irregularity"	"in"	"the"	"heartbeat"	"but"	"today"	"technique"	"allow"	"exact"	"measurement"	"of"	"the"	"flow"	"of"	"blood"	"through"	"the"	"aorta"	"dimensioning"	"of"	"the"	"heart"	"and"	"its"	"chamber"	"and"	"a"	"much"	"more"	"detailed"	"study"	"of"	"each"	"heartbeat"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"group"	"a"	"for"	"preference"	"for_group"	"group_a"	"a_preference"	"counsel_for_group"	"for_group_a"	"group_a_preference"	"a_preference_for"	"NN"	"IN"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"counsel"	"group"	"indicate"	"a"	"preference"	"for"	"the"	"submission"	"of"	"detailed"	"plan"	"by"	"both"	"side"	"at"	"an"	"early"	"date"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"could"	"that"	"stall"	"person"	"stall_could"	"could_that"	"that_person"	"its_stall_could"	"stall_could_that"	"could_that_person"	"that_person_'s"	"PRP$"	"NN"	"MD"	"VB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"fact"	"that"	"person"	"horse"	"had"	"been"	"return"	"to"	"its"	"stall"	"could"	"indicate"	"that"	"person"	"information"	"had"	"be"	"wrong"	"but"	"person"	"did"	"n't"	"interpret"	"it"	"this"	"way"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"simply"	"a"	"stress"	"centering"	"stress_simply"	"simply_a"	"a_centering"	"dominant_stress_simply"	"stress_simply_a"	"simply_a_centering"	"a_centering_of"	"JJ"	"NN"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"often"	"stress"	"simply"	"indicate"	"a"	"centering"	"of"	"attention"	"or"	"emotion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"read"	"that"	"to"	"not"	"to_read"	"read_that"	"that_not"	"learn_to_read"	"to_read_that"	"read_that_not"	"that_not_until"	"VB"	"TO"	"VB"	"VB"	"IN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"individual"	"difference"	"in"	"maturation"	"and"	"the"	"of"	"readiness"	"for"	"learn"	"to"	"read"	"indicate"	"that"	"not"	"until"	"the"	"third"	"grade"	"have"	"most"	"child"	"have"	"ample"	"opportunity"	"to"	"demonstrate"	"their"	"capacity"	"for"	"school"	"achievement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"just"	"utopian"	"respect"	"communism"	"respect_just"	"just_utopian"	"utopian_communism"	"the_respect_just"	"respect_just_utopian"	"just_utopian_communism"	"utopian_communism_differ"	"DT"	"NN"	"RB"	"VB"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"all"	"respect"	"just"	"indicate"	"utopian"	"communism"	"differ"	"from"	"previous"	"conception"	"in"	"which"	"community"	"of"	"possession"	"living"	"play"	"a"	"role"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"arrow"	"extent"	"each"	"of"	"each_arrow"	"arrow_extent"	"extent_of"	"of_each_arrow"	"each_arrow_extent"	"arrow_extent_of"	"extent_of_difference"	"IN"	"JJ"	"NN"	"VB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dot"	"on"	"one"	"of"	"each"	"arrow"	"indicate"	"extent"	"of"	"difference"	"in"	"month"	"between"	"the"	"child"	"onset"	"age"	"and"	"the"	"corresponding"	"mean"	"age"	"for"	"the"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"hardly"	"that"	"statistic"	"the"	"statistic_hardly"	"hardly_that"	"that_the"	"the_statistic_hardly"	"statistic_hardly_that"	"hardly_that_the"	"that_the_group"	"DT"	"NN"	"RB"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"hardly"	"indicate"	"that"	"the"	"group"	"need"	"extra"	"bat"	"practice"	"but"	"person"	"also"	"turn"	"his"	"men"	"loose"	"at"	"location"	"yesterday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	","	"the"	"radiation"	"presence"	"radiation_,"	",_the"	"the_presence"	"cukla_radiation_,"	"radiation_,_the"	",_the_presence"	"the_presence_of"	"NN"	"NN"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"x-ray_diffraction"	"pattern"	"of"	"the"	"take"	"with"	"cukla"	"radiation"	"indicate"	"the"	"presence"	"of"	"no"	"extra"	"line"	"and"	"be"	"in"	"good"	"agreement"	"with"	"the"	"pattern"	"of"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"growth"	"considerable"	"on"	"variation"	"on_growth"	"growth_considerable"	"considerable_variation"	"be_on_growth"	"on_growth_considerable"	"growth_considerable_variation"	"considerable_variation_in"	"VB"	"IN"	"NN"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"data"	"be"	"on"	"growth"	"indicate"	"considerable"	"variation"	"in"	"rate"	"unfortunately"	"no_one"	"has"	"keep"	"complete"	"record"	"of"	"one"	"individual"	"whereas"	"many"	"have"	"been"	"make"	"for"	"a"	"very"	"short"	"period_of_time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"2"	"an"	"figure"	"equilibrium"	"figure_2"	"2_an"	"an_equilibrium"	"in_figure_2"	"figure_2_an"	"2_an_equilibrium"	"an_equilibrium_temperature"	"IN"	"NN"	"CD"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"thermocouple"	"in"	"the"	"disk"	"show"	"in"	"figure"	"indicate"	"an"	"equilibrium"	"temperature"	"of"	"the"	"surface"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"brain_tumor"	"person"	"?"	"person_,"	",_brain_tumor"	"brain_tumor_?"	"the_person_,"	"person_,_brain_tumor"	",_brain_tumor_?"	"brain_tumor_?_∅"	"DT"	"NN"	"ε"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write"	"does"	"numbness"	"in"	"the"	"left_hand"	"at"	"which"	"awaken"	"the"	"person"	"indicate"	"brain_tumor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"as"	"by"	"liquor"	"person"	"liquor_as"	"as_by"	"by_person"	"mixed_liquor_as"	"liquor_as_by"	"as_by_person"	"by_person_and"	"JJ"	"NN"	"IN"	"VB"	"IN"	"NNP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"routine"	"microscopic"	"examination"	"were"	"of"	"the"	"mixed"	"liquor"	"as"	"indicate"	"by"	"person"	"and"	"person"	"for"	"the"	"various"	"type"	"of"	"protozoa"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"location"	"for"	"at"	"a"	"at_location"	"location_for"	"for_a"	"study_at_location"	"at_location_for"	"location_for_a"	"for_a_loading"	"NN"	"IN"	"NNP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"effluent"	"bod"	"average"	"mg"	"l"	"a_little"	"low"	"that"	"of"	"the"	"study"	"at"	"location"	"indicate"	"for"	"a"	"loading"	"of"	"lb"	"bod"	"day"	"acre"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
