"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"
"2:39:01::"	"and"	"that"	"autumn"	"it"	"autumn_and"	"and_that"	"that_it"	"last_autumn_and"	"autumn_and_that"	"and_that_it"	"that_it_occur"	"JJ"	"NN"	"CC"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"obvious"	"be"	"not"	"always"	"true"	"the"	"wisely"	"analyze"	"its"	"defeat"	"of"	"last"	"autumn"	"and"	"find"	"that"	"it"	"occur"	"as"	"suspect"	"in"	"the"	"larger"	"cities"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"been"	":"	"always"	"the"	"always_been"	"been_:"	":_the"	"have_always_been"	"always_been_:"	"been_:_the"	":_the_natural"	"VBP"	"RB"	"VB"	"VB"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"spectacular"	"upsurge"	"in"	"pleasure"	"boating"	"be"	"markedly"	"evident"	"in"	"the"	"areas"	"where"	"boats"	"have"	"always"	"been"	"find"	"the"	"natural"	"lakes"	"rivers"	"and"	"along"	"the"	"nation"	"coastline"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"been"	"to"	"have"	"take"	"have_been"	"been_to"	"to_take"	"means_have_been"	"have_been_to"	"been_to_take"	"to_take_the"	"NN"	"VBP"	"VB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"where"	"an"	"opportunity"	"to"	"enjoy"	"boating"	"has"	"not"	"been"	"by"	"bring"	"bodies_of_water"	"to"	"the"	"people"	"means"	"have"	"been"	"find"	"to"	"take"	"the"	"people"	"and"	"their"	"boats"	"to"	"the"	"water"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"could"	"protection"	"boats"	"and"	"boats_could"	"could_protection"	"protection_and"	"recreational_boats_could"	"boats_could_protection"	"could_protection_and"	"protection_and_basic"	"JJ"	"NNS"	"MD"	"VB"	"NN"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"word"	"marina"	"was"	"coin"	"by"	"naebm"	"originally"	"describe"	"a"	"waterfront"	"facility"	"where"	"recreational"	"boats"	"could"	"find"	"protection"	"and"	"basic"	"needs"	"to"	"lay_over"	"in"	"relative"	"comfort"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"overnight"	"dock"	"accommodations"	"dock_and"	"and_overnight"	"overnight_accommodations"	"may_dock_and"	"dock_and_overnight"	"and_overnight_accommodations"	"overnight_accommodations_on"	"MD"	"VB"	"CC"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yachtel"	"a"	"relatively"	"new"	"word"	"indicate"	"a"	"waterfront"	"type"	"hotel"	"where"	"a"	"yachtsman"	"may"	"dock"	"and"	"find"	"overnight"	"accommodations"	"on"	"the"	"premises"	"as_well"	"as"	"services"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:09::"	"and"	"that"	"leg"	"he"	"leg_and"	"and_that"	"that_he"	"the_leg_and"	"leg_and_that"	"and_that_he"	"that_he_be"	"DT"	"NN"	"CC"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mike"	"test"	"leg"	"and"	"find"	"that"	"he"	"be"	"able"	"to"	"hobble"	"around"	"on_it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"are"	"improvements"	"bonds"	"in"	"bonds_are"	"are_improvements"	"improvements_in"	"toll-road_bonds_are"	"bonds_are_improvements"	"are_improvements_in"	"improvements_in_monthly"	"NN"	"NNS"	"VBP"	"VB"	"NNS"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"holders"	"of"	"bonds"	"are"	"find"	"improvements"	"in"	"monthly"	"reports"	"on"	"operation"	"of"	"the"	"turnpikes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:09::"	"now"	"new"	"are"	"hope"	"are_now"	"now_new"	"new_hope"	"speculations_are_now"	"are_now_new"	"now_new_hope"	"new_hope_for"	"NNS"	"VBP"	"RB"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"a"	"result"	"of"	"the"	"new"	"outlook"	"for"	"turnpikes"	"investors"	"who"	"toll-road"	"bonds"	"when"	"these"	"securities"	"rank"	"as"	"outright"	"speculations"	"are"	"now"	"find"	"new"	"hope"	"for"	"their"	"investments"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"opportunities"	"that"	"for"	"not"	"for_opportunities"	"opportunities_that"	"that_not"	"bonds_for_opportunities"	"for_opportunities_that"	"opportunities_that_not"	"that_not_all"	"NNS"	"IN"	"NNS"	"VB"	"IN"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"investors"	"study"	"the"	"bonds"	"for"	"opportunities"	"find"	"that"	"not"	"all"	"roads"	"are"	"near"	"their"	"goals"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"already"	"to"	"have"	"be"	"have_already"	"already_to"	"to_be"	"we_have_already"	"have_already_to"	"already_to_be"	"to_be_a"	"PRP"	"VBP"	"RB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"conic"	"c"	"be"	"a"	"curve"	"on"	"q"	"meet"	"the"	"image"	"of"	"any"	"line"	"of"	"which"	"we"	"have"	"already"	"find"	"to"	"be"	"a"	"f"	"curve"	"on"	"q"	"in"	"f"	"points"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"dirion"	"a"	"``"	"large"	"``_dirion"	"dirion_a"	"a_large"	"∅_``_dirion"	"``_dirion_a"	"dirion_a_large"	"a_large_war"	"ε"	"ε"	"NNP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"find"	"a"	"large"	"war"	"party"	"south"	"of"	"us"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"grudgingly"	"myself"	"i"	"agree"	"i_grudgingly"	"grudgingly_myself"	"myself_agree"	",_i_grudgingly"	"i_grudgingly_myself"	"grudgingly_myself_agree"	"myself_agree_with"	"ε"	"PRP"	"RB"	"VB"	"PRP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"i"	"dig_in"	"behind"	"one"	"of"	"the"	"we"	"were"	"use"	"as"	"protection"	"i"	"grudgingly"	"find"	"myself"	"agree"	"with"	"oso"	"logic"	"especially"	"when"	"i"	"imagine"	"what"	"would"	"have"	"happen"	"to"	"missy"	"if"	"old_knife"	"large"	"party"	"of"	"screeching"	"warriors"	"had"	"overrun"	"our"	"company"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"is"	"less"	"violence"	"approval"	"violence_is"	"is_less"	"less_approval"	"racial_violence_is"	"violence_is_less"	"is_less_approval"	"less_approval_among"	"JJ"	"NN"	"VBZ"	"VB"	"JJR"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"across"	"the"	"south"	"there"	"signs"	"that"	"racial"	"violence"	"is"	"find"	"less"	"approval"	"among"	"whites"	"who"	"themselves"	"would"	"never"	"take_part"	"active"	"part"	"but"	"might"	"once"	"have"	"show"	"a"	"tolerant"	"attitude"	"toward"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"could"	"an"	"it"	"acceptable"	"it_could"	"could_an"	"an_acceptable"	"that_it_could"	"it_could_an"	"could_an_acceptable"	"an_acceptable_alternative"	"IN"	"PRP"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"administration"	"ever"	"any"	"ideas"	"that"	"it"	"could"	"find"	"an"	"acceptable"	"alternative"	"to"	"prince_souvanna_phouma"	"whom"	"it"	"feel"	"be"	"too"	"trusting"	"of"	"communists"	"it"	"gradually"	"had"	"to"	"relinquish"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"we"	"ants"	"when"	"in"	"when_we"	"we_ants"	"ants_in"	"tab_when_we"	"when_we_ants"	"we_ants_in"	"ants_in_the"	"NN"	"WRB"	"PRP"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"make_up"	"for"	"the"	"best"	"motel"	"in"	"norman"	"okla."	"where"	"the"	"proprietor"	"off"	"the"	"tab"	"when"	"we"	"find"	"ants"	"in"	"the"	"pressed-paper"	"furniture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"been"	"."	"have"	"∅"	"have_been"	"been_."	"._∅"	"brothers_have_been"	"have_been_."	"been_._∅"	"._∅_∅"	"NNS"	"VBP"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"your"	"brothers"	"been"	"find"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:09::"	"at_last"	"a"	"had"	"way"	"had_at_last"	"at_last_a"	"a_way"	"langer_had_at_last"	"had_at_last_a"	"at_last_a_way"	"a_way_to"	"NNP"	"VBD"	"RB"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"clear"	"langer"	"had"	"at_last"	"find"	"a"	"way"	"to"	"attract"	"the"	"angel"	"attention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"book"	"in"	"the"	"our"	"the_book"	"book_in"	"in_our"	"be_the_book"	"the_book_in"	"book_in_our"	"in_our_libraries"	"VB"	"DT"	"NN"	"VB"	"IN"	"PRP$"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"fundamental"	"source"	"of"	"knowledge"	"the"	"world"	"today"	"be"	"the"	"book"	"find"	"in"	"our"	"libraries"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"dill"	"a"	"and"	"cigar"	"and_dill"	"dill_a"	"a_cigar"	"mud_and_dill"	"and_dill_a"	"dill_a_cigar"	"a_cigar_in"	"NN"	"CC"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"squat"	"on"	"their"	"heels"	"the"	"deep"	"mud"	"and"	"dill"	"find"	"a"	"cigar"	"in"	"his"	"breast_pocket"	"pass"	"it"	"over"	"silently"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"he"	"himself"	"now"	"unable"	"now_he"	"he_himself"	"himself_unable"	"but_now_he"	"now_he_himself"	"he_himself_unable"	"himself_unable_to"	"CC"	"RB"	"PRP"	"VB"	"PRP"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"normally"	"hague"	"waste"	"no"	"but"	"now"	"he"	"find"	"himself"	"unable"	"to"	"stop"	"their"	"flow"	"although"	"he"	"know"	"kodyke"	"be"	"aware_of"	"all"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"you"	"me"	"could"	"a"	"could_you"	"you_me"	"me_a"	"``_could_you"	"could_you_me"	"you_me_a"	"me_a_needle"	"ε"	"MD"	"PRP"	"VB"	"PRP"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"could"	"find"	"me"	"a"	"needle"	"and"	"thread"	"the"	"girl"	"ask"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"the"	"try"	"correspondence"	"try_to"	"to_the"	"the_correspondence"	"are_try_to"	"try_to_the"	"to_the_correspondence"	"the_correspondence_between"	"VBP"	"VB"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"next"	"year"	"be"	"the"	"th"	"anniversary"	"of"	"the"	"signing"	"of"	"the"	"treaty"	"korea"	"and"	"the"	"united_states"	"and"	"experts"	"in"	"seoul"	"are"	"try"	"to"	"find"	"the"	"correspondence"	"between"	"frederick_frelinghuysen"	"who"	"be"	"secretary_of_state"	"in"	"and"	"and"	"gen._lucius_foote"	"who"	"be"	"the"	"first"	"minister"	"to"	"korea"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
