"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"
"2:42:02::"	"which"	"nothing"	","	"now"	",_which"	"which_nothing"	"nothing_now"	"garage_,_which"	",_which_nothing"	"which_nothing_now"	"nothing_now_but"	"NN"	"ε"	"WDT"	"VB"	"NN"	"RB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"the"	"garage"	"which"	"house"	"nothing"	"now"	"but"	"the"	"scent"	"of"	"rot"	"have"	"a"	"lawn"	"before"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"one"	"on"	"only"	"the"	"only_one"	"one_on"	"on_the"	"∅_only_one"	"only_one_on"	"one_on_the"	"on_the_street"	"ε"	"RB"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"house"	"on"	"the"	"street"	"have"	"no"	"lawn"	"before"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"well-kept"	"with"	","	"shutter"	",_well-kept"	"well-kept_with"	"with_shutter"	"quiet_,_well-kept"	",_well-kept_with"	"well-kept_with_shutter"	"with_shutter_and"	"JJ"	"ε"	"JJ"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"side"	"of"	"the"	"be"	"a"	"quiet"	"well-kept"	"house"	"with"	"shutter"	"and"	"recently"	"paint"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"oppressed"	"go_into"	"by"	"go_into_the"	"the_oppressed"	"oppressed_by"	"you_go_into_the"	"go_into_the_oppressed"	"the_oppressed_by"	"oppressed_by_the"	"PRP"	"VB"	"DT"	"NN"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"then"	"as"	"go_into"	"the"	"house"	"oppressed"	"by"	"the"	"knowledge"	"that"	"something_is_cooking"	"and"	"that"	"your"	"house"	"has"	"pass"	"under"	"this"	"unaccountable"	"official"	"control"	"could"	"you"	"go_on"	"forget"	"that"	"you"	"still"	"have_on"	"that"	"ridiculous"	"hat"	"on"	"your"	"head"	"and"	"you"	"were"	"still"	"carry"	"that"	"childish"	"horn"	"in"	"your"	"hand"	"0"	
"1:06:00::"	"your"	"has"	"that"	"pass"	"that_your"	"your_has"	"has_pass"	"and_that_your"	"that_your_has"	"your_has_pass"	"has_pass_under"	"CC"	"IN"	"PRP$"	"NN"	"VBZ"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"then"	"as"	"you"	"go_into"	"the"	"house"	"oppressed"	"the"	"knowledge"	"that"	"something_is_cooking"	"and"	"that"	"your"	"house"	"has"	"pass"	"under"	"this"	"unaccountable"	"official"	"control"	"could"	"you"	"go_on"	"forget"	"that"	"you"	"still"	"have_on"	"that"	"ridiculous"	"hat"	"on"	"your"	"head"	"and"	"you"	"were"	"still"	"carry"	"that"	"childish"	"horn"	"in"	"your"	"hand"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"her"	"."	"of"	"∅"	"of_her"	"her_."	"._∅"	"come_out_of_her"	"of_her_."	"her_._∅"	"._∅_∅"	"VB"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"once"	"sit"	"at"	"the"	"front"	"window"	"in"	"his"	"parent"	"he"	"see"	"person"	"come_out"	"of"	"her"	"house"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"."	"to"	"∅"	"to_the"	"the_."	"._∅"	"informally_to_the"	"to_the_."	"the_._∅"	"._∅_∅"	"RB"	"TO"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"doctor"	"since"	"person"	"be"	"no_longer"	"allow"	"to"	"make"	"his"	"regular"	"trip"	"into"	"town"	"to"	"see"	"him"	"come"	"often"	"informally"	"to"	"the"	"house"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"fabric"	"and"	","	"furniture"	",_fabric"	"fabric_and"	"and_furniture"	"man_,_fabric"	",_fabric_and"	"fabric_and_furniture"	"and_furniture_company"	"NN"	"ε"	"NN"	"NN"	"CC"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consultation"	"with"	"architect"	"client"	"man"	"fabric"	"house"	"and"	"furniture"	"company"	"be"	"essential"	"to"	"the"	"proper"	"development"	"of"	"class"	"problem"	"just"	"as"	"in"	"actual"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"to"	"to"	"be"	"to_the"	"the_to"	"to_be"	"come_to_the"	"to_the_to"	"the_to_be"	"to_be_interview"	"VB"	"VB"	"DT"	"NN"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ten"	"year"	"ago"	"he"	"come"	"to"	"the"	"house"	"to"	"be"	"interview"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"clean_up"	"had"	"by"	"had_the"	"the_clean_up"	"clean_up_by"	"they_had_the"	"had_the_clean_up"	"the_clean_up_by"	"clean_up_by_noon"	"PRP"	"VBD"	"DT"	"NN"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"the"	"house"	"clean_up"	"by"	"noon"	"and"	"person"	"send"	"the"	"boy"	"out"	"to"	"the"	"meadow"	"to"	"bring"	"in"	"the"	"horse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"from"	"to"	"go"	"house"	"go_from"	"from_to"	"to_house"	"of_go_from"	"go_from_to"	"from_to_house"	"to_house_with"	"IN"	"VB"	"IN"	"NN"	"TO"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"undertake"	"the"	"of"	"go"	"from"	"house"	"to"	"house"	"with"	"the"	"thoughtless"	"resignation"	"of"	"an"	"honest"	"and"	"traditional"	"laborer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"to"	"with"	"house"	"the"	"house_to"	"to_with"	"with_the"	"from_house_to"	"house_to_with"	"to_with_the"	"with_the_thoughtless"	"IN"	"NN"	"TO"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"undertake"	"the"	"work"	"go"	"from"	"house"	"to"	"house"	"with"	"the"	"thoughtless"	"resignation"	"of"	"an"	"honest"	"and"	"traditional"	"laborer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"a_few"	"on"	"only"	"the"	"only_a_few"	"a_few_on"	"on_the"	"be_only_a_few"	"only_a_few_on"	"a_few_on_the"	"on_the_street"	"VB"	"RB"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sewer"	"on"	"location"	"was"	"when"	"there"	"be"	"only"	"a_few"	"house"	"on"	"the"	"street"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"its"	"building"	"operation"	"building_to"	"to_its"	"its_operation"	"a_building_to"	"building_to_its"	"to_its_operation"	"its_operation_on"	"DT"	"NN"	"TO"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"group"	"begin"	"a"	"building"	"to"	"house"	"its"	"operation"	"on"	"the"	"corner"	"of"	"location"	"and"	"what"	"be"	"now"	"location"	"at"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
