"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"
"2:38:00::"	"has"	"them"	"who"	"out"	"who_has"	"has_them"	"them_out"	"moses_who_has"	"who_has_them"	"has_them_out"	"them_out_of"	"NNP"	"WP"	"VBZ"	"VB"	"PRP"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"wilhelm_reich"	"be"	"moses"	"who"	"has"	"lead"	"them"	"out"	"of"	"the"	"egypt"	"of"	"sexual"	"slavery"	"dylan_thomas"	"be"	"the"	"poet"	"who"	"offer"	"them"	"the"	"dionysian"	"dialectic"	"of"	"justification"	"for"	"their"	"indulgence"	"in"	"liquor"	"marijuana"	"sex"	"and"	"jazz"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"they"	"be"	"life"	"undisciplined"	"life_they"	"they_be"	"be_undisciplined"	"the_life_they"	"life_they_be"	"they_be_undisciplined"	"be_undisciplined_and"	"DT"	"NN"	"PRP"	"VB"	"VB"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"life"	"they"	"lead"	"be"	"undisciplined"	"and"	"for_the_most_part"	"unproductive"	"even_though"	"they"	"make"	"a"	"fetish"	"of"	"devote"	"themselves"	"to"	"some"	"creative"	"pursuit"	"writing"	"painting"	"music"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:12::"	"already"	"to"	"has"	"speculation"	"has_already"	"already_to"	"to_speculation"	"policy_has_already"	"has_already_to"	"already_to_speculation"	"to_speculation_abroad"	"NN"	"VBZ"	"RB"	"VB"	"VB"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"evident"	"contradiction"	"between"	"the"	"rosy"	"picture"	"of"	"russia"	"progress"	"paint_a_picture"	"by"	"the"	"communist_party"	"program"	"the"	"enormous"	"dangers"	"for"	"all"	"humanity"	"pose"	"premier_khrushchev"	"berlin"	"policy"	"has"	"already"	"lead"	"to"	"speculation"	"abroad"	"that"	"the"	"program"	"may"	"be"	"severely"	"alter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"and"	"her"	")"	"to"	")_and"	"and_her"	"her_to"	"300_)_and"	")_and_her"	"and_her_to"	"her_to_the"	"CD"	"ε"	"CC"	"VB"	"PRP"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"greek"	"evidently"	"fall_for"	"her"	"monsieur"	"x"	"recount"	"and"	"to"	"clinch"	"what"	"he"	"think"	"be"	"an"	"affair"	"the"	"make"	"he"	"give"	"her"	"francs"	"about"	"and"	"lead"	"her"	"to"	"the"	"roulette"	"tables"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"his"	"administration"	"union"	"administration_and"	"and_his"	"his_union"	"city_administration_and"	"administration_and_his"	"and_his_union"	"his_union_'s"	"NN"	"NN"	"CC"	"VB"	"PRP$"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"gladden"	"has"	"be"	"an"	"outspoken"	"of"	"the"	"present"	"city"	"administration"	"and"	"lead"	"his"	"union"	"battle"	"against"	"the"	"teamsters"	"which"	"begin"	"organize"	"city"	"firemen"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"information"	"to"	"for"	"the"	"for_information"	"information_to"	"to_the"	"reward_for_information"	"for_information_to"	"information_to_the"	"to_the_arrest"	"NN"	"IN"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"fire_fighters"	"association"	"here"	"offer"	"reward"	"for"	"information"	"lead"	"to"	"the"	"arrest"	"of"	"the"	"person"	"or"	"persons"	"responsible_for"	"the"	"bombing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"by"	"general_staff"	"gen._cedvet_sunay"	"general_staff_,"	",_by"	"by_gen._cedvet_sunay"	"army_general_staff_,"	"general_staff_,_by"	",_by_gen._cedvet_sunay"	"by_gen._cedvet_sunay_,"	"NN"	"NN"	"ε"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"bypass"	"the"	"military"	"junta"	"which"	"has"	"rule"	"turkey"	"since"	"the"	"of"	"premier_adnan_menderes"	"months"	"ago"	"the"	"army"	"general_staff"	"lead"	"by"	"gen._cedvet_sunay"	"had"	"set"	"a"	"deadline"	"for"	"the"	"parties"	"to"	"join"	"in"	"a"	"national"	"coalition"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:12::"	"that"	"to"	"assurance"	"audience"	"assurance_that"	"that_to"	"to_audience"	"inner_assurance_that"	"assurance_that_to"	"that_to_audience"	"to_audience_control"	"JJ"	"NN"	"IN"	"VB"	"VB"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"miss_xydis"	"have"	"a"	"natural"	"affinity"	"for"	"the"	"keyboard"	"and"	"in"	"the"	"twenty"	"years"	"her"	"debut"	"here"	"she"	"has"	"gain"	"the"	"authority"	"and"	"inner"	"assurance"	"that"	"lead"	"to"	"audience"	"control"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"for"	"an"	"days"	"evanston"	"days_for"	"for_an"	"an_evanston"	"60_days_for"	"days_for_an"	"for_an_evanston"	"an_evanston_policeman"	"CD"	"NNS"	"IN"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"son"	"of"	"a"	"wealthy"	"evanston"	"executive"	"was"	"fine"	"and"	"forbid"	"to"	"drive"	"for"	"days"	"for"	"lead"	"an"	"evanston"	"policeman"	"on"	"a"	"high"	"speed"	"chase"	"over"	"icy"	"evanston"	"and"	"wilmette"	"streets"	"jan."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"was"	"the"	"player"	"tournament"	"player_was"	"was_the"	"the_tournament"	"nor_player_was"	"player_was_the"	"was_the_tournament"	"the_tournament_and"	"CC"	"NNP"	"VBD"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on_that"	"final"	"sunday"	"at"	"neither"	"palmer"	"nor"	"player"	"was"	"lead"	"the"	"tournament"	"and"	"as"	"it"	"turn_out"	"neither"	"win"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"will"	"a"	","	"discussion"	",_will"	"will_a"	"a_discussion"	"jack_blanton_,_will"	",_will_a"	"will_a_discussion"	"a_discussion_on"	"NNP"	"ε"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dade"	"chief"	"probation_officer"	"will"	"lead"	"a"	"discussion"	"on"	"the"	"changes"	"in"	"the"	"american_family"	"at"	"p."	"m._sunday"	"at"	"christ"	"lutheran_church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:12::;2:42:12::"	"have"	"to"	"conceivably"	"the"	"conceivably_have"	"have_to"	"to_the"	"may_conceivably_have"	"conceivably_have_to"	"have_to_the"	"to_the_development"	"MD"	"RB"	"VB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"this"	"emphasis"	"on"	"centrality"	"and"	"on"	"the"	"number"	"as"	"a"	"symbolic"	"expression"	"of"	"the"	"center"	"seem"	"to"	"have"	"begin"	"as"	"far"	"back"	"as"	"b._c."	"also"	"may"	"conceivably"	"have"	"lead"	"to"	"the"	"development"	"of"	"the"	"five-elements_school"	"and"	"the"	"subsequent"	"efforts"	"to"	"fit"	"everything"	"into"	"numerical"	"categories"	"of"	"five"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:12::;2:41:12::"	"had"	"to"	"commercial"	"her"	"commercial_had"	"had_to"	"to_her"	"zing_commercial_had"	"commercial_had_to"	"had_to_her"	"to_her_being"	"VBG"	"NN"	"VBD"	"VB"	"VB"	"PRP$"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"impact"	"in"	"zing"	"commercial"	"had"	"lead"	"to"	"her"	"being"	"consider"	"for"	"an"	"excellent"	"part"	"in"	"an"	"upcoming"	"tv"	"series"	"underwater_western_eye"	"a"	"documentary"	"type"	"show"	"to"	"be"	"sponsor"	"by"	"oatnut_grits"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:25:00::"	"a"	"on"	"take"	"the"	"take_a"	"a_on"	"on_the"	"he_take_a"	"take_a_on"	"a_on_the"	"on_the_enemy"	"PRP"	"VB"	"DT"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"a"	"lead"	"on"	"the"	"enemy"	"use"	"a"	"distance"	"of"	"five"	"of"	"the"	"radius"	"in"	"his"	"circular"	"sight"	"and_then"	"add"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"that"	"to"	"1818"	"the"	"1818_that"	"that_to"	"to_the"	"in_1818_that"	"1818_that_to"	"that_to_the"	"to_the_dispersal"	"IN"	"CD"	"IN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"the"	"low"	"yield"	"of"	"the"	"person"	"and"	"the"	"ravage"	"of"	"grasshopper"	"in"	"that"	"lead"	"to"	"the"	"dispersal"	"of"	"the"	"settlement"	"southward"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"logically"	"man"	"to"	"man_,"	",_logically"	"logically_to"	"of_man_,"	"man_,_logically"	",_logically_to"	"logically_to_the"	"IN"	"NN"	"ε"	"VB"	"RB"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"long"	"road"	"that"	"had"	"take"	"liberal"	"in_this"	"country"	"into"	"social"	"religion"	"of"	"democracy"	"into"	"a"	"worship"	"of"	"man"	"lead"	"logically"	"to"	"the"	"marxist"	"dream"	"of"	"a"	"classless"	"society"	"under"	"a"	"socialist"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"theological"	","	"a"	"i"	"a_theological"	"theological_,"	",_i"	"give_a_theological"	"a_theological_,"	"theological_,_i"	",_i_ask"	"VB"	"DT"	"JJ"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"give"	"theological"	"lead"	"i"	"ask"	"what"	"he"	"think"	"about"	"those"	"who"	"find"	"a"	"religious"	"significance"	"to"	"his"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"could"	"to"	"culture"	"various"	"culture_could"	"could_to"	"to_various"	"middle-class_culture_could"	"culture_could_to"	"could_to_various"	"to_various_projection"	"JJ"	"NN"	"MD"	"VB"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"interpretation"	"of"	"the"	"role"	"of"	"in"	"the"	"economy"	"of"	"middle-class"	"culture"	"could"	"lead"	"to"	"various"	"projection"	"for"	"the"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:27:00::"	"of"	"and"	"producer"	"zinc"	"producer_of"	"of_and"	"and_zinc"	"domestic_producer_of"	"producer_of_and"	"of_and_zinc"	"and_zinc_ore"	"JJ"	"NN"	"IN"	"NN"	"CC"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"it"	"enact"	"by"	"the"	"senate"	"and"	"house_of_representatives"	"of"	"the"	"united_states_of_america"	"in"	"congress"	"assemble"	"that"	"the"	"secretary_of_the_interior"	"is"	"authorize"	"and"	"direct"	"to"	"establish"	"and"	"maintain"	"a"	"program"	"of"	"stabilization"	"payment"	"to"	"small"	"domestic"	"producer"	"of"	"lead"	"and"	"zinc"	"ore"	"and"	"concentrate"	"in_order"	"to"	"stabilize"	"the"	"mining"	"of"	"lead"	"and"	"zinc"	"by"	"small"	"domestic"	"producer"	"on"	"public"	"indian"	"and"	"land"	"as"	"provide"	"in_this"	"act"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:27:00::"	"of"	"and"	"mining"	"zinc"	"mining_of"	"of_and"	"and_zinc"	"the_mining_of"	"mining_of_and"	"of_and_zinc"	"and_zinc_by"	"DT"	"NN"	"IN"	"NN"	"CC"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"it"	"enact"	"by"	"the"	"senate"	"and"	"house_of_representatives"	"of"	"the"	"united_states_of_america"	"in"	"congress"	"assemble"	"that"	"the"	"secretary_of_the_interior"	"is"	"hereby"	"authorize"	"and"	"direct"	"to"	"establish"	"and"	"maintain"	"a"	"program"	"of"	"stabilization"	"payment"	"to"	"small"	"domestic"	"of"	"lead"	"and"	"zinc"	"ore"	"and"	"concentrate"	"in_order"	"to"	"stabilize"	"the"	"mining"	"of"	"lead"	"and"	"zinc"	"by"	"small"	"domestic"	"producer"	"on"	"public"	"indian"	"and"	"land"	"as"	"provide"	"in_this"	"act"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"of"	"as_long_as"	"producer"	"the"	"producer_of"	"of_as_long_as"	"as_long_as_the"	"domestic_producer_of"	"producer_of_as_long_as"	"of_as_long_as_the"	"as_long_as_the_market_price"	"JJ"	"NN"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"payment"	"shall"	"be"	"to"	"small"	"domestic"	"producer"	"of"	"lead"	"as_long_as"	"the"	"market_price"	"for"	"common"	"lead"	"at"	"new_york"	"new_york"	"as"	"determine"	"by"	"the"	"secretary_of_the_interior"	"be"	"below"	"cent"	"per"	"pound"	"and"	"such"	"payment"	"shall"	"be"	"per"	"centum"	"of"	"the"	"difference"	"between"	"cent"	"per"	"pound"	"and"	"the"	"average"	"market_price"	"for"	"the"	"month"	"in_which"	"the"	"sale"	"occur"	"as"	"determine"	"by"	"the"	"secretary_of_the_interior"	
"1:27:00::"	"common"	"at"	"for"	"new_york"	"for_common"	"common_at"	"at_new_york"	"market_price_for_common"	"for_common_at"	"common_at_new_york"	"at_new_york_,"	"NN"	"IN"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"payment"	"shall"	"be"	"make"	"to"	"small"	"producer"	"of"	"lead"	"as_long_as"	"the"	"market_price"	"for"	"common"	"lead"	"at"	"new_york"	"new_york"	"as"	"determine"	"by"	"the"	"secretary_of_the_interior"	"be"	"below"	"cent"	"per"	"pound"	"and"	"such"	"payment"	"shall"	"be"	"per"	"centum"	"of"	"the"	"difference"	"between"	"cent"	"per"	"pound"	"and"	"the"	"average"	"market_price"	"for"	"the"	"month"	"in_which"	"the"	"sale"	"occur"	"as"	"determine"	"by"	"the"	"secretary_of_the_interior"	"0"	"0"	"0"	
"2:42:04::"	"to"	"to"	"likely"	"a"	"likely_to"	"to_to"	"to_a"	"be_likely_to"	"likely_to_to"	"to_to_a"	"to_a_full-time"	"VB"	"JJ"	"TO"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"formally"	"organized"	"vocational_program"	"support"	"by"	"federal"	"funds"	"allow"	"high_school"	"student"	"gain"	"experience"	"in"	"a"	"field"	"of"	"work"	"which"	"be"	"likely"	"to"	"lead"	"to"	"a"	"full-time"	"job"	"on"	"graduation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
