"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"
"1:09:00::"	"perhaps"	"'s"	","	"most"	",_perhaps"	"perhaps_'s"	"'s_most"	"important_,_perhaps"	",_perhaps_'s"	"perhaps_'s_most"	"'s_most_precious"	"JJ"	"ε"	"RB"	"NN"	"POS"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"true"	"idea"	"be"	"perhaps"	"life"	"most"	"precious"	"treasure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"of"	"."	"spark"	"∅"	"spark_of"	"of_."	"._∅"	"his_spark_of"	"spark_of_."	"of_._∅"	"._∅_∅"	"PRP$"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"shakespeare"	"did"	"not"	"usually"	"invent"	"the"	"incident"	"in"	"his"	"play"	"but"	"borrow"	"them"	"from"	"old"	"story"	"ballad"	"and"	"play"	"weave"	"them"	"together"	"then"	"breathe"	"into"	"them"	"his"	"spark"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"our"	"."	"of"	"∅"	"of_our"	"our_."	"._∅"	"sector_of_our"	"of_our_."	"our_._∅"	"._∅_∅"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"idea"	"surfeit"	"sector"	"of"	"our"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"toward"	"'s"	"attitude"	"encumbrance"	"attitude_toward"	"toward_'s"	"'s_encumbrance"	"detached_attitude_toward"	"attitude_toward_'s"	"toward_'s_encumbrance"	"'s_encumbrance_has"	"JJ"	"NN"	"IN"	"NN"	"POS"	"NN"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"rather"	"attitude"	"toward"	"life"	"encumbrance"	"has"	"seem"	"to"	"be"	"the"	"dominant"	"trait"	"in"	"person"	"personality"	"ever"	"since"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:02::"	"his"	"."	"of"	"∅"	"of_his"	"his_."	"._∅"	"center_of_his"	"of_his_."	"his_._∅"	"._∅_∅"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"person"	"be"	"alive"	"and"	"he"	"remember"	"the"	"pressure"	"of"	"her"	"hand"	"lightly"	"on"	"his"	"arm"	"she"	"had"	"be"	"the"	"center"	"of"	"his"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"everyday"	"."	"normal"	"∅"	"normal_everyday"	"everyday_."	"._∅"	"of_normal_everyday"	"normal_everyday_."	"everyday_._∅"	"._∅_∅"	"IN"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"dress"	"and"	"the"	"accustomed"	"routine"	"to"	"her"	"a"	"sense"	"of"	"normal"	"everyday"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"real"	"in"	"in"	"two"	"in_real"	"real_in"	"in_two"	"counterpart_in_real"	"in_real_in"	"real_in_two"	"in_two_essential"	"NN"	"IN"	"JJ"	"NN"	"IN"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mythological"	"private_eye"	"differ"	"his"	"counterpart"	"in"	"real"	"life"	"in"	"two"	"essential"	"way"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"in"	"we"	"∅"	"learn"	"∅_in"	"in_we"	"we_learn"	"∅_∅_in"	"∅_in_we"	"in_we_learn"	"we_learn_to"	"ε"	"ε"	"IN"	"NN"	"PRP"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"life"	"we"	"learn"	"to"	"play"	"our"	"role"	"and"	"we"	"freeze"	"into"	"pattern"	"which"	"become"	"so"	"habitual"	"that"	"we"	"be"	"not"	"really"	"aware"	"of"	"what"	"we"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"your"	"will"	","	"be"	",_your"	"your_will"	"will_be"	"day_,_your"	",_your_will"	"your_will_be"	"will_be_take"	"NN"	"ε"	"PRP$"	"NN"	"MD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"do"	"n't"	"leave"	"country"	"within"	"day"	"your"	"life"	"will"	"be"	"take"	"the"	"same"	"as"	"person"	"was"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"of"	"."	"span"	"∅"	"span_of"	"of_."	"._∅"	"a_span_of"	"span_of_."	"of_._∅"	"._∅_∅"	"DT"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"boyhood"	"represent"	"a"	"minimal"	"chance"	"of"	"either"	"attain"	"greatness"	"or"	"his"	"people"	"so"	"well"	"and"	"over"	"so"	"long"	"a"	"span"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"his"	"that"	"in"	"the"	"in_his"	"his_that"	"that_the"	"point_in_his"	"in_his_that"	"his_that_the"	"that_the_mature"	"NN"	"IN"	"PRP$"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"at"	"point"	"in"	"his"	"life"	"that"	"the"	"mature"	"person"	"emerge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"creative"	","	"his"	"help"	"his_creative"	"creative_,"	",_help"	"of_his_creative"	"his_creative_,"	"creative_,_help"	",_help_preserve"	"IN"	"PRP$"	"JJ"	"NN"	"ε"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"might"	"well"	"emerge"	"as"	"a"	"cultural"	"hero"	"by"	"the"	"force"	"of"	"his"	"creative"	"life"	"help"	"preserve"	"the"	"main"	"stream"	"of"	"tradition"	"to"	"which"	"the"	"surviving"	"idiom"	"of"	"current"	"experimentalism"	"may"	"be"	"eventually"	"add"	"and"	"integrate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"'s"	"unfold"	"person"	"."	"person_'s"	"'s_unfold"	"unfold_."	"differently_person_'s"	"person_'s_unfold"	"'s_unfold_."	"unfold_._∅"	"RB"	"NNP"	"POS"	"NN"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"person"	"life"	"unfold"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"jewish"	","	"teen"	"the"	"teen_jewish"	"jewish_,"	",_the"	"upper_teen_jewish"	"teen_jewish_,"	"jewish_,_the"	",_the_non"	"JJ"	"JJ"	"JJ"	"NN"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"teen"	"jewish"	"life"	"the"	"non"	"college"	"group"	"tend"	"to"	"have"	"a"	"sense"	"of"	"marginality"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:02::"	"their"	"in"	"lead"	"a"	"lead_their"	"their_in"	"in_a"	"actually_lead_their"	"lead_their_in"	"their_in_a"	"in_a_vast"	"RB"	"VB"	"PRP$"	"NN"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"be"	"noteworthy"	"about"	"this"	"large"	"group"	"of"	"teenager"	"be"	"that"	"although"	"their"	"hardly"	"differentiate"	"them"	"from"	"their"	"gentile"	"counterpart"	"they"	"actually"	"lead"	"their"	"life"	"in"	"a"	"vast"	"self-enclosed"	"jewish"	"cosmos"	"with"	"relatively"	"little"	"contact"	"with"	"the"	"non"	"jewish"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:02::"	"the"	"and"	"in"	"death"	"in_the"	"the_and"	"and_death"	"that_in_the"	"in_the_and"	"the_and_death"	"and_death_of"	"IN"	"IN"	"DT"	"NN"	"CC"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"christianity"	"declare"	"in"	"the"	"life"	"and"	"death"	"of"	"jesus_christ"	"the"	"unique"	"and"	"the"	"universal"	"concur"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"of"	","	"tree"	"not"	"tree_of"	"of_,"	",_not"	"the_tree_of"	"tree_of_,"	"of_,_not"	",_not_because"	"DT"	"NN"	"IN"	"NN"	"ε"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wherefore"	"also"	"he"	"god"	"drive_out"	"him"	"man"	"out"	"of"	"paradise"	"and"	"him"	"far"	"from"	"the"	"tree"	"of"	"life"	"not"	"because"	"he"	"envy"	"him"	"the"	"tree"	"of"	"life"	"as"	"some"	"venture"	"to"	"assert"	"but"	"because"	"he"	"pity"	"him"	"and"	"did"	"not"	"desire"	"that"	"he"	"should"	"continue"	"a"	"sinner"	"for"	"ever"	"nor"	"that"	"the"	"sin"	"which"	"surround"	"him"	"should"	"be"	"immortal"	"and"	"evil"	"interminable"	"and"	"irremediable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"of"	","	"tree"	"as"	"tree_of"	"of_,"	",_as"	"the_tree_of"	"tree_of_,"	"of_,_as"	",_as_some"	"DT"	"NN"	"IN"	"NN"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wherefore"	"also"	"he"	"god"	"drive_out"	"him"	"man"	"out"	"of"	"paradise"	"and"	"remove"	"him"	"far"	"from"	"the"	"tree"	"of"	"not"	"because"	"he"	"envy"	"him"	"the"	"tree"	"of"	"life"	"as"	"some"	"venture"	"to"	"assert"	"but"	"because"	"he"	"pity"	"him"	"and"	"did"	"not"	"desire"	"that"	"he"	"should"	"continue"	"a"	"sinner"	"for"	"ever"	"nor"	"that"	"the"	"sin"	"which"	"surround"	"him"	"should"	"be"	"immortal"	"and"	"evil"	"interminable"	"and"	"irremediable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"renewed"	"to"	"give"	"soap"	"give_renewed"	"renewed_to"	"to_soap"	"polyphosphate_give_renewed"	"give_renewed_to"	"renewed_to_soap"	"to_soap_product"	"NN"	"VB"	"JJ"	"NN"	"TO"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"polyphosphate"	"renewed"	"life"	"to"	"soap"	"product"	"at"	"a"	"time"	"when"	"surfactant"	"be"	"a"	"threat"	"though"	"expensive"	"and"	"these"	"same"	"polyphosphate"	"spell"	"the"	"decline"	"of"	"soap"	"usage"	"when"	"the"	"synergism"	"between"	"polyphosphate"	"and"	"synthetic"	"detergent"	"active"	"was"	"recognize"	"and"	"exploit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"'s"	"were"	"person"	"threaten"	"person_'s"	"'s_were"	"were_threaten"	"and_person_'s"	"person_'s_were"	"'s_were_threaten"	"were_threaten_by"	"CC"	"NNP"	"POS"	"NN"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"both"	"person"	"person"	"life"	"were"	"threaten"	"by"	"the"	"mexican"	"following"	"the"	"killing"	"but"	"the"	"company"	"officer"	"feel"	"that"	"in_the_end"	"it"	"would"	"serve"	"to"	"quiet"	"them"	"despite"	"their"	"immediate"	"emotion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"his"	"finally"	"on"	"convince"	"on_his"	"his_finally"	"finally_convince"	"threat_on_his"	"on_his_finally"	"his_finally_convince"	"finally_convince_person"	"NN"	"IN"	"PRP$"	"NN"	"RB"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"increasing"	"on"	"his"	"life"	"finally"	"convince"	"person"	"that"	"he"	"should"	"leave"	"new_mexico"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:02::"	"in"	"."	"early"	"∅"	"early_in"	"in_."	"._∅"	"very_early_in"	"early_in_."	"in_._∅"	"._∅_∅"	"RB"	"RB"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"reason"	"gymnastic"	"study"	"be"	"valuable"	"be"	"it"	"can"	"be"	"start"	"very"	"early"	"in"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:02::"	"his"	"."	"of"	"∅"	"of_his"	"his_."	"._∅"	"point_of_his"	"of_his_."	"his_._∅"	"._∅_∅"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"feel"	"himself"	"now"	"as"	"he"	"himself"	"say"	"in"	"confessions"	"at"	"a"	"crucial"	"point"	"of"	"his"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
