"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"
"1:18:00::"	"the"	"chorus"	","	"heartily"	",_the"	"the_chorus"	"chorus_heartily"	"''_,_the"	",_the_chorus"	"the_chorus_heartily"	"chorus_heartily_."	"ε"	"ε"	"DT"	"NN"	"VB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"ma'am"	"the"	"chorus"	"heartily"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"rush_off"	"∅"	"to"	"∅_the"	"the_rush_off"	"rush_off_to"	"∅_∅_the"	"∅_the_rush_off"	"the_rush_off_to"	"rush_off_to_get_rid_of"	"ε"	"ε"	"DT"	"NN"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"child"	"rush_off"	"to"	"get_rid_of"	"their"	"sweater"	"and"	"person"	"begin"	"tap"	"the"	"kitchen"	"door"	"open"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"tell"	","	"her"	",_the"	"the_tell"	"tell_her"	"later_on_,_the"	",_the_tell"	"the_tell_her"	"tell_her_further"	"RB"	"ε"	"DT"	"NN"	"VB"	"PRP$"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"later_on"	"child"	"tell"	"her"	"further"	"about"	"somersaulting"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"like"	","	"he"	"in"	"he_like"	"like_,"	",_in"	"∅_he_like"	"he_like_,"	"like_,_in"	",_in_a"	"ε"	"PRP"	"VB"	"NN"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"like"	"child"	"in"	"a"	"loathsome"	"kind"	"of"	"way"	"the"	"two"	"young"	"in"	"our"	"family"	"always"	"had"	"to"	"be"	"bring_in"	"and"	"put_through"	"trick"	"for"	"his"	"entertainment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	","	"advise"	"ceremonially"	"advise_the"	"the_,"	",_ceremonially"	"mother_advise_the"	"advise_the_,"	"the_,_ceremonially"	",_ceremonially_."	"NN"	"VB"	"DT"	"NN"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"person"	"what"	"you"	"do"	"these"	"day"	"mother"	"advise"	"the"	"child"	"ceremonially"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"-"	"about"	"even"	"about_the"	"the_-"	"-_even"	"revolt_about_the"	"about_the_-"	"the_-_even"	"-_even_irreverence"	"NN"	"IN"	"DT"	"NN"	"ε"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"was"	"an"	"of"	"revolt"	"about"	"the"	"child"	"even"	"irreverence"	"for"	"their"	"own"	"principle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"maneuver"	"of"	"out"	"of_the"	"the_maneuver"	"maneuver_out"	"one_of_the"	"of_the_maneuver"	"the_maneuver_out"	"maneuver_out_of"	"JJ"	"IN"	"DT"	"NN"	"VB"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"the"	"child"	"maneuver"	"out"	"of"	"range"	"of"	"the"	"poke"	"index_finger"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"deaf"	"between"	"require"	"6"	"require_deaf"	"deaf_between"	"between_6"	",_require_deaf"	"require_deaf_between"	"deaf_between_6"	"between_6_and"	"ε"	"VB"	"JJ"	"NN"	"IN"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"authorize"	"the"	"group"	"to"	"establish"	"countywide"	"day_school"	"for"	"the"	"in"	"county"	"of"	"or"	"more"	"population"	"require"	"deaf"	"child"	"between"	"and"	"year"	"of_age"	"to"	"attend"	"the"	"day_school"	"permit"	"older"	"ones"	"to"	"attend"	"the"	"residential"	"location"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"dependent"	"program"	"to"	"."	"to_dependent"	"dependent_program"	"program_."	"aid_to_dependent"	"to_dependent_program"	"dependent_program_."	"program_._∅"	"NN"	"TO"	"JJ"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"state"	"and"	"federal"	"legislation"	"against"	"racial"	"discrimination"	"in"	"employment"	"was"	"call_for"	"yesterday"	"a"	"report"	"of"	"a"	"blue-ribbon"	"citizens_committee"	"the"	"aid"	"to"	"dependent"	"child"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"all"	"in"	"to"	"need"	"to_all"	"all_in"	"in_need"	"program_to_all"	"to_all_in"	"all_in_need"	"in_need_live"	"NN"	"TO"	"DT"	"NN"	"IN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"extension"	"of"	"the"	"program"	"to"	"all"	"child"	"in"	"need"	"live"	"with"	"any"	"relative"	"include"	"both"	"parent"	"as"	"a"	"means"	"of"	"preserve"	"family"	"unity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"a"	"too"	"be"	"much"	"be_a"	"a_too"	"too_much"	"she_be_a"	"be_a_too"	"a_too_much"	"too_much_a"	"PRP"	"VB"	"DT"	"NN"	"RB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"a"	"child"	"too"	"much"	"a"	"part"	"of"	"her"	"environment"	"too"	"eager"	"to"	"grow"	"and"	"learn"	"and"	"experience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"my"	"would"	"me"	"be"	"me_my"	"my_would"	"would_be"	"to_me_my"	"me_my_would"	"my_would_be"	"would_be_kidnap"	"TO"	"PRP"	"PRP$"	"NN"	"MD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"did"	"n't"	"occur"	"me"	"my"	"child"	"would"	"be"	"kidnap"	"when"	"i"	"have"	"it"	"list"	"person"	"mutter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	","	"at"	"his"	"at_the"	"the_,"	",_his"	"look_at_the"	"at_the_,"	"the_,_his"	",_his_mouth"	"VB"	"VB"	"DT"	"NN"	"ε"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"at"	"the"	"child"	"his"	"mouth"	"slightly"	"opened"	"his"	"eye"	"dull"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"a"	"hang_on"	"with"	"you"	"with_a"	"a_hang_on"	"hang_on_you"	"work_with_a"	"with_a_hang_on"	"a_hang_on_you"	"hang_on_you_''"	"VB"	"IN"	"DT"	"NN"	"VB"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"you"	"going"	"work"	"with"	"a"	"child"	"hang_on"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"'s"	"make"	"it"	"a"	"it_'s"	"'s_make"	"make_a"	"guess_it_'s"	"it_'s_make"	"'s_make_a"	"make_a_woman"	"VB"	"PRP"	"VBZ"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"guess"	"child"	"make"	"a"	"woman"	"old"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"two"	","	"have"	"finish"	"have_two"	"two_,"	",_finish"	"who_have_two"	"have_two_,"	"two_,_finish"	",_finish_in"	"WP"	"VB"	"JJ"	"NN"	"ε"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"nearby"	"location"	"a"	"year"	"old"	"who"	"have"	"two"	"child"	"finish"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"old"	"be"	"year"	"a"	"year_old"	"old_be"	"be_a"	"-_year_old"	"year_old_be"	"old_be_a"	"be_a_lack"	"ε"	"NN"	"JJ"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"obstacle"	"to"	"the"	"control"	"of"	"a"	"year"	"old"	"child"	"be"	"a"	"lack"	"of"	"verbal"	"communication"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"the"	"."	"to"	"∅"	"to_the"	"the_."	"._∅"	"desirable_to_the"	"to_the_."	"the_._∅"	"._∅_∅"	"JJ"	"TO"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"should"	"offer"	"substitute"	"for"	"the"	"which"	"seem"	"overwhelmingly"	"desirable"	"to"	"the"	"child"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"the"	"'s"	"of"	"conscience"	"of_the"	"the_'s"	"'s_conscience"	"growth_of_the"	"of_the_'s"	"the_'s_conscience"	"'s_conscience_."	"NN"	"IN"	"DT"	"NN"	"POS"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"this"	"precarious"	"period"	"of"	"development"	"the"	"should"	"continue"	"to"	"influence"	"the"	"growth"	"of"	"the"	"child"	"conscience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"dead"	","	"the"	"still"	"the_dead"	"dead_,"	",_still"	"rock_the_dead"	"the_dead_,"	"dead_,_still"	",_still_croon"	"VB"	"DT"	"JJ"	"NN"	"ε"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"person"	"awake"	"person"	"still"	"rock"	"the"	"dead"	"child"	"still"	"croon"	"in"	"disbelief"	"no"	"no"	"oh"	"no"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"their"	"'s"	"accept"	"death"	"accept_their"	"their_'s"	"'s_death"	"had_accept_their"	"accept_their_'s"	"their_'s_death"	"'s_death_as"	"VBD"	"VB"	"PRP$"	"NN"	"POS"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"letter"	"come"	"as"	"she"	"know"	"it"	"and"	"he"	"had"	"accept"	"their"	"child"	"death"	"as"	"another"	"judgment"	"from"	"god"	"against"	"both"	"person"	"and"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"her"	"be"	"that"	"well"	"that_her"	"her_be"	"be_well"	"and_that_her"	"that_her_be"	"her_be_well"	"be_well_''"	"CC"	"IN"	"PRP$"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"will"	"probably"	"be"	"glad"	"to"	"hear"	"that"	"person"	"has"	"safely"	"recover"	"a"	"very"	"favorable"	"confinement"	"and"	"that"	"her"	"child"	"be"	"well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"another"	"-"	"at_the_same_time"	"this"	"at_the_same_time_another"	"another_-"	"-_this"	"∅_at_the_same_time_another"	"at_the_same_time_another_-"	"another_-_this"	"-_this_one"	"ε"	"JJ"	"JJ"	"NN"	"ε"	"DT"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"child"	"this"	"one"	"of"	"person"	"brain"	"was"	"give"	"to"	"the"	"world"	"alastor"	"a"	"poem"	"of"	"pervading"	"beauty"	"in"	"which"	"the"	"reader"	"may"	"gaze"	"into"	"the"	"still"	"depth"	"of"	"a"	"fine"	"mind"	"musing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"her"	","	"of"	"those"	"of_her"	"her_,"	",_those"	"again_of_her"	"of_her_,"	"her_,_those"	",_those_two"	"RB"	"IN"	"PRP$"	"NN"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"think_of"	"of"	"her"	"child"	"those"	"two"	"who"	"had"	"die"	"young"	"before"	"the"	"later"	"science"	"which"	"might"	"have"	"save"	"them"	"could"	"attach"	"even"	"a"	"label"	"to"	"their"	"malignancy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"a"	"."	"of"	"∅"	"of_a"	"a_."	"._∅"	"figure_of_a"	"of_a_."	"a_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"suffering"	"and"	"disaster"	"produce"	"by"	"any"	"transgression"	"against"	"the"	"commandment"	"not"	"to"	"love"	"are"	"almost"	"invariably"	"associated"	"in"	"one"	"way"	"or"	"another"	"with"	"childhood"	"with"	"the"	"figure"	"a"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
