"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"
"1:28:00::"	"one"	"old"	"the"	"world_record"	"the_one"	"one_old"	"old_world_record"	"break_the_one"	"the_one_old"	"one_old_world_record"	"old_world_record_in"	"VB"	"DT"	"JJ"	"NN"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"crowd"	"at"	"the"	"twenty-first"	"annual"	"k._of_c._games"	"final"	"indoor"	"meet"	"of"	"the"	"season"	"get"	"a"	"thrill"	"a_few"	"minute"	"earlier"	"when"	"a"	"bespectacled"	"woman"	"break"	"the"	"one"	"week"	"old"	"world_record"	"in"	"the"	"half_mile"	"run"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	"later"	"∅"	"the"	"∅_a"	"a_later"	"later_the"	"∅_∅_a"	"∅_a_later"	"a_later_the"	"later_the_sentence"	"ε"	"ε"	"DT"	"NN"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"week"	"later"	"the"	"sentence"	"of"	"the"	"council"	"was"	"carry_out"	"person"	"and"	"the"	"woman"	"were"	"march"	"naked"	"through"	"the"	"street"	"past"	"a"	"mocking"	"populace"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	"until"	"bed"	"her"	"bed_a"	"a_until"	"until_her"	"in_bed_a"	"bed_a_until"	"a_until_her"	"until_her_milk"	"RB"	"NN"	"DT"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"person"	"in"	"bed"	"a"	"week"	"until"	"her"	"milk"	"dry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"after"	"∅"	"location"	"∅_the"	"the_after"	"after_location"	"∅_∅_the"	"∅_the_after"	"the_after_location"	"after_location_the"	"ε"	"ε"	"DT"	"NN"	"IN"	"NNP"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"week"	"after"	"location"	"the"	"sound"	"of"	"horse"	"in"	"the"	"yard"	"bring_up"	"person"	"up"	"in"	"shock"	"from"	"an"	"afternoon"	"rest"	"when"	"she"	"see"	"the"	"federal"	"soldier"	"from"	"her"	"upstairs"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"3"	"later"	"discontinue"	"because"	"discontinue_3"	"3_later"	"later_because"	"be_discontinue_3"	"discontinue_3_later"	"3_later_because"	"later_because_of"	"VB"	"VB"	"JJ"	"NN"	"RB"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"feb"	"purify"	"corticotropin"	"acth_gel"	"unit"	"daily"	"intramuscularly"	"was"	"start"	"but"	"be"	"discontinue"	"week"	"later"	"because"	"of"	"excessive"	"fluid"	"retention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"this"	"."	"field_goal"	"∅"	"field_goal_this"	"this_."	"._∅"	"practice_field_goal_this"	"field_goal_this_."	"this_._∅"	"._∅_∅"	"VB"	"NN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"say"	"monday"	"his"	"leg"	"feel"	"fine"	"and"	"as"	"result"	"he"	"hope"	"to"	"start"	"practice"	"field_goal"	"this"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"next"	"'s"	"to"	"problem"	"to_next"	"next_'s"	"'s_problem"	"victory_to_next"	"to_next_'s"	"next_'s_problem"	"'s_problem_:"	"NN"	"TO"	"JJ"	"NN"	"POS"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"good"	"feeling"	"prevail"	"on"	"the"	"group"	"coach"	"staff"	"monday"	"attention"	"quickly"	"turn"	"from"	"saturday"	"victory"	"to"	"next"	"week"	"problem"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"last"	"."	"statistic"	"∅"	"statistic_last"	"last_."	"._∅"	"the_statistic_last"	"statistic_last_."	"last_._∅"	"._∅_∅"	"DT"	"NN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"early"	"group"	"football"	"leader"	"group"	"group"	"and"	"group"	"a"	"big"	"dent"	"in"	"the"	"statistic"	"last"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	","	"1700"	"and"	"1700_a"	"a_,"	",_and"	"of_1700_a"	"1700_a_,"	"a_,_and"	",_and_application"	"IN"	"CD"	"DT"	"NN"	"ε"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"m.p."	"write"	"in"	"the_manchester_guardian"	"state"	"that"	"departure"	"from"	"location"	"are"	"now"	"run"	"at"	"rate"	"not"	"of"	"but"	"of"	"a"	"week"	"and"	"application"	"to"	"leave"	"have"	"rise"	"to"	"a"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	"."	"1900"	"∅"	"1900_a"	"a_."	"._∅"	"to_1900_a"	"1900_a_."	"a_._∅"	"._∅_∅"	"TO"	"CD"	"DT"	"NN"	"ε"	"ε"	"ε"	"m.p."	"write"	"in"	"the_manchester_guardian"	"state"	"that"	"departure"	"from"	"location"	"are"	"now"	"run"	"at"	"the"	"rate"	"not"	"of"	"but"	"of"	"a"	"week"	"and"	"application"	"leave"	"have"	"rise"	"to"	"a"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
