"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"
"1:15:00::"	"the"	"of"	"at"	"departure"	"at_the"	"the_of"	"of_departure"	"barbed_wire_at_the"	"at_the_of"	"the_of_departure"	"of_departure_."	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"hour"	"they"	"had"	"the"	"barbed_wire"	"at"	"the"	"point"	"of"	"departure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"to"	"whisper"	"a"	"whisper_,"	",_to"	"to_a"	"he_whisper_,"	"whisper_,_to"	",_to_a"	"to_a_small"	"PRP"	"VB"	"ε"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"come_up"	"take"	"that"	"spot"	"over"	"he"	"whisper"	"point"	"to"	"a"	"small"	"clump"	"of"	"blackness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"searchlight"	"at"	"their"	"the"	"their_searchlight"	"searchlight_at"	"at_the"	"of_their_searchlight"	"their_searchlight_at"	"searchlight_at_the"	"at_the_cloud"	"IN"	"PRP$"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"above"	"the"	"glowing"	"ivory"	"of"	"their"	"searchlight"	"point"	"at"	"the"	"cloud"	"dilute"	"the"	"valley"	"dark"	"to"	"a"	"pallid"	"light"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"corner"	"on"	"four"	"the"	"four_corner"	"corner_on"	"on_the"	"its_four_corner"	"four_corner_on"	"corner_on_the"	"on_the_curve"	"PRP$"	"JJ"	"NN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"square"	"inscribed"	"in"	"a"	"curve"	"mean"	"a"	"square"	"with"	"its"	"four"	"corner"	"point"	"on"	"the"	"curve"	"though"	"it"	"may_not"	"lie"	"entirely"	"in"	"the"	"interior"	"of"	"c"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"p"	"from"	"at"	"from_the"	"the_p"	"p_at"	",_from_the"	"from_the_p"	"the_p_at"	"p_at_**f"	"ε"	"IN"	"DT"	"NN"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"c"	"the"	"point"	"p"	"at"	"to"	"the"	"point"	"q"	"at"	"we"	"construct"	"the"	"chord"	"and"	"upon"	"the"	"chord"	"as"	"a"	"side"	"erect"	"a"	"square"	"in"	"such"	"a"	"way"	"that"	"as"	"s"	"approach"	"zero"	"the"	"square"	"be"	"inside"	"c"	
"1:09:00::"	"the"	"q"	"to"	"at"	"to_the"	"the_q"	"q_at"	"**f_to_the"	"to_the_q"	"the_q_at"	"q_at_**f"	"NN"	"JJ"	"JJ"	"NN"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"c"	"from"	"the"	"point"	"at"	"to"	"the"	"point"	"q"	"at"	"we"	"construct"	"the"	"chord"	"and"	"upon"	"the"	"chord"	"as"	"a"	"side"	"erect"	"a"	"square"	"in"	"such"	"a"	"way"	"that"	"as"	"s"	"approach"	"zero"	"the"	"square"	"be"	"inside"	"c"	"0"	"0"	"0"	
"1:09:00::"	"diagonal"	"there"	"and"	"correspond"	"and_diagonal"	"diagonal_there"	"there_correspond"	"vertex_and_diagonal"	"and_diagonal_there"	"diagonal_there_correspond"	"there_correspond_a"	"NN"	"CC"	"JJ"	"NN"	"EX"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"each"	"vertex"	"and"	"diagonal"	"point"	"there"	"correspond"	"a"	"unique"	"forward"	"corner"	"point"	"i.e."	"the"	"corner"	"on"	"c"	"reach"	"first"	"by"	"proceed"	"along"	"c"	"from"	"the"	"vertex"	"in"	"the"	"direction"	"of"	"increasing"	"t"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"corner"	","	"forward"	"i.e."	"forward_corner"	"corner_,"	",_i.e."	"unique_forward_corner"	"forward_corner_,"	"corner_,_i.e."	",_i.e._,"	"JJ"	"JJ"	"NN"	"NN"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"each"	"paired"	"vertex"	"and"	"diagonal"	"there"	"correspond"	"a"	"unique"	"forward"	"corner"	"point"	"i.e."	"the"	"corner"	"on"	"c"	"reach"	"first"	"by"	"proceed"	"along"	"c"	"from"	"the"	"vertex"	"in"	"the"	"direction"	"of"	"increasing"	"t"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"corner"	"."	"forward"	"∅"	"forward_corner"	"corner_."	"._∅"	"corresponding_forward_corner"	"forward_corner_."	"corner_._∅"	"._∅_∅"	"JJ"	"JJ"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"each"	"vertex"	"we"	"associate"	"certain"	"numerical"	"value"	"namely"	"the"	"set"	"of"	"in"	"the"	"parameter"	"t"	"between"	"the"	"vertex"	"and"	"its"	"corresponding"	"forward"	"corner"	"point"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"ordinary"	"of"	"any"	"the"	"any_ordinary"	"ordinary_of"	"of_the"	"of_any_ordinary"	"any_ordinary_of"	"ordinary_of_the"	"of_the_graph"	"IN"	"JJ"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"some"	"neighborhood"	"in"	"f-plane"	"of"	"any"	"ordinary"	"point"	"of"	"the"	"graph"	"the"	"function"	"f"	"be"	"a"	"single"	"valued"	"continuous"	"function"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"tangent"	"on"	"of"	"the"	"of_tangent"	"tangent_on"	"on_the"	"set_of_tangent"	"of_tangent_on"	"tangent_on_the"	"on_the_graph"	"NN"	"RB"	"NN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"turn"	"now"	"the"	"set"	"of"	"tangent"	"point"	"on"	"the"	"graph"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"tangent"	"in"	"isolated"	"the"	"isolated_tangent"	"tangent_in"	"in_the"	"an_isolated_tangent"	"isolated_tangent_in"	"tangent_in_the"	"in_the_f-plane"	"DT"	"JJ"	"NN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"some"	"neighborhood"	"an"	"isolated"	"tangent"	"point"	"in"	"the"	"f-plane"	"say"	"the"	"function"	"be"	"either"	"double"	"valued"	"or"	"have"	"no"	"value"	"define"	"except"	"at"	"the"	"tangent"	"point"	"itself"	"where"	"it"	"be"	"single"	"valued"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"tangent"	"itself"	"the"	","	"the_tangent"	"tangent_itself"	"itself_,"	"at_the_tangent"	"the_tangent_itself"	"tangent_itself_,"	"itself_,_where"	"IN"	"DT"	"NN"	"NN"	"PRP"	"ε"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"some"	"neighborhood"	"of"	"an"	"isolated"	"tangent"	"point"	"in"	"the"	"f-plane"	"say"	"the"	"function"	"be"	"either"	"double"	"valued"	"or"	"no"	"value"	"define"	"except"	"at"	"the"	"tangent"	"point"	"itself"	"where"	"it"	"be"	"single"	"valued"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"tangent"	"q"	"a"	"in"	"a_tangent"	"tangent_q"	"q_in"	"∅_a_tangent"	"a_tangent_q"	"tangent_q_in"	"q_in_the"	"ε"	"DT"	"NN"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tangent"	"point"	"q"	"in"	"the"	"c-plane"	"occur"	"when"	"c"	"and"	"be"	"tangent"	"to"	"one"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"two"	"for"	"exist"	"which"	"exist_two"	"two_for"	"for_which"	"there_exist_two"	"exist_two_for"	"two_for_which"	"for_which_the"	"EX"	"VB"	"JJ"	"NN"	"IN"	"WDT"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"must"	"now"	"show"	"that"	"on"	"component"	"of"	"the"	"graph"	"there"	"exist"	"two"	"point"	"for"	"which"	"the"	"corresponding"	"diagonal"	"point"	"in"	"the"	"c-plane"	"be"	"on"	"opposite"	"side"	"of"	"c"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"diagonal"	"in"	"corresponding"	"the"	"corresponding_diagonal"	"diagonal_in"	"in_the"	"the_corresponding_diagonal"	"corresponding_diagonal_in"	"diagonal_in_the"	"in_the_c-plane"	"DT"	"JJ"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"must"	"now"	"show"	"that"	"on"	"some"	"component"	"of"	"graph"	"there"	"exist"	"two"	"point"	"for"	"which"	"the"	"corresponding"	"diagonal"	"point"	"in"	"the"	"c-plane"	"be"	"on"	"opposite"	"side"	"of"	"c"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"corner"	"."	"backward"	"∅"	"backward_corner"	"corner_."	"._∅"	"the_backward_corner"	"backward_corner_."	"corner_._∅"	"._∅_∅"	"DT"	"JJ"	"NN"	"NN"	"ε"	"ε"	"ε"	"define"	"a"	"function"	"b"	"t"	"as_follows"	"given"	"the"	"set"	"of"	"square"	"such_that"	"each"	"have"	"three"	"corner"	"on"	"c"	"and"	"vertex"	"at"	"t"	"b"	"t"	"be"	"the"	"corresponding"	"set"	"of"	"parametric"	"difference"	"t"	"and"	"the"	"backward"	"corner"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:01::"	"-"	"bulge"	"38"	"against"	"38_-"	"-_bulge"	"bulge_against"	"a_38_-"	"38_-_bulge"	"-_bulge_against"	"bulge_against_group"	"DT"	"CD"	"ε"	"NN"	"NN"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"combine"	"yard"	"rushing"	"yard"	"passing"	"on"	"completion"	"in"	"toss"	"and"	"a"	"tough"	"defense"	"to"	"whip"	"group"	"group"	"with"	"a"	"point"	"bulge"	"against"	"group"	"run_up"	"its"	"biggest"	"total"	"loop"	"play"	"since"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"more"	"of"	"several"	"interest"	"several_more"	"more_of"	"of_interest"	"but_several_more"	"several_more_of"	"more_of_interest"	"of_interest_may"	"CC"	"JJ"	"JJ"	"NN"	"IN"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"simple"	"but"	"several"	"more"	"point"	"of"	"interest"	"may"	"be"	"mention"	"as"	"relevant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
