"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"2:37:00::"	"pamela"	"calm"	"∅"	"and"	"∅_pamela"	"pamela_calm"	"calm_and"	"∅_∅_pamela"	"∅_pamela_calm"	"pamela_calm_and"	"calm_and_peaceful"	"ε"	"ε"	"NNP"	"VB"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"calm"	"and"	"peaceful"	"as"	"she"	"walk"	"along"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"she"	"or"	"had"	"dream"	"had_she"	"she_or"	"or_dream"	"before_had_she"	"had_she_or"	"she_or_dream"	"or_dream_or"	"IN"	"VBD"	"PRP"	"VB"	"CC"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"where"	"had"	"she"	"feel"	"or"	"dream"	"or"	"imagine"	"such"	"a"	"scene"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"to"	"sharp"	"begin"	"concern"	"begin_to"	"to_sharp"	"sharp_concern"	"was_begin_to"	"begin_to_sharp"	"to_sharp_concern"	"sharp_concern_for"	"VBD"	"VB"	"TO"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hank"	"begin"	"to"	"feel"	"sharp"	"concern"	"for"	"mr._black"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"so"	"``"	"deeply"	"``_i"	"i_so"	"so_deeply"	":_``_i"	"``_i_so"	"i_so_deeply"	"so_deeply_blessed"	"ε"	"ε"	"PRP"	"VB"	"RB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"very"	"honest"	"act"	"call_up"	"the"	"recent"	"talk"	"i"	"have"	"with"	"minister"	"a"	"modest"	"methodist"	"who"	"say"	"i"	"feel"	"so"	"deeply"	"blessed"	"by"	"god"	"when"	"i"	"can"	"give"	"a"	"message"	"of"	"love"	"and"	"comfort"	"to"	"men"	"and"	"i"	"would"	"have"	"it"	"no"	"way"	"and"	"it"	"be"	"unworthy"	"to"	"think_of"	"self"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"to"	"free_of"	"seem"	"accountability"	"seem_to"	"to_free_of"	"free_of_accountability"	"sometimes_seem_to"	"seem_to_free_of"	"to_free_of_accountability"	"free_of_accountability_for"	"RB"	"VB"	"TO"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ex-presidents"	"relieve"	"of"	"accountability"	"for"	"sometimes"	"seem"	"to"	"feel"	"free_of"	"accountability"	"for"	"their"	"words"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:10::"	"be"	"their"	"to"	"way"	"to_be"	"be_their"	"their_way"	"seem_to_be"	"to_be_their"	"be_their_way"	"their_way_toward"	"VB"	"TO"	"VB"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"d"	"minor"	"sonata"	"op."	"no."	"introduce"	"by"	"dynamically"	"shaped"	"arpeggios"	"be"	"most"	"engaging"	"in"	"its"	"of"	"quasi-recitative"	"single"	"lines"	"in_which"	"the"	"fingers"	"seem"	"to"	"be"	"feel"	"their"	"way"	"toward"	"the"	"idea"	"to"	"come"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"that"	"continue"	"florida"	"continue_to"	"to_that"	"that_florida"	"committee_continue_to"	"continue_to_that"	"to_that_florida"	"that_florida_has"	"NN"	"VB"	"TO"	"VB"	"IN"	"NNP"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"committee"	"to"	"feel"	"that"	"florida"	"has"	"progress"	"in"	"a"	"sound"	"and"	"equitable"	"program"	"at"	"both"	"the"	"state"	"and"	"local"	"levels"	"in"	"its"	"efforts"	"to"	"review"	"and"	"assess"	"transition"	"problems"	"as"	"they"	"arise"	"from_time_to_time"	"in"	"the"	"entire"	"spectrum"	"of"	"civil_rights"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"will"	"a_bit"	"and"	"lost"	"and_will"	"will_a_bit"	"a_bit_lost"	"it_and_will"	"and_will_a_bit"	"will_a_bit_lost"	"a_bit_lost_at_least"	"PRP"	"CC"	"MD"	"VB"	"RB"	"JJ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"have"	"enjoy"	"and"	"will"	"feel"	"a_bit"	"lost"	"at_least"	"for_a_while"	"she"	"say"	"wistfully"	"friday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"mr._clark"	"the"	","	"school"	",_mr._clark"	"mr._clark_the"	"the_school"	"nutrition_,_mr._clark"	",_mr._clark_the"	"mr._clark_the_school"	"the_school_have"	"NN"	"ε"	"NNP"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"before"	"he"	"see"	"the"	"necessity"	"of"	"better"	"food"	"and"	"plan"	"good"	"nutrition"	"mr._clark"	"feel"	"the"	"school"	"have"	"a"	"good_health"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"he"	","	"can"	",_he"	"he_he"	"he_can"	"nutrition_,_he"	",_he_he"	"he_he_can"	"he_can_report"	"NN"	"ε"	"PRP"	"VB"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"change"	"better"	"nutrition"	"he"	"feel"	"he"	"can"	"report"	"on"	"improvements"	"in"	"health"	"though"	"he"	"consider"	"the"	"following"	"statements"	"observations"	"and"	"not"	"scientific"	"proof"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"will"	"right"	"viewers"	"at_home"	"viewers_will"	"will_right"	"right_at_home"	"television_viewers_will"	"viewers_will_right"	"will_right_at_home"	"right_at_home_because"	"NN"	"NNS"	"MD"	"VB"	"NN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"another"	"respect"	"viewers"	"will"	"feel"	"right"	"at_home"	"because"	"most_of"	"the"	"actors"	"be"	"unknowns"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	","	","	"not"	",_he"	"he_,"	",_not"	"and_,_he"	",_he_,"	"he_,_not"	",_not_to"	"CC"	"ε"	"PRP"	"VB"	"ε"	"RB"	"TO"	"the"	"sitting"	"has"	"been"	"hold"	"several"	"readings"	"at_one_time"	"are"	"mail"	"and"	"the"	"distant"	"sitter"	"whose"	"name"	"or"	"whose"	"communicator"	"name"	"was"	"give"	"to"	"the"	"medium"	"must"	"mark"	"each"	"little"	"item"	"as"	"correct"	"hit"	"incorrect"	"miss"	"doubtful"	"or"	"especially"	"significant"	"apply"	"to"	"him"	"and"	"he"	"feel"	"not"	"to"	"else"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"we"	"bound"	"but"	"to"	"but_we"	"we_bound"	"bound_to"	",_but_we"	"but_we_bound"	"we_bound_to"	"bound_to_say"	"ε"	"CC"	"PRP"	"VB"	"JJ"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"sympathize"	"with"	"but"	"we"	"feel"	"bound"	"to"	"say"	"that"	"his"	"budget"	"review"	"does"	"n't"	"please"	"us"	"either"	"although"	"for"	"very"	"different"	"reasons"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"who"	"they"	"and_others"	"were"	"and_others_who"	"who_they"	"they_were"	"job-seekers_and_others_who"	"and_others_who_they"	"who_they_were"	"they_were_give"	"NNS"	"RB"	"WP"	"VB"	"PRP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"builtin"	"headache"	"of"	"the"	"barnett"	"regime"	"thus_far"	"be"	"the"	"steady"	"stream"	"of"	"job-seekers"	"and_others"	"who"	"feel"	"they"	"were"	"give"	"commitments"	"by"	"barnett"	"at"	"some"	"stage"	"of"	"his"	"eight-year"	"quest"	"for"	"the"	"governor"	"office"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"the"	"which"	"need"	"which_i"	"i_the"	"the_need"	"refute_which_i"	"which_i_the"	"i_the_need"	"the_need_of"	"VB"	"WDT"	"PRP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at_one_time"	"i"	"become"	"disturbed"	"in"	"the"	"faith"	"in_which"	"i"	"had"	"grow_up"	"by"	"the"	"apparent"	"inroads"	"being"	"make"	"both"	"old"	"and"	"new_testaments"	"by"	"a"	"higher_criticism"	"of"	"the"	"bible"	"to"	"refute"	"which"	"i"	"feel"	"the"	"need"	"of"	"a"	"better"	"knowledge"	"of"	"hebrew"	"and"	"of"	"archaeology"	"for"	"it"	"seem"	"to"	"me"	"that"	"to"	"pull_out"	"some"	"of"	"the"	"props"	"of"	"our"	"faith"	"be"	"to"	"weaken"	"the"	"entire"	"structure"	
"2:31:00::"	"we"	"this"	","	"be"	",_we"	"we_this"	"this_be"	"well-being_,_we"	",_we_this"	"we_this_be"	"this_be_n't"	"NN"	"ε"	"PRP"	"VB"	"DT"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"ethical"	"and"	"professional"	"people"	"interested"	"community"	"health"	"and"	"well-being"	"we"	"feel"	"this"	"be"	"n't"	"a"	"function"	"of"	"our"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"who"	"he"	"man"	"should"	"man_who"	"who_he"	"he_should"	"a_man_who"	"man_who_he"	"who_he_should"	"he_should_not"	"DT"	"NN"	"WP"	"VB"	"PRP"	"MD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sir"	"i"	"read"	"a"	"man"	"who"	"feel"	"he"	"should"	"not"	"build"	"a"	"fallout"	"shelter"	"in"	"his"	"home"	"because"	"it"	"would"	"be"	"selfish"	"for"	"him"	"to"	"sit"	"secure"	"while"	"his"	"neighbors"	"have"	"no"	"shelters"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"she"	","	"∅"	"rather_than"	"∅_she"	"she_,"	",_rather_than"	"∅_∅_she"	"∅_she_,"	"she_,_rather_than"	",_rather_than_see"	"ε"	"ε"	"PRP"	"VB"	"ε"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"rather_than"	"see"	"the"	"approach"	"of"	"the"	"good-looking"	"young_man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"obviously"	"like"	","	"a"	",_obviously"	"obviously_like"	"like_a"	"take_off_,_obviously"	",_obviously_like"	"obviously_like_a"	"like_a_fool"	"VB"	"ε"	"RB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"uh"	"sorry"	"he"	"mutter"	"and"	"take_off"	"feel"	"like"	"a"	"fool"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"lonely"	"∅"	"and"	"∅_i"	"i_lonely"	"lonely_and"	"∅_∅_i"	"∅_i_lonely"	"i_lonely_and"	"lonely_and_depressed"	"ε"	"ε"	"PRP"	"VB"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"lonely"	"and"	"depressed"	"as"	"i"	"stare"	"out"	"the"	"bus"	"window"	"at"	"chicago"	"grim"	"dirty"	"west_side"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	","	"annoyed"	"say"	","	"say_,"	",_annoyed"	"annoyed_,"	"i_say_,"	"say_,_annoyed"	",_annoyed_,"	"annoyed_,_``"	"PRP"	"VB"	"ε"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"oh"	"yes"	"i"	"say"	"annoyed"	"she"	"be"	"very"	"pretty"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	","	"isolated"	"bus"	"and"	"bus_,"	",_isolated"	"isolated_and"	"hospital_bus_,"	"bus_,_isolated"	",_isolated_and"	"isolated_and_utterly"	"NN"	"NN"	"ε"	"VB"	"JJ"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"ride"	"this"	"bus"	"feel"	"isolated"	"and"	"utterly"	"alone"	"i"	"know"	"that"	"she"	"be"	"genuine"	"and"	"unique"	"quite"	"unlike"	"any"	"girl"	"i"	"had"	"know"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"lonely"	"∅"	"and"	"∅_i"	"i_lonely"	"lonely_and"	"∅_∅_i"	"∅_i_lonely"	"i_lonely_and"	"lonely_and_depressed"	"ε"	"ε"	"PRP"	"VB"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feel"	"lonely"	"and"	"depressed"	"as"	"i"	"pack"	"my"	"bags"	"at"	"the"	"croydon_hotel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"that"	"dr._dunne"	"somehow"	"dr._dunne_,"	",_that"	"that_somehow"	"have_dr._dunne_,"	"dr._dunne_,_that"	",_that_somehow"	"that_somehow_he"	"VB"	"NNP"	"ε"	"VB"	"IN"	"RB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"jenny"	"wish"	"now"	"that"	"had"	"have"	"dr._dunne"	"feel"	"that"	"somehow"	"he"	"would"	"n't"	"have"	"allow"	"the"	"dear"	"baby"	"to"	"turn_into"	"triplets"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"she"	"she"	","	"be"	",_she"	"she_she"	"she_be"	"26_,_she"	",_she_she"	"she_she_be"	"she_be_on"	"CD"	"ε"	"PRP"	"VB"	"PRP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"her"	"modern"	"tapestries"	"have"	"been"	"exhibit"	"two"	"continents"	"and"	"at"	"she"	"feel"	"she"	"be"	"on"	"the"	"threshold"	"of"	"a"	"whole"	"new"	"life"	"in"	"los_angeles"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"like"	"that"	"a"	"that_i"	"i_like"	"like_a"	"except_that_i"	"that_i_like"	"i_like_a"	"like_a_fool"	"IN"	"IN"	"PRP"	"VB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"logic"	"of_that"	"be"	"impeccable"	"except"	"that"	"i"	"feel"	"like"	"a"	"fool"	"being"	"drive"	"up_to"	"work"	"in"	"a_little"	"car"	"by"	"my"	"wife"	"when"	"everybody"	"know"	"i"	"have"	"a"	"big"	"car"	"and"	"be"	"capable_of"	"driving"	"myself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
