"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"
"2:42:05::"	"has"	"the"	"series"	"general"	"series_has"	"has_the"	"the_general"	"soviet_series_has"	"series_has_the"	"has_the_general"	"the_general_pattern"	"JJ"	"NN"	"VBZ"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"soviet"	"series"	"has"	"follow"	"the"	"general"	"pattern"	"of"	"previous"	"russian"	"tests"	"the"	"shots"	"be"	"roughly"	"half"	"fission"	"and"	"half"	"fusion"	"mean"	"a"	"fission"	"yield"	"of"	"to"	"megatons"	"thus_far"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"."	"are"	"∅"	"are_to"	"to_."	"._∅"	"which_are_to"	"are_to_."	"to_._∅"	"._∅_∅"	"WDT"	"VBP"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rouben_ter-arutunian"	"in"	"his"	"stage_settings"	"often"	"use"	"the"	"scrim"	"curtain"	"behind"	"which"	"mr._cole"	"has"	"place"	"couples"	"or"	"groups"	"who"	"sing"	"and"	"the"	"mood"	"for"	"the"	"scenes"	"which"	"are"	"to"	"follow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"it"	"''"	"with"	"''_and"	"and_it"	"it_with"	"star_spangled_banner_''_and"	"''_and_it"	"and_it_with"	"it_with_``"	"NNP"	"ε"	"CC"	"VB"	"PRP"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"he"	"approach"	"the"	"open"	"bandstand"	"erect"	"face"	"the"	"south"	"entrance"	"the"	"executive_mansion"	"the"	"band"	"strike_up"	"the"	"star_spangled_banner"	"and"	"follow"	"it"	"with"	"hail"	"to"	"the"	"chief"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	"yesterday"	"their"	"national_gallery"	"concert"	"national_gallery_yesterday"	"yesterday_their"	"their_concert"	"the_national_gallery_yesterday"	"national_gallery_yesterday_their"	"yesterday_their_concert"	"their_concert_at"	"DT"	"NNP"	"NN"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the_most"	"interested"	"students"	"on"	"the"	"tour"	"which"	"brevard"	"group"	"take"	"at"	"the"	"national_gallery"	"yesterday"	"follow"	"their"	"concert"	"at"	"the"	"white_house"	"be"	"letitia_baldrige"	"social_secretary"	"to"	"first_lady"	"jacqueline_kennedy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"construction"	"a"	"∅"	"thorough"	"∅_construction"	"construction_a"	"a_thorough"	"∅_∅_construction"	"∅_construction_a"	"construction_a_thorough"	"a_thorough_study"	"ε"	"ε"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"a"	"thorough"	"study"	"of"	"the"	"drawings"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"railroad"	"the"	"'s"	"fig."	"'s_railroad"	"railroad_the"	"the_fig."	"paul_larson_'s_railroad"	"'s_railroad_the"	"railroad_the_fig."	"the_fig._1"	"NNP"	"POS"	"NN"	"VB"	"DT"	"NN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"interlocking"	"frame"	"we"	"build"	"at"	"the"	"railroader"	"workshop"	"and_then"	"instal"	"on"	"paul_larson"	"railroad"	"follow"	"the"	"fig."	"scheme"	"and"	"is_shown"	"begin"	"in"	"fig."	"page"	"and"	"in"	"the"	"photos"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"excitement"	"lindbergh"	"the"	"'s"	"the_excitement"	"excitement_lindbergh"	"lindbergh_'s"	"during_the_excitement"	"the_excitement_lindbergh"	"excitement_lindbergh_'s"	"lindbergh_'s_flight"	"IN"	"DT"	"NN"	"VB"	"NN"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"excitement"	"follow"	"lindbergh"	"flight"	"to"	"paris"	"earlier"	"in"	"dare"	"devil"	"aviators"	"overnight"	"become"	"legendary"	"heroes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"marines"	"by"	"the"	"12"	"the_marines"	"marines_by"	"by_12"	"by_the_marines"	"the_marines_by"	"marines_by_12"	"by_12_states"	"IN"	"DT"	"NNPS"	"VB"	"IN"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"division"	"three"	"will"	"head"	"by"	"the"	"marines"	"follow"	"by"	"states"	"division"	"four"	"will"	"be"	"head"	"by"	"the"	"navy"	"follow"	"by"	"states"	"division"	"five"	"by"	"the"	"air_force"	"follow"	"by"	"states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"by"	"navy"	"11"	"navy_,"	",_by"	"by_11"	"the_navy_,"	"navy_,_by"	",_by_11"	"by_11_states"	"DT"	"NNP"	"ε"	"VB"	"IN"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"division"	"three"	"will"	"be"	"head"	"by"	"the"	"marines"	"follow"	"by"	"division"	"four"	"will"	"be"	"head"	"by"	"the"	"navy"	"follow"	"by"	"states"	"division"	"five"	"by"	"the"	"air_force"	"follow"	"by"	"states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"air_force"	"by"	"the"	"11"	"the_air_force"	"air_force_by"	"by_11"	"by_the_air_force"	"the_air_force_by"	"air_force_by_11"	"by_11_states"	"IN"	"DT"	"NN"	"VB"	"IN"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"division"	"three"	"will"	"be"	"head"	"by"	"the"	"marines"	"follow"	"by"	"states"	"division"	"four"	"will"	"be"	"head"	"by"	"the"	"navy"	"follow"	"by"	"states"	"division"	"five"	"the"	"air_force"	"follow"	"by"	"states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"i"	"him"	"∅"	"out"	"∅_i"	"i_him"	"him_out"	"∅_∅_i"	"∅_i_him"	"i_him_out"	"him_out_through"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"him"	"out"	"through"	"the"	"lobby"	"to"	"the"	"street"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"frank"	"her"	"∅"	"into"	"∅_frank"	"frank_her"	"her_into"	"∅_∅_frank"	"∅_frank_her"	"frank_her_into"	"her_into_the"	"ε"	"ε"	"NNP"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"her"	"into"	"the"	"bedroom"	"hook"	"her"	"dress"	"up"	"the"	"back"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:05::"	"it"	"that"	"∅"	"teachers"	"∅_it"	"it_that"	"that_teachers"	"∅_∅_it"	"∅_it_that"	"it_that_teachers"	"that_teachers_as_a_group"	"ε"	"ε"	"PRP"	"VB"	"IN"	"NNS"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"that"	"teachers"	"as_a_group"	"cannot"	"expect"	"any"	"marked"	"salary"	"increases"	"there"	"is"	"a"	"limit"	"to"	"how"	"much"	"the"	"public"	"will"	"pay"	"for"	"shoddy"	"performance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"that"	"a"	"fire"	"bottled_gas"	"fire_that"	"that_a"	"a_bottled_gas"	"a_fire_that"	"fire_that_a"	"that_a_bottled_gas"	"a_bottled_gas_explosion"	"DT"	"NN"	"WDT"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._eleanor_kowalski"	"die"	"yesterday"	"afternoon"	"in"	"holy_cross_hospital"	"of"	"suffer"	"in"	"a"	"fire"	"that"	"follow"	"a"	"bottled_gas"	"explosion"	"saturday"	"night"	"at"	"the"	"flat"	"of"	"her"	"widowed"	"mother"	"mrs._mary_pankowski"	"in"	"the"	"adjoin"	"suburb"	"of"	"warren"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	","	"that"	"tareytown_acres_homeowners_association"	"by"	"tareytown_acres_homeowners_association_,"	",_that"	"that_by"	"the_tareytown_acres_homeowners_association_,"	"tareytown_acres_homeowners_association_,_that"	",_that_by"	"that_by_announce"	"DT"	"NNP"	"ε"	"VB"	"IN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"john_c._houghton"	"president"	"of"	"tareytown_acres_homeowners_association"	"follow"	"that"	"by"	"announce"	"plans"	"last"	"night"	"for"	"a"	"door-to-door"	"fund"	"drive"	"throughout"	"their"	"subdivision"	"on"	"behalf"	"of"	"the"	"kowalski"	"family"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	"be"	","	"will"	"according"	"will_be"	"be_,"	",_according"	"reports_will_be"	"will_be_,"	"be_,_according"	",_according_to"	"NNS"	"MD"	"VB"	"VB"	"ε"	"VBG"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"area"	"will"	"be"	"follow"	"according"	"to"	"present"	"plans"	"by"	"a"	"summary"	"report"	"which"	"will"	"include"	"a"	"detailed"	"statement"	"on"	"methods"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	"will"	"the"	"service"	"program"	"service_will"	"will_the"	"the_program"	"worship_service_will"	"service_will_the"	"will_the_program"	"the_program_at"	"NN"	"NN"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"family"	"service"	"will"	"follow"	"the"	"program"	"at"	"p."	"m."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"merely"	"the"	"was"	"accepted"	"was_merely"	"merely_the"	"the_accepted"	"it_was_merely"	"was_merely_the"	"merely_the_accepted"	"the_accepted_chinese"	"PRP"	"VBD"	"RB"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"note"	"that"	"by"	"western"	"standards"	"this"	"plan"	"be"	"upside_down"	"as"	"it"	"put"	"north"	"at"	"the"	"bottom"	"and"	"south"	"at"	"the"	"top"	"with"	"the"	"directions"	"correspondingly"	"alter"	"but"	"in_this"	"respect"	"it"	"merely"	"follow"	"the"	"accepted"	"chinese"	"convention"	"for"	"all"	"maps"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"in"	"everything"	"the"	"everything_that"	"that_in"	"in_the"	"and_everything_that"	"everything_that_in"	"that_in_the"	"in_the_procedure"	"CC"	"NN"	"WDT"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"did"	"welch"	"truly"	"become"	"the"	"of"	"the"	"hour"	"and"	"everything"	"that"	"follow"	"in"	"the"	"procedure"	"of"	"justice"	"be"	"a"	"new"	"triumph"	"for"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"be"	"."	"should"	"∅"	"should_be"	"be_."	"._∅"	"means_should_be"	"should_be_."	"be_._∅"	"._∅_∅"	"NN"	"MD"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"therefore"	"civil_defense"	"instruction"	"receive"	"over"	"or"	"by"	"means"	"should"	"be"	"follow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"and"	"by"	"precede"	"a"	"precede_and"	"and_by"	"by_a"	"language_precede_and"	"precede_and_by"	"and_by_a"	"by_a_space"	"NN"	"VB"	"CC"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"form"	"any"	"unique"	"sequence"	"of"	"alphabetic_character"	"that"	"appear"	"in"	"a"	"language"	"precede"	"and"	"follow"	"by"	"a"	"space"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"person"	"∅"	"into"	"∅_person"	"person_person"	"person_into"	"∅_∅_person"	"∅_person_person"	"person_person_into"	"person_into_the"	"ε"	"ε"	"NNP"	"VB"	"NNP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"person"	"into"	"the"	"office"	"and"	"shut"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"was"	"by"	"trade_route"	"his"	"trade_route_was"	"was_by"	"by_his"	"a_trade_route_was"	"trade_route_was_by"	"was_by_his"	"by_his_settler"	"DT"	"NN"	"VBD"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"route"	"which"	"he"	"had"	"travel"	"and"	"he"	"believe"	"might"	"develop_into"	"a"	"trade_route"	"was"	"follow"	"by"	"his"	"settler"	"earlier"	"than"	"he"	"might"	"have"	"expect"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	","	"decade"	"the"	"decade_that"	"that_,"	",_the"	"the_decade_that"	"decade_that_,"	"that_,_the"	",_the_common_man"	"DT"	"NN"	"WDT"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"decade"	"that"	"follow"	"the"	"common_man"	"as"	"that"	"piece"	"put"	"it"	"grow"	"uncomfortable"	"as"	"the"	"voice"	"of"	"god"	"and"	"flee"	"from"	"behind"	"person"	"only"	"to"	"learn"	"from"	"science"	"to"	"his"	"shocked"	"relief"	"that"	"after_all"	"there"	"be"	"no"	"god"	"he"	"had"	"to"	"speak_for"	"and"	"that"	"he"	"be"	"just"	"an"	"animal"	"anyhow"	"that"	"there"	"was"	"a"	"chemical_formula"	"for"	"him"	"and"	"that"	"too"	"much"	"could"	"n't"	"be"	"expect"	"of"	"him"	
