"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:40:00::"	"sum"	"for"	"this"	"foreign"	"this_sum"	"sum_for"	"for_foreign"	"∅_this_sum"	"this_sum_for"	"sum_for_foreign"	"for_foreign_economic"	"ε"	"DT"	"NN"	"VB"	"IN"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sum"	"spend"	"for"	"foreign"	"economic"	"aid"	"the"	"peace_corps"	"food"	"for"	"peace"	"or"	"any"	"program"	"to"	"solve"	"the"	"problems"	"of"	"the"	"underdeveloped"	"countries"	"would"	"be"	"an"	"investment"	"that"	"would"	"pay_off"	"in"	"world"	"peace"	"increased"	"world"	"trade"	"and"	"prosperity"	"for"	"every"	"country"	"on"	"the"	"globe"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"was"	"on"	"time"	"processes"	"time_was"	"was_on"	"on_processes"	"of_time_was"	"time_was_on"	"was_on_processes"	"on_processes_for"	"IN"	"NN"	"VBD"	"VB"	"IN"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_the_main"	"this"	"course"	"take"	"the"	"following"	"directional"	"high"	"a"	"great_deal"	"of"	"time"	"was"	"spend"	"on"	"processes"	"for"	"solve"	"marital"	"differences"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"was"	"in"	"deliberation"	"go_over"	"deliberation_was"	"was_in"	"in_go_over"	"of_deliberation_was"	"deliberation_was_in"	"was_in_go_over"	"in_go_over_the"	"IN"	"NN"	"VBD"	"VB"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"foreman"	"mrs._olive_heideman"	"of"	"rural"	"elsie"	"say"	"that"	"a"	"ballot"	"was"	"not"	"even"	"taken"	"yesterday"	"morning"	"and"	"that"	"the"	"first"	"of"	"deliberation"	"was"	"spend"	"in"	"go_over"	"the"	"evidence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"15"	"him"	"days"	"him_to"	"to_15"	"15_days"	"order_him_to"	"him_to_15"	"to_15_days"	"15_days_in"	"VB"	"PRP"	"TO"	"VB"	"CD"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"was"	"find"	"guilty"	"of"	"reckless"	"driving"	"yesterday"	"by"	"traffic_judge_george_t._murphy"	"who"	"continue"	"his"	"probation"	"for"	"another"	"year"	"and"	"order"	"him"	"to"	"spend"	"days"	"in"	"the"	"detroit"	"house_of_correction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"and"	"much"	","	"of"	",_and"	"and_much"	"much_of"	"each_month_,_and"	",_and_much"	"and_much_of"	"much_of_the"	"RB"	"ε"	"CC"	"VB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"their"	"suburban"	"cottage"	"the"	"crown"	"charge"	"the"	"krogers"	"receive"	"secrets"	"from"	"the"	"mystery"	"man"	"usually"	"on"	"the"	"first"	"saturday"	"of"	"each_month"	"and"	"spend"	"much"	"of"	"the"	"week-end"	"get_off"	"the"	"secrets"	"off"	"to"	"moscow"	"either"	"on"	"a"	"powerful"	"transmitter"	"bury"	"under"	"the"	"kitchen"	"floor"	"or"	"as"	"dots"	"post"	"period"	"marks"	"in"	"used"	"books"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"has"	"25"	"who"	"years"	"who_has"	"has_25"	"25_years"	",_who_has"	"who_has_25"	"has_25_years"	"25_years_in"	"ε"	"WP"	"VBZ"	"VB"	"CD"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._blanche_dunkel"	"who"	"spend"	"years"	"in"	"the"	"dwight"	"reformatory"	"for"	"women"	"for"	"the"	"murder"	"in"	"of"	"her"	"son-in-law"	"ervin_lang"	"then"	"appeal"	"for"	"a"	"parole"	"at"	"a"	"hearing"	"yesterday"	"before"	"two"	"illinois"	"pardon"	"and"	"parole"	"board_members"	"john_m._bookwalter"	"and"	"joseph_carpentier"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"in"	"his"	"∅"	"money"	"∅_in"	"in_his"	"his_money"	"∅_∅_in"	"∅_in_his"	"in_his_money"	"his_money_today"	"ε"	"ε"	"IN"	"VB"	"PRP$"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"spend"	"his"	"money"	"today"	"the"	"consumer"	"is"	"pull"	"in"	"many"	"direction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"being"	"on"	"dollar"	"their"	"dollar_being"	"being_on"	"on_their"	"'s_dollar_being"	"dollar_being_on"	"being_on_their"	"on_their_particular"	"POS"	"NN"	"NN"	"VB"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"industry"	"trade"	"association"	"are"	"develop"	"campaign"	"to"	"protect"	"enhance"	"the"	"share"	"of"	"the"	"consumer"	"dollar"	"being"	"spend"	"on"	"their"	"particular"	"product"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"and"	"afford"	"what"	"afford_to"	"to_and"	"and_what"	"can_afford_to"	"afford_to_and"	"to_and_what"	"and_what_your"	"MD"	"VB"	"TO"	"VB"	"CC"	"WP"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consider"	"what"	"can"	"afford"	"to"	"spend"	"and"	"what"	"your"	"goal"	"be"	"before"	"set_up"	"or"	"revamp"	"your"	"employee"	"benefit"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"has"	"many"	"and"	"year"	"and_has"	"has_many"	"many_year"	"south_and_has"	"and_has_many"	"has_many_year"	"many_year_in"	"NN"	"CC"	"VBZ"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"dear"	"respected"	"friend"	"of"	"mine"	"who"	"like"	"grow_up"	"in"	"the"	"south"	"and"	"has"	"spend"	"many"	"year"	"in"	"new_england"	"say"	"to"	"me"	"not_long"	"ago"	"i"	"can"	"n't"	"forgive"	"new_england"	"for"	"reject"	"all"	"complicity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"he"	"part"	"that"	"of"	"that_he"	"he_part"	"part_of"	"mention_that_he"	"that_he_part"	"he_part_of"	"part_of_each_week"	"VB"	"IN"	"PRP"	"VB"	"NN"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"course"	"of"	"our"	"person"	"mention"	"that"	"he"	"spend"	"part"	"of"	"each_week"	"study"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"after"	"two"	"∅"	"night"	"∅_after"	"after_two"	"two_night"	"∅_∅_after"	"∅_after_two"	"after_two_night"	"two_night_("	"ε"	"ε"	"IN"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"spend"	"two"	"night"	"wednesday"	"and"	"thursday"	"in"	"location"	"the"	"deputy"	"again"	"head"	"for"	"the"	"location"	"to"	"finish"	"their"	"business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"be"	"provide"	"better"	"water"	"better_be"	"be_provide"	"provide_water"	"could_better_be"	"better_be_provide"	"be_provide_water"	"provide_water_for"	"MD"	"RB"	"VB"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"construe"	"this"	"a"	"veiled"	"effort"	"by"	"person"	"to"	"help"	"dallas"	"and"	"city"	"get"	"money"	"which"	"person"	"feel"	"could"	"better"	"be"	"spend"	"provide"	"water"	"for"	"rural"	"texas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"time"	"learn"	"the"	"``"	"the_time"	"time_learn"	"learn_``"	"reduce_the_time"	"the_time_learn"	"time_learn_``"	"learn_``_educational"	"VB"	"DT"	"NN"	"VB"	"VB"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"houston"	"teacher"	"now"	"serve"	"in"	"the"	"legislature"	"thursday"	"a"	"law"	"reduce"	"the"	"time"	"spend"	"learn"	"educational"	"method"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"a_few"	"village"	"day"	"village_to"	"to_a_few"	"a_few_day"	"the_village_to"	"village_to_a_few"	"to_a_few_day"	"a_few_day_."	"DT"	"NN"	"TO"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"first"	"move"	"be"	"to"	"person"	"to"	"the"	"village"	"to"	"spend"	"a_few"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"was"	"."	"i"	"∅"	"i_was"	"was_."	"._∅"	"dollar_i_was"	"i_was_."	"was_._∅"	"._∅_∅"	"NN"	"PRP"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"forget"	"all"	"about"	"person"	"and"	"the"	"kentucky_derby"	"and"	"it"	"was"	"person"	"fifty"	"dollar"	"i"	"was"	"spend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"having"	"so"	","	"long"	",_having"	"having_so"	"so_long"	"person_,_having"	",_having_so"	"having_so_long"	"so_long_concentrate_on"	"NNP"	"ε"	"VBG"	"VB"	"RB"	"JJ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"feel"	"close"	"person"	"having"	"spend"	"so"	"long"	"concentrate_on"	"the"	"beginning"	"of"	"her"	"journey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"he"	"concentrated"	"∅"	"week"	"∅_he"	"he_concentrated"	"concentrated_week"	"∅_∅_he"	"∅_he_concentrated"	"he_concentrated_week"	"concentrated_week_put"	"ε"	"ε"	"PRP"	"VB"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"spend"	"concentrated"	"week"	"put"	"his"	"two"	"figure"	"together"	"a"	"person"	"who"	"would"	"be"	"young"	"and"	"sensitive"	"yet"	"strong"	"enough"	"to"	"hold"	"her"	"son"	"on"	"her"	"lap"	"and"	"a"	"jesus"	"who"	"though"	"lean"	"be"	"strong"	"even"	"in"	"death"	"a"	"look"	"he"	"remember"	"well"	"from"	"his"	"experience"	"in"	"the"	"dead_room"	"of"	"group"	
"2:42:00::"	"to"	"new_year's_eve"	"person"	"with"	"person_to"	"to_new_year's_eve"	"new_year's_eve_with"	"ask_person_to"	"person_to_new_year's_eve"	"to_new_year's_eve_with"	"new_year's_eve_with_me"	"VB"	"NNP"	"TO"	"VB"	"NN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"at"	"that"	"party"	"that"	"finally"	"overcome"	"my"	"timidity"	"inspire"	"by"	"tale"	"only"	"half"	"understood"	"and"	"overhear"	"among"	"old"	"boy"	"ask"	"person"	"to"	"spend"	"new_year's_eve"	"with"	"me"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
