"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"3:00:00::"	"with"	"good"	"come_up"	"stop"	"come_up_with"	"with_good"	"good_stop"	"person_come_up_with"	"come_up_with_good"	"with_good_stop"	"good_stop_and"	"NNP"	"VB"	"VB"	"JJ"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"make"	"a"	"spectacular"	"play"	"on"	"person"	"grounder"	"in"	"hole"	"in"	"the"	"fourth"	"and"	"person"	"come_up"	"with"	"some"	"good"	"stop"	"and"	"show"	"a"	"strong"	"arm"	"at"	"third_base"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	"∅"	"liar"	"∅"	"'s"	"∅_∅"	"∅_liar"	"liar_'s"	"∅_∅_∅"	"∅_∅_liar"	"∅_liar_'s"	"liar_'s_logic"	"ε"	"ε"	"ε"	"JJ"	"NN"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"liar"	"logic"	"a"	"wisp"	"of"	"optimism"	"as"	"fragile"	"as"	"the"	"scent"	"of"	"tropical"	"blossom"	"that"	"come_through"	"the"	"window"	"a"	"euphoria"	"perhaps"	"engender"	"by"	"the"	"pill"	"person"	"had"	"give"	"her"	"console"	"her"	"for"	"a"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"to"	"degree"	"be"	"a"	"be_to"	"to_degree"	"degree_a"	")_be_to"	"be_to_degree"	"to_degree_a"	"degree_a_composite"	"ε"	"VB"	"RB"	"JJ"	"NN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lung"	"type"	"fig"	"be"	"some"	"degree"	"a"	"composite"	"of"	"type"	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"receive"	"portion"	"should"	"of"	"should_receive"	"receive_portion"	"portion_of"	"location_should_receive"	"should_receive_portion"	"receive_portion_of"	"portion_of_these"	"NNP"	"MD"	"VB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nevertheless"	"we"	"feel"	"that"	"location"	"should"	"receive"	"some"	"portion"	"of"	"these"	"available"	"fund"	"the"	"juror"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	"for"	"time"	"expect"	"."	"expect_for"	"for_time"	"time_."	"been_expect_for"	"expect_for_time"	"for_time_."	"time_._∅"	"VBN"	"VB"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"resignation"	"had"	"expect"	"for"	"some"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"issue"	"$"	"to"	"3"	"to_issue"	"issue_$"	"$_3"	"there_to_issue"	"to_issue_$"	"issue_$_3"	"$_3_million"	"RB"	"TO"	"VB"	"RB"	"ε"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"group"	"source"	"say"	"there"	"be"	"a"	"plan"	"there"	"to"	"issue"	"some"	"million"	"to"	"million"	"worth"	"of"	"group"	"bond"	"for"	"rural"	"road"	"construction"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"member"	"``"	"of"	"``_be"	"be_member"	"member_of"	"there_``_be"	"``_be_member"	"be_member_of"	"member_of_our"	"EX"	"ε"	"VB"	"JJ"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"who"	"be"	"in"	"his"	"year"	"as"	"legislator"	"say"	"there"	"be"	"some"	"member"	"of"	"our"	"congressional"	"delegation"	"in"	"washington"	"who"	"would_like"	"to"	"see"	"it"	"the"	"resolution"	"pass"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"case"	"and"	"to"	"and_in"	"in_case"	"case_to"	"column_and_in"	"and_in_case"	"in_case_to"	"case_to_absorb"	"NN"	"CC"	"IN"	"JJ"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"our"	"work"	"the"	"best"	"procedure"	"for"	"remove"	"substance"	"cause"	"nonspecific"	"staining"	"in_order"	"to"	"obtain"	"specific"	"conjugate"	"was"	"pass_through"	"the"	"conjugate"	"through"	"a"	"deae_cellulose"	"column"	"and"	"in"	"some"	"case"	"to"	"absorb"	"the"	"first"	"and"	"second"	"milliliter"	"fraction"	"with"	"sweet_clover"	"tissue"	"powder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	","	"time"	"location"	"ago"	"location_,"	",_time"	"time_ago"	"in_location_,"	"location_,_time"	",_time_ago"	"time_ago_,"	"IN"	"NNP"	"ε"	"JJ"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"some"	"time"	"ago"	"person"	"age"	"a"	"diabetic"	"since"	"he"	"be"	"six"	"stop"	"use"	"insulin"	"because"	"he"	"had"	"buy"	"a"	"magic"	"spike"	"a"	"glass"	"tube"	"about"	"the"	"size"	"of"	"a"	"pencil"	"fill"	"with"	"barium"	"chloride"	"worth"	"a"	"small"	"fraction"	"of"	"a"	"cent"	"sell"	"by"	"the"	"group"	"of"	"location"	"for"	"as"	"a"	"cure-all"	
"5:00:00:unspecified:00"	"in"	"neighborhood"	"∅"	"in"	"∅_in"	"in_neighborhood"	"neighborhood_in"	"∅_∅_in"	"∅_in_neighborhood"	"in_neighborhood_in"	"neighborhood_in_the"	"ε"	"ε"	"IN"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"neighborhood"	"in"	"the"	"f-plane"	"of"	"any"	"ordinary"	"point"	"of"	"the"	"graph"	"the"	"function"	"f"	"be"	"a"	"single"	"valued"	"continuous"	"function"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	"in"	"neighborhood"	"valued"	"."	"valued_in"	"in_neighborhood"	"neighborhood_."	"single_valued_in"	"valued_in_neighborhood"	"in_neighborhood_."	"neighborhood_._∅"	"JJ"	"JJ"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"first"	"show"	"that"	"function"	"be"	"single"	"valued"	"in"	"some"	"neighborhood"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	"in"	"neighborhood"	"∅"	"of"	"∅_in"	"in_neighborhood"	"neighborhood_of"	"∅_∅_in"	"∅_in_neighborhood"	"in_neighborhood_of"	"neighborhood_of_an"	"ε"	"ε"	"IN"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"neighborhood"	"of"	"an"	"isolated"	"tangent"	"point"	"in"	"the"	"f-plane"	"say"	"the"	"function"	"be"	"either"	"double"	"valued"	"or"	"have"	"no"	"value"	"define"	"except"	"at"	"the"	"tangent"	"point"	"itself"	"where"	"it"	"be"	"single"	"valued"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unspecified:00"	"on"	"component"	"that"	"of"	"that_on"	"on_component"	"component_of"	"show_that_on"	"that_on_component"	"on_component_of"	"component_of_the"	"VB"	"RB"	"IN"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"must"	"show"	"that"	"on"	"some"	"component"	"of"	"the"	"graph"	"there"	"exist"	"two"	"point"	"for"	"which"	"the"	"corresponding"	"diagonal"	"point"	"in"	"the"	"c-plane"	"be"	"on"	"opposite"	"side"	"of"	"c"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"and"	"cheese"	","	","	",_and"	"and_cheese"	"cheese_,"	"location_,_and"	",_and_cheese"	"and_cheese_,"	"cheese_,_and"	"NNP"	"ε"	"CC"	"JJ"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"go"	"shopping"	"in"	"the"	"neighborhood"	"and"	"buy"	"two"	"loaf_of_bread"	"with"	"ration"	"coupon"	"they"	"had"	"been"	"give"	"in"	"location"	"and"	"some"	"cheese"	"and"	"a"	"dozen"	"eggs"	"and"	"a"	"bag"	"of"	"orange"	"from"	"a"	"peddler"	"in"	"the"	"location"	"the"	"first"	"orange"	"they"	"had"	"see"	"since"	"they"	"land"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:many:00"	"for"	"time"	"soulfully"	"."	"soulfully_for"	"for_time"	"time_."	"her_soulfully_for"	"soulfully_for_time"	"for_time_."	"time_._∅"	"PRP$"	"RB"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"moonlit"	"night"	"was"	"make_for"	"romance"	"and"	"had"	"been"	"look"	"at"	"her"	"soulfully"	"for"	"some"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"of"	"resolution"	"the"	"resolution_of"	"of_of"	"of_the"	"allow_resolution_of"	"resolution_of_of"	"of_of_the"	"of_the_larger"	"VB"	"NN"	"IN"	"JJ"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"observation"	"at"	"mm"	"person"	"a"	"the"	"diameter"	"of"	"the"	"antenna"	"beam"	"be"	"small"	"enough"	"to"	"allow"	"of"	"some"	"of"	"the"	"larger"	"feature"	"of"	"the"	"lunar"	"surface"	"and"	"contour"	"diagram"	"have"	"been"	"make"	"of"	"the"	"lunar"	"brightness"	"distribution"	"at"	"three"	"lunar"	"phase"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"direction"	"be"	","	"be_in"	"in_direction"	"direction_,"	"may_be_in"	"be_in_direction"	"in_direction_,"	"direction_,_these"	"MD"	"VB"	"IN"	"JJ"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"capable"	"as"	"their"	"may"	"be"	"in"	"some"	"direction"	"these"	"guardian"	"of"	"the"	"nation"	"security"	"be"	"incapable"	"of"	"learn"	"or"	"even"	"of"	"observe"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
