"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"4:02:00::"	"have"	"24"	"to"	"semester_hour"	"to_have"	"have_24"	"24_semester_hour"	"teacher_to_have"	"to_have_24"	"have_24_semester_hour"	"24_semester_hour_credit"	"NN"	"TO"	"VB"	"RB"	"JJ"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"also"	"would"	"require"	"senior_high"	"teacher"	"to"	"have"	"at_least"	"semester_hour"	"credit"	"in"	"the"	"subject"	"they"	"are"	"teach"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"obtain"	"in"	"apparently"	"part"	"apparently_obtain"	"obtain_in"	"in_part"	",_apparently_obtain"	"apparently_obtain_in"	"obtain_in_part"	"in_part_by"	"ε"	"RB"	"VB"	"RB"	"RB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"an"	"extraordinary"	"sense"	"of"	"presence"	"all"	"of"	"these"	"recording"	"apparently"	"obtain"	"at_least"	"in"	"part"	"by"	"emphasize"	"the"	"middle"	"and"	"high_frequency"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"or"	"not"	","	"too"	",_or"	"or_not"	"not_too"	"new_,_or"	",_or_not"	"or_not_too"	"not_too_familiar"	"JJ"	"ε"	"CC"	"RB"	"RB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"of"	"the"	"female"	"be"	"new"	"or"	"at_least"	"not"	"too"	"familiar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"or"	"come_up"	","	"and"	",_or"	"or_come_up"	"come_up_and"	"him_,_or"	",_or_come_up"	"or_come_up_and"	"come_up_and_hang_around"	"PRP"	"ε"	"CC"	"RB"	"VB"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"one"	"place"	"where"	"person"	"could"	"go"	"for"	"a"	"in"	"a"	"back"	"booth"	"without"	"anyone"	"notice"	"him"	"or"	"at_least"	"come_up"	"and"	"hang_around"	"and"	"want"	"to"	"know"	"all"	"the"	"low-down"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"``"	"there"	"∅"	"be"	"∅_``"	"``_there"	"there_be"	"∅_∅_``"	"∅_``_there"	"``_there_be"	"there_be_room"	"ε"	"ε"	"ε"	"RB"	"EX"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"room"	"here"	"she"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"``"	"you"	"∅"	"could"	"∅_``"	"``_you"	"you_could"	"∅_∅_``"	"∅_``_you"	"``_you_could"	"you_could_leave"	"ε"	"ε"	"ε"	"RB"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"could"	"leave"	"it"	"for"	"the"	"mover"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"have"	"one"	"f"	"component"	"f_have"	"have_one"	"one_component"	"of_f_have"	"f_have_one"	"have_one_component"	"one_component_whose"	"IN"	"NN"	"VB"	"RB"	"JJ"	"NN"	"WP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"graph"	"f"	"have"	"at_least"	"one"	"component"	"whose"	"support"	"be"	"the"	"entire"	"interval"	"t"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"contain"	"one"	"f"	"component"	"f_contain"	"contain_one"	"one_component"	"of_f_contain"	"f_contain_one"	"contain_one_component"	"one_component_whose"	"IN"	"NN"	"VB"	"RB"	"JJ"	"NN"	"WP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have"	"show"	"that"	"graph"	"of"	"f"	"contain"	"at_least"	"one"	"component"	"whose"	"inverse"	"be"	"the"	"entire"	"interval"	"t"	"and"	"whose"	"multiplicity"	"be"	"odd"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"was"	"something"	"it"	"that"	"it_was"	"was_something"	"something_that"	",_it_was"	"it_was_something"	"was_something_that"	"something_that_they"	"ε"	"PRP"	"VBD"	"RB"	"NN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"ordinary"	"breakfast_table"	"conversation"	"impossible"	"it"	"was"	"at_least"	"something"	"that"	"they"	"be"	"able"	"to"	"offer"	"person"	"the"	"sugar_bowl"	"with"	"their"	"sugar"	"in"	"it"	"and"	"the"	"plate"	"of"	"bread_and_butter"	"and"	"that"	"person"	"could"	"return"	"the"	"pitcher"	"of"	"hot"	"milk"	"to"	"them"	"handle"	"first"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"against"	"500"	"cold"	"volume"	"cold_against"	"against_500"	"500_volume"	"the_cold_against"	"cold_against_500"	"against_500_volume"	"500_volume_of"	"DT"	"NN"	"IN"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fraction"	"the"	"column"	"which"	"were"	"to"	"be"	"subject"	"to"	"analytical"	"ultracentrifugation"	"were"	"concentrate"	"negative"	"pressure"	"dialysis"	"and"	"dialyze"	"for"	"hr"	"in"	"the"	"cold"	"against"	"at_least"	"volume"	"of"	"phosphate"	"buffer"	"saline"	"ph"	"ionic"	"strength"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
