"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"
"2:40:00::"	","	"it"	"shovel"	"against"	"shovel_,"	",_it"	"it_against"	"his_shovel_,"	"shovel_,_it"	",_it_against"	"it_against_the"	"PRP$"	"NN"	"ε"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"clean"	"shovel"	"leave"	"it"	"against"	"the"	"fence"	"pick_up"	"his"	"winchester"	"and"	"start"	"downstream"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:05::"	"and"	"your"	"go_off"	"jobs"	"go_off_and"	"and_your"	"your_jobs"	"'d_go_off_and"	"go_off_and_your"	"and_your_jobs"	"your_jobs_in_the_first_place"	"MD"	"VB"	"CC"	"VB"	"PRP$"	"NNS"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"stop"	"embarrassed"	"and"	"morgan"	"say"	"i"	"understand"	"that"	"but"	"i"	"n't"	"savvy"	"why"	"you"	"go_off"	"and"	"leave"	"your"	"jobs"	"in_the_first_place"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"the"	"right"	"hoosegow"	"right_to"	"to_the"	"the_hoosegow"	"the_right_to"	"right_to_the"	"to_the_hoosegow"	"the_hoosegow_any"	"DT"	"NN"	"TO"	"VB"	"DT"	"NN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"to"	"leave"	"the"	"hoosegow"	"any"	"time"	"to"	"see"	"a"	"lawyer"	"instead"	"of"	"wait"	"for"	"a"	"lawyer"	"to"	"make"	"a"	"trip"	"to"	"the"	"prison"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"mr._rayburn"	"washington"	"later"	"for"	"later_mr._rayburn"	"mr._rayburn_washington"	"washington_for"	"days_later_mr._rayburn"	"later_mr._rayburn_washington"	"mr._rayburn_washington_for"	"washington_for_the"	"NNS"	"RB"	"NNP"	"VB"	"NNP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"later"	"mr._rayburn"	"leave"	"washington"	"for"	"the"	"last"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"this"	"the"	"∅"	"soviets"	"∅_this"	"this_the"	"the_soviets"	"∅_∅_this"	"∅_this_the"	"this_the_soviets"	"the_soviets_plenty"	"ε"	"ε"	"DT"	"VB"	"DT"	"NNPS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leave"	"the"	"soviets"	"plenty"	"of"	"leeway"	"to"	"start"	"low-grade"	"brushfire"	"aggressions"	"with"	"considerable"	"impunity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"was"	"."	"he"	"∅"	"he_was"	"was_."	"._∅"	"just_as_he_was"	"he_was_."	"was_._∅"	"._∅_∅"	"RB"	"PRP"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"hurry"	"across"	"to"	"the"	"courthouse"	"catch"	"the"	"sheriff"	"just_as"	"he"	"was"	"leave"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"'ll"	"the"	"i"	"air"	"i_'ll"	"'ll_the"	"the_air"	"``_i_'ll"	"i_'ll_the"	"'ll_the_air"	"the_air_conditioner"	"ε"	"PRP"	"MD"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"the"	"air"	"conditioner"	"on"	"for"	"you"	"mr._ferrell"	"say"	"hirey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"and"	"us"	","	"with"	",_and"	"and_us"	"us_with"	"horses_,_and"	",_and_us"	"and_us_with"	"us_with_less_than"	"NNS"	"ε"	"CC"	"VB"	"PRP"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"rainless"	"days"	"moisture"	"finally"	"come"	"to"	"del_mar"	"result"	"in"	"but"	"one"	"during"	"the"	"week"	"for"	"most_of"	"the"	"horses"	"and"	"leave"	"us"	"with"	"less_than"	"half"	"our"	"total"	"average"	"rainfall"	"during"	"the"	"season"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"have"	"a"	"artists"	"life"	"artists_have"	"have_a"	"a_life"	"few_artists_have"	"artists_have_a"	"have_a_life"	"a_life_work"	"JJ"	"NNS"	"VB"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"few"	"have"	"leave"	"a"	"life"	"work"	"so"	"eloquent"	"of"	"the"	"period"	"in_which"	"they"	"live"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:05::"	"not"	"behind"	"do"	"a"	"do_not"	"not_behind"	"behind_a"	"they_do_not"	"do_not_behind"	"not_behind_a"	"behind_a_thin"	"PRP"	"VBP"	"RB"	"VB"	"RB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"recount"	"personal"	"observations"	"of"	"clearance"	"work"	"the"	"councilman"	"cite"	"instances"	"of"	"inefficient"	"use"	"of"	"equipment"	"or"	"by"	"poorly"	"trained"	"workers"	"and"	"urge"	"that"	"plow"	"blades"	"be"	"set"	"so"	"they"	"do"	"not"	"leave"	"behind"	"a"	"thin"	"layer"	"of"	"snow"	"which"	"eventually"	"freeze"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"president"	"the"	"the"	"white_house"	"the_president"	"president_the"	"the_white_house"	"m._the_president"	"the_president_the"	"president_the_white_house"	"the_white_house_to"	"NNP"	"DT"	"NNP"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"p."	"the"	"president"	"leave"	"the"	"white_house"	"to"	"welcome"	"the"	"young"	"musicians"	"students"	"from"	"the"	"ages"	"of"	"to"	"who"	"spend"	"six"	"weeks"	"at"	"the"	"brevard_music_center"	"summer_camp"	"and"	"to"	"greet"	"the"	"crippled"	"cardiac"	"and"	"blind"	"children"	"from"	"the"	"district"	"area"	"who"	"be"	"special"	"guests"	"at"	"the"	"concert"	
"2:38:01::"	"he"	"the"	"as"	"bandstand"	"as_he"	"he_the"	"the_bandstand"	"∅_as_he"	"as_he_the"	"he_the_bandstand"	"the_bandstand_to"	"ε"	"IN"	"PRP"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"leave"	"the"	"bandstand"	"to"	"return"	"to"	"his"	"office"	"the"	"slender"	"sun-tanned"	"chief_executive"	"pause"	"along"	"the"	"way"	"to"	"shake_hands"	"with"	"the"	"members"	"of"	"the"	"audience"	"in"	"wheel"	"chairs"	"form"	"the"	"first"	"row"	"under"	"the"	"field_tent"	"set_up"	"for"	"the"	"guests"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"she"	"israel"	"did"	"?"	"did_she"	"she_israel"	"israel_?"	"why_did_she"	"did_she_israel"	"she_israel_?"	"israel_?_∅"	"WRB"	"VBD"	"PRP"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"say"	"quietly"	"gain"	"nerve"	"ready"	"to"	"ask"	"any"	"question"	"at_all"	"no_matter_how"	"ready_to"	"be"	"rebuff"	"then"	"why"	"did"	"she"	"leave"	"israel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:05::"	"question"	"by"	"the"	"the"	"the_question"	"question_by"	"by_the"	"∅_the_question"	"the_question_by"	"question_by_the"	"by_the_election"	"ε"	"DT"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"question"	"leave"	"by"	"the"	"election"	"be"	"whether"	"west_germany"	"veer"	"slightly"	"toward"	"more"	"firmness"	"or"	"more"	"flexibility"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"they"	"for"	"when"	"vacations"	"when_they"	"they_for"	"for_vacations"	"∅_when_they"	"when_they_for"	"they_for_vacations"	"for_vacations_they"	"ε"	"WRB"	"PRP"	"VB"	"IN"	"NNS"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"leave"	"for"	"vacations"	"they"	"miss"	"the"	"hot_cereal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:05::"	"∅"	"aside"	"∅"	"the"	"∅_∅"	"∅_aside"	"aside_the"	"∅_∅_∅"	"∅_∅_aside"	"∅_aside_the"	"aside_the_choice"	"ε"	"ε"	"ε"	"VB"	"NN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"aside"	"the"	"choice"	"of"	"unilateral"	"cessation"	"of"	"tests"	"as"	"neither"	"sane"	"nor"	"clearly"	"moral"	"the"	"question"	"must"	"arise"	"as"	"to"	"why"	"resumption"	"of"	"atmospheric"	"tests"	"on"	"our"	"part"	"would"	"not"	"be"	"a"	"good"	"choice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"president_dwight_d._eisenhower"	"capitol_hill"	"retiring"	"following"	"retiring_president_dwight_d._eisenhower"	"president_dwight_d._eisenhower_capitol_hill"	"capitol_hill_following"	"and_retiring_president_dwight_d._eisenhower"	"retiring_president_dwight_d._eisenhower_capitol_hill"	"president_dwight_d._eisenhower_capitol_hill_following"	"capitol_hill_following_the"	"CC"	"JJ"	"NNP"	"VB"	"NN"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"assume"	"the"	"weather"	"be"	"halfway"	"decent"	"that"	"day"	"hundreds"	"of"	"thousands"	"persons"	"will"	"mass"	"along"	"this"	"thoroughfare"	"as"	"president_john_f._kennedy"	"and"	"retiring"	"president_dwight_d._eisenhower"	"leave"	"capitol_hill"	"following"	"the"	"oath-taking"	"ceremonies"	"and"	"ride"	"down"	"this"	"historic"	"ceremonial"	"route"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"inculcate"	"me"	"thus"	"flounder"	"thus_inculcate"	"inculcate_me"	"me_flounder"	"doubts_thus_inculcate"	"thus_inculcate_me"	"inculcate_me_flounder"	"me_flounder_for_a_while"	"NNS"	"RB"	"VB"	"VB"	"PRP"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"doubts"	"inculcate"	"leave"	"me"	"flounder"	"for_a_while"	"and"	"like"	"some"	"higher"	"critical"	"friends"	"try"	"to"	"continue"	"to"	"use"	"the"	"bible"	"as"	"the"	"word_of_god"	"while"	"at_the_same_time"	"hold"	"it"	"to"	"have"	"been"	"subject"	"to"	"a"	"vast"	"number"	"of"	"redactions"	"and"	"interpolations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"i"	"with"	"peace"	"you"	"peace_i"	"i_with"	"with_you"	"``_peace_i"	"peace_i_with"	"i_with_you"	"with_you_,"	"ε"	"NNP"	"PRP"	"VB"	"VB"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"his"	"heart"	"he"	"have"	"that"	"peace"	"of_which"	"lord"	"speak"	"when"	"he"	"say"	"peace"	"i"	"leave"	"with"	"you"	"my"	"peace"	"i"	"give"	"unto"	"you"	"not"	"as"	"the"	"world"	"giveth"	"give"	"i"	"unto"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"n't"	"the"	"could"	"country"	"could_n't"	"n't_the"	"the_country"	"diane_could_n't"	"could_n't_the"	"n't_the_country"	"the_country_without"	"NNP"	"MD"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"cagey"	"pulley_bey"	"who"	"speak"	"no"	"english"	"had"	"the"	"passport"	"so_that"	"diane"	"could"	"n't"	"leave"	"the"	"country"	"without"	"his"	"approval"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"they"	"helva"	","	"with"	",_they"	"they_helva"	"helva_with"	"laboratory_school_,_they"	",_they_helva"	"they_helva_with"	"helva_with_a"	"NNP"	"ε"	"PRP"	"VB"	"NNP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"investigation"	"committee"	"spend"	"months"	"digest"	"the"	"food"	"serve"	"them"	"at"	"the"	"laboratory_school"	"they"	"leave"	"helva"	"with"	"a"	"morsel"	"as_well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"bustard"	"subic"	"the"	"."	"the_bustard"	"bustard_subic"	"subic_."	"since_the_bustard"	"the_bustard_subic"	"bustard_subic_."	"subic_._∅"	"IN"	"DT"	"NN"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"doc"	"had"	"be"	"under"	"restriction"	"the"	"ship"	"since"	"the"	"bustard"	"leave"	"subic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"i"	"for"	"morning"	"hanover"	"morning_i"	"i_for"	"for_hanover"	"the_morning_i"	"morning_i_for"	"i_for_hanover"	"for_hanover_,"	"DT"	"NN"	"PRP"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"thirty-eight"	"patients"	"the"	"bus"	"the"	"morning"	"i"	"leave"	"for"	"hanover"	"most_of"	"them"	"disturbed"	"and"	"hallucinating"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
