"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"2:40:00::"	"has"	"unto"	"death"	"all"	"death_has"	"has_unto"	"unto_all"	"thus_death_has"	"death_has_unto"	"has_unto_all"	"unto_all_men"	"RB"	"NN"	"VBZ"	"VB"	"IN"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"therefore"	"as"	"through"	"one"	"man"	"sin"	"enter"	"into"	"the"	"and"	"through"	"sin"	"death"	"and"	"thus"	"death"	"has"	"pass"	"unto"	"all"	"men"	"because"	"all"	"have"	"sin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"have"	"from"	"we"	"death"	"we_have"	"have_from"	"from_death"	"that_we_have"	"we_have_from"	"have_from_death"	"from_death_to"	"IN"	"PRP"	"VBP"	"VB"	"IN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"know"	"we"	"have"	"pass"	"from"	"death"	"to"	"life"	"because"	"we"	"love"	"the"	"brethren"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:05::"	"has"	"from"	"but"	"death"	"but_has"	"has_from"	"from_death"	",_but_has"	"but_has_from"	"has_from_death"	"from_death_to"	"ε"	"CC"	"VBZ"	"VB"	"IN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"amen"	"amen"	"i"	"say"	"to"	"you"	"he"	"who"	"hear"	"my"	"word"	"and"	"believe"	"him"	"who"	"send"	"me"	"have"	"everlasting"	"and"	"does"	"not"	"come"	"to"	"judgment"	"but"	"has"	"pass"	"from"	"death"	"to"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"had"	"before"	"long_time"	"he"	"long_time_had"	"had_before"	"before_he"	"a_long_time_had"	"long_time_had_before"	"had_before_he"	"before_he_decide"	"DT"	"NN"	"VBD"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"seem"	"to"	"that"	"a"	"long_time"	"had"	"pass"	"before"	"he"	"decide"	"what"	"to"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"for"	"the"	"means"	"information"	"means_for"	"for_the"	"the_information"	"a_means_for"	"means_for_the"	"for_the_information"	"the_information_directly"	"DT"	"NN"	"IN"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"propose"	"a"	"method"	"for"	"select"	"only"	"dictionary"	"information"	"by"	"the"	"text"	"being"	"translate"	"and"	"a"	"means"	"for"	"pass"	"the"	"information"	"directly"	"to"	"the"	"occurrence"	"in"	"text"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:04::"	"would"	"for"	"it"	"a"	"it_would"	"would_for"	"for_a"	"hope_it_would"	"it_would_for"	"would_for_a"	"for_a_natural"	"NN"	"PRP"	"MD"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"n't"	"forget"	"there"	"be"	"hope"	"it"	"would"	"pass"	"for"	"a"	"natural"	"death"	"person"	"remind"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:05::"	"person"	"by"	"∅"	"him"	"∅_person"	"person_by"	"by_him"	"∅_∅_person"	"∅_person_by"	"person_by_him"	"by_him_without"	"ε"	"ε"	"NNP"	"VB"	"VB"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pass"	"by"	"him"	"without"	"see"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:05::"	"discovery"	"``"	"the"	"location"	"the_discovery"	"discovery_``"	"``_location"	",_the_discovery"	"the_discovery_``"	"discovery_``_location"	"``_location_''"	"ε"	"DT"	"NNP"	"VB"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"early"	"in"	"the"	"discovery"	"pass"	"location"	"southern"	"greenland"	"and"	"in"	"mid-june"	"enter"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"idea"	"from"	"whereby"	"one"	"whereby_idea"	"idea_from"	"from_one"	",_whereby_idea"	"whereby_idea_from"	"idea_from_one"	"from_one_area"	"ε"	"WRB"	"NN"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"student"	"of"	"idea"	"and"	"their"	"place"	"in"	"history"	"will"	"always"	"be"	"concerned"	"the"	"pattern"	"of"	"transition"	"which"	"be"	"at_the_same_time"	"pattern"	"of"	"transformation"	"whereby"	"idea"	"pass"	"from"	"one"	"area"	"of"	"activity"	"to"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:03::"	"had"	"and"	"minute"	"person"	"minute_had"	"had_and"	"and_person"	"several_minute_had"	"minute_had_and"	"had_and_person"	"and_person_had"	"JJ"	"NN"	"VBD"	"VB"	"CC"	"NNP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"minute"	"had"	"pass"	"and"	"person"	"had"	"n't"	"emerge"	"from"	"the"	"livery_stable"	"person"	"re-enter"	"the"	"hotel"	"and"	"face"	"person"	"across"	"the"	"counter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:05::"	"he"	"the"	"as"	"open"	"as_he"	"he_the"	"the_open"	",_as_he"	"as_he_the"	"he_the_open"	"the_open_counter"	"ε"	"IN"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"he"	"pass"	"the"	"open"	"counter"	"that"	"divide"	"the"	"assembly"	"room"	"from"	"the"	"business"	"office"	"he"	"nod"	"and"	"say"	"good_night"	"to"	"the"	"station_keeper"	"and"	"his"	"clerk"	"not"	"stop"	"to"	"hear"	"the"	"day_watch"	"playback"	"of"	"his"	"chewing_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"she"	"him"	"when"	"a"	"when_she"	"she_him"	"him_a"	",_when_she"	"when_she_him"	"she_him_a"	"him_a_glass"	"ε"	"WRB"	"PRP"	"VB"	"PRP"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"who"	"be"	"this"	"he"	"when"	"she"	"pass"	"him"	"a"	"glass"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"already"	"us"	"had"	","	"had_already"	"already_us"	"us_,"	"column_had_already"	"had_already_us"	"already_us_,"	"us_,_when"	"NN"	"VBD"	"RB"	"VB"	"PRP"	"ε"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"front"	"of"	"column"	"had"	"already"	"pass"	"us"	"when"	"another"	"officer"	"come"	"ride"	"down"	"the"	"side"	"of"	"the"	"road"	"not"	"five"	"pace"	"from"	"where"	"we"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"was"	"through"	"chlorine"	"a"	"chlorine_was"	"was_through"	"through_a"	"tank_chlorine_was"	"chlorine_was_through"	"was_through_a"	"through_a_tube"	"NN"	"NN"	"VBD"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"highest"	"tank"	"chlorine"	"was"	"pass"	"through"	"a"	"tube"	"of"	"resublimed"	"f"	"into"	"an"	"evacuated"	"pyrex"	"system"	"where"	"it"	"was"	"condense"	"with"	"liquid_air"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"group"	"finally"	"the"	","	"the_group"	"group_finally"	"finally_,"	"∅_the_group"	"the_group_finally"	"group_finally_,"	"finally_,_and"	"ε"	"DT"	"NNP"	"VB"	"RB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"pass"	"finally"	"and"	"send"	"to"	"the"	"senate"	"a"	"bill"	"extend"	"the"	"group"	"authority"	"to"	"give"	"planning"	"assistance"	"to"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	","	"the"	"committee"	"three"	"committee_,"	",_the"	"the_three"	"by_committee_,"	"committee_,_the"	",_the_three"	"the_three_on"	"IN"	"NN"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"quickly"	"whip_through"	"its"	"meager"	"of"	"group"	"bill"	"approve"	"by"	"committee"	"pass"	"the"	"three"	"on"	"the"	"calendar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"senator"	"a"	","	"bill"	",_senator"	"senator_a"	"a_bill"	"dissent_,_senator"	",_senator_a"	"senator_a_bill"	"a_bill_by"	"NN"	"ε"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"without"	"senator"	"pass"	"a"	"bill"	"by"	"person"	"of"	"location"	"authorize"	"establishment"	"in"	"the"	"future"	"of"	"a"	"school"	"for"	"the"	"mentally_retarded"	"in"	"the"	"location"	"district"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"were"	"."	"bill"	"∅"	"bill_were"	"were_."	"._∅"	"revision_bill_were"	"bill_were_."	"were_._∅"	"._∅_∅"	"NN"	"NN"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"tax"	"bill"	"were"	"pass"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"bill"	"by"	"water_development"	"the"	"water_development_bill"	"bill_by"	"by_the"	"a_water_development_bill"	"water_development_bill_by"	"bill_by_the"	"by_the_texas"	"DT"	"NN"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"location"	"that"	"a"	"water_development"	"bill"	"pass"	"by"	"the"	"texas"	"house_of_representatives"	"be"	"an"	"effort"	"by"	"big"	"city"	"like"	"dallas"	"and"	"fort_worth"	"to"	"cover_up"	"place"	"like"	"location"	"a"	"location"	"hamlet"	"of"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:04::"	"bill"	","	"the"	"114"	"the_bill"	"bill_,"	",_114"	",_the_bill"	"the_bill_,"	"bill_,_114"	",_114_to"	"ε"	"DT"	"NN"	"VB"	"ε"	"CD"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"shouting"	"the"	"bill"	"pass"	"to"	"send"	"it"	"to"	"the"	"senate"	"where"	"a"	"similar"	"proposal"	"is"	"being"	"sponsor"	"by"	"person"	"of"	"dallas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"going_to"	"those"	"'re"	"previous"	"'re_going_to"	"going_to_those"	"those_previous"	"they_'re_going_to"	"'re_going_to_those"	"going_to_those_previous"	"those_previous_peak"	"PRP"	"VBP"	"VB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"apparently"	"happy"	"under"	"new"	"manager"	"person"	"and"	"person"	"the"	"perfect"	"are"	"behave"	"as"	"though"	"they"	"going_to"	"pass"	"those"	"previous"	"peak"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:03::"	"the"	"to"	"hand"	"the"	"hand_the"	"the_to"	"to_the"	"person_hand_the"	"hand_the_to"	"the_to_the"	"to_the_colonel"	"NNP"	"VB"	"DT"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"pass"	"to"	"the"	"colonel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"and"	"the"	"bank"	"frail"	"bank_and"	"and_the"	"the_frail"	"the_bank_and"	"bank_and_the"	"and_the_frail"	"the_frail_figure"	"DT"	"NN"	"CC"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"support"	"the"	"man"	"to"	"edge"	"of"	"the"	"bank"	"and"	"pass"	"the"	"frail"	"figure"	"over"	"the"	"bow"	"of"	"the"	"near"	"skiff"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"to"	"enabling_legislation"	"official"	"that"	"official_to"	"to_enabling_legislation"	"enabling_legislation_that"	"city_official_to"	"official_to_enabling_legislation"	"to_enabling_legislation_that"	"enabling_legislation_that_will"	"NN"	"NN"	"TO"	"VB"	"NN"	"WDT"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"location"	"legislator"	"work"	"city"	"official"	"to"	"pass"	"enabling_legislation"	"that"	"will"	"permit"	"the"	"establishment"	"of"	"a"	"fair"	"and"	"equitable"	"pension"	"plan"	"for"	"city"	"employee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:04::"	"resolution"	"in"	"similar"	"the"	"similar_resolution"	"resolution_in"	"in_the"	"a_similar_resolution"	"similar_resolution_in"	"resolution_in_the"	"in_the_senate"	"DT"	"JJ"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"resolution"	"pass"	"in"	"the"	"senate"	"by"	"a"	"vote"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:04::"	")"	"''"	"resolution"	"."	"resolution_)"	")_''"	"''_."	"the_resolution_)"	"resolution_)_''"	")_''_."	"''_._∅"	"DT"	"NN"	"ε"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"who"	"be"	"in"	"his"	"year"	"as"	"a"	"legislator"	"say"	"there"	"be"	"some"	"member"	"of"	"our"	"delegation"	"in"	"washington"	"who"	"would_like"	"to"	"see"	"it"	"the"	"resolution"	"pass"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
