"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"
"2:41:00::"	"consciously"	"to"	"is"	"create"	"is_consciously"	"consciously_to"	"to_create"	"mr._louis_is_consciously"	"is_consciously_to"	"consciously_to_create"	"to_create_works"	"NNP"	"VBZ"	"RB"	"VB"	"TO"	"VB"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"may"	"be"	"of_course"	"mr._louis"	"is"	"consciously"	"try"	"to"	"create"	"works"	"that"	"anticipate"	"an"	"age"	"of"	"total"	"automation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"n't"	"anything"	"do"	"violent"	"do_n't"	"n't_anything"	"anything_violent"	"``_do_n't"	"do_n't_anything"	"n't_anything_violent"	"anything_violent_,"	"ε"	"VBP"	"RB"	"VB"	"NN"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"try"	"anything"	"violent"	"stormy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"even"	","	"n't"	"those"	"n't_even"	"even_,"	",_those"	"do_n't_even"	"n't_even_,"	"even_,_those"	",_those_who"	"VBP"	"RB"	"RB"	"VB"	"ε"	"DT"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"county"	"though"	"seem"	"more"	"interested"	"in"	"people"	"who"	"do"	"n't"	"even"	"try"	"those"	"who"	"sit"	"and"	"draw"	"welfare"	"checks"	"and"	"line_up"	"for"	"surplus"	"food"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"we"	"to"	"``"	"settle"	"``_we"	"we_to"	"to_settle"	"∅_``_we"	"``_we_to"	"we_to_settle"	"to_settle_this"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"try"	"to"	"settle"	"this"	"dispute"	"he"	"say"	"but"	"could"	"never"	"come_to"	"an"	"agreement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"had"	"to"	","	"get_into"	",_had"	"had_to"	"to_get_into"	"18_,_had"	",_had_to"	"had_to_get_into"	"to_get_into_the"	"CD"	"ε"	"VBD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"months"	"hamilton_holmes"	"and"	"charlayne_hunter"	"had"	"to"	"get_into"	"the"	"university"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"now"	"to"	"is"	"forget"	"is_now"	"now_to"	"to_forget"	"and_is_now"	"is_now_to"	"now_to_forget"	"to_forget_about"	"CC"	"VBZ"	"RB"	"VB"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"tale"	"of"	"one"	"john_enright"	"an"	"american"	"who"	"accidentally"	"kill"	"a"	"man"	"in"	"the"	"prize_ring"	"and"	"is"	"now"	"try"	"to"	"forget"	"about"	"it"	"in"	"a"	"quiet"	"place"	"where"	"he"	"may"	"become"	"a"	"quiet"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"second_half"	"to"	"the"	"acquire"	"the_second_half"	"second_half_to"	"to_acquire"	"and_the_second_half"	"the_second_half_to"	"second_half_to_acquire"	"to_acquire_a"	"CC"	"DT"	"NN"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"susan_johnson"	"as"	"the"	"widow"	"spend"	"the"	"first_half"	"of"	"the"	"play"	"run"	"a"	"bar"	"sing"	"about"	"the"	"unlamented"	"death"	"of"	"her"	"late"	"husband"	"and"	"the"	"second_half"	"try"	"to"	"acquire"	"a"	"new"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"evidently"	"hard"	"are"	"to"	"are_evidently"	"evidently_hard"	"hard_to"	"we_are_evidently"	"are_evidently_hard"	"evidently_hard_to"	"hard_to_think_of"	"PRP"	"VBP"	"RB"	"VB"	"JJ"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"evidently"	"try"	"hard"	"to"	"think_of"	"new"	"ways"	"to"	"deal"	"with"	"the"	"problem"	"of"	"fear"	"these"	"days"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"louis_jouvet"	"to"	","	"humanize"	",_louis_jouvet"	"louis_jouvet_to"	"to_humanize"	"ago_,_louis_jouvet"	",_louis_jouvet_to"	"louis_jouvet_to_humanize"	"to_humanize_some"	"RB"	"ε"	"NNP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"the"	"moliere"	"specialists"	"some"	"years"	"ago"	"louis_jouvet"	"try"	"to"	"humanize"	"some"	"of"	"the"	"clowns"	"while"	"fernand_ledoux"	"often"	"perform"	"at"	"the"	"comedie"	"make"	"them"	"more"	"gross"	"than"	"moliere"	"may"	"have"	"intend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"who"	"to"	"years"	"preserve"	"years_who"	"who_to"	"to_preserve"	"mature_years_who"	"years_who_to"	"who_to_preserve"	"to_preserve_the"	"JJ"	"NNS"	"WP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"arnolphe"	"it"	"will"	"be"	"recall"	"be"	"man"	"of"	"mature"	"years"	"who"	"try"	"to"	"preserve"	"the"	"innocence"	"of"	"his"	"youthful"	"wife-to-be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"report"	"to"	"are"	"induce"	"are_report"	"report_to"	"to_induce"	"leaders_are_report"	"are_report_to"	"report_to_induce"	"to_induce_state_controller_arthur_levitt"	"NNS"	"VBP"	"VB"	"VB"	"TO"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"democratic"	"district"	"county"	"leaders"	"are"	"report"	"try"	"to"	"induce"	"state_controller_arthur_levitt"	"of"	"brooklyn"	"to"	"oppose"	"mr._wagner"	"for"	"the"	"mayoral"	"nomination"	"in"	"the"	"sept."	"democratic"	"primary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"who"	"to"	"police_officers"	"subdue"	"police_officers_who"	"who_to"	"to_subdue"	"two_police_officers_who"	"police_officers_who_to"	"who_to_subdue"	"to_subdue_him"	"CD"	"NN"	"WP"	"VB"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"year-old"	"atlanta"	"man"	"was"	"arrest"	"sunday"	"after"	"break"	"into"	"the"	"home"	"of"	"relatives"	"in"	"search"	"his"	"wife"	"hit"	"his"	"uncle"	"with"	"a"	"rock"	"and"	"assault"	"two"	"police_officers"	"who"	"try"	"to"	"subdue"	"him"	"police"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"you"	"to"	"if"	"push"	"if_you"	"you_to"	"to_push"	"thwart_if_you"	"if_you_to"	"you_to_push"	"to_push_''"	"VB"	"IN"	"PRP"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"adults"	"take"	"a"	"long_time"	"to"	"convince"	"you"	"are"	"thwart"	"if"	"you"	"try"	"to"	"push"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"as"	"to"	"so_much"	"force"	"so_much_as"	"as_to"	"to_force"	"cannot_so_much_as"	"so_much_as_to"	"as_to_force"	"to_force_the"	"MD"	"RB"	"IN"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"can"	"force"	"britain"	"and"	"france"	"out"	"the"	"suez"	"but"	"we"	"cannot"	"so_much"	"as"	"try"	"to"	"force"	"the"	"russian"	"tanks"	"back"	"from"	"budapest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"to"	"sitters"	"throw"	"sitters_,"	",_to"	"to_throw"	"cooperating_sitters_,"	"sitters_,_to"	",_to_throw"	"to_throw_light"	"JJ"	"NNS"	"ε"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"parapsychology_foundation"	"long-range"	"experiment"	"readings"	"are"	"make"	"by"	"a"	"of"	"sensitives"	"for"	"a"	"large_number"	"of"	"cooperating"	"sitters"	"try"	"to"	"throw"	"light"	"on"	"this"	"question"	"of"	"the"	"significance"	"of"	"mediumistic"	"statements"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"not"	"to"	"has"	"economize"	"has_not"	"not_to"	"to_economize"	"he_has_not"	"has_not_to"	"not_to_economize"	"to_economize_."	"PRP"	"VBZ"	"RB"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"constant"	"problem"	"confront"	"davis"	"on"	"any"	"proposals"	"for"	"new"	"will"	"be"	"the"	"charge"	"by"	"his"	"foes"	"that"	"he"	"has"	"not"	"try"	"to"	"economize"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"to"	"friends"	"continue"	"friends_,"	",_to"	"to_continue"	"critical_friends_,"	"friends_,_to"	",_to_continue"	"to_continue_to"	"JJ"	"NNS"	"ε"	"VB"	"TO"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"doubts"	"thus"	"inculcate"	"leave"	"me"	"flounder"	"for_a_while"	"like"	"some"	"higher"	"critical"	"friends"	"try"	"to"	"continue"	"to"	"use"	"the"	"bible"	"as"	"the"	"word_of_god"	"while"	"at_the_same_time"	"hold"	"it"	"to"	"have"	"been"	"subject"	"to"	"a"	"vast"	"number"	"of"	"redactions"	"and"	"interpolations"	"0"	"0"	"0"	"0"	
"2:41:00::"	"would"	"to"	"date"	"bid"	"date_would"	"would_to"	"to_bid"	"the_date_would"	"date_would_to"	"would_to_bid"	"to_bid_her"	"DT"	"NN"	"MD"	"VB"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"date"	"would"	"try"	"to"	"bid"	"her"	"good-night"	"at"	"the"	"door"	"she"	"would"	"tell"	"him"	"if"	"you"	"go_home"	"now"	"i"	"scream"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"to"	","	"solve"	",_to"	"to_to"	"to_solve"	"universe_,_to"	",_to_to"	"to_to_solve"	"to_solve_the"	"NN"	"ε"	"TO"	"VB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"the"	"business"	"of"	"cosmologists"	"the"	"scientists"	"who"	"the"	"nature"	"and"	"structure"	"of"	"the"	"universe"	"to"	"try"	"to"	"solve"	"the"	"great"	"cosmic"	"mysteries"	"by"	"use"	"keys"	"that"	"have"	"click_open"	"doors"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"she"	"to"	"and"	"make"	"and_she"	"she_to"	"to_make"	",_and_she"	"and_she_to"	"she_to_make"	"to_make_its"	"ε"	"CC"	"PRP"	"VB"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"was"	"a"	"letter"	"to"	"to"	"her"	"mother"	"and"	"she"	"try"	"to"	"make"	"its"	"tone"	"cheerful"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"to"	"two_weeks"	"put"	"two_weeks_,"	",_to"	"to_put"	"past_two_weeks_,"	"two_weeks_,_to"	",_to_put"	"to_put_the"	"JJ"	"NN"	"ε"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"bus"	"turn"	"into"	"the"	"main"	"highway"	"and"	"head"	"toward"	"hanover"	"i"	"settle"	"back"	"my"	"seat"	"and"	"close"	"my"	"eyes"	"think_over"	"the"	"events"	"of"	"the"	"past"	"two_weeks"	"try"	"to"	"put"	"the"	"pieces"	"in_order"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"to"	"candidate"	"make"	"candidate_to"	"to_to"	"to_make"	"political_candidate_to"	"candidate_to_to"	"to_to_make"	"to_make_his"	"JJ"	"NN"	"TO"	"VB"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"a"	"vicious"	"statement"	"can"	"only"	"have"	"its"	"origin"	"the"	"desire"	"of"	"a"	"new"	"political"	"candidate"	"to"	"try"	"to"	"make"	"his"	"name"	"known"	"by"	"condemn"	"a"	"man"	"of"	"world"	"stature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"∅"	"some"	"∅"	"closeups"	"∅_∅"	"∅_some"	"some_closeups"	"∅_∅_∅"	"∅_∅_some"	"∅_some_closeups"	"some_closeups_on"	"ε"	"ε"	"ε"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"closeups"	"on"	"southern"	"blossoms"	"to"	"provide"	"a"	"welcome"	"contrast"	"with"	"the"	"many"	"long-view"	"scenics"	"you"	"be"	"make"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	","	"these"	"nearby"	"events"	"nearby_,"	",_these"	"these_events"	"you_nearby_,"	"nearby_,_these"	",_these_events"	"these_events_:"	"PRP"	"JJ"	"ε"	"VB"	"DT"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"some"	"unusual"	"photographic"	"subjects"	"if"	"vacation"	"take"	"you"	"nearby"	"try"	"these"	"events"	"the"	"mile"	"auto"	"race"	"in"	"charlotte"	"n._c."	"on"	"may"	"the"	"florida_folk_festival"	"white_springs"	"may"	"singing"	"on"	"the"	"mountain"	"in"	"linville"	"north_carolina"	"on"	"june"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"to"	"my"	"yen"	"hand"	"yen_to"	"to_my"	"my_hand"	"a_yen_to"	"yen_to_my"	"to_my_hand"	"my_hand_at"	"DT"	"NNS"	"TO"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ever"	"since"	"i"	"be"	"a"	"child"	"have"	"always"	"have"	"a"	"yen"	"to"	"try"	"my"	"hand"	"at"	"writing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"could"	"."	"you"	"∅"	"you_could"	"could_."	"._∅"	"``_you_could"	"you_could_."	"could_._∅"	"._∅_∅"	"ε"	"PRP"	"MD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"try"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"had"	"to"	"she"	"be"	"she_had"	"had_to"	"to_be"	"marriage_she_had"	"she_had_to"	"had_to_be"	"to_be_nice"	"NN"	"PRP"	"VBD"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"the"	"first"	"few"	"of"	"their"	"marriage"	"she"	"had"	"try"	"to"	"be"	"nice"	"about"	"gunny"	"go"	"out"	"with"	"him"	"to"	"watch"	"this"	"pearl"	"without"	"price"	"stamp"	"imperiously"	"around"	"in"	"her"	"stall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"to"	","	"end"	",_and"	"and_to"	"to_end"	"power_,_and"	",_and_to"	"and_to_end"	"to_end_the"	"NN"	"ε"	"CC"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"reason"	"be"	"to"	"speed_up"	"domestic"	"production"	"in"	"the"	"which"	"khrushchev"	"promise"	"upon"	"grab"	"power"	"and"	"try"	"to"	"end"	"the"	"permanent"	"recession"	"in"	"russian"	"living"	"standards"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	","	"it"	"recipe"	","	"recipe_,"	",_it"	"it_,"	"cooky_recipe_,"	"recipe_,_it"	",_it_,"	"it_,_like"	"JJ"	"NN"	"ε"	"VB"	"PRP"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"dream_up"	"cooky"	"recipe"	"try"	"it"	"like"	"it"	"and"	"enter"	"it"	"in"	"the"	"contest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
