"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"
"3:00:02::"	"the"	"heat"	"∅"	"flux"	"∅_the"	"the_heat"	"heat_flux"	"∅_∅_the"	"∅_the_heat"	"the_heat_flux"	"heat_flux_exist"	"ε"	"ε"	"DT"	"JJ"	"NN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"high"	"heat"	"flux"	"exist"	"at"	"the"	"electrode"	"surface"	"of"	"electric"	"arc"	"necessitate"	"extensive"	"cooling"	"to"	"prevent"	"electrode"	"ablation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"heat"	"∅"	"transfer"	"∅_the"	"the_heat"	"heat_transfer"	"∅_∅_the"	"∅_the_heat"	"the_heat_transfer"	"heat_transfer_rate"	"ε"	"ε"	"DT"	"JJ"	"NN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"high"	"heat"	"transfer"	"rate"	"at"	"the"	"anode"	"compare"	"with"	"those"	"at"	"the"	"cathode"	"can"	"be"	"explain"	"by"	"the"	"physical_phenomenon"	"occur"	"in"	"free_burning"	"arc"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"a"	"normal"	"give"	"pressure"	"give_a"	"a_normal"	"normal_pressure"	"which_give_a"	"give_a_normal"	"a_normal_pressure"	"normal_pressure_."	"WDT"	"VB"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"figure"	"show"	"the"	"data"	"on"	"a"	"silicone"	"label"	"cps"	"which"	"give"	"a"	"high"	"normal"	"pressure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"in"	"viscosity"	"suspend"	"fluid"	"suspend_in"	"in_viscosity"	"viscosity_fluid"	"fluid_suspend_in"	"suspend_in_viscosity"	"in_viscosity_fluid"	"viscosity_fluid_which"	"NN"	"VB"	"IN"	"JJ"	"NN"	"NN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"be"	"reasonable"	"assumption"	"low"	"viscosity"	"fluid"	"suspend"	"in"	"high"	"viscosity"	"fluid"	"which"	"are"	"subject"	"to"	"low"	"rate"	"of"	"shear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"foot"	"."	"a_million"	"∅"	"a_million_foot"	"foot_."	"._∅"	"church_a_million_foot"	"a_million_foot_."	"foot_._∅"	"._∅_∅"	"NN"	"JJ"	"NN"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"a"	"tower"	"and"	"a"	"on"	"the"	"church"	"a_million"	"foot"	"high"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"its"	"steeple"	"with"	"and"	"with_its"	"its_steeple"	"steeple_and"	"group_with_its"	"with_its_steeple"	"its_steeple_and"	"steeple_and_clock"	"NNP"	"IN"	"PRP$"	"JJ"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"walk"	"in"	"awe"	"he"	"become"	"familiar_with"	"god"	"reside"	"chiefly"	"in"	"group"	"with"	"its"	"high"	"steeple"	"and"	"clock"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"group"	"of"	"1960"	"22"	"1960_group"	"group_of"	"of_22"	"the_1960_group"	"1960_group_of"	"group_of_22"	"of_22_homer"	"DT"	"CD"	"NNP"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"who"	"slug"	"group"	"high"	"of"	"homer"	"and"	"drive_in"	"run"	"on"	"a"	"freshman"	"average"	"complete"	"the"	"group"	"spring"	"squad"	"at"	"player"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"be"	"and"	"group"	"little"	"group_be"	"be_and"	"and_little"	"tintable_group_be"	"group_be_and"	"be_and_little"	"and_little_heel"	"JJ"	"NN"	"VB"	"JJ"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"group"	"be"	"high"	"and"	"little"	"heel"	"squared"	"and"	"oval"	"throat"	"and"	"shantung"	"like"	"texture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"a"	"order"	"of"	"''"	"of_a"	"a_order"	"order_''"	"poetry_of_a"	"of_a_order"	"a_order_''"	"order_''_."	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"it"	"be"	"not"	"the"	"best"	"of"	"which"	"he"	"be"	"capable"	"say"	"person"	"as"	"he"	"close"	"the"	"book"	"it"	"be"	"still"	"poetry"	"a"	"high"	"order"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"group"	"."	"new"	"∅"	"new_group"	"group_."	"._∅"	"a_new_group"	"new_group_."	"group_._∅"	"._∅_∅"	"DT"	"JJ"	"NNP"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"yard"	"spree"	"against"	"group"	"give"	"the"	"group"	"a"	"game"	"total"	"offense"	"of"	"yard"	"rushing"	"and"	"passing"	"a"	"new"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"of"	"interest"	"be"	"be"	"be_of"	"of_interest"	"interest_be"	"can_be_of"	"be_of_interest"	"of_interest_be"	"interest_be_the"	"VB"	"VB"	"IN"	"JJ"	"NN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"other"	"natural"	"feature"	"can"	"be"	"of"	"high"	"interest"	"be"	"the"	"forest"	"canyon"	"mountain"	"desert"	"seacoast"	"beach"	"sand_dune"	"waterfall"	"spring"	"etcetera"	"with"	"which"	"the"	"area"	"is"	"bless"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"a"	"concentration"	"by"	"of"	"by_a"	"a_concentration"	"concentration_of"	"inhibit_by_a"	"by_a_concentration"	"a_concentration_of"	"concentration_of_potassium"	"VB"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"interestingly"	"enough"	"the"	"effect"	"of"	"digitalis_glycoside"	"is"	"inhibit"	"by"	"a"	"high"	"concentration"	"of"	"potassium"	"in"	"the"	"incubation"	"medium"	"and"	"is"	"enhance"	"by"	"the"	"absence"	"of"	"potassium"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
