"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"
"1:28:00::"	"short"	"ago"	"a"	"all"	"a_short"	"short_ago"	"ago_all"	"∅_a_short"	"a_short_ago"	"short_ago_all"	"ago_all_africa"	"ε"	"DT"	"JJ"	"NN"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"short"	"time"	"ago"	"all"	"africa"	"be"	"a"	"western"	"preserve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"in"	"of"	"effectively"	"war"	"effectively_in"	"in_of"	"of_war"	"serve_effectively_in"	"effectively_in_of"	"in_of_war"	"of_war_,"	"VB"	"RB"	"RB"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"reserve"	"component"	"to"	"serve"	"effectively"	"in"	"time"	"of"	"war"	"their"	"basic"	"organization"	"and"	"objective"	"must"	"conform_to"	"the"	"changing"	"character"	"and"	"mission"	"of"	"the"	"active"	"force"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"of"	"change"	"nature"	"?"	"nature_of"	"of_change"	"change_?"	"the_nature_of"	"nature_of_change"	"of_change_?"	"change_?_∅"	"DT"	"NN"	"IN"	"NN"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"it"	"possible"	"as"	"grow"	"older"	"the"	"nature"	"of"	"time"	"change"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:05::"	"find"	"to"	"n't"	"do"	"n't_find"	"find_to"	"to_do"	"could_n't_find"	"n't_find_to"	"find_to_do"	"to_do_any"	"MD"	"RB"	"VB"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"then_again"	"perhaps"	"the"	"why"	"he"	"could"	"n't"	"find"	"time"	"to"	"do"	"any"	"of"	"the"	"thing"	"he"	"had"	"plan"	"to"	"do"	"after"	"retirement"	"read"	"roam"	"garden"	"lie"	"on"	"his"	"back"	"and"	"watch"	"the"	"cloud"	"go_by"	"be"	"because"	"he"	"did"	"n't"	"want"	"to"	"do"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"this"	"he"	"only"	"could"	"only_this"	"this_he"	"he_could"	",_only_this"	"only_this_he"	"this_he_could"	"he_could_n't"	"ε"	"RB"	"DT"	"NN"	"PRP"	"MD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"old"	"nightmare"	"which"	"had"	"cause"	"him"	"so"	"many"	"hour"	"come"	"charge"	"in"	"on"	"him"	"once_more"	"only"	"this"	"time"	"he"	"could"	"n't"	"pacify"	"it"	"with"	"a"	"sleeping_pill"	"and"	"send"	"it"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:05::"	"of"	"for"	"length"	"such"	"length_of"	"of_for"	"for_such"	"reasonable_length_of"	"length_of_for"	"of_for_such"	"for_such_a"	"JJ"	"NN"	"IN"	"NN"	"IN"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"virginia"	"judge"	"a"	"while"	"back"	"cite"	"a"	"roman"	"jurist"	"the"	"effect"	"that"	"ten"	"year"	"might"	"be"	"a"	"reasonable"	"length"	"of"	"time"	"for"	"such"	"a"	"change"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"many"	"."	","	"∅"	",_many"	"many_."	"._∅"	"been_,_many"	",_many_."	"many_._∅"	"._∅_∅"	"VBN"	"ε"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"moreover"	"the"	"law"	"of"	"the"	"land"	"be"	"not"	"irrevocable"	"it"	"be"	"change"	"it"	"has"	"been"	"many"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"of"	"at"	"the"	"at_the"	"the_of"	"of_the"	"slavery_at_the"	"at_the_of"	"the_of_the"	"of_the_drafting"	"NN"	"RB"	"RB"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"new_englander"	"be"	"a_bit"	"sensitive"	"on"	"the"	"subject"	"their"	"complicity"	"in"	"negro"	"slavery"	"at"	"the"	"time"	"of"	"the"	"drafting"	"of"	"the"	"declaration_of_independence"	"as"	"person"	"explain"	"in"	"his"	"autobiography"	"the"	"clause"	"reprobate"	"the"	"enslaving"	"the"	"inhabitant"	"of"	"africa"	"was"	"strike_out"	"in"	"complaisance"	"to"	"south_carolina"	"and"	"georgia"	"who"	"had"	"never"	"attempt"	"to"	"restrain"	"the"	"importation"	"of"	"slave"	"and"	"who"	"on_the_contrary"	"still"	"wish"	"to"	"continue"	"it"	
"1:11:00::"	"the"	"he"	"by"	"had"	"by_the"	"the_he"	"he_had"	"∅_by_the"	"by_the_he"	"the_he_had"	"he_had_smoke"	"ε"	"IN"	"DT"	"NN"	"PRP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"time"	"he"	"had"	"smoke"	"three"	"cigarette"	"he"	"had"	"calm_down"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:06::"	"the"	"has"	"∅"	"come"	"∅_the"	"the_has"	"has_come"	"∅_∅_the"	"∅_the_has"	"the_has_come"	"has_come_for"	"ε"	"ε"	"DT"	"NN"	"VBZ"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"time"	"has"	"come"	"for"	"citizen"	"of"	"all"	"faith"	"to"	"unite"	"in"	"an"	"effort"	"to"	"remove"	"this"	"divisive"	"and"	"nettlesome"	"issue"	"from"	"the"	"political"	"and"	"social"	"life"	"of"	"our"	"nation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"certain"	","	"at"	"to"	"at_certain"	"certain_,"	",_to"	",_at_certain"	"at_certain_,"	"certain_,_to"	",_to_be"	"ε"	"IN"	"JJ"	"NN"	"ε"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"action"	"once"	"universally"	"condemn"	"by"	"all"	"christian_church"	"and"	"forbid"	"by"	"the"	"civil_law"	"is"	"not_only"	"approve"	"by"	"the"	"overwhelming"	"majority"	"of"	"protestant_denomination"	"but"	"also"	"deem"	"at"	"certain"	"time"	"to"	"be"	"a"	"religious"	"duty"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"many_a"	"and"	"him"	"he"	"him_many_a"	"many_a_and"	"and_he"	"snub_him_many_a"	"him_many_a_and"	"many_a_and_he"	"and_he_feel"	"VB"	"PRP"	"JJ"	"NN"	"CC"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no_doubt"	"person"	"snub"	"him"	"many_a"	"time"	"and"	"he"	"feel"	"no"	"grief"	"over"	"her"	"passing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"be"	"for"	"of_course"	"delay"	"of_course_be"	"be_for"	"for_delay"	"will_of_course_be"	"of_course_be_for"	"be_for_delay"	"for_delay_and"	"MD"	"RB"	"VB"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"of_course"	"be"	"time"	"for"	"delay"	"and"	"inaction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"of"	"snapping_at_his_heels"	"hounds"	"."	"hounds_of"	"of_snapping_at_his_heels"	"snapping_at_his_heels_."	"the_hounds_of"	"hounds_of_snapping_at_his_heels"	"of_snapping_at_his_heels_."	"snapping_at_his_heels_._∅"	"DT"	"NN"	"IN"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"the"	"policy"	"have"	"the"	"hounds"	"of"	"time"	"snapping_at_his_heels"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"that"	"by"	"at"	"the"	"at_that"	"that_by"	"by_the"	"her_at_that"	"at_that_by"	"that_by_the"	"by_the_founding"	"PRP$"	"RB"	"RB"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"source"	"of"	"intellectual"	"stimulus"	"open"	"to"	"her"	"at"	"that"	"time"	"by"	"the"	"founding"	"of"	"group"	"within"	"walk"	"distance"	"of"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"that"	"engaged"	"at"	"in"	"at_that"	"that_engaged"	"engaged_in"	"was_at_that"	"at_that_engaged"	"that_engaged_in"	"engaged_in_a"	"VBD"	"RB"	"RB"	"NN"	"JJ"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"however"	"was"	"that"	"time"	"engaged"	"in"	"a"	"lengthy"	"correspondence"	"with"	"person"	"old"	"and"	"more"	"serious"	"brother"	"person"	"who"	"be"	"just_about"	"her"	"own"	"age"	"and"	"whom"	"she"	"had"	"got"	"to"	"know"	"well"	"during"	"trip"	"to"	"philadelphia"	"with"	"papa"	"when"	"he"	"substitute"	"for"	"person"	"at"	"group"	"there"	"during"	"its"	"rabbi"	"absence"	"in"	"europe"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:05::"	"the"	"prescribed"	"within"	"for"	"within_the"	"the_prescribed"	"prescribed_for"	"amended_return_within_the"	"within_the_prescribed"	"the_prescribed_for"	"prescribed_for_file"	"NN"	"IN"	"DT"	"NN"	"JJ"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"elect"	"to"	"use"	"the"	"standard"	"deduction"	"or"	"the"	"tax"	"table"	"and"	"later"	"find"	"you"	"have"	"itemize"	"your"	"deduction"	"you"	"may"	"do"	"so"	"by"	"file"	"an"	"amended_return"	"within"	"the"	"time"	"prescribed"	"for"	"file"	"a"	"claim"	"for"	"refund"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:05::"	"ample"	"to"	"in"	"reach"	"in_ample"	"ample_to"	"to_reach"	"mail_in_ample"	"in_ample_to"	"ample_to_reach"	"to_reach_the"	"NN"	"IN"	"JJ"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"mail"	"a"	"return"	"or"	"tax"	"payment"	"must"	"place"	"it"	"in"	"the"	"mail"	"in"	"ample"	"time"	"to"	"reach"	"the"	"district"	"director"	"on"	"or"	"before"	"the"	"due_date"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:05::"	"of"	"to"	"extension"	"file"	"extension_of"	"of_to"	"to_file"	"an_extension_of"	"extension_of_to"	"of_to_file"	"to_file_a"	"DT"	"NN"	"IN"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"under"	"unusual"	"circumstance"	"a"	"resident"	"may"	"be"	"grant"	"an"	"extension"	"of"	"time"	"to"	"file"	"a"	"return"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:05::"	"of"	"until"	"extension"	"june"	"extension_of"	"of_until"	"until_june"	"an_extension_of"	"extension_of_until"	"of_until_june"	"until_june_15"	"DT"	"NN"	"IN"	"NN"	"IN"	"NN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"citizen"	"of"	"the"	"united_states"	"who"	"on"	"april"	"be"	"not"	"in"	"the"	"or"	"puerto_rico"	"are"	"allow"	"an"	"extension"	"of"	"time"	"until"	"june"	"for"	"file"	"the"	"return"	"for"	"the"	"preceding"	"calendar_year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:05::"	"of"	"for"	"extension"	"file"	"extension_of"	"of_for"	"for_file"	"this_extension_of"	"extension_of_for"	"of_for_file"	"for_file_,"	"DT"	"NN"	"IN"	"NN"	"IN"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"taxpayer"	"reside"	"or"	"travel"	"in"	"are"	"also"	"allow"	"this"	"extension"	"of"	"time"	"for"	"file"	"but"	"those"	"reside"	"or"	"travel"	"in"	"hawaii"	"are"	"not"	"allow"	"this"	"automatic"	"extension"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
