"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"3:00:00::"	"in"	"the"	"∅"	"respect"	"∅_in"	"in_the"	"the_respect"	"∅_∅_in"	"∅_in_the"	"in_the_respect"	"the_respect_just"	"ε"	"ε"	"IN"	"JJ"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"the"	"respect"	"just"	"indicate"	"utopian"	"communism"	"differ"	"from"	"previous"	"conception"	"in"	"which"	"community"	"of"	"possession"	"living"	"play"	"a"	"role"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	","	"under"	"target"	"practically"	"target_,"	",_under"	"under_practically"	"a_target_,"	"target_,_under"	",_under_practically"	"under_practically_the"	"DT"	"NN"	"ε"	"JJ"	"IN"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"trained"	"marksman"	"shoot"	"round"	"at"	"a"	"target"	"all"	"under"	"practically"	"the"	"same"	"condition"	"may"	"hit"	"the"	"bull's_eye"	"from"	"to"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"of"	"presence"	"these"	"presence_in"	"in_of"	"of_these"	"of_presence_in"	"presence_in_of"	"in_of_these"	"of_these_recording"	"IN"	"NN"	"RB"	"JJ"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"an"	"sense"	"of"	"presence"	"in"	"all"	"of"	"these"	"recording"	"apparently"	"obtain"	"at_least"	"in"	"part"	"by"	"emphasize"	"the"	"middle"	"and"	"high_frequency"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"do"	"the"	"is"	"opera"	"is_do"	"do_the"	"the_opera"	"who_is_do"	"is_do_the"	"do_the_opera"	"the_opera_this"	"WP"	"VBZ"	"VB"	"JJ"	"DT"	"NN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"bayreuth_festival"	"open"	"july"	"with"	"a"	"new"	"production"	"of"	"stage"	"by"	"person"	"who"	"is"	"do"	"all"	"the"	"opera"	"this"	"time"	"and"	"conduct"	"by"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"and"	"her"	"person"	"bearded"	"person_and"	"and_her"	"her_bearded"	"for_person_and"	"person_and_her"	"and_her_bearded"	"her_bearded_courtier"	"IN"	"NNP"	"CC"	"JJ"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"want"	"to"	"own"	"a"	"junior-grade"	"castle"	"or"	"a"	"manor_house"	"or"	"some"	"modest"	"place"	"where"	"shakespeare"	"might"	"once"	"have"	"stage"	"a"	"pageant"	"for"	"person"	"and"	"all"	"her"	"bearded"	"courtier"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"fingertip"	"feeling"	"."	"feeling_be"	"be_fingertip"	"fingertip_."	"and_feeling_be"	"feeling_be_fingertip"	"be_fingertip_."	"fingertip_._∅"	"CC"	"NN"	"VB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"furthermore"	"he"	"something"	"of"	"a"	"scoundrel"	"an"	"whose"	"mind"	"and"	"feeling"	"be"	"all"	"fingertip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	";"	"the"	"cast"	"words"	"cast_;"	";_the"	"the_words"	"new_york_cast_;"	"cast_;_the"	";_the_words"	"the_words_of"	"NN"	"NN"	"ε"	"JJ"	"DT"	"NN"	"IN"	"novelty"	"in"	"the"	"score"	"as"	"the"	"fugal"	"treatment"	"of"	"on_the_side_of_the_angels"	"and"	"politics_and_poker"	"were"	"handle"	"splendidly"	"and"	"i"	"think"	"person"	"and"	"his"	"band"	"of"	"tuneful"	"ward-heeler"	"make"	"little_tin_box"	"even"	"better"	"than"	"it"	"do"	"by"	"the"	"new_york"	"cast"	"all"	"words"	"of"	"its"	"clever"	"lyric"	"come_through"	"with"	"perfect"	"clarity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"of"	"lacking"	"the"	"lacking_in"	"in_of"	"of_the"	"be_lacking_in"	"lacking_in_of"	"in_of_the"	"of_the_accepted"	"VB"	"JJ"	"RB"	"JJ"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"recall"	"that"	"he"	"once"	"tell"	"person"	"that"	"he"	"doubt"	"person"	"ever"	"play"	"much"	"for"	"him"	"because"	"he"	"seem"	"to"	"be"	"lacking"	"in"	"all"	"of"	"the"	"accepted"	"basketball"	"skill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"drink"	"night"	"and"	","	"and_drink"	"drink_night"	"night_,"	"dance_and_drink"	"and_drink_night"	"drink_night_,"	"night_,_but"	"VB"	"CC"	"VB"	"JJ"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"enjoy"	"great"	"party"	"when"	"she"	"sit_up"	"talk"	"and"	"dance"	"and"	"drink"	"all"	"night"	"but"	"it"	"always"	"seem"	"to"	"her"	"that"	"be"	"alone"	"especially"	"alone"	"in"	"her"	"house"	"be"	"the"	"real"	"part"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"almost"	"music"	"for"	"listener"	"for_almost"	"almost_music"	"music_listener"	"pleasure_for_almost"	"for_almost_music"	"almost_music_listener"	"music_listener_."	"NN"	"IN"	"RB"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"lyric"	"beauty"	"of"	"person"	"trout_quintet"	"its"	"elemental"	"rhythm"	"and"	"infectious"	"make"	"it"	"a"	"source"	"of"	"pure"	"pleasure"	"for"	"almost"	"all"	"music"	"listener"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"intensity"	"tend"	"impetuous"	"to"	"impetuous_intensity"	"intensity_tend"	"tend_to"	"and_impetuous_intensity"	"impetuous_intensity_tend"	"intensity_tend_to"	"tend_to_stamp"	"CC"	"JJ"	"NN"	"RB"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"emphasis"	"on"	"structural"	"clarity"	"his"	"innate"	"vibrancy"	"and"	"impetuous"	"intensity"	"all"	"tend"	"to"	"stamp"	"his"	"reading"	"as"	"a"	"symphonic"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"shoveled_up"	"he"	"like"	"he_be"	"be_shoveled_up"	"shoveled_up_like"	"∅_he_be"	"he_be_shoveled_up"	"be_shoveled_up_like"	"shoveled_up_like_i"	"ε"	"PRP"	"VB"	"JJ"	"IN"	"RB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"all"	"shoveled_up"	"like"	"i"	"think"	"he"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"∅"	"the"	"∅"	"part_of_speech"	"∅_∅"	"∅_the"	"the_part_of_speech"	"∅_∅_∅"	"∅_∅_the"	"∅_the_part_of_speech"	"the_part_of_speech_:"	"ε"	"ε"	"ε"	"JJ"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"part_of_speech"	"noun"	"pronoun"	"adjective"	"adverb"	"and"	"conjunction"	"operate"	"under"	"the"	"same"	"system"	"as"	"the"	"verb"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"like"	"the"	"hell"	"."	"hell_like"	"like_the"	"the_."	"be_hell_like"	"hell_like_the"	"like_the_."	"the_._∅"	"VB"	"NN"	"IN"	"JJ"	"DT"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"evening"	"turn_out"	"be"	"hell"	"like"	"all"	"the"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"∅"	"evening"	"∅"	"person"	"∅_∅"	"∅_evening"	"evening_person"	"∅_∅_∅"	"∅_∅_evening"	"∅_evening_person"	"evening_person_had"	"ε"	"ε"	"ε"	"JJ"	"NN"	"NNP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"evening"	"person"	"had"	"be"	"as"	"demure"	"as"	"a"	"little"	"girl"	"get"	"ready"	"for"	"her"	"first"	"communion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	","	"he"	"moment"	"could"	"moment_,"	",_he"	"he_could"	"this_moment_,"	"moment_,_he"	",_he_could"	"he_could_think_of"	"DT"	"NN"	"ε"	"JJ"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"moment"	"all"	"he"	"could"	"think_of"	"be"	"what"	"he"	"been"	"force"	"to"	"undergo"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"the"	"department"	"county"	"department_of"	"of_the"	"the_county"	"welfare_department_of"	"department_of_the"	"of_the_county"	"the_county_in"	"NN"	"NN"	"IN"	"JJ"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"one"	"of"	"the"	"major"	"item"	"in"	"the"	"location"	"general"	"assistance"	"program"	"the"	"jury"	"say"	"but"	"the"	"group"	"has"	"seen_fit"	"to"	"these"	"fund"	"through"	"the"	"welfare"	"department"	"of"	"all"	"the"	"county"	"in"	"the"	"state"	"with"	"the"	"exception"	"of"	"location"	"which"	"receive"	"none"	"of_this"	"money"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"and"	"its"	"mystery"	"component"	"mystery_and"	"and_its"	"its_component"	"basic_mystery_and"	"mystery_and_its"	"and_its_component"	"its_component_,"	"JJ"	"NN"	"CC"	"JJ"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dream"	"that"	"display"	"event"	"of"	"the"	"future"	"with"	"detail"	"call_for"	"a"	"theory"	"explain"	"their"	"basic"	"mystery"	"and"	"all"	"its"	"component"	"include"	"that"	"weird"	"feeling"	"of"	"deja_vu"	"inevitably"	"fantastic"	"though"	"that"	"theory"	"must"	"seem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"that"	"six"	"conclude"	"point"	"conclude_that"	"that_six"	"six_point"	"may_conclude_that"	"conclude_that_six"	"that_six_point"	"six_point_of"	"MD"	"VB"	"IN"	"JJ"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"conclude"	"that"	"all"	"six"	"point"	"of"	"information"	"ostensibly"	"give"	"by"	"the"	"dream"	"priest"	"could"	"have"	"been"	"furnish"	"by"	"person"	"subconscious"	"reasoning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"nearly"	")"	"probably"	"snake"	"probably_nearly"	"nearly_)"	")_snake"	"(_probably_nearly"	"probably_nearly_)"	"nearly_)_snake"	")_snake_at"	"ε"	"RB"	"RB"	"JJ"	"ε"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"nearly"	"all"	"snake"	"at"	"maturity"	"be"	"already"	"more_than"	"half"	"their"	"final"	"length"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"``"	"∅"	"degree"	"∅_in"	"in_``"	"``_degree"	"∅_∅_in"	"∅_in_``"	"in_``_degree"	"``_degree_''"	"ε"	"ε"	"RB"	"JJ"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"degree"	"course"	"in"	"interior_design"	"a"	"number"	"of"	"academic"	"or"	"general"	"study"	"course"	"are"	"include"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"at"	"."	"not"	"∅"	"not_at"	"at_."	"._∅"	"``_not_at"	"not_at_."	"at_._∅"	"._∅_∅"	"ε"	"RB"	"RB"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"("	"dress"	"traveller"	"as"	"traveller_("	"(_dress"	"dress_as"	"subway_traveller_("	"traveller_(_dress"	"(_dress_as"	"dress_as_if"	"NN"	"NN"	"ε"	"JJ"	"VB"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"location"	"when"	"i"	"ascend"	"to_it"	"my"	"fellow"	"subway"	"traveller"	"all"	"dress"	"as"	"if"	"for"	"a"	"huge"	"wedding"	"in"	"a"	"family"	"of"	"which"	"we"	"be"	"all"	"distant"	"member"	"be"	"nearly"	"impassable"	"the"	"sidewalk"	"swarming_with"	"celebrant"	"with"	"bundled-up"	"sailor"	"and"	"soldier"	"already"	"hug"	"their"	"girl"	"and"	"their"	"rationed"	"bottle"	"of"	"whiskey"	"0"	"0"	
"3:00:00::"	"-"	"those"	"community"	"who"	"community_-"	"-_those"	"those_who"	"moral_community_-"	"community_-_those"	"-_those_who"	"those_who_adhere"	"JJ"	"NN"	"ε"	"JJ"	"DT"	"WP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"note"	"long_ago"	"that"	"religion"	"as"	"a"	"unified"	"system"	"of"	"belief"	"and"	"practice"	"relative"	"sacred"	"thing"	"unite"	"s"	"into"	"one"	"single"	"moral"	"community"	"all"	"those"	"who"	"adhere"	"to"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"∅"	"this"	"∅"	"be"	"∅_∅"	"∅_this"	"this_be"	"∅_∅_∅"	"∅_∅_this"	"∅_this_be"	"this_be_simple"	"ε"	"ε"	"ε"	"JJ"	"DT"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"simple"	"enough"	"but"	"in"	"tell"	"the"	"story"	"person"	"do"	"two"	"important"	"thing"	"that"	"had"	"not"	"been"	"do"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"where"	"manner"	"place"	"of"	"place_where"	"where_manner"	"manner_of"	"godless_place_where"	"place_where_manner"	"where_manner_of"	"manner_of_vice"	"JJ"	"NN"	"WRB"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"location"	"instead"	"of"	"become"	"the"	"city_of_god"	"as"	"person"	"had"	"dream"	"had"	"in"	"the"	"two"	"year"	"he"	"had"	"be"	"there"	"continue"	"to"	"be"	"a"	"godless"	"place"	"where"	"all"	"manner"	"of"	"vice"	"flourish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"lift"	"those"	"``"	"old"	"``_lift"	"lift_those"	"those_old"	"to_``_lift"	"``_lift_those"	"lift_those_old"	"those_old_barbell"	"TO"	"ε"	"VB"	"JJ"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"too"	"often"	"a"	"beginning"	"bodybuilder"	"has"	"to"	"do"	"his"	"training"	"either"	"because"	"his"	"parent"	"do"	"n't"	"want"	"sonny_boy"	"to"	"lift"	"all"	"those"	"old"	"barbell"	"thing"	"because"	"you"	"stunt"	"your"	"growth"	"or"	"because"	"childish"	"taunt"	"from"	"his"	"schoolmate"	"like"	"hey"	"lookit"	"person"	"whaddya"	"gonna"	"do"	"with"	"all"	"those"	"muscle"	"of"	"which"	"he"	"have"	"none"	"at"	"the"	"time"	
"3:00:00::"	"at"	"time"	"program"	","	"program_at"	"at_time"	"time_,"	"leg_program_at"	"program_at_time"	"at_time_,"	"time_,_for"	"NN"	"NN"	"RB"	"JJ"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"really"	"there"	"be"	"no"	"reason"	"why"	"this"	"fine"	"should"	"not"	"find_its_way"	"into"	"your"	"leg"	"program"	"at"	"all"	"time"	"for"	"the"	"following"	"suggestion"	"show"	"why"	"it"	"be"	"so"	"effective"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
