"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"2:42:00::"	"will"	"at"	"season"	"the"	"season_will"	"will_at"	"at_the"	"anniversary_season_will"	"season_will_at"	"will_at_the"	"at_the_sherman_clay"	"NN"	"NN"	"MD"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"announce"	"jorda"	"return"	"the"	"orchestra"	"also"	"announce"	"that"	"the"	"sale"	"of"	"single"	"for"	"the"	"th"	"anniversary"	"season"	"will"	"start"	"at"	"the"	"sherman_clay"	"box_office"	"on"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"in"	","	"the"	",_to"	"to_in"	"in_the"	"''_,_to"	",_to_in"	"to_in_the"	"in_the_fall"	"ε"	"ε"	"TO"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nbc"	"plan"	"a"	"new"	"series"	"of"	"three"	"long"	"programs"	"america"	"scientific"	"plans"	"titled"	"threshold"	"to"	"start"	"in"	"the"	"fall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"before"	"the"	"broth"	"second"	"broth_before"	"before_the"	"the_second"	"hot_broth_before"	"broth_before_the"	"before_the_second"	"the_second_trip"	"JJ"	"NN"	"IN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"usually"	"back"	"in"	"concord"	"by"	"noon"	"there"	"be"	"just"	"time"	"to"	"get"	"partially"	"thawed"	"out"	"refuel"	"grab"	"a_bit"	"of"	"mrs._fogg"	"hot"	"before"	"start"	"the"	"second"	"trip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"they"	"agitate"	"if"	"."	"if_they"	"they_agitate"	"agitate_."	"and_if_they"	"if_they_agitate"	"they_agitate_."	"agitate_._∅"	"CC"	"IN"	"PRP"	"VB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"legislators"	"always"	"get"	"restless"	"for"	"a"	"special"	"session"	"whether"	"for"	"the"	"companionship"	"or"	"the"	"per_diem"	"be"	"not"	"certain"	"if"	"they"	"start"	"agitate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"meeting"	"with"	"each"	"a"	"each_meeting"	"meeting_with"	"with_a"	"∅_each_meeting"	"each_meeting_with"	"meeting_with_a"	"with_a_prayer"	"ε"	"DT"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"meeting"	"start"	"with"	"a"	"prayer"	"offer"	"spontaneously"	"by"	"one"	"member"	"of"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"autumn"	"its"	"as"	"annual"	"as_autumn"	"autumn_its"	"its_annual"	"∅_as_autumn"	"as_autumn_its"	"autumn_its_annual"	"its_annual_sweep"	"ε"	"IN"	"NN"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"autumn"	"start"	"its"	"annual"	"sweep"	"few"	"americans"	"and"	"canadians"	"realize"	"how"	"fortunate"	"they"	"be"	"in"	"have"	"the"	"world"	"finest"	"fall"	"coloring"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"theory"	"with"	"this"	"the"	"this_theory"	"theory_with"	"with_the"	"and_this_theory"	"this_theory_with"	"theory_with_the"	"with_the_behavior"	"CC"	"DT"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dr._lyttleton"	"back"	"the"	"theory"	"that"	"we"	"in"	"an"	"electric"	"universe"	"and"	"this"	"theory"	"start"	"with"	"the"	"behavior"	"of"	"protons"	"and"	"electrons"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"i"	"to"	"∅"	"say"	"∅_i"	"i_to"	"to_say"	"∅_∅_i"	"∅_i_to"	"i_to_say"	"to_say_something"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"to"	"say"	"something"	"else"	"appropriate"	"but"	"the"	"man"	"had"	"hang_up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::;2:38:02::"	"have"	"at"	"should"	"the"	"should_have"	"have_at"	"at_the"	"plane_should_have"	"should_have_at"	"have_at_the"	"at_the_scheduled"	"NN"	"MD"	"VB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"should"	"have"	"start"	"at"	"the"	"scheduled"	"time"	"and"	"leave"	"sinatra"	"and"	"martin"	"to"	"guzzle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	","	"largely"	"effort"	"among"	"effort_,"	",_largely"	"largely_among"	"spontaneous_effort_,"	"effort_,_largely"	",_largely_among"	"largely_among_the"	"JJ"	"NN"	"ε"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"furhmann"	"faculty"	"be"	"proud"	"that"	"this"	"be"	"a"	"spontaneous"	"effort"	"start"	"largely"	"among"	"the"	"students"	"themselves"	"because"	"of"	"fondness"	"for"	"vicky"	"and"	"sympathy"	"for"	"her"	"entire"	"family"	"pohly"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"by"	"at"	"together"	"the"	"together_by"	"by_at"	"at_the"	"numbers_together_by"	"together_by_at"	"by_at_the"	"at_the_left"	"NNS"	"RB"	"IN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"arrive_at"	"the"	"answer"	"the"	"numbers"	"together"	"by"	"start"	"at"	"the"	"left"	"of"	"the"	"group"	"and"	"work"	"to"	"the"	"right"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"chain"	"at"	"the"	"bmews"	"the_chain"	"chain_at"	"at_bmews"	"∅_the_chain"	"the_chain_at"	"chain_at_bmews"	"at_bmews_("	"ε"	"DT"	"NN"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"chain"	"start"	"at"	"bmews"	"ballistic_missile"	"early_warning_system"	"in"	"thule"	"greenland"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"cannot"	"a"	"box"	"war"	"box_cannot"	"cannot_a"	"a_war"	"'s_box_cannot"	"box_cannot_a"	"cannot_a_war"	"a_war_."	"POS"	"NN"	"MD"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"even"	"the"	"contents"	"wisman"	"box"	"cannot"	"start"	"a"	"war"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"transmit"	"try"	"one"	"try_to"	"to_transmit"	"transmit_one"	"and_try_to"	"try_to_transmit"	"to_transmit_one"	"transmit_one_."	"CC"	"VB"	"TO"	"VB"	"VB"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"ask"	"wisman"	"what"	"would"	"happen"	"if"	"break_out"	"the"	"go"	"codes"	"and"	"try"	"to"	"start"	"transmit"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"she"	"to"	"∅"	"move"	"∅_she"	"she_to"	"to_move"	"∅_∅_she"	"∅_she_to"	"she_to_move"	"to_move_away"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"to"	"move"	"away"	"just_as"	"a"	"woman"	"come_out"	"of"	"the"	"cottage"	"a"	"big-boned"	"drab-haired"	"figure"	"with"	"a"	"clean"	"apron"	"tied"	"over"	"her"	"limp"	"print"	"dress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"he"	"in"	"say"	"pursuit"	"say_he"	"he_in"	"in_pursuit"	"patrolman_james_f._simms_say_he"	"say_he_in"	"he_in_pursuit"	"in_pursuit_when"	"NNP"	"VB"	"PRP"	"VB"	"IN"	"NN"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"patrolman_james_f._simms"	"he"	"start"	"in"	"pursuit"	"when"	"he"	"see"	"young"	"stickney"	"speed"	"north"	"in"	"stewart"	"avenue"	"at"	"central"	"street"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"walk"	"east"	"down"	"east_and"	"and_walk"	"walk_down"	"face_east_and"	"east_and_walk"	"and_walk_down"	"walk_down_the"	"VB"	"JJ"	"CC"	"VB"	"VB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"marty"	"east"	"and"	"start"	"walk"	"down"	"the"	"left"	"side"	"of"	"the"	"road"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"maggie"	"laugh"	"∅"	","	"∅_maggie"	"maggie_laugh"	"laugh_,"	"∅_∅_maggie"	"∅_maggie_laugh"	"maggie_laugh_,"	"laugh_,_and"	"ε"	"ε"	"NNP"	"VB"	"VB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"laugh"	"and"	"she"	"laugh"	"so"	"hard"	"she"	"could"	"n't"	"stop"	"and"	"she"	"keep_on"	"laugh"	"while"	"she"	"lug"	"the"	"clothes"	"out"	"to"	"the"	"yard"	"to"	"hang"	"them"	"up"	"while"	"the"	"sun"	"was"	"still"	"shine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"you"	"talk_about"	"when"	"brains"	"when_you"	"you_talk_about"	"talk_about_brains"	"you_when_you"	"when_you_talk_about"	"you_talk_about_brains"	"talk_about_brains_and"	"PRP"	"WRB"	"PRP"	"VB"	"VB"	"NNS"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"know"	"when"	"you"	"start"	"talk_about"	"brains"	"and"	"talent"	"maggie"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"to"	"experiment"	"press"	"with"	"press_to"	"to_experiment"	"experiment_with"	"american_press_to"	"press_to_experiment"	"to_experiment_with"	"experiment_with_ways"	"NNP"	"NN"	"TO"	"VB"	"VB"	"VB"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"seem"	"to"	"me"	"the"	"time"	"come"	"for"	"the"	"american"	"press"	"to"	"start"	"experiment"	"with"	"ways"	"of"	"report"	"the"	"news"	"that"	"will"	"do"	"a"	"better"	"job"	"of"	"communicating"	"and"	"will"	"be"	"less"	"subject_to"	"abuse"	"by"	"those"	"who"	"have"	"learn"	"how"	"to"	"manipulate"	"the"	"present"	"stereotype"	"to"	"serve"	"their"	"own"	"ends"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"∅"	"half"	"∅"	"an"	"∅_∅"	"∅_half"	"half_an"	"∅_∅_∅"	"∅_∅_half"	"∅_half_an"	"half_an_hour"	"ε"	"ε"	"ε"	"VB"	"NN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"half"	"an"	"hour"	"behind"	"player"	"in"	"company"	"with"	"british"	"open_champion_kel_nagle"	"palmer"	"birdie"	"the"	"nd"	"the"	"th"	"the"	"th"	"and"	"the"	"th"	"four"	"birdies"	"one"	"bogey"	"and"	"pars"	"for"	"a"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"∅"	"the"	"∅"	"second"	"∅_∅"	"∅_the"	"the_second"	"∅_∅_∅"	"∅_∅_the"	"∅_the_second"	"the_second_nine"	"ε"	"ε"	"ε"	"VB"	"DT"	"JJ"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"second"	"nine"	"palmer"	"be"	"already"	"four"	"strokes"	"behind"	"player"	"and"	"know"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"the"	"∅"	"week"	"∅_to"	"to_the"	"the_week"	"∅_∅_to"	"∅_to_the"	"to_the_week"	"the_week_of"	"ε"	"ε"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"the"	"week"	"of"	"special"	"programs"	"at"	"the"	"church"	"the"	"rev._john_d._henderson"	"will"	"preach"	"on"	"a"	"successful"	"marriage"	"at"	"and"	"a."	"m._sunday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"had"	"to"	"mr._giorgio"	"turn"	"mr._giorgio_had"	"had_to"	"to_turn"	"∅_mr._giorgio_had"	"mr._giorgio_had_to"	"had_to_turn"	"to_turn_left"	"ε"	"NNP"	"VBD"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"had"	"start"	"to"	"turn"	"left"	"off"	"greenville_avenue"	"onto"	"cherry_hill_road"	"when"	"his"	"car"	"was_struck_by"	"the"	"pezza"	"car"	"police"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"and"	"the"	","	"roaring"	",_and"	"and_the"	"the_roaring"	"''_,_and"	",_and_the"	"and_the_roaring"	"the_roaring_pulse-jet"	"ε"	"ε"	"CC"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"feet"	"fiedler"	"signal"	"release"	"start"	"the"	"roaring"	"pulse-jet"	"engine"	"then"	"streak"	"away"	"from"	"beneath"	"the"	"heinkel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"again"	"dig"	"policemen"	"."	"policemen_again"	"again_dig"	"dig_."	"the_policemen_again"	"policemen_again_dig"	"again_dig_."	"dig_._∅"	"DT"	"NNS"	"RB"	"VB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"quibs"	"and"	"the"	"policemen"	"again"	"start"	"dig"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"down"	"hand"	"the"	"hand_and"	"and_down"	"down_the"	"free_hand_and"	"hand_and_down"	"and_down_the"	"down_the_steps"	"JJ"	"NN"	"CC"	"VB"	"RB"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"roberts"	"brush"	"at"	"his"	"with"	"his"	"free"	"hand"	"and"	"start"	"down"	"the"	"steps"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"it"	"and"	"get"	"warm_up"	"get_it"	"it_and"	"and_warm_up"	",_get_it"	"get_it_and"	"it_and_warm_up"	"and_warm_up_it"	"ε"	"VB"	"VB"	"VB"	"CC"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"find"	"the"	"key"	"the"	"jeep"	"get"	"it"	"start"	"and"	"warm_up"	"it"	"up"	"for"	"five"	"minutes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
