"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"2:36:00::"	"were"	"up"	"they"	"for"	"they_were"	"were_up"	"up_for"	"and_how_they_were"	"they_were_up"	"were_up_for"	"up_for_the"	"RB"	"PRP"	"VBD"	"VB"	"IN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._williams"	"have"	"a"	"list"	"which"	"she"	"say"	"contain"	"about"	"nine"	"or"	"discrepancies"	"between"	"her"	"memory"	"of"	"dr._jenkins"	"conversation"	"and_how"	"they"	"were"	"write"	"up"	"for"	"the"	"board"	"approval"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"mr._philip_toynbee"	","	"∅"	"for_example"	"∅_mr._philip_toynbee"	"mr._philip_toynbee_,"	",_for_example"	"∅_∅_mr._philip_toynbee"	"∅_mr._philip_toynbee_,"	"mr._philip_toynbee_,_for_example"	",_for_example_,"	"ε"	"ε"	"NNP"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write"	"for_example"	"that"	"in_terms_of"	"probability"	"it"	"be"	"surely"	"as"	"likely"	"as"	"not"	"that"	"mutual"	"fear"	"will"	"lead"	"to"	"accidental"	"war"	"in"	"the"	"near"	"future"	"if"	"the"	"present"	"situation"	"continue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"so"	"a"	"∅"	"ten"	"∅_so"	"so_a"	"a_ten"	"∅_∅_so"	"∅_so_a"	"so_a_ten"	"a_ten_year"	"ε"	"ε"	"RB"	"VB"	"DT"	"CD"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write"	"a"	"ten"	"year"	"old"	"student"	"in"	"a"	"letter"	"to"	"his"	"parents"	"from"	"north_country_school"	"lake_placid"	"new_york"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"by"	"to"	"toys"	"christmas"	"toys_by"	"by_to"	"to_christmas"	"obtain_toys_by"	"toys_by_to"	"by_to_christmas"	"to_christmas_toys"	"VB"	"NNS"	"IN"	"VB"	"TO"	"NNP"	"NNPS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"any"	"needy"	"family"	"live"	"san_francisco"	"can"	"obtain"	"toys"	"by"	"write"	"to"	"christmas"	"toys"	"howard"	"street"	"san_francisco"	"and"	"list"	"the"	"parent"	"name_and_address"	"and"	"the"	"age"	"and"	"sex"	"of"	"each"	"child"	"in"	"the"	"family"	"between"	"the"	"ages"	"of"	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"not"	"in"	"was"	"john"	"was_not"	"not_in"	"in_john"	"john_was_not"	"was_not_in"	"not_in_john"	"in_john_'s"	"NNP"	"VBD"	"RB"	"VB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"one"	"thing"	"the"	"higher"	"critics"	"like"	"the"	"modernists"	"however"	"overreach"	"themselves"	"claim"	"that"	"the"	"gospel"	"of"	"john"	"was"	"not"	"write"	"in"	"john"	"time"	"but"	"well"	"after"	"the"	"first"	"century"	"perhaps"	"as"	"late"	"as"	"a._d."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"prophet_isaiah"	"these"	"the"	"blessed"	"the_prophet_isaiah"	"prophet_isaiah_these"	"these_blessed"	",_the_prophet_isaiah"	"the_prophet_isaiah_these"	"prophet_isaiah_these_blessed"	"these_blessed_words"	"ε"	"DT"	"NNP"	"VB"	"DT"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"looking"	"unto"	"the"	"prophet_isaiah"	"write"	"these"	"blessed"	"words"	"almost"	"three"	"thousand"	"years"	"ago"	"thou"	"wilt"	"keep"	"him"	"in"	"perfect"	"peace"	"whose"	"mind"	"be"	"stay"	"on"	"thee"	"because"	"he"	"trusteth"	"in"	"thee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"are"	"in"	"we"	"reference_to"	"we_are"	"are_in"	"in_reference_to"	"-_we_are"	"we_are_in"	"are_in_reference_to"	"in_reference_to_a"	"ε"	"PRP"	"VBP"	"VB"	"IN"	"NN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sir"	"are"	"write"	"in"	"reference_to"	"a"	"recent"	"suggestion"	"make"	"to"	"the"	"staff"	"of"	"the"	"public_health_nursing_service"	"of"	"jersey_city"	"registered"	"professional"	"nurses"	"with"	"college"	"background"	"and"	"varying"	"experiences"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"to"	"letter"	"her"	"letter_to"	"to_to"	"to_her"	"a_letter_to"	"letter_to_to"	"to_to_her"	"to_her_mother"	"DT"	"NN"	"TO"	"VB"	"TO"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"was"	"letter"	"to"	"write"	"to"	"her"	"mother"	"and"	"she"	"try"	"to"	"make"	"its"	"tone"	"cheerful"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"attorney_general"	"that"	"the"	"no"	"the_attorney_general"	"attorney_general_that"	"that_no"	"now_the_attorney_general"	"the_attorney_general_that"	"attorney_general_that_no"	"that_no_considerations"	"RB"	"DT"	"NN"	"VB"	"IN"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yet"	"your"	"editorial"	"say"	"the"	"attorney_general"	"write"	"that"	"no"	"considerations"	"justify"	"any"	"loss"	"of"	"revenue"	"of_this"	"proportion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"of"	"to"	"futility"	"sen._dirksen"	"futility_of"	"of_to"	"to_sen._dirksen"	"the_futility_of"	"futility_of_to"	"of_to_sen._dirksen"	"to_sen._dirksen_and"	"DT"	"NN"	"IN"	"VB"	"TO"	"NNP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"concur"	"most"	"heartily"	"with"	"letter"	"on"	"the"	"futility"	"of"	"write"	"to"	"sen._dirksen"	"and"	"sen._douglas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"you"	"to"	"when"	"congresswoman_church"	"when_you"	"you_to"	"to_congresswoman_church"	"but_when_you"	"when_you_to"	"you_to_congresswoman_church"	"to_congresswoman_church_,"	"CC"	"WRB"	"PRP"	"VB"	"TO"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"you"	"write"	"to"	"congresswoman_church"	"bless"	"her"	"heart"	"your"	"letter"	"is"	"answer"	"fully"	"and"	"completely"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"channing"	"this"	"∅"	"-"	"∅_channing"	"channing_this"	"this_-"	"∅_∅_channing"	"∅_channing_this"	"channing_this_-"	"this_-_in"	"ε"	"ε"	"NNP"	"VB"	"DT"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write"	"this"	"in"	"a"	"letter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"not"	"books"	"did"	"."	"did_not"	"not_books"	"books_."	",_did_not"	"did_not_books"	"not_books_."	"books_._∅"	"ε"	"VBD"	"RB"	"VB"	"NNS"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"the"	"generals"	"who"	"hold"	"important"	"in"	"world_war"	"did"	"not"	"write"	"books"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"could"	","	"james"	"``"	"james_could"	"could_,"	",_``"	",_james_could"	"james_could_,"	"could_,_``"	",_``_different"	"ε"	"NNP"	"MD"	"VB"	"ε"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"his"	"harvard"	"colleague"	"josiah_royce"	"whose"	"philosophic"	"differ"	"from"	"his"	"own"	"james"	"could"	"write"	"different"	"as"	"our"	"minds"	"be"	"yours"	"has"	"nourish"	"mine"	"as"	"no"	"social"	"influence"	"ever"	"has"	"and"	"in"	"converse"	"with"	"you"	"i"	"have"	"always"	"feel"	"that"	"my"	"life"	"was"	"being"	"live"	"importantly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"could"	":"	"he"	"``"	"he_could"	"could_:"	":_``"	",_he_could"	"he_could_:"	"could_:_``"	":_``_the"	"ε"	"PRP"	"MD"	"VB"	"ε"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"another"	"colleague"	"he"	"could"	"write"	"the"	"great"	"event"	"in"	"my"	"life"	"recently"	"has"	"be"	"the"	"reading"	"of"	"santayana"	"book"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"∅"	"to"	"∅"	"his"	"∅_∅"	"∅_to"	"to_his"	"∅_∅_∅"	"∅_∅_to"	"∅_to_his"	"to_his_colleague"	"ε"	"ε"	"ε"	"VB"	"TO"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"his"	"colleague"	"george_herbert_palmer"	"glorious"	"old"	"palmer"	"as"	"he"	"address"	"him"	"james"	"say"	"that"	"if"	"only"	"the"	"students"	"at"	"harvard"	"could"	"really"	"understand"	"royce"	"santayana"	"palmer"	"and"	"himself"	"and"	"see"	"that"	"their"	"varying"	"systems"	"be"	"so"	"many"	"religions"	"ways"	"of"	"front"	"life"	"and"	"worth"	"fight"	"for"	"then"	"harvard"	"would"	"have"	"a"	"genuine"	"philosophic"	"universe"	"0"	
"2:36:00::"	","	"in"	"poet"	"his"	"poet_,"	",_in"	"in_his"	"the_poet_,"	"poet_,_in"	",_in_his"	"in_his_introduction"	"DT"	"NN"	"ε"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"robert_hillyer"	"the"	"write"	"in"	"his"	"introduction"	"to"	"this"	"brief"	"animal"	"fable"	"that"	"mr._burman"	"ought_to"	"win"	"a"	"nobel_prize"	"for"	"the"	"catfish_bend"	"series"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"of"	"news"	"method"	"have"	"method_of"	"of_news"	"news_have"	"accepted_method_of"	"method_of_news"	"of_news_have"	"news_have_two"	"JJ"	"NN"	"IN"	"VB"	"NN"	"VB"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"method"	"of"	"write"	"news"	"have"	"two"	"major"	"liabilities"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"sir_robert_watson-watt"	","	":"	"on"	":_sir_robert_watson-watt"	"sir_robert_watson-watt_,"	",_on"	"note_:_sir_robert_watson-watt"	":_sir_robert_watson-watt_,"	"sir_robert_watson-watt_,_on"	",_on_page"	"NN"	"ε"	"NNP"	"VB"	"ε"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"editor"	"note"	"write"	"on"	"page"	"of"	"sr"	"research"	"for"	"march"	"i"	"have"	"read"	"an"	"advance"	"copy"	"of"	"the"	"snow"	"book"	"which"	"is"	"to"	"be"	"title"	"science"	"and"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"is"	","	"it"	"you"	"it_is"	"is_,"	",_you"	"for_it_is"	"it_is_,"	"is_,_you"	",_you_shall"	"IN"	"PRP"	"VBZ"	"VB"	"ε"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"as"	"the"	"one"	"who"	"call"	"you"	"be"	"holy"	"be"	"also"	"holy"	"in_all"	"your"	"behavior"	"for"	"it"	"is"	"write"	"you"	"shall"	"be"	"holy"	"because"	"i"	"be"	"holy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"as_it_is"	","	"∅"	"there"	"∅_as_it_is"	"as_it_is_,"	",_there"	"∅_∅_as_it_is"	"∅_as_it_is_,"	"as_it_is_,_there"	",_there_be"	"ε"	"ε"	"RB"	"VB"	"ε"	"EX"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write"	"there"	"be"	"not_one"	"just"	"man"	"there"	"be"	"none"	"who"	"understand"	"there"	"be"	"none"	"who"	"seek"	"after"	"god"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"dr._schweitzer"	":"	","	"∅"	",_dr._schweitzer"	"dr._schweitzer_:"	":_∅"	"service_,_dr._schweitzer"	",_dr._schweitzer_:"	"dr._schweitzer_:_∅"	":_∅_∅"	"NNP"	"ε"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a"	"letter"	"to"	"american"	"friends"	"service"	"dr._schweitzer"	"write"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"person"	"four"	"∅"	"work"	"∅_person"	"person_four"	"four_work"	"∅_∅_person"	"∅_person_four"	"person_four_work"	"four_work_of"	"ε"	"ε"	"NNP"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write"	"four"	"work"	"of"	"fiction"	"about"	"early"	"figure"	"revere"	"in"	"swedish"	"memory"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"of"	"the"	"job"	"complete"	"job_of"	"of_the"	"the_complete"	"the_job_of"	"job_of_the"	"of_the_complete"	"the_complete_history"	"DT"	"NN"	"IN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"fill"	"be"	"person"	"with"	"the"	"spirit"	"of"	"location"	"after"	"korea"	"be"	"over"	"he"	"take_on"	"the"	"job"	"of"	"write"	"the"	"complete"	"history"	"of"	"the"	"regiment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"been"	"than"	"have"	"any"	"have_been"	"been_than"	"than_any"	"word_have_been"	"have_been_than"	"been_than_any"	"than_any_battle"	"NN"	"VBP"	"VBN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"it"	"be"	"at"	"the"	"battle_of_the_little_horn"	"which"	"more"	"word"	"have"	"been"	"write"	"than"	"any"	"battle"	"in"	"american"	"history"	"that"	"the"	"group"	"first"	"make"	"its"	"mark"	"in"	"history"	"the"	"regiment"	"be"	"ten"	"year"	"old"	"by"	"then"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"a_few"	"historian"	"year"	"historian_,"	",_a_few"	"a_few_year"	"yale_historian_,"	"historian_,_a_few"	",_a_few_year"	"a_few_year_ago"	"NN"	"NN"	"ε"	"VB"	"JJ"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"historian"	"write"	"a_few"	"year"	"ago"	"in"	"the"	"yale_review"	"say"	"we"	"in"	"new_england"	"have"	"long_since"	"segregate"	"our"	"child"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"of"	","	"process"	"as"	"process_of"	"of_,"	",_as"	"the_process_of"	"process_of_,"	"of_,_as"	",_as_the"	"DT"	"NN"	"IN"	"VB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"discover"	"the"	"process"	"of"	"write"	"as"	"the"	"born"	"writer"	"does"	"not"	"merely"	"a"	"channel"	"for"	"the"	"discharge"	"of"	"accumulate"	"information"	"but"	"a"	"stimulus"	"to"	"the"	"development"	"of"	"the"	"creative"	"power"	"of"	"observation"	"insight"	"and"	"intuition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"usually"	"under"	"were"	"adverse"	"were_usually"	"usually_under"	"under_adverse"	"camp_were_usually"	"were_usually_under"	"usually_under_adverse"	"under_adverse_circumstance"	"NN"	"VBD"	"RB"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"letter"	"which"	"pour"	"from"	"camp"	"were"	"usually"	"write"	"under"	"adverse"	"circumstance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
