"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"
"2:38:01::"	"person"	"person"	"after"	"for"	"after_person"	"person_person"	"person_for"	"∅_after_person"	"after_person_person"	"person_person_for"	"person_for_person"	"ε"	"IN"	"NNP"	"VB"	"NNP"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"send"	"person"	"for"	"person"	"he"	"be"	"able"	"to"	"complete"	"his"	"detailed"	"inspection"	"of"	"the"	"third"	"floor"	"and"	"to"	"receive"	"a"	"report"	"from"	"his"	"man"	"cover"	"the"	"floor"	"above"	"before"	"person"	"return"	"buoy_up"	"by"	"a"	"brief"	"stop"	"for"	"another"	"glass"	"of"	"champagne"	"0"	"0"	
"2:35:00::"	"message"	"."	"of"	"∅"	"of_message"	"message_."	"._∅"	"type_of_message"	"of_message_."	"message_._∅"	"._∅_∅"	"NN"	"IN"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"organizational"	"network"	"would"	"be"	"of"	"no"	"avail"	"if"	"be"	"no"	"regulation"	"pertaining"	"to"	"the"	"type"	"of"	"message"	"send"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"were"	"to"	"person"	"the"	"person_were"	"were_to"	"to_the"	"and_person_were"	"person_were_to"	"were_to_the"	"to_the_location"	"CC"	"NNP"	"VBD"	"VB"	"TO"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"february"	"person"	"person"	"were"	"send"	"to"	"the"	"location"	"community"	"on"	"the"	"location"	"to"	"see"	"about"	"rent_out"	"ranch"	"the"	"company"	"had"	"purchase"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"to"	","	"the"	",_and"	"and_to"	"to_the"	"finally_,_and"	",_and_to"	"and_to_the"	"to_the_senate"	"RB"	"ε"	"CC"	"VB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"finally"	"and"	"send"	"to"	"the"	"senate"	"a"	"bill"	"extend"	"the"	"group"	"authority"	"to"	"give"	"planning"	"assistance"	"to"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	","	"it"	"4"	"to"	"4_,"	",_it"	"it_to"	"to_4_,"	"4_,_it"	",_it_to"	"it_to_the"	"TO"	"NN"	"ε"	"VB"	"PRP"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"shouting"	"end"	"the"	"bill"	"to"	"send"	"it"	"to"	"the"	"senate"	"where"	"a"	"similar"	"proposal"	"is"	"being"	"sponsor"	"by"	"person"	"of"	"dallas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"person"	"be"	"to"	"be_to"	"to_person"	"person_to"	"move_be_to"	"be_to_person"	"to_person_to"	"person_to_the"	"NN"	"VB"	"TO"	"VB"	"NNP"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"first"	"be"	"to"	"send"	"person"	"to"	"the"	"village"	"to"	"spend"	"a_few"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"he"	"person"	"thirty"	"to"	"thirty_he"	"he_person"	"person_to"	"two_thirty_he"	"thirty_he_person"	"he_person_to"	"person_to_the"	"CD"	"CD"	"PRP"	"VB"	"NNP"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"thirty"	"he"	"send"	"person"	"to"	"the"	"top"	"of"	"the"	"wall"	"at"	"the"	"northeast"	"corner"	"of"	"the"	"mission"	"to"	"keep_an_eye_on"	"the"	"ridge"	"road"	"and"	"give"	"a"	"signal"	"when"	"he"	"first"	"glimpse"	"the"	"approach"	"of"	"person"	"party"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"person"	"me"	"``"	"."	"``_person"	"person_me"	"me_."	"∅_``_person"	"``_person_me"	"person_me_."	"me_._∅"	"ε"	"ε"	"NNP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"send"	"me"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"'"	"the"	"such_as"	"cat"	"such_as_'"	"'_the"	"the_cat"	"``_such_as_'"	"such_as_'_the"	"'_the_cat"	"the_cat_to"	"ε"	"JJ"	"ε"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such_as"	"the"	"cat"	"to"	"guard"	"the"	"mouse"	"or"	"the"	"falcon"	"to"	"protect"	"the"	"dove"	"or"	"most"	"terribly"	"sharp"	"of"	"all"	"the"	"human_being"	"to"	"save"	"humanity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"person"	"the"	"and"	"boy"	"and_person"	"person_the"	"the_boy"	",_and_person"	"and_person_the"	"person_the_boy"	"the_boy_out"	"ε"	"CC"	"NNP"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"had"	"the"	"house"	"by"	"noon"	"and"	"person"	"send"	"the"	"boy"	"out"	"to"	"the"	"meadow"	"to"	"bring"	"in"	"the"	"horse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"was"	"in_for"	"person"	"person"	"person_was"	"was_in_for"	"in_for_person"	"∅_person_was"	"person_was_in_for"	"was_in_for_person"	"in_for_person_and"	"ε"	"NNP"	"VBD"	"VB"	"JJ"	"NNP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"send"	"in_for"	"person"	"and"	"after"	"fail"	"in"	"a"	"bunt"	"attempt"	"pop"	"to"	"person"	"on"	"the"	"grass"	"back"	"of"	"short"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"we"	"them"	"``"	"one"	"``_we"	"we_them"	"them_one"	":_``_we"	"``_we_them"	"we_them_one"	"them_one_last"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"CD"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"woman"	"address"	"christmas_card"	"say"	"to"	"husband"	"we"	"send"	"them"	"one"	"last"	"year"	"but"	"they"	"did"	"n't"	"send"	"us"	"one"	"so"	"they"	"probably"	"won't"	"send"	"us"	"one"	"this"	"year"	"because"	"they"	"think"	"we"	"won't"	"send"	"them"	"one"	"because"	"they"	"did"	"n't"	"last"	"year"	"do"	"n't"	"you"	"think"	"or"	"shall"	"we"	
"2:32:00::"	"n't"	"us"	"did"	"one"	"did_n't"	"n't_us"	"us_one"	"they_did_n't"	"did_n't_us"	"n't_us_one"	"us_one_,"	"PRP"	"VBD"	"RB"	"VB"	"PRP"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"woman"	"address"	"christmas_card"	"say"	"to"	"her"	"husband"	"we"	"send"	"one"	"last"	"year"	"but"	"they"	"did"	"n't"	"send"	"us"	"one"	"so"	"they"	"probably"	"won't"	"send"	"us"	"one"	"this"	"year"	"because"	"they"	"think"	"we"	"won't"	"send"	"them"	"one"	"because"	"they"	"did"	"n't"	"last"	"year"	"do"	"n't"	"you"	"think"	"or"	"shall"	"we"	"0"	"0"	"0"	"0"	
"2:32:00::"	"won't"	"us"	"probably"	"one"	"probably_won't"	"won't_us"	"us_one"	"they_probably_won't"	"probably_won't_us"	"won't_us_one"	"us_one_this"	"PRP"	"RB"	"VBD"	"VB"	"PRP"	"CD"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"woman"	"address"	"christmas_card"	"to"	"her"	"husband"	"we"	"send"	"them"	"one"	"last"	"year"	"but"	"they"	"did"	"send"	"us"	"one"	"so"	"they"	"probably"	"won't"	"send"	"us"	"one"	"this"	"year"	"because"	"they"	"think"	"we"	"won't"	"send"	"them"	"one"	"because"	"they"	"did"	"n't"	"last"	"year"	"do"	"n't"	"you"	"think"	"or"	"shall"	"we"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"won't"	"them"	"we"	"one"	"we_won't"	"won't_them"	"them_one"	"think_we_won't"	"we_won't_them"	"won't_them_one"	"them_one_because"	"VB"	"PRP"	"VBD"	"VB"	"PRP"	"CD"	"IN"	"address"	"christmas_card"	"say"	"to"	"her"	"husband"	"we"	"send"	"them"	"one"	"last"	"year"	"but"	"they"	"did"	"n't"	"send"	"us"	"one"	"so"	"they"	"probably"	"won't"	"send"	"us"	"one"	"this"	"year"	"because"	"think"	"we"	"won't"	"send"	"one"	"because"	"they"	"did"	"n't"	"last"	"year"	"do"	"n't"	"you"	"think"	"or"	"shall"	"we"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"to"	"emergency"	"willingness"	"telegram"	"willingness_to"	"to_emergency"	"emergency_telegram"	"express_willingness_to"	"willingness_to_emergency"	"to_emergency_telegram"	"emergency_telegram_on"	"VB"	"NN"	"TO"	"VB"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"person"	"manager"	"of"	"the"	"group"	"willingness"	"to"	"send"	"emergency"	"telegram"	"on"	"sunday"	"from"	"his"	"village"	"drugstore"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
