"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"2:31:00::"	"i"	"you"	"'s"	"''"	"'s_i"	"i_you"	"you_''"	"well_'s_i"	"'s_i_you"	"i_you_''"	"you_''_,"	"RB"	"POS"	"PRP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"so"	"i"	"remember"	"you"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"she"	"them"	"than"	"("	"than_she"	"she_them"	"them_("	"smaller_than_she"	"than_she_them"	"she_them_("	"them_(_how"	"JJR"	"IN"	"PRP"	"VB"	"PRP"	"ε"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"both"	"church"	"and"	"be"	"smaller"	"than"	"she"	"remember"	"them"	"how"	"many"	"things"	"had"	"lessen"	"while"	"she"	"be"	"gone"	"away"	"but"	"the"	"headstones"	"had"	"grow"	"so"	"thick"	"in"	"thirty"	"years"	"that"	"to"	"find"	"one"	"name"	"dorothy_tredding"	"seem"	"suddenly"	"impossible"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"she"	","	"∅"	"suddenly"	"∅_she"	"she_,"	",_suddenly"	"∅_∅_she"	"∅_she_,"	"she_,_suddenly"	",_suddenly_,"	"ε"	"ε"	"PRP"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"remember"	"suddenly"	"a"	"night"	"of"	"savage"	"moonlight"	"and"	"scudding"	"clouds"	"when"	"she"	"and"	"adelia"	"having"	"dare"	"each"	"had"	"steal"	"out"	"of"	"their"	"great"	"safe"	"house"	"and"	"come"	"here"	"hand_in_hand"	"hope"	"and"	"fear"	"ghosts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"i"	"read"	","	"about"	",_i"	"i_read"	"read_about"	"no_,_i"	",_i_read"	"i_read_about"	"read_about_you"	"DT"	"ε"	"PRP"	"VB"	"VB"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"remember"	"read"	"about"	"you"	"in"	"the"	"paper"	"and"	"that"	"you"	"live"	"here"	"and"	"when"	"it"	"happen"	"all"	"i"	"could"	"think_of"	"was"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"crook"	"person"	"low-class"	"distractedly"	"low-class_crook"	"crook_person"	"person_distractedly"	"these_low-class_crook"	"low-class_crook_person"	"crook_person_distractedly"	"person_distractedly_."	"DT"	"JJ"	"NN"	"VB"	"NNP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ace_of_spades"	"a"	"widow"	"that"	"be"	"what"	"they"	"a"	"widow"	"these"	"low-class"	"crook"	"remember"	"person"	"distractedly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"must"	","	"we"	"is"	"we_must"	"must_,"	",_is"	",_we_must"	"we_must_,"	"must_,_is"	",_is_wage"	"ε"	"PRP"	"MD"	"VB"	"ε"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"communist"	"political"	"we"	"must"	"remember"	"is"	"wage"	"insidiously"	"and"	"in"	"deliberate"	"stage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"to"	"to"	"enough"	"telephone"	"enough_to"	"to_to"	"to_telephone"	"sober_enough_to"	"enough_to_to"	"to_to_telephone"	"to_telephone_and"	"JJ"	"RB"	"TO"	"VB"	"TO"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"be"	"sober"	"enough"	"to"	"remember"	"to"	"telephone"	"and"	"he"	"turn_out"	"to"	"be"	"the"	"greatest"	"boon"	"that"	"had"	"come"	"into"	"person"	"life"	"since"	"he"	"move"	"to"	"location"	"in_spite_of"	"the"	"fact"	"that"	"he"	"did"	"n't"	"work"	"very"	"fast"	"or"	"very"	"long"	"at_a_time"	"and"	"he"	"did"	"n't"	"like"	"to"	"work"	"at_all"	"unless"	"person"	"hang_around"	"and"	"talk"	"to"	"him"	
"2:31:01::"	"``"	"to"	"∅"	"tell"	"∅_``"	"``_to"	"to_tell"	"∅_∅_``"	"∅_``_to"	"``_to_tell"	"to_tell_that"	"ε"	"ε"	"ε"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"tell"	"that"	"to"	"the"	"next"	"corpse"	"you"	"meet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"person"	"person"	"∅"	"'s"	"∅_person"	"person_person"	"person_'s"	"∅_∅_person"	"∅_person_person"	"person_person_'s"	"person_'s_exact"	"ε"	"ε"	"NNP"	"VB"	"NNP"	"POS"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"remember"	"person"	"exact"	"word"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"the"	"and"	"pressure"	"and_he"	"he_the"	"the_pressure"	"-_and_he"	"and_he_the"	"he_the_pressure"	"the_pressure_of"	"ε"	"CC"	"PRP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"person"	"be"	"and"	"he"	"remember"	"the"	"pressure"	"of"	"her"	"hand"	"rest_on"	"lightly"	"on"	"his"	"arm"	"she"	"had"	"be"	"the"	"center"	"of"	"his"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"from"	","	"his"	",_he"	"he_from"	"from_his"	"one_,_he"	",_he_from"	"he_from_his"	"from_his_schooldays"	"CD"	"ε"	"PRP"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"where"	"there"	"is"	"a"	"left-hand"	"entry"	"in"	"the"	"there"	"is"	"a"	"right-hand"	"one"	"he"	"remember"	"from"	"his"	"schooldays"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"n't"	"when"	"could"	"she"	"could_n't"	"n't_when"	"when_she"	"person_could_n't"	"could_n't_when"	"n't_when_she"	"when_she_had"	"NNP"	"MD"	"RB"	"VB"	"WRB"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"n't"	"remember"	"when"	"she"	"had"	"first"	"arrive"	"at"	"this"	"conclusion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"'ll"	"you"	"i"	"''"	"i_'ll"	"'ll_you"	"you_''"	"``_i_'ll"	"i_'ll_you"	"'ll_you_''"	"you_''_,"	"ε"	"PRP"	"MD"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"you"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"person"	"it"	";"	"clearly"	";_person"	"person_it"	"it_clearly"	"door_;_person"	";_person_it"	"person_it_clearly"	"it_clearly_."	"NN"	"ε"	"NNP"	"VB"	"PRP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"she"	"was"	"talk"	"of"	"person"	"when"	"she"	"the"	"black"	"line"	"of"	"the"	"open"	"door"	"person"	"remember"	"it"	"clearly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"nobody"	"having"	"gas_gun"	"use"	"gas_gun_nobody"	"nobody_having"	"having_use"	"a_gas_gun_nobody"	"gas_gun_nobody_having"	"nobody_having_use"	"having_use_and"	"DT"	"NN"	"NN"	"VB"	"VBG"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"walk"	"up_to"	"the"	"lieutenant"	"office"	"lean"	"wearily"	"against"	"the"	"rack"	"that"	"house"	"four"	"rifle"	"and"	"a"	"gas_gun"	"nobody"	"remember"	"having"	"use"	"and"	"a"	"submachine_gun"	"that"	"was"	"occasionally"	"try_out"	"on"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"then"	"cigarette"	"that"	"cigarette_,"	",_then"	"then_that"	"the_cigarette_,"	"cigarette_,_then"	",_then_that"	"then_that_he"	"DT"	"NN"	"ε"	"VB"	"RB"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"the"	"doorway"	"he"	"squint"	"up"	"at"	"the"	"gray"	"overcast"	"and"	"pat"	"his"	"jacket"	"pocket"	"for"	"the"	"cigarette"	"remember"	"then"	"that"	"he"	"leave"	"them"	"at"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"n't"	"any"	"do"	"overall"	"do_n't"	"n't_any"	"any_overall"	"i_do_n't"	"do_n't_any"	"n't_any_overall"	"any_overall_at_all"	"PRP"	"VBP"	"RB"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"n't"	"remember"	"any"	"overall"	"at_all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"will"	"?"	"you"	"∅"	"you_will"	"will_?"	"?_∅"	"person_you_will"	"you_will_?"	"will_?_∅"	"?_∅_∅"	"NNP"	"PRP"	"MD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"you"	"pile"	"your"	"guy"	"on"	"the"	"bonfire"	"tomorrow"	"night"	"i"	"wonder"	"much"	"of"	"the"	"true"	"story"	"of"	"person"	"you"	"will"	"remember"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"∅"	"how"	"∅"	"by"	"∅_∅"	"∅_how"	"how_by"	"∅_∅_∅"	"∅_∅_how"	"∅_how_by"	"how_by_a"	"ε"	"ε"	"ε"	"VB"	"WRB"	"NNP"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"by"	"a"	"series"	"of"	"booking"	"absurdity"	"chicago"	"miss"	"see"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"and"	"thing"	"tell"	"thing_he"	"he_and"	"and_tell"	"the_thing_he"	"thing_he_and"	"he_and_tell"	"and_tell_."	"DT"	"NN"	"PRP"	"VB"	"CC"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"only"	"person"	"could"	"do"	"whatever"	"the"	"thing"	"he"	"remember"	"and"	"tell"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"and"	"that"	"door"	"person"	"door_and"	"and_that"	"that_person"	"the_door_and"	"door_and_that"	"and_that_person"	"that_person_had"	"DT"	"NN"	"CC"	"VB"	"IN"	"NNP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"stare"	"the"	"door"	"and"	"remember"	"that"	"person"	"had"	"been"	"award"	"the"	"medal_of_honor"	"for"	"gallantry"	"at"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"who"	"newport"	"anyone"	"at"	"anyone_who"	"who_newport"	"newport_at"	"to_anyone_who"	"anyone_who_newport"	"who_newport_at"	"newport_at_its"	"TO"	"NN"	"WP"	"VB"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"who"	"remember"	"newport"	"at"	"its"	"less_than"	"maximum"	"violence"	"this"	"view"	"of"	"what"	"the"	"boy"	"and"	"girl"	"do"	"in"	"the"	"springtime"	"before"	"they"	"wing"	"north"	"for"	"the"	"jazz_festival"	"ought"	"to"	"prove"	"entertaining"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"i"	"his"	"∅"	"beardown"	"∅_i"	"i_his"	"his_beardown"	"∅_∅_i"	"∅_i_his"	"i_his_beardown"	"his_beardown_performance"	"ε"	"ε"	"PRP"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"remember"	"his"	"beardown"	"performance"	"in"	"a"	"meaningless"	"exhibition_game"	"at"	"location"	"oct"	"before"	"a"	"new"	"record"	"crowd"	"for"	"the"	"period"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"now"	"."	"he"	"∅"	"he_now"	"now_."	"._∅"	",_he_now"	"he_now_."	"now_._∅"	"._∅_∅"	"ε"	"PRP"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"person"	"was"	"still"	"wear"	"the"	"hat"	"and"	"carry"	"horn"	"because"	"he"	"forget"	"about"	"them"	"he"	"now"	"remember"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"we"	"''"	"latin"	","	"latin_we"	"we_''"	"''_,"	"that_much_latin_we"	"latin_we_''"	"we_''_,"	"''_,_person"	"RB"	"NN"	"PRP"	"VB"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that_much"	"we"	"remember"	"person"	"say"	"dryly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"''"	"seem"	","	"seem_to"	"to_''"	"''_,"	"i_seem_to"	"seem_to_''"	"to_''_,"	"''_,_he"	"PRP"	"VB"	"TO"	"VB"	"ε"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"to"	"remember"	"he"	"say"	"that"	"in"	"an"	"interview"	"ten"	"year"	"ago"	"you"	"give"	"humor"	"and"	"comedy"	"five"	"year"	"to"	"live"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
