"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"2:31:00::"	"no"	"how"	"``"	"good"	"``_no"	"no_how"	"how_good"	"∅_``_no"	"``_no_how"	"no_how_good"	"how_good_this"	"ε"	"ε"	"DT"	"VB"	"WRB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"how"	"good"	"this"	"horse"	"be"	"mike"	"pant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"had"	"me"	"fran"	"at"	"fran_had"	"had_me"	"me_at"	",_fran_had"	"fran_had_me"	"had_me_at"	"me_at_our"	"ε"	"NNP"	"VBD"	"VB"	"PRP"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"be"	"bound_to"	"get"	"involved"	"with"	"people"	"you"	"have"	"children"	"fran"	"had"	"tell"	"me"	"at"	"our"	"first"	"meeting"	"so"	"it"	"be"	"good"	"to"	"know"	"that"	"those"	"with"	"whom"	"you"	"get"	"involved"	"be"	"not"	"just"	"dreary"	"little"	"housewives"	"and"	"dull"	"husbands"	"but"	"people"	"who"	"do"	"things"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"us"	"hope"	"."	"hope_to"	"to_us"	"us_."	"mr._remarque_hope_to"	"hope_to_us"	"to_us_."	"us_._∅"	"NNP"	"VB"	"TO"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"errors"	"in"	"technical"	"terminology"	"suggest"	"that"	"the"	"over-all"	"translation"	"the"	"german"	"may"	"not"	"convey"	"quite"	"everything"	"mr._remarque"	"hope"	"to"	"tell"	"us"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"being"	"it"	"remember"	"would"	"remember_being"	"being_it"	"it_would"	"i_remember_being"	"remember_being_it"	"being_it_would"	"it_would_happen"	"PRP"	"VB"	"VBG"	"VB"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"being"	"tell"	"it"	"would"	"happen"	"so"	"fast"	"people"	"would"	"think"	"it"	"take_place"	"overnight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"had"	"the"	"he"	"what"	"he_had"	"had_the"	"the_what"	",_he_had"	"he_had_the"	"had_the_what"	"the_what_he"	"ε"	"PRP"	"VBD"	"VB"	"DT"	"WP"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"surprisingly"	"had"	"tell"	"the"	"what"	"he"	"had"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"be"	"friday"	"commission"	"."	"commission_be"	"be_friday"	"friday_."	"welfare_commission_be"	"commission_be_friday"	"be_friday_."	"friday_._∅"	"NN"	"NN"	"VB"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"a"	"second"	"month"	"in"	"a"	"row"	"multnomah_county"	"may"	"be"	"short"	"general"	"assistance"	"money"	"in"	"its"	"budget"	"to"	"handle"	"an"	"unusually"	"high"	"month"	"need"	"the"	"state"	"public"	"welfare"	"commission"	"be"	"tell"	"friday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"the"	"service"	"commissioners"	"service_,"	",_the"	"the_commissioners"	"field_service_,"	"service_,_the"	",_the_commissioners"	"the_commissioners_that"	"NN"	"NN"	"ε"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"william_smythe"	"director"	"of"	"service"	"tell"	"the"	"commissioners"	"that"	"multnomah"	"as"	"of"	"aug."	"had"	"spend"	"out"	"of"	"its"	"budget"	"in"	"the"	"category"	"leave"	"only"	"for"	"the"	"rest"	"of"	"the"	"month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"senator"	"this"	"republican"	"correspondent"	"republican_senator"	"senator_this"	"this_correspondent"	"one_republican_senator"	"republican_senator_this"	"senator_this_correspondent"	"this_correspondent_that"	"CD"	"NNP"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"senator"	"tell"	"this"	"correspondent"	"that"	"he"	"was"	"constantly"	"being"	"ask"	"why"	"he"	"did"	"n't"	"attack"	"the"	"kennedy"	"administration"	"on"	"this"	"score"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"can"	"their"	"who"	"grandchildren"	"who_can"	"can_their"	"their_grandchildren"	"stadium_who_can"	"who_can_their"	"can_their_grandchildren"	"their_grandchildren_that"	"NNP"	"WP"	"MD"	"VB"	"PRP$"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"persons"	"at"	"stadium"	"who"	"can"	"tell"	"their"	"grandchildren"	"that"	"they"	"hear"	"elman"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"he"	"of"	"as"	"his"	"as_he"	"he_of"	"of_his"	",_as_he"	"as_he_of"	"he_of_his"	"of_his_career"	"ε"	"IN"	"PRP"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"die"	"frist"	"ist"	"um"	"und"	"wiederum"	"verstrichen"	"sind"	"sieben"	"the"	"maestro"	"quote"	"the"	"flying_dutchman"	"as"	"he"	"tell"	"of"	"his"	"career"	"and"	"wanderings"	"explain"	"that"	"the"	"number"	"seven"	"had"	"significantly"	"recur"	"in"	"his"	"life"	"several_times"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"dan_morgan"	"himself"	"∅"	"he"	"∅_dan_morgan"	"dan_morgan_himself"	"himself_he"	"∅_∅_dan_morgan"	"∅_dan_morgan_himself"	"dan_morgan_himself_he"	"himself_he_would"	"ε"	"ε"	"NNP"	"VB"	"PRP"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"himself"	"he"	"would"	"forget"	"ann_turner"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"had"	"him"	"jones"	"."	"jones_had"	"had_him"	"him_."	"than_jones_had"	"jones_had_him"	"had_him_."	"him_._∅"	"IN"	"NNP"	"VBD"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"was"	"more"	"this"	"than"	"jones"	"had"	"tell"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"he"	"himself"	"∅"	"he"	"∅_he"	"he_himself"	"himself_he"	"∅_∅_he"	"∅_he_himself"	"he_himself_he"	"himself_he_had"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"himself"	"he"	"had"	"never"	"see"	"two"	"people"	"eat"	"so_much"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"carruthers"	"him"	","	"."	",_carruthers"	"carruthers_him"	"him_."	"''_,_carruthers"	",_carruthers_him"	"carruthers_him_."	"him_._∅"	"ε"	"ε"	"NNP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"be"	"all"	"here"	"back"	"carruthers"	"tell"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"it"	"him"	"∅"	"little"	"∅_it"	"it_him"	"him_little"	"∅_∅_it"	"∅_it_him"	"it_him_little"	"him_little_more_than"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"JJ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"him"	"little"	"more_than"	"mrs._calhoun"	"had"	"remember"	"state"	"that"	"it"	"had"	"be"	"a"	"small"	"modest"	"wedding"	"compare"	"to"	"some"	"of"	"the"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"of"	"not"	"the"	"not_be"	"be_of"	"of_the"	"need_not_be"	"not_be_of"	"be_of_the"	"of_the_builder"	"VB"	"RB"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"new_jersey"	"folk"	"not"	"be"	"tell"	"of"	"the"	"builder"	"march"	"to"	"the"	"sea"	"for"	"in"	"a"	"single"	"generation"	"he"	"has"	"parcel"	"and"	"populate"	"miles"	"of"	"our"	"shoreline"	"and"	"press_on"	"to"	"develop"	"the"	"few"	"open"	"spaces"	"that"	"remain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"ryan"	"him"	"∅"	"what"	"∅_ryan"	"ryan_him"	"him_what"	"∅_∅_ryan"	"∅_ryan_him"	"ryan_him_what"	"him_what_he"	"ε"	"ε"	"NNP"	"VB"	"PRP"	"WP"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"him"	"what"	"he"	"could"	"do"	"then"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"he"	"his"	","	"parishioners"	",_he"	"he_his"	"his_parishioners"	"day_,_he"	",_he_his"	"he_his_parishioners"	"his_parishioners_,"	"NN"	"ε"	"PRP"	"VB"	"PRP$"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"so"	"the"	"young"	"minister"	"resign"	"to"	"go"	"and"	"study"	"pray"	"having"	"never"	"pass"	"a"	"day"	"he"	"tell"	"his"	"parishioners"	"when"	"i"	"did"	"not"	"gain"	"from"	"you"	"far"	"more_than"	"i"	"ever"	"give"	"to"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"to"	"him"	"first"	"what"	"first_to"	"to_him"	"him_what"	"the_first_to"	"first_to_him"	"to_him_what"	"him_what_be"	"VB"	"JJ"	"TO"	"VB"	"PRP"	"WP"	"VB"	"0"	"0"	"yet"	"we"	"who"	"lean"	"upon"	"such"	"a"	"man"	"and"	"draw"	"strength"	"from"	"him"	"and"	"expect"	"interpretation"	"of"	"the"	"infinite"	"through"	"him"	"we"	"who"	"readily"	"accept"	"his"	"sacrifice"	"as"	"our"	"due"	"we"	"of"	"the"	"be"	"the"	"first"	"to"	"tell"	"him"	"what"	"be"	"in"	"our"	"minds"	"instead"	"of"	"listen"	"to"	"what"	"be"	"in"	"his"	"soul"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"him"	"these"	"hear"	"young"	"hear_him"	"him_these"	"these_young"	"have_hear_him"	"hear_him_these"	"him_these_young"	"these_young_people"	"VBP"	"VB"	"PRP"	"VB"	"DT"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"hear"	"him"	"tell"	"these"	"young"	"people"	"that"	"during"	"his"	"almost"	"years"	"of"	"service"	"in"	"the"	"congress"	"he"	"has"	"see"	"the"	"kaisers"	"and"	"the"	"hitlers"	"and"	"the"	"mussolinis"	"the"	"tojos"	"and"	"stalins"	"and"	"khrushchevs"	"come"	"and"	"go"	"and"	"that"	"we"	"are"	"pass_on"	"to"	"them"	"the"	"freest"	"nation"	"that"	"mankind"	"has"	"ever"	"know"	
"2:32:00::"	"``"	"your"	"∅"	"company"	"∅_``"	"``_your"	"your_company"	"∅_∅_``"	"∅_``_your"	"``_your_company"	"your_company_there"	"ε"	"ε"	"ε"	"VB"	"PRP$"	"NN"	"EX"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"your"	"company"	"there"	"be"	"four"	"of"	"us"	"here"	"with"	"guns"	"the"	"elder"	"man"	"tell"	"rickards"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"man"	"rickards"	"elder"	"."	"elder_man"	"man_rickards"	"rickards_."	"the_elder_man"	"elder_man_rickards"	"man_rickards_."	"rickards_._∅"	"DT"	"JJR"	"NN"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"your"	"company"	"there"	"be"	"four"	"of"	"us"	"with"	"guns"	"the"	"elder"	"man"	"tell"	"rickards"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"driver"	"police"	"the"	"he"	"the_driver"	"driver_police"	"police_he"	"∅_the_driver"	"the_driver_police"	"driver_police_he"	"police_he_follow"	"ε"	"DT"	"NN"	"VB"	"NN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"driver"	"tell"	"police"	"he"	"follow"	"as"	"the"	"negro"	"man"	"get_out"	"of"	"the"	"cab"	"with"	"his"	"money"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"police"	"street"	"two"	"street_,"	",_police"	"police_two"	"aiken_street_,"	"street_,_police"	",_police_two"	"police_two_negroes"	"NNP"	"NN"	"ε"	"VB"	"NN"	"CD"	"NNPS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"another"	"attack"	"samuel_verstandig"	"proprietor"	"of"	"a"	"food"	"store"	"the"	"block"	"aiken"	"street"	"tell"	"police"	"two"	"negroes"	"assault"	"him"	"in"	"his"	"store"	"and"	"steal"	"from"	"the"	"cash_register"	"after"	"choke"	"and"	"beat"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	","	"dr._jenkins"	"schools"	"and"	"schools_,"	",_dr._jenkins"	"dr._jenkins_and"	"of_schools_,"	"schools_,_dr._jenkins"	",_dr._jenkins_and"	"dr._jenkins_and_a_number_of"	"IN"	"NNS"	"ε"	"VB"	"NNP"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"about"	"that"	"time"	"a"	"board_member"	"say"	"later"	"that"	"jr."	"state"	"superintendent"	"of"	"schools"	"tell"	"dr._jenkins"	"and"	"a_number_of"	"education"	"officials"	"that"	"he"	"would"	"not"	"talk"	"to"	"them"	"with"	"a"	"recording_machine"	"sit"	"in_front"	"of"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"son"	"police"	"younger"	"his"	"younger_son"	"son_police"	"police_his"	"the_younger_son"	"younger_son_police"	"son_police_his"	"police_his_brother"	"DT"	"JJR"	"NN"	"VB"	"NN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"son"	"tell"	"police"	"his"	"brother"	"had"	"run"	"from"	"the"	"house"	"after"	"the"	"shootings"	"and"	"had"	"drive"	"away"	"in"	"their"	"mother"	"car"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	","	"about"	"letitia_baldrige"	"plans"	"letitia_baldrige_,"	",_about"	"about_plans"	",_letitia_baldrige_,"	"letitia_baldrige_,_about"	",_about_plans"	"about_plans_for"	"ε"	"NNP"	"ε"	"VB"	"IN"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"transylvania_symphony"	"conductor"	"pfohl"	"say"	"yesterday"	"mrs._kennedy"	"social_secretary"	"letitia_baldrige"	"tell"	"about"	"plans"	"for"	"white_house"	"youth"	"concerts"	"before"	"the"	"national"	"symphony_orchestra"	"league"	"in"	"philadelphia"	"last"	"spring"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
