"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"
"1:26:00::"	"complicated"	"and"	"extremely"	"that"	"extremely_complicated"	"complicated_and"	"and_that"	"an_extremely_complicated"	"extremely_complicated_and"	"complicated_and_that"	"and_that_these"	"DT"	"RB"	"JJ"	"NN"	"CC"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"there"	"is"	"no"	"question"	"but"	"that"	"the"	"process"	"of"	"washing"	"fabric"	"a"	"number"	"of"	"phenomenon"	"which"	"are"	"relate"	"together"	"in"	"an"	"extremely"	"complicated"	"way"	"and"	"that"	"these"	"phenomenon"	"and"	"their"	"interrelation"	"are"	"not"	"well"	"understand"	"at"	"the"	"present"	"this"	"section"	"attempt"	"to"	"present"	"briefly"	"an"	"up-to-date"	"picture"	"of"	"the"	"physical_chemistry"	"of"	"washing"	"either"	"fabric"	"or"	"hard"	"surface"	"0"	"0"	
"1:04:01::"	"the"	"to"	"that"	"stop"	"that_the"	"the_to"	"to_stop"	"you_that_the"	"that_the_to"	"the_to_stop"	"to_stop_all"	"PRP"	"IN"	"DT"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"probably"	"no"	"one"	"needs"	"tell"	"you"	"that"	"the"	"way"	"to"	"stop"	"all"	"bloom"	"be"	"to"	"let"	"the"	"blossom"	"go"	"to"	"seed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"this"	","	"in"	"he"	"in_this"	"this_,"	",_he"	"argue_in_this"	"in_this_,"	"this_,_he"	",_he_``"	"VB"	"RB"	"RB"	"NN"	"ε"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"statement"	"is"	"often"	"made"	"when"	"person"	"argue"	"in"	"this"	"way"	"he"	"overestimate"	"the"	"intellectual"	"stumbling_block"	"which"	"myth"	"be"	"supposed"	"to"	"put"	"in"	"the"	"way"	"of"	"accept"	"the"	"christian"	"faith"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"the"	"of"	"in"	"accept"	"in_the"	"the_of"	"of_accept"	"put_in_the"	"in_the_of"	"the_of_accept"	"of_accept_the"	"VB"	"VB"	"DT"	"NN"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"statement"	"is"	"often"	"made"	"that"	"when"	"person"	"argue"	"in"	"this"	"way"	"he"	"the"	"intellectual"	"stumbling_block"	"which"	"myth"	"be"	"supposed"	"to"	"put"	"in"	"the"	"way"	"of"	"accept"	"the"	"christian"	"faith"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"this"	","	"in"	"we"	"in_this"	"this_,"	",_we"	"argue_in_this"	"in_this_,"	"this_,_we"	",_we_are"	"VB"	"RB"	"RB"	"NN"	"ε"	"PRP"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"in"	"this"	"way"	"we"	"are"	"obviously"	"take"	"for"	"granted"	"that"	"a"	"demythologized"	"restatement"	"of"	"the"	"kerygma"	"can"	"be"	"achieve"	"and"	"that"	"we"	"firmly"	"believe"	"this"	"will"	"presently"	"become"	"evident"	"when"	"we"	"set_forth"	"reason"	"to"	"justify"	"such"	"a"	"conviction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"same"	"as"	"the"	"to"	"the_same"	"same_as"	"as_to"	"in_the_same"	"the_same_as"	"same_as_to"	"as_to_derive"	"IN"	"DT"	"JJ"	"NN"	"RB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"derive"	"utopian"	"communism"	"from"	"the"	"jerusalem"	"christian"	"community"	"of"	"the"	"apostolic"	"age"	"or"	"from"	"its"	"medieval"	"successor"	"spirit"	"the"	"monastic"	"community"	"be"	"with"	"an"	"appropriate"	"shift"	"of"	"adjective"	"misleading"	"in"	"the"	"same"	"way"	"as"	"to"	"derive"	"it"	"from"	"plato"	"republic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"one"	"of"	"of"	"interpret"	"of_one"	"one_of"	"of_interpret"	"example_of_one"	"of_one_of"	"one_of_interpret"	"of_interpret_the"	"NN"	"IN"	"JJ"	"NN"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"following"	"summary"	"base"	"on"	"figure"	"and"	"an"	"example"	"of"	"one"	"way"	"of"	"interpret"	"the"	"figure"	"construct"	"from"	"onset"	"age"	"and"	"completion"	"age"	"of"	"individual"	"child"	"with_respect_to"	"the"	"appropriate"	"mean"	"age"	"for"	"each"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"that"	"''"	"go_in"	"!"	"go_in_that"	"that_''"	"''_!"	"n't_go_in_that"	"go_in_that_''"	"that_''_!"	"''_!_they"	"RB"	"VB"	"IN"	"NN"	"ε"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"can"	"go_in"	"that"	"way"	"they"	"cry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"a"	"that"	"in"	"be"	"in_a"	"a_that"	"that_be"	"wiggle_in_a"	"in_a_that"	"a_that_be"	"that_be_just"	"VB"	"RB"	"RB"	"NN"	"WDT"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"person"	"throw"	"herself"	"and"	"wiggle"	"in"	"a"	"way"	"that"	"be"	"just"	"wonderful"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"of"	";"	"kind"	"the"	"kind_of"	"of_;"	";_the"	"loathsome_kind_of"	"kind_of_;"	"of_;_the"	";_the_two"	"JJ"	"NN"	"RB"	"NN"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"like"	"child"	"in"	"loathsome"	"kind"	"of"	"way"	"the"	"two"	"young"	"in"	"our"	"family"	"always"	"had"	"to"	"be"	"bring_in"	"and"	"put_through"	"trick"	"for"	"his"	"entertainment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"of"	"about"	"truly"	"about_the"	"the_of"	"of_truly"	"learn_about_the"	"about_the_of"	"the_of_truly"	"of_truly_rural"	"VB"	"IN"	"DT"	"NN"	"IN"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"in"	"person"	"eye"	"they"	"be"	"nothing"	"but"	"location"	"farmer"	"he"	"have"	"as"	"much"	"learn"	"about"	"them"	"as"	"they"	"have"	"to"	"learn"	"about"	"the"	"way"	"of"	"truly"	"rural"	"living"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"proficient"	"be"	"technically"	"person"	"technically_proficient"	"proficient_be"	"be_person"	"more_technically_proficient"	"technically_proficient_be"	"proficient_be_person"	"be_person_,"	"JJ"	"RB"	"JJ"	"NN"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"as"	"exciting"	"but"	"a"	"more"	"technically"	"proficient"	"way"	"be"	"person"	"whose"	"complete"	"control"	"of"	"her"	"every"	"movement"	"be"	"lovely"	"to"	"watch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"a"	"to"	"find"	"win"	"find_a"	"a_to"	"to_win"	"group_find_a"	"find_a_to"	"a_to_win"	"to_win_a"	"NNP"	"VB"	"DT"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"a"	"way"	"to"	"win"	"a"	"baseball_game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"ordered"	","	"an"	"so"	"an_ordered"	"ordered_,"	",_so"	"in_an_ordered"	"an_ordered_,"	"ordered_,_so"	",_so_that"	"IN"	"DT"	"JJ"	"NN"	"ε"	"RB"	"RB"	"bond"	"be"	"linear"	"then"	"there"	"be"	"three"	"reasonable"	"position"	"the"	"hydrogen_atom"	"the"	"hydrogen_atom"	"be"	"centered"	"and"	"hence"	"all"	"lie"	"on"	"a"	"sheet"	"midway"	"between"	"the"	"oxygen"	"sheet"	"all"	"hydrogen_atom"	"lie"	"on"	"a"	"sheet"	"but"	"the"	"sheet"	"be"	"close"	"to"	"one"	"oxygen"	"sheet"	"than"	"to"	"the"	"other"	"hydrogen_atom"	"be"	"asymmetrically"	"place"	"either"	"randomly"	"or"	"in"	"an"	"ordered"	"way"	"that"	"some"	"hydrogen_atom"	"be"	"close"	"to"	"the"	"upper"	"oxygen"	"atom"	"while"	"be"	"close"	"to"	"the"	"lower"	"oxygen"	"atom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"what"	","	"in"	"then"	"in_what"	"what_,"	",_then"	"∅_in_what"	"in_what_,"	"what_,_then"	",_then_,"	"ε"	"RB"	"RB"	"NN"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"way"	"then"	"did"	"the"	"patient"	"psychical"	"blindness"	"manifest"	"itself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"any"	"at_all"	"in"	","	"in_any"	"any_at_all"	"at_all_,"	"body_in_any"	"in_any_at_all"	"any_at_all_,"	"at_all_,_the"	"NN"	"RB"	"RB"	"NN"	"RB"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"patient"	"was"	"not"	"to"	"move"	"his"	"body"	"in"	"any"	"way"	"at_all"	"the"	"following"	"striking"	"result"	"occur"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"absorbed"	"."	"an"	"∅"	"an_absorbed"	"absorbed_."	"._∅"	"in_an_absorbed"	"an_absorbed_."	"absorbed_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"my"	"hen"	"ledger"	"he"	"him"	"in"	"an"	"absorbed"	"way"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"the"	"."	"'s"	"∅"	"'s_the"	"the_."	"._∅"	"that_'s_the"	"'s_the_."	"the_._∅"	"._∅_∅"	"DT"	"VBZ"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"way"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"the"	"he"	"in"	"sit"	"in_the"	"the_he"	"he_sit"	"purpose_in_the"	"in_the_he"	"the_he_sit"	"he_sit_there"	"NN"	"IN"	"DT"	"NN"	"PRP"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"seem"	"to"	"be"	"contemptuous"	"purpose"	"in"	"the"	"way"	"he"	"sit"	"there"	"with"	"his"	"eye"	"glue"	"to"	"location"	"and"	"his"	"back"	"in_opposition"	"to"	"the"	"church"	"behind"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"easy"	"to"	"the"	"describe"	"the_easy"	"easy_to"	"to_describe"	"∅_the_easy"	"the_easy_to"	"easy_to_describe"	"to_describe_this"	"ε"	"DT"	"JJ"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"easy"	"way"	"to"	"describe"	"this"	"release"	"is"	"to"	"say"	"that"	"it"	"reproduce"	"an"	"interesting"	"and"	"effective"	"person"	"performance"	"with"	"minimal"	"alteration"	"of"	"its"	"musical"	"value"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"best"	"."	"the"	"∅"	"the_best"	"best_."	"._∅"	"be_the_best"	"the_best_."	"best_._∅"	"._∅_∅"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yet"	"he"	"tell"	"himself"	"be"	"the"	"best"	"way"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"evil"	"during"	"upon"	"his"	"upon_evil"	"evil_during"	"during_his"	"fall_upon_evil"	"upon_evil_during"	"evil_during_his"	"during_his_heyday"	"VB"	"VB"	"JJ"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"the"	"standpoint"	"of"	"the"	"army"	"of"	"duffer"	"however"	"this"	"be"	"easily"	"most"	"heartening"	"exhibition"	"they"	"had"	"have"	"since"	"person"	"fall"	"upon"	"evil"	"way"	"during"	"his"	"heyday"	"and"	"score"	"an"	"in"	"the"	"texas_open"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"one"	"up"	"drop"	"there"	"drop_one"	"one_up"	"up_there"	"to_drop_one"	"drop_one_up"	"one_up_there"	"up_there_''"	"TO"	"VB"	"JJ"	"RB"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"know"	"it"	"all_along"	"confess"	"person"	"with"	"a"	"grin"	"but"	"i"	"just"	"happen"	"to"	"how"	"much"	"nice"	"it"	"would"	"be"	"to"	"drop"	"one"	"way"	"up"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"only"	"i"	"the"	"could"	"the_only"	"only_i"	"i_could"	"be_the_only"	"the_only_i"	"only_i_could"	"i_could_handle"	"VB"	"DT"	"JJ"	"NN"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"get"	"drunk"	"be"	"the"	"only"	"way"	"i"	"could"	"handle"	"the"	"situation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
