"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"5:00:00:high:02"	"no"	"importance"	"attach"	"."	"attach_no"	"no_importance"	"importance_."	"he_attach_no"	"attach_no_importance"	"no_importance_."	"importance_._∅"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"then"	"one"	"day"	"while"	"on"	"a"	"week"	"visit"	"to"	"the"	"country"	"home"	"of"	"a"	"retired"	"swiss"	"jeweler"	"rousseau"	"amuse"	"the"	"company"	"with"	"a_few"	"little"	"melody"	"he"	"write"	"to"	"which"	"he"	"attach"	"no"	"great"	"importance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:important:00"	"the"	"trumpeter"	"of"	"fly_by"	"of_the"	"the_trumpeter"	"trumpeter_fly_by"	"view_of_the"	"of_the_trumpeter"	"the_trumpeter_fly_by"	"trumpeter_fly_by_so"	"NN"	"IN"	"DT"	"JJ"	"NN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"source"	"of"	"group"	"pride"	"be"	"its"	"rare"	"of"	"person"	"but"	"this"	"view"	"of"	"the"	"great"	"trumpeter"	"fly_by"	"so"	"fast"	"that"	"a"	"prolonged"	"wink"	"would"	"have"	"blot_out"	"the"	"entire"	"glimpse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"the"	"oak"	"in"	"chest"	"in_the"	"the_oak"	"oak_chest"	"stock_in_the"	"in_the_oak"	"the_oak_chest"	"oak_chest_,"	"NN"	"IN"	"DT"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"had"	"his"	"stock"	"in"	"the"	"great"	"oak"	"chest"	"lock"	"the"	"two"	"big"	"hasp"	"and"	"secure"	"the"	"additional"	"chain"	"tie"	"the"	"fly"	"of"	"the"	"tent"	"and"	"pick_up"	"the"	"cash"	"box"	"he"	"move_up"	"the"	"darken"	"street"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"the"	"chandelier"	"of"	"."	"of_the"	"the_chandelier"	"chandelier_."	"glitter_of_the"	"of_the_chandelier"	"the_chandelier_."	"chandelier_._∅"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"think_of"	"the"	"old_man"	"under"	"the"	"glitter"	"of"	"the"	"great"	"chandelier"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:good:01"	"really"	"musical_theater"	"be"	"."	"be_really"	"really_musical_theater"	"musical_theater_."	"that_be_really"	"be_really_musical_theater"	"really_musical_theater_."	"musical_theater_._∅"	"RB"	"VB"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"multi"	"lingual"	"rally"	"when"	"he"	"is"	"run"	"for"	"group"	"be"	"well"	"staged"	"wind_up"	"in"	"a"	"wild"	"jewish"	"folk_dance"	"that"	"be"	"really"	"great"	"musical_theater"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"enjoy"	"party"	"she"	"when"	"she_enjoy"	"enjoy_party"	"party_when"	"∅_she_enjoy"	"she_enjoy_party"	"enjoy_party_when"	"party_when_she"	"ε"	"PRP"	"VB"	"JJ"	"NN"	"WRB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"enjoy"	"great"	"party"	"when"	"she"	"would"	"sit_up"	"talk"	"and"	"dance"	"and"	"drink"	"all"	"night"	"but"	"it"	"always"	"seem"	"to"	"her"	"that"	"be"	"alone"	"especially"	"alone"	"in"	"her"	"house"	"be"	"the"	"real"	"part"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"a"	"speed"	"at"	";"	"at_a"	"a_speed"	"speed_;"	"work_at_a"	"at_a_speed"	"a_speed_;"	"speed_;_he"	"VB"	"VB"	"DT"	"JJ"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"doctor"	"mind"	"work"	"at"	"a"	"great"	"speed"	"he"	"rise"	"to"	"put_on"	"his"	"greatcoat"	"on"	"and"	"address"	"person"	"in"	"a"	"muted"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"the"	"."	"loss"	"∅"	"loss_the"	"the_."	"._∅"	"of_loss_the"	"loss_the_."	"the_._∅"	"._∅_∅"	"IN"	"NN"	"DT"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"long"	"settled"	"area"	"of"	"state"	"like"	"virginia"	"and"	"south_carolina"	"develop"	"the"	"antebellum"	"culture"	"to"	"its"	"rich"	"flowering"	"and"	"there"	"memory"	"be"	"more"	"precious"	"and"	"the"	"consciousness"	"of"	"loss"	"the"	"great"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"achieve"	"efficiency"	"to"	"and"	"to_achieve"	"achieve_efficiency"	"efficiency_and"	"combined_to_achieve"	"to_achieve_efficiency"	"achieve_efficiency_and"	"efficiency_and_reduce"	"JJ"	"TO"	"VB"	"JJ"	"NN"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"the"	"jury"	"say"	"it"	"believe"	"these"	"office"	"should"	"be"	"combined"	"to"	"achieve"	"great"	"efficiency"	"and"	"reduce"	"the"	"cost"	"of"	"administration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:major:06"	"``"	"satire"	"∅"	"has"	"∅_``"	"``_satire"	"satire_has"	"∅_∅_``"	"∅_``_satire"	"``_satire_has"	"satire_has_always"	"ε"	"ε"	"ε"	"JJ"	"NN"	"VBZ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"satire"	"has"	"always"	"been"	"clearly"	"write"	"and"	"readily"	"understandable"	"i"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:major:06"	"the"	"cause"	"of"	"of"	"of_the"	"the_cause"	"cause_of"	"aid_of_the"	"of_the_cause"	"the_cause_of"	"cause_of_human"	"NN"	"IN"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"resolve"	"that"	"while"	"we"	"most"	"decidedly"	"disapprove"	"the"	"method"	"he"	"adopt"	"to"	"accomplish"	"object"	"yet"	"in"	"his"	"willingness"	"to"	"die"	"in"	"aid"	"of"	"the"	"great"	"cause"	"of"	"human"	"freedom"	"we"	"still"	"recognize"	"the"	"quality"	"of"	"a"	"noble"	"nature"	"and"	"the"	"exercise"	"of"	"a"	"spirit"	"which"	"true"	"man"	"have"	"always"	"admire"	"and"	"which"	"history"	"never"	"fail"	"to"	"honor"	"0"	"0"	"0"	
"5:00:01:large:00"	"the"	"stone"	"of"	"monument"	"of_the"	"the_stone"	"stone_monument"	"meaning_of_the"	"of_the_stone"	"the_stone_monument"	"stone_monument_man"	"NN"	"IN"	"DT"	"JJ"	"NN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"he"	"had"	"the"	"meaning"	"of"	"the"	"great"	"stone"	"monument"	"man"	"had"	"throw"	"up"	"to"	"the"	"sky"	"and"	"always"	"as"	"he"	"wander"	"he"	"feel"	"a"	"stranger"	"to"	"their"	"exultation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"the"	"inducement"	"offer"	"of"	"offer_the"	"the_inducement"	"inducement_of"	"to_offer_the"	"offer_the_inducement"	"the_inducement_of"	"inducement_of_variety"	"TO"	"VB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"downtown"	"store"	"to"	"offer"	"the"	"great"	"inducement"	"of"	"variety"	"both"	"within"	"its"	"gate"	"and"	"across"	"the"	"street"	"where"	"department_store"	"be"	"immediately"	"convenient"	"for"	"the"	"shopper"	"who"	"want"	"to"	"see"	"what"	"be"	"available"	"before"	"make_up_one's_mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"mass"	"than"	"of"	"*"	"of_mass"	"mass_than"	"than_*"	"particle_of_mass"	"of_mass_than"	"mass_than_*"	"than_*_*"	"NN"	"IN"	"NN"	"JJ"	"IN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"impact"	"rate"	"on"	"alpha"	"for"	"event"	"be"	"for"	"particle"	"of"	"mass"	"great"	"than"	"f"	"person"	"this"	"mass"	"threshold"	"was"	"derive"	"from"	"the"	"detector"	"calibration"	"and"	"an"	"assumed"	"impact"	"velocity"	"of"	"f"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"order_of_magnitude"	"than"	"two"	"some"	"two_order_of_magnitude"	"order_of_magnitude_than"	"than_some"	"to_two_order_of_magnitude"	"two_order_of_magnitude_than"	"order_of_magnitude_than_some"	"than_some_previously"	"TO"	"JJ"	"NN"	"JJ"	"IN"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"note"	"that"	"the"	"mass"	"be"	"one"	"to"	"two"	"order_of_magnitude"	"great"	"than"	"some"	"previously"	"use"	"for_example"	"person"	"derive"	"a"	"scale"	"of"	"g"	"for"	"a"	"f"	"zero"	"magnitude"	"meteorite"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"have"	"therapeutic"	"also"	"value"	"also_have"	"have_therapeutic"	"therapeutic_value"	"it_also_have"	"also_have_therapeutic"	"have_therapeutic_value"	"therapeutic_value_for"	"PRP"	"RB"	"VB"	"JJ"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at_the_same_time"	"that"	"religion"	"bind"	"the"	"individual"	"helpfully"	"to"	"the"	"supernatural"	"and"	"give"	"cosmic"	"peace"	"and"	"a"	"sense"	"of"	"supreme"	"fulfillment"	"it"	"also"	"have"	"great"	"therapeutic"	"value"	"for"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:important:00"	"one"	"film"	"for"	"artist"	"for_one"	"one_film"	"film_artist"	"need_for_one"	"for_one_film"	"one_film_artist"	"film_artist_to"	"NN"	"IN"	"JJ"	"JJ"	"NN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"still"	"remain"	"need"	"for"	"one"	"great"	"film"	"artist"	"to"	"explore"	"the"	"full"	"potential"	"of"	"the"	"new"	"form"	"and"	"to"	"make"	"it"	"an"	"art"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"to"	"and"	"on"	"great"	"on_to"	"to_and"	"and_great"	"him_on_to"	"on_to_and"	"to_and_great"	"and_great_accomplishment"	"PRP"	"RB"	"TO"	"JJ"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"far"	"from"	"discourage"	"person"	"his"	"urge"	"him"	"on"	"to"	"great"	"and"	"great"	"accomplishment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"and"	"accomplishment"	"great"	"."	"great_and"	"and_accomplishment"	"accomplishment_."	"to_great_and"	"great_and_accomplishment"	"and_accomplishment_."	"accomplishment_._∅"	"TO"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"far"	"from"	"discourage"	"person"	"his"	"parent"	"him"	"on"	"to"	"great"	"and"	"great"	"accomplishment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:good:01"	"real"	"!"	"do"	"∅"	"do_real"	"real_!"	"!_∅"	"they_do_real"	"do_real_!"	"real_!_∅"	"!_∅_∅"	"PRP"	"VB"	"RB"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"sir"	"they"	"real"	"great"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:important:00"	"the"	"champion"	"of"	"."	"of_the"	"the_champion"	"champion_."	"look_of_the"	"of_the_champion"	"the_champion_."	"champion_._∅"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"kind"	"of"	"chest"	"that"	"invariably"	"win"	"contest"	"steel"	"edged"	"carved"	"out_of"	"solid"	"rock"	"look"	"of"	"the"	"great"	"champion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:large:00"	"no"	"catastrophe"	"'s"	"in"	"'s_no"	"no_catastrophe"	"catastrophe_in"	"there_'s_no"	"'s_no_catastrophe"	"no_catastrophe_in"	"catastrophe_in_the"	"EX"	"VBZ"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"great"	"catastrophe"	"in"	"the"	"universe"	"she"	"reflect"	"dourly"	"impale"	"tender"	"green_bean"	"on"	"the"	"silver"	"fork"	"than"	"the"	"dwindling_away"	"of"	"a"	"family"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:high:02"	"of"	"importance"	"obviously"	"for"	"obviously_of"	"of_importance"	"importance_for"	"be_obviously_of"	"obviously_of_importance"	"of_importance_for"	"importance_for_the"	"VB"	"RB"	"IN"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"previous"	"experience"	"obviously"	"of"	"great"	"importance"	"for"	"the"	"qualitative"	"and"	"quantitative"	"emotional"	"response"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
