"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"
"4:02:00::"	"'ve"	"hit"	"they"	"the"	"they_'ve"	"'ve_hit"	"hit_the"	",_they_'ve"	"they_'ve_hit"	"'ve_hit_the"	"hit_the_height"	"ε"	"PRP"	"VBP"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"both"	"year"	"man"	"at"	"have"	"so"	"much"	"ability"	"baseball"	"man"	"agree"	"they"	"never"	"hit"	"the"	"height"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"lag"	","	"."	",_and"	"and_lag"	"lag_."	"opener_,_and"	",_and_lag"	"and_lag_."	"lag_._∅"	"NN"	"ε"	"CC"	"RB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"take"	"the"	"lead"	"in"	"the"	"first"	"inning"	"they"	"did"	"in"	"sunday"	"opener"	"and"	"never"	"lag"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"again"	"person"	"to"	"person_,"	",_again"	"again_to"	"from_person_,"	"person_,_again"	",_again_to"	"again_to_relinquish"	"IN"	"NNP"	"ε"	"RB"	"RB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"synthetic_cubism"	"begin"	"with"	"person"	"alone"	"late"	"in"	"or"	"early"	"in"	"this"	"be"	"the_point"	"at"	"which"	"finally"	"take"	"the"	"lead"	"in"	"cubist"	"innovation"	"away"	"from"	"person"	"never"	"again"	"to"	"relinquish"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"had"	"been"	"person"	"able"	"person_had"	"had_been"	"been_able"	"∅_person_had"	"person_had_been"	"had_been_able"	"been_able_to"	"ε"	"NNP"	"VBD"	"RB"	"VB"	"JJ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"had"	"never"	"been"	"able"	"to"	"find_out"	"much"	"about"	"person"	"past"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"they"	"call"	"∅"	"him"	"∅_they"	"they_call"	"call_him"	"∅_∅_they"	"∅_they_call"	"they_call_him"	"call_him_by"	"ε"	"ε"	"PRP"	"RB"	"VB"	"PRP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"never"	"call"	"him"	"by"	"name"	"although"	"he"	"have"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"marry"	"soul"	","	"soul_,"	",_marry"	"marry_,"	"devoted_soul_,"	"soul_,_marry"	",_marry_,"	"marry_,_conduct"	"JJ"	"NN"	"ε"	"RB"	"VB"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"a"	"devoted"	"soul"	"never"	"marry"	"conduct"	"a"	"spotless"	"home"	"and"	"devoted"	"to"	"her"	"church"	"but"	"a"	"perpetual"	"dissenter"	"and"	"born"	"critic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"they"	"see"	"and"	"well"	"and_they"	"they_see"	"see_well"	"old_and_they"	"and_they_see"	"they_see_well"	"see_well_,"	"JJ"	"CC"	"PRP"	"RB"	"VB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"eye"	"old"	"and"	"they"	"never"	"see"	"well"	"but"	"heat"	"with"	"whisky"	"they"	"glare"	"at"	"my"	"noise"	"grow"	"red"	"and"	"raise_up"	"his"	"rage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"i"	"could"	"∅"	"find_out"	"∅_i"	"i_could"	"could_find_out"	"∅_∅_i"	"∅_i_could"	"i_could_find_out"	"could_find_out_what"	"ε"	"ε"	"PRP"	"RB"	"MD"	"VB"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"never"	"could"	"find_out"	"what"	"his"	"business"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"could"	"have"	"one"	"look"	"one_could"	"could_have"	"have_look"	"happy_one_could"	"one_could_have"	"could_have_look"	"have_look_happy"	"JJ"	"CD"	"MD"	"RB"	"VB"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"one"	"could"	"never"	"have"	"look"	"happy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"have"	"personally"	"they"	"observe"	"they_have"	"have_personally"	"personally_observe"	"thing_they_have"	"they_have_personally"	"have_personally_observe"	"personally_observe_,"	"NN"	"PRP"	"VBP"	"RB"	"RB"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"skeptic"	"may"	"deny"	"the"	"more"	"startling"	"of"	"dream"	"as"	"thing"	"they"	"have"	"never"	"personally"	"observe"	"but"	"failure"	"to"	"wonder"	"at"	"their"	"basic"	"mystery"	"be"	"outright"	"avoidance"	"of"	"routine"	"evidence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"may"	"be"	"them"	"encounter"	"them_may"	"may_be"	"be_encounter"	"of_them_may"	"them_may_be"	"may_be_encounter"	"be_encounter_in"	"IN"	"PRP"	"MD"	"RB"	"VB"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"photographically"	"realistic"	"continuity"	"of"	"dream"	"however"	"bizarre"	"their"	"combination"	"deny"	"that"	"it"	"be"	"purely"	"a"	"composition"	"of"	"the"	"brain"	"must"	"be"	"compound"	"from"	"view"	"of"	"diverse"	"reality"	"although"	"some"	"of"	"them"	"may"	"never"	"be"	"encounter"	"in"	"what"	"we"	"are"	"please"	"to"	"call"	"the"	"real_life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"had"	"meet"	"he"	"."	"he_had"	"had_meet"	"meet_."	"man_he_had"	"he_had_meet"	"had_meet_."	"meet_._∅"	"NN"	"PRP"	"VBD"	"RB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"onetime"	"runner-up"	"for"	"republican"	"presidential"	"nomination"	"was"	"attend"	"a"	"convention"	"at"	"location"	"where"	"he"	"was"	"schedule"	"to"	"nominate"	"person"	"for"	"of"	"new_york"	"when"	"he"	"notice"	"that"	"the"	"temporary"	"chairman"	"be"	"a"	"man"	"he"	"had"	"never"	"meet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"are"	"bring"	"monster"	"home"	"monster_are"	"are_bring"	"bring_home"	"oversized_monster_are"	"monster_are_bring"	"are_bring_home"	"bring_home_either"	"JJ"	"NN"	"VBP"	"RB"	"VB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"oversized"	"are"	"never"	"bring"	"home"	"either"	"alive"	"or"	"preserved"	"and"	"field"	"measurement"	"be"	"obviously"	"open_to"	"doubt"	"because"	"of"	"the"	"universal"	"tendency"	"to"	"exaggerate"	"dimension"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"history"	"fail"	"which"	"to"	"which_history"	"history_fail"	"fail_to"	"and_which_history"	"which_history_fail"	"history_fail_to"	"fail_to_honor"	"CC"	"WDT"	"NN"	"RB"	"VB"	"TO"	"VB"	"while"	"we"	"most"	"decidedly"	"disapprove"	"the"	"method"	"he"	"adopt"	"to"	"accomplish"	"his"	"object"	"yet"	"in"	"his"	"willingness"	"to"	"die"	"in"	"aid"	"of"	"the"	"great"	"cause"	"of"	"human"	"freedom"	"we"	"still"	"recognize"	"the"	"quality"	"of"	"a"	"noble"	"nature"	"and"	"the"	"exercise"	"of"	"a"	"spirit"	"which"	"true"	"man"	"have"	"always"	"admire"	"which"	"history"	"fail"	"to"	"honor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"he"	"get"	"but"	"the"	"but_he"	"he_get"	"get_the"	",_but_he"	"but_he_get"	"he_get_the"	"get_the_chance"	"ε"	"CC"	"PRP"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"mean"	"to"	"more"	"but"	"he"	"never"	"get"	"the"	"chance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"person"	"get_around_to"	"∅"	"join"	"∅_person"	"person_get_around_to"	"get_around_to_join"	"∅_∅_person"	"∅_person_get_around_to"	"person_get_around_to_join"	"get_around_to_join_the"	"ε"	"ε"	"NNP"	"RB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"never"	"get_around_to"	"join"	"the"	"thousand"	"or_so"	"people"	"who"	"pay"	"person"	"some"	"for"	"his"	"ozone"	"machine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"but"	"get_around_to"	"poetry"	"read"	"poetry_but"	"but_get_around_to"	"get_around_to_read"	"like_poetry_but"	"poetry_but_get_around_to"	"but_get_around_to_read"	"get_around_to_read_it"	"IN"	"NN"	"CC"	"RB"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"those"	"who"	"poetry"	"but"	"never"	"get_around_to"	"read"	"it"	"the"	"group"	"make"	"it"	"possible"	"poet"	"to"	"be"	"hear"	"read"	"their"	"own"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"has"	"had"	"who"	"to"	"who_has"	"has_had"	"had_to"	"bodybuilder_who_has"	"who_has_had"	"has_had_to"	"had_to_train"	"NN"	"WP"	"VBZ"	"RB"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"therefore"	"it"	"a"	"genuine"	"pleasure"	"to"	"tell"	"about"	"an"	"entirely"	"happy"	"bodybuilder"	"who"	"has"	"never"	"had"	"to"	"train"	"in_secret"	"has"	"never"	"hear"	"one"	"unkind"	"word"	"from"	"his"	"parent"	"and"	"never"	"has"	"been"	"taunt"	"by"	"his"	"schoolmate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"has"	"hear"	";"	"one"	";_has"	"has_hear"	"hear_one"	"in_secret_;_has"	";_has_hear"	"has_hear_one"	"hear_one_unkind"	"RB"	"ε"	"VBZ"	"RB"	"VB"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"therefore"	"it"	"a"	"genuine"	"pleasure"	"to"	"tell"	"you"	"about"	"an"	"entirely"	"bodybuilder"	"who"	"has"	"never"	"had"	"to"	"train"	"in_secret"	"has"	"never"	"hear"	"one"	"unkind"	"word"	"from"	"his"	"parent"	"and"	"never"	"has"	"been"	"taunt"	"by"	"his"	"schoolmate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"has"	";"	"been"	";_and"	"and_has"	"has_been"	"parent_;_and"	";_and_has"	"and_has_been"	"has_been_taunt"	"NN"	"ε"	"CC"	"RB"	"VBZ"	"VBN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"therefore"	"it"	"a"	"genuine"	"pleasure"	"to"	"tell"	"you"	"about"	"an"	"entirely"	"happy"	"bodybuilder"	"who"	"has"	"never"	"to"	"train"	"in_secret"	"has"	"never"	"hear"	"one"	"unkind"	"word"	"from"	"his"	"parent"	"and"	"never"	"has"	"been"	"taunt"	"by"	"his"	"schoolmate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"'ll"	"have"	"you"	"trouble"	"you_'ll"	"'ll_have"	"have_trouble"	"you_you_'ll"	"you_'ll_have"	"'ll_have_trouble"	"have_trouble_of"	"PRP"	"PRP"	"MD"	"RB"	"VB"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"find"	"some"	"owl"	"had"	"build"	"a"	"nest"	"in"	"the"	"milord"	"but"	"i"	"promise"	"you"	"you"	"never"	"have"	"trouble"	"of"	"that"	"sort"	"again"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"'ve"	"do"	"i"	"this"	"i_'ve"	"'ve_do"	"do_this"	"``_i_'ve"	"i_'ve_do"	"'ve_do_this"	"do_this_before"	"ε"	"PRP"	"VBP"	"RB"	"VB"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"do"	"this"	"before"	"she"	"say"	"later"	"when"	"he"	"was"	"arrange"	"himself"	"to"	"leave"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
