"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"
"1:04:00::"	"the"	"of"	"in"	"law_enforcement"	"in_the"	"the_of"	"of_law_enforcement"	"inroad_in_the"	"in_the_of"	"the_of_law_enforcement"	"of_law_enforcement_into"	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"make"	"in"	"the"	"name"	"of"	"law_enforcement"	"into"	"the"	"protection"	"which"	"congress"	"has"	"afford"	"to"	"the"	"marriage"	"relationship"	"the"	"court"	"today"	"continue"	"in"	"the"	"path"	"chart"	"by"	"the"	"recent"	"decision"	"in"	"wyatt_v._united_states"	"where"	"the"	"court"	"hold"	"that"	"under_the_circumstances"	"of"	"that"	"case"	"a"	"wife"	"could"	"be"	"compel"	"to"	"testify"	"against"	"her"	"husband"	"over"	"her"	"objection"	
"2:32:03::"	"settler"	"person"	"location"	"."	"location_settler"	"settler_person"	"person_."	"an_location_settler"	"location_settler_person"	"settler_person_."	"person_._∅"	"DT"	"NNP"	"NN"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"exception"	"an"	"location"	"settler"	"name"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"mean"	"make"	"anything"	"make_the"	"the_mean"	"mean_anything"	"n't_make_the"	"make_the_mean"	"the_mean_anything"	"mean_anything_."	"RB"	"VB"	"DT"	"NN"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"day_watch"	"platoon"	"commander"	"person"	"was"	"call_out"	"the"	"beat"	"but"	"person"	"could"	"n't"	"make"	"the"	"name"	"mean"	"anything"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"of"	"that"	"person"	"that_the"	"the_of"	"of_person"	"probable_that_the"	"that_the_of"	"the_of_person"	"of_person_will"	"JJ"	"IN"	"DT"	"NN"	"IN"	"NNP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"this"	"date"	"it"	"probable"	"that"	"the"	"name"	"of"	"person"	"will"	"appear"	"in"	"the"	"archives"	"of"	"history"	"as"	"an"	"effective"	"traditionalist"	"who"	"be"	"fully"	"aware"	"of"	"the"	"lure"	"and"	"danger"	"of"	"experimentation"	"and"	"use"	"it"	"as"	"it"	"serve"	"his"	"purpose"	"yet"	"be"	"never"	"caught_up"	"in"	"it"	"never"	"a"	"slave"	"to"	"its"	"academic"	"dialectic"	"0"	"0"	"0"	
"1:10:00::"	"their"	"."	"deserve"	"∅"	"deserve_their"	"their_."	"._∅"	"dark_ages_deserve_their"	"deserve_their_."	"their_._∅"	"._∅_∅"	"NN"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"further"	"we"	"cannot"	"go"	"the"	"dark_ages"	"deserve"	"their"	"name"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"of"	"with"	"person"	"with_the"	"the_of"	"of_person"	"but_with_the"	"with_the_of"	"the_of_person"	"of_person_,"	"CC"	"IN"	"DT"	"NN"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"be"	"impromptu"	"that"	"voltaire"	"give"	"to"	"howl"	"of"	"laughter"	"at"	"location"	"and"	"that"	"was"	"soon"	"circulate"	"in"	"throughout"	"the"	"literary"	"circle"	"of"	"europe"	"to"	"be"	"print"	"sometime"	"later"	"but"	"with"	"the"	"name"	"of"	"person"	"the"	"famous"	"misanthrope"	"substitute"	"for"	"that"	"of"	"rousseau"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"has"	"person"	"group"	"of"	"group_has"	"has_person"	"person_of"	"of_group_has"	"group_has_person"	"has_person_of"	"person_of_location"	"IN"	"NNP"	"VBZ"	"VB"	"NNP"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"board_of_regents"	"group"	"has"	"name"	"person"	"of"	"location"	"location"	"as"	"the"	"school"	"new"	"president"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"her"	"be"	"∅"	"person"	"∅_her"	"her_be"	"be_person"	"∅_∅_her"	"∅_her_be"	"her_be_person"	"be_person_."	"ε"	"ε"	"PRP$"	"NN"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"name"	"be"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"their"	"are"	"as_long_as"	"spell"	"as_long_as_their"	"their_are"	"are_spell"	"just_as_long_as_their"	"as_long_as_their_are"	"their_are_spell"	"are_spell_correctly"	"RB"	"RB"	"PRP$"	"NN"	"VBP"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"we"	"know"	"they"	"professional"	"man"	"paid"	"to"	"play"	"and"	"they"	"should"	"n't"	"how"	"they"	"handle"	"just"	"as_long_as"	"their"	"name"	"are"	"spell"	"correctly"	"on"	"the"	"first"	"and"	"fifteenth"	"of"	"each_month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"his"	"and"	"of"	"the"	"of_his"	"his_and"	"and_the"	"establishment_of_his"	"of_his_and"	"his_and_the"	"and_the_wish"	"NN"	"IN"	"PRP$"	"NN"	"CC"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"be"	"in"	"his"	"mid-fifties"	"at"	"this"	"long"	"past"	"the"	"establishment"	"of"	"his"	"name"	"and"	"the"	"wish"	"to"	"be"	"lionize"	"yet"	"once_again"	"and"	"it"	"was"	"almost"	"a"	"decade"	"since"	"he"	"had"	"swear_off"	"lecturing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"by"	","	"him"	"although"	"him_by"	"by_,"	",_although"	"call_him_by"	"him_by_,"	"by_,_although"	",_although_he"	"VB"	"PRP"	"IN"	"NN"	"ε"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"never"	"him"	"by"	"name"	"although"	"he"	"have"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"was"	"person"	"he"	"as"	"he_was"	"was_person"	"person_as"	"∅_he_was"	"he_was_person"	"was_person_as"	"person_as_a"	"ε"	"PRP"	"VBD"	"VB"	"NNP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"name"	"person"	"as"	"a"	"tribute"	"to"	"his"	"heritage"	"and"	"he"	"could"	"n't"	"have"	"care"	"less"	"about"	"that"	"either"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"place"	"of"	"to"	"candidate"	"to_place"	"place_of"	"of_candidate"	"allow_to_place"	"to_place_of"	"place_of_candidate"	"of_candidate_on"	"VB"	"VB"	"VB"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"five"	"percent"	"of"	"the"	"voter"	"in"	"each"	"county"	"must"	"petition"	"request"	"that"	"the"	"republican"	"be"	"allow"	"to"	"place"	"name"	"of"	"candidate"	"on"	"the"	"general_election"	"ballot"	"or"	"the"	"republican"	"must"	"hold"	"a"	"primary"	"under"	"the"	"county"	"unit"	"system"	"a"	"system"	"which"	"the"	"party"	"oppose"	"in"	"its"	"platform"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"any"	"that"	"of"	"would"	"of_any"	"any_that"	"that_would"	"hear_of_any"	"of_any_that"	"any_that_would"	"that_would_fix_me_cheap"	"VB"	"VB"	"DT"	"NN"	"WDT"	"MD"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"vice_president"	"say"	"if"	"hear"	"of"	"any"	"name"	"that"	"would"	"fix_me_cheap"	"in_return_for"	"advertising"	"they"	"decorate"	"the"	"vice_president"	"home"	"let"	"me"	"know"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"three"	"-"	"notorious"	"-_to"	"to_three"	"three_notorious"	"person_-_to"	"-_to_three"	"to_three_notorious"	"three_notorious_device"	"NNP"	"ε"	"TO"	"VB"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"according_to"	"the"	"group"	"group"	"doctor"	"person"	"person"	"and"	"his"	"clique"	"person"	"to"	"name"	"three"	"notorious"	"device"	"quack"	"succeed"	"respectively"	"in"	"distribute"	"and"	"fake"	"health"	"machine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"of"	"by"	"person"	"by_the"	"the_of"	"of_person"	"ghoul_by_the"	"by_the_of"	"the_of_person"	"of_person_sell"	"NN"	"IN"	"DT"	"NN"	"IN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"a_few"	"year"	"ago"	"ghoul"	"by"	"the"	"name"	"of"	"person"	"sell"	"electric"	"blanket"	"as"	"a"	"cure"	"for"	"cancer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"whose"	"has"	"movie"	"live"	"movie_whose"	"whose_has"	"has_live"	"first_movie_whose"	"movie_whose_has"	"whose_has_live"	"has_live_on"	"JJ"	"NN"	"WP$"	"NN"	"VBZ"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"person"	"however"	"who"	"produce"	"very"	"first"	"movie"	"whose"	"name"	"has"	"live"	"on"	"through"	"the"	"half"	"century"	"of"	"film"	"history"	"that"	"has"	"since"	"ensue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:07::"	"to"	"another"	"him"	"hour"	"him_to"	"to_another"	"another_hour"	"ask_him_to"	"him_to_another"	"to_another_hour"	"another_hour_should"	"VB"	"PRP"	"TO"	"VB"	"DT"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"conclude"	"ask"	"him"	"to"	"name"	"another"	"hour"	"should"	"this"	"one"	"be"	"inconvenient"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"such"	"as"	"under"	"amphibology"	"under_such"	"such_as"	"as_amphibology"	"rhetorician_under_such"	"under_such_as"	"such_as_amphibology"	"as_amphibology_,"	"NN"	"IN"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"many"	"type"	"of"	"ambiguity"	"and"	"them"	"have"	"been"	"describe"	"by"	"rhetorician"	"under"	"such"	"name"	"as"	"amphibology"	"parisology"	"and"	"ology"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"thyroid-stimulating_hormone"	"∅"	"("	"∅_the"	"the_thyroid-stimulating_hormone"	"thyroid-stimulating_hormone_("	"∅_∅_the"	"∅_the_thyroid-stimulating_hormone"	"the_thyroid-stimulating_hormone_("	"thyroid-stimulating_hormone_(_tsh"	"ε"	"ε"	"DT"	"NN"	"NN"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"name"	"thyroid-stimulating_hormone"	"tsh"	"has"	"been"	"give"	"to"	"a"	"substance"	"find"	"in"	"the"	"anterior"	"pituitary_gland"	"of"	"all"	"species"	"of"	"animal"	"so_far"	"test"	"for"	"its"	"presence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"man"	"person"	"a"	"who"	"a_man"	"man_person"	"person_who"	"be_a_man"	"a_man_person"	"man_person_who"	"person_who_be"	"VB"	"DT"	"NN"	"VB"	"NNP"	"WP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"man"	"name"	"person"	"who"	"be"	"the"	"foreman"	"in_charge_of"	"the"	"bricklayer"	"at"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
