"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"
"3:00:01::"	"his"	"operetta"	"as"	","	"as_his"	"his_operetta"	"operetta_,"	",_as_his"	"as_his_operetta"	"his_operetta_,"	"operetta_,_the_village_soothsayer"	"ε"	"IN"	"PRP$"	"JJ"	"NN"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"back_and_forth"	"person"	"had_to"	"go"	"between"	"person"	"and"	"person"	"and"	"the"	"person"	"and"	"person"	"again"	"as"	"his"	"little"	"operetta"	"the_village_soothsayer"	"though"	"still"	"unperformed"	"take_on"	"ever"	"more"	"importance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"their"	"lawn"	"to"	","	"to_their"	"their_lawn"	"lawn_,"	"get_to_their"	"to_their_lawn"	"their_lawn_,"	"lawn_,_they"	"VB"	"VB"	"PRP$"	"JJ"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"when"	"they"	"get"	"to"	"their"	"little"	"lawn"	"they"	"had"	"have"	"a"	"most"	"twirlingly"	"magnificent"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"handy"	"sturdy"	"that"	"statement"	"that_handy"	"handy_sturdy"	"sturdy_statement"	"of_that_handy"	"that_handy_sturdy"	"handy_sturdy_statement"	"sturdy_statement_."	"RB"	"RB"	"JJ"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"you"	"wait"	"say"	"person"	"again"	"as"	"though"	"she"	"were"	"the"	"pleasantly"	"tingling"	"insinuation"	"of"	"that"	"handy"	"little"	"sturdy"	"statement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"a_bit"	"bit"	"wiggle"	"while"	"wiggle_a_bit"	"a_bit_bit"	"bit_while"	"keep_on_wiggle_a_bit"	"wiggle_a_bit_bit"	"a_bit_bit_while"	"bit_while_she"	"VB"	"VB"	"RB"	"RB"	"NN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"position"	"time"	"person"	"say"	"and"	"she"	"keep_on"	"wiggle"	"a_bit"	"little"	"bit"	"while"	"she"	"was"	"just"	"talk"	"you"	"going_to"	"tell"	"me"	"what"	"i"	"be"	"and"	"what"	"i'm"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"dear"	"thing"	"a"	"''"	"a_dear"	"dear_thing"	"thing_''"	"be_a_dear"	"a_dear_thing"	"dear_thing_''"	"thing_''_,"	"VB"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"really"	"a"	"dear"	"little"	"thing"	"my"	"mother"	"agree"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"modest"	"place"	"some"	"where"	"some_modest"	"modest_place"	"place_where"	"or_some_modest"	"some_modest_place"	"modest_place_where"	"place_where_shakespeare"	"CC"	"DT"	"JJ"	"JJ"	"NN"	"WRB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"want"	"to"	"own"	"a"	"junior-grade"	"castle"	"a"	"manor_house"	"or"	"some"	"modest"	"little"	"place"	"where"	"shakespeare"	"might"	"once"	"have"	"stage"	"a"	"pageant"	"for"	"person"	"and"	"all"	"her"	"bearded"	"courtier"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	","	"man"	"honest"	"."	"honest_,"	",_man"	"man_."	",_honest_,"	"honest_,_man"	",_man_."	"man_._∅"	"ε"	"JJ"	"ε"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"for"	"the"	"lady"	"be"	"full"	"of"	"charm"	"and"	"sincerity"	"and"	"deep"	"and"	"abiding"	"for"	"this"	"hurrying"	"driving"	"honest"	"little"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"have"	"trouble"	","	"in"	",_have"	"have_trouble"	"trouble_in"	"lightweight_,_have"	",_have_trouble"	"have_trouble_in"	"trouble_in_take"	"NN"	"ε"	"VB"	"JJ"	"NN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"location"	"location"	"world"	"seventh"	"lightweight"	"have"	"little"	"trouble"	"in"	"take"	"a"	"unanimous"	"decision"	"over"	"person"	"of"	"location"	"location"	"here"	"monday"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"have"	"to"	"three"	"say"	"three_have"	"have_to"	"to_say"	"the_three_have"	"three_have_to"	"have_to_say"	"to_say_to"	"DT"	"NN"	"VB"	"NN"	"TO"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"have"	"little"	"to"	"say"	"to"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"a"	"tableau"	"enact"	"this"	"enact_a"	"a_tableau"	"tableau_this"	"to_enact_a"	"enact_a_tableau"	"a_tableau_this"	"tableau_this_afternoon"	"TO"	"VB"	"RB"	"JJ"	"NN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"would"	"like"	"enact"	"a"	"little"	"tableau"	"this"	"afternoon"	"person"	"say"	"he"	"explain"	"about"	"the"	"visit"	"and"	"the"	"effect"	"he"	"wish"	"to"	"create"	"the"	"picture"	"of"	"a"	"very"	"busy"	"mission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"too"	"understand"	"is"	"in"	"is_too"	"too_understand"	"understand_in"	"bourbon_is_too"	"is_too_understand"	"too_understand_in"	"understand_in_the"	"NN"	"VBZ"	"RB"	"RB"	"VB"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"nature"	"of"	"the"	"opposition"	"liberal"	"and"	"bourbon"	"is"	"too"	"little"	"understand"	"in"	"the"	"north"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	","	"work"	"in_addition"	"has"	"in_addition_,"	",_work"	"work_has"	"∅_in_addition_,"	"in_addition_,_work"	",_work_has"	"work_has_been"	"ε"	"RB"	"ε"	"JJ"	"NN"	"VBZ"	"VBN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"little"	"work"	"has"	"been"	"do"	"on"	"a"	"comparative"	"basis"	"in"	"regard_to"	"the"	"normal"	"existence"	"of"	"bronchial_artery"	"pulmonary_artery"	"anastomosis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"a"	"girl"	"as"	"get"	"as_a"	"a_girl"	"girl_get"	"demure_as_a"	"as_a_girl"	"a_girl_get"	"girl_get_ready"	"JJ"	"IN"	"RB"	"JJ"	"NN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"evening"	"person"	"had"	"as"	"demure"	"as"	"a"	"little"	"girl"	"get"	"ready"	"for"	"her"	"first"	"communion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"have"	"time"	"he"	"to"	"he_have"	"have_time"	"time_to"	"∅_he_have"	"he_have_time"	"have_time_to"	"time_to_himself"	"ε"	"PRP"	"VB"	"JJ"	"NN"	"TO"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"have"	"little"	"time"	"to"	"himself"	"anyway"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"a"	"korean"	"of"	"town"	"of_a"	"a_korean"	"korean_town"	"bombing_of_a"	"of_a_korean"	"a_korean_town"	"korean_town_."	"NN"	"IN"	"RB"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"recall"	"the"	"startling"	"vivid"	"realism"	"of"	"a"	"dream"	"in"	"i"	"live"	"through"	"the"	"horror"	"of"	"the"	"bombing"	"of"	"a"	"little"	"korean"	"town"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"have"	"information"	"i"	"on"	"i_have"	"have_information"	"information_on"	"∅_i_have"	"i_have_information"	"have_information_on"	"information_on_the"	"ε"	"PRP"	"VB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"have"	"little"	"information"	"on"	"the"	"anaconda"	"rate_of_growth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"surprisingly"	"information"	"have"	"on"	"have_surprisingly"	"surprisingly_information"	"information_on"	"i_have_surprisingly"	"have_surprisingly_information"	"surprisingly_information_on"	"information_on_the"	"PRP"	"VB"	"RB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"surprisingly"	"little"	"information"	"on"	"the"	"size"	"and"	"age"	"at"	"maturity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"snug"	"hideout"	"the"	"which"	"the_snug"	"snug_hideout"	"hideout_which"	"discover_the_snug"	"the_snug_hideout"	"snug_hideout_which"	"hideout_which_she"	"VB"	"DT"	"JJ"	"JJ"	"NN"	"WDT"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"we"	"manage"	"to"	"keep"	"track"	"of"	"a"	"bombus"	"queen"	"after"	"has"	"leave"	"her"	"feeding"	"place"	"we"	"may"	"discover"	"the"	"snug"	"little"	"hideout"	"which"	"she"	"has"	"fix_up"	"for"	"herself"	"when"	"she"	"wake_up"	"from"	"her"	"winter"	"sleep"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"have"	"appetite"	"had"	";"	"had_have"	"have_appetite"	"appetite_;"	"person_had_have"	"had_have_appetite"	"have_appetite_;"	"appetite_;_yet"	"NNP"	"VBD"	"VB"	"JJ"	"NN"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"his"	"seizure"	"had"	"have"	"little"	"appetite"	"yet"	"his"	"changed"	"appearance"	"surprisingly"	"be"	"one"	"of"	"plumpness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"have"	"to"	"person"	"say"	"person_have"	"have_to"	"to_say"	"∅_person_have"	"person_have_to"	"have_to_say"	"to_say_."	"ε"	"NNP"	"VB"	"JJ"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"have"	"little"	"to"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"a"	"bar"	"in"	"next"	"in_a"	"a_bar"	"bar_next"	"whisky_on_the_rocks_in_a"	"in_a_bar"	"a_bar_next"	"bar_next_to"	"NN"	"IN"	"RB"	"JJ"	"NN"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"sit"	"over"	"second"	"whisky_on_the_rocks"	"in"	"a"	"little"	"bar"	"next"	"to"	"the"	"funeral_parlor"	"on"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"a"	"pennsylvania"	"from"	"town"	"from_a"	"a_pennsylvania"	"pennsylvania_town"	"come_from_a"	"from_a_pennsylvania"	"a_pennsylvania_town"	"pennsylvania_town_near"	"VB"	"VB"	"RB"	"JJ"	"NN"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"say"	"to"	"the"	"secretary"	"i"	"you"	"come"	"from"	"a"	"little"	"pennsylvania"	"town"	"near"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:young:00"	"that"	"girl"	"have"	"look"	"have_that"	"that_girl"	"girl_look"	"she_have_that"	"have_that_girl"	"that_girl_look"	"girl_look_."	"PRP"	"VB"	"IN"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"go"	"downstairs"	"with"	"the"	"tray"	"person"	"wish"	"he"	"could"	"have"	"give_in"	"to"	"person"	"but"	"he"	"know"	"better"	"than"	"to"	"do"	"she"	"say"	"when"	"she"	"have"	"that"	"little"	"girl"	"look"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"his"	"young"	","	"wife"	",_his"	"his_young"	"young_wife"	"person_,_his"	",_his_young"	"his_young_wife"	"young_wife_,"	"NNP"	"ε"	"PRP$"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"kitchen"	"his"	"little"	"young"	"wife"	"was"	"read"	"the"	"morning"	"paper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"have"	"cause"	"person"	"to"	"person_have"	"have_cause"	"cause_to"	",_person_have"	"person_have_cause"	"have_cause_to"	"cause_to_complain"	"ε"	"NNP"	"VB"	"JJ"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_the_last_analysis"	"though"	"have"	"little"	"cause"	"to"	"complain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"of"	"concern"	"be"	"to"	"be_of"	"of_concern"	"concern_to"	"fact_be_of"	"be_of_concern"	"of_concern_to"	"concern_to_the"	"NN"	"VB"	"IN"	"JJ"	"NN"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"naturally"	"such"	"scholarly"	"be"	"of"	"little"	"concern"	"to"	"the"	"man"	"try"	"to"	"make"	"money"	"or"	"fan"	"patriotism"	"by"	"means"	"of"	"folklore"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"yield"	"information"	"have"	"."	"have_yield"	"yield_information"	"information_."	"space_probe_have_yield"	"have_yield_information"	"yield_information_."	"information_._∅"	"NN"	"VBP"	"VB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"space_probe"	"yield"	"little"	"information"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"and"	"heel"	"high"	","	"high_and"	"and_heel"	"heel_,"	"be_high_and"	"high_and_heel"	"and_heel_,"	"heel_,_squared"	"VB"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"tintable"	"be"	"high"	"and"	"little"	"heel"	"squared"	"and"	"oval"	"throat"	"and"	"shantung"	"like"	"texture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"the"	"niche"	"once_again"	"in"	"once_again_the"	"the_niche"	"niche_in"	"see_once_again_the"	"once_again_the_niche"	"the_niche_in"	"niche_in_his"	"VB"	"RB"	"DT"	"JJ"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"close"	"his"	"and"	"see"	"once_again"	"the"	"little"	"niche"	"in"	"his"	"mother"	"bedroom"	"where"	"she"	"had"	"kneel"	"to"	"tell"	"the"	"good"	"person"	"of"	"her"	"need"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"the"	"box"	"bury"	"in"	"bury_the"	"the_box"	"box_in"	"and_bury_the"	"bury_the_box"	"the_box_in"	"box_in_the"	"CC"	"VB"	"DT"	"JJ"	"NN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"hold"	"the"	"funeral"	"the"	"next"	"from"	"the"	"crossroads"	"church"	"and"	"bury"	"the"	"little"	"box"	"in"	"the"	"quiet"	"family"	"plot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:03::"	"be"	"likelihood"	"there"	"of"	"there_be"	"be_likelihood"	"likelihood_of"	"so_that_there_be"	"there_be_likelihood"	"be_likelihood_of"	"likelihood_of_his"	"RB"	"EX"	"VB"	"JJ"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"enough"	"time"	"elapse"	"so_that"	"there"	"be"	"little"	"likelihood"	"of"	"his"	"return"	"for"	"something"	"he"	"had"	"forget"	"person"	"go_out"	"into"	"the"	"hall"	"and"	"stand"	"look"	"into"	"one"	"room"	"after"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"a"	"bag"	"need"	"''"	"need_a"	"a_bag"	"bag_''"	"he_need_a"	"need_a_bag"	"a_bag_''"	"bag_''_?"	"PRP"	"VB"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"for"	"that"	"need"	"a"	"little"	"bag"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
