"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"
"2:36:00::"	"first"	"the"	"rather_than"	"sort_of"	"rather_than_first"	"first_the"	"the_sort_of"	"environment_rather_than_first"	"rather_than_first_the"	"first_the_sort_of"	"the_sort_of_person"	"NN"	"RB"	"JJ"	"VB"	"DT"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so_far"	"in"	"history"	"man"	"has"	"be"	"too"	"greatly"	"with"	"project"	"things"	"into"	"his"	"environment"	"rather_than"	"first"	"create"	"the"	"sort_of"	"person"	"who"	"can"	"make"	"the"	"highest"	"use"	"of"	"the"	"things"	"he"	"has"	"create"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"has"	"."	"he"	"∅"	"he_has"	"has_."	"._∅"	"things_he_has"	"he_has_."	"has_._∅"	"._∅_∅"	"NNS"	"PRP"	"VBZ"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so_far"	"in"	"history"	"man"	"has"	"be"	"too"	"greatly"	"over-occupied"	"with"	"project"	"things"	"into"	"his"	"environment"	"first"	"create"	"the"	"sort_of"	"person"	"who"	"can"	"make"	"the"	"highest"	"use"	"of"	"the"	"things"	"he"	"has"	"create"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"crisis"	"by"	"the"	"the"	"the_crisis"	"crisis_by"	"by_the"	"to_the_crisis"	"the_crisis_by"	"crisis_by_the"	"by_the_elections"	"TO"	"DT"	"NN"	"VB"	"IN"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"party"	"leaders"	"come_out"	"of"	"the"	"final"	"meeting"	"apparently"	"satisfied"	"and"	"state"	"complete"	"agreement"	"had"	"been"	"reach"	"on"	"a"	"solution"	"to"	"the"	"crisis"	"create"	"by"	"the"	"elections"	"which"	"leave"	"no"	"party"	"with"	"enough"	"strength"	"to"	"form"	"a"	"government"	"on"	"its"	"own"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"to"	"such"	"∅"	"a"	"∅_to"	"to_such"	"such_a"	"∅_∅_to"	"∅_to_such"	"to_such_a"	"such_a_lamp"	"ε"	"ε"	"TO"	"VB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"create"	"such"	"a"	"lamp"	"order"	"a"	"wired"	"pedestal"	"from"	"any"	"lamp"	"shop"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"to"	"shades"	"fun"	"in"	"fun_to"	"to_shades"	"shades_in"	"more_fun_to"	"fun_to_shades"	"to_shades_in"	"shades_in_the"	"JJR"	"NN"	"TO"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"a"	"straight"	"drum"	"shade"	"would"	"be"	"adequate"	"and"	"sufficiently"	"neutral"	"that"	"puppets"	"could"	"be"	"change"	"without"	"disharmony"	"it"	"be"	"far"	"more"	"fun"	"to"	"create"	"shades"	"in"	"the"	"gay"	"spirit"	"of"	"a"	"child"	"playtime"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"to"	"special"	"''"	"sections"	"''_to"	"to_special"	"special_sections"	"wise_''_to"	"''_to_special"	"to_special_sections"	"special_sections_for"	"JJ"	"ε"	"TO"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"might"	"digress"	"at"	"this"	"point"	"and"	"that"	"if"	"it"	"be"	"wise"	"to"	"create"	"special"	"sections"	"for"	"special"	"status"	"then"	"why"	"not"	"a"	"special"	"section"	"for"	"women"	"pregnant"	"before"	"marriage"	"and"	"one"	"for"	"year-old"	"men"	"with"	"teenage"	"children"	"and_so_on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"for"	"such"	"thinking"	"a"	"thinking_for"	"for_such"	"such_a"	"background_thinking_for"	"thinking_for_such"	"for_such_a"	"such_a_section"	"NN"	"NN"	"IN"	"VB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"writer"	"begin"	"this"	"special"	"by"	"explain"	"his"	"background"	"thinking"	"for"	"create"	"such"	"a"	"section"	"in_the_first_place"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"was"	"thirteen"	"organization"	"years"	"organization_was"	"was_thirteen"	"thirteen_years"	"the_organization_was"	"organization_was_thirteen"	"was_thirteen_years"	"thirteen_years_ago"	"DT"	"NN"	"VBD"	"VB"	"CD"	"NNS"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"organization"	"was"	"create"	"thirteen"	"years"	"ago"	"it"	"be"	"obvious"	"that"	"this"	"be"	"not"	"the"	"original"	"company"	"it"	"be"	"more"	"likely"	"the"	"sons"	"and"	"daughters"	"of_that"	"company"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	","	"in"	"be"	"christ_jesus"	"be_,"	",_in"	"in_christ_jesus"	"we_be_,"	"be_,_in"	",_in_christ_jesus"	"in_christ_jesus_."	"PRP"	"VB"	"ε"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"his"	"we"	"be"	"create"	"in"	"christ_jesus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"hereby"	"in"	"are"	"the"	"are_hereby"	"hereby_in"	"in_the"	"there_are_hereby"	"are_hereby_in"	"hereby_in_the"	"in_the_treasury"	"EX"	"VB"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"hereby"	"create"	"in"	"the"	"treasury"	"of"	"the"	"united_states"	"a"	"special"	"fund"	"to"	"be"	"known"	"as"	"the"	"yugoslav_claims_fund"	"and"	"such"	"special"	"fund"	"as"	"may"	"in"	"the"	"discretion"	"of"	"the"	"secretary_of_the_treasury"	"be"	"required"	"each"	"to"	"be"	"a"	"claim"	"fund"	"to"	"be"	"known"	"by"	"the"	"name"	"of"	"the"	"foreign"	"government"	"which"	"has"	"enter"	"into"	"a"	"settlement"	"agreement"	"with"	"the"	"government"	"of"	"the"	"united_states"	"as"	"describe"	"in"	"subsection"	"a"	"of"	"section"	"of_this"	"title"	
"2:36:02::"	"fund"	"for"	"special"	"that"	"special_fund"	"fund_for"	"for_that"	"a_special_fund"	"special_fund_for"	"fund_for_that"	"for_that_purpose"	"DT"	"JJ"	"NN"	"VB"	"IN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"fund"	"create"	"for"	"that"	"purpose"	"pursuant"	"to"	"subsection"	"a"	"of_this"	"section"	"any"	"amount"	"hereafter"	"pay"	"in"	"united_states_dollar"	"by"	"a"	"foreign"	"government"	"which"	"has"	"enter"	"into"	"a"	"claim"	"settlement"	"agreement"	"with"	"the"	"government"	"of"	"the"	"united_states"	"as"	"describe"	"in"	"subsection"	"a"	"of"	"section"	"of_this"	"title"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"were"	"a"	"we"	"wholly"	"we_were"	"were_a"	"a_wholly"	"if_we_were"	"we_were_a"	"were_a_wholly"	"a_wholly_new"	"IN"	"PRP"	"VBD"	"VB"	"DT"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"were"	"create"	"a"	"wholly"	"new"	"society"	"we"	"could"	"insist"	"that"	"our"	"social"	"political"	"economic"	"and"	"philosophic"	"institution"	"foster"	"rather"	"than"	"hamper"	"man"	"best"	"growth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"toward"	"the"	"go_far"	"economic"	"go_far_toward"	"toward_the"	"the_economic"	"would_go_far_toward"	"go_far_toward_the"	"toward_the_economic"	"the_economic_atmosphere"	"MD"	"VB"	"IN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"proposal"	"go_far"	"toward"	"create"	"the"	"economic"	"atmosphere"	"favor"	"growth"	"of"	"the"	"individual"	"who"	"in_turn"	"would"	"help"	"us"	"to"	"cope_with"	"runaway"	"technology"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"to"	"a"	"help"	"healthy"	"help_to"	"to_a"	"a_healthy"	"of_help_to"	"help_to_a"	"to_a_healthy"	"a_healthy_two"	"IN"	"VB"	"TO"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"light"	"of"	"the"	"fact"	"at_hand"	"however"	"group"	"to"	"pursue"	"the"	"objective"	"of"	"help"	"to"	"create"	"a"	"healthy"	"two"	"system"	"eastern"	"railroad"	"structure"	"in"	"the"	"public"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"to"	"."	"help"	"∅"	"help_to"	"to_."	"._∅"	"had_help_to"	"help_to_."	"to_._∅"	"._∅_∅"	"VBD"	"VB"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"hang_up"	"with"	"a"	"bang"	"annoyed"	"at"	"himself"	"for"	"running_off_at_the_mouth"	"like"	"but"	"still"	"terribly"	"concern"	"with"	"the"	"situation"	"he"	"had"	"help"	"to"	"create"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"which"	"this"	"mystery_story"	"fatal"	"mystery_story_which"	"which_this"	"this_fatal"	"the_mystery_story_which"	"mystery_story_which_this"	"which_this_fatal"	"this_fatal_dilemma"	"DT"	"NN"	"WDT"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"the"	"growing"	"contradiction"	"between"	"and"	"public"	"service"	"in"	"the"	"mystery_story"	"which"	"create"	"this"	"fatal"	"dilemma"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"to"	"for"	"and"	"large"	"and_to"	"to_for"	"for_large"	",_and_to"	"and_to_for"	"to_for_large"	"for_large_national"	"ε"	"CC"	"TO"	"VB"	"IN"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"this"	"changed"	"world"	"person"	"settle"	"find"	"himself"	"and"	"to"	"create"	"for"	"large"	"national"	"purpose"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"god"	"man"	"so"	"in"	"so_god"	"god_man"	"man_in"	"``_so_god"	"so_god_man"	"god_man_in"	"man_in_his"	"ε"	"RB"	"NN"	"VB"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"biblical"	"symbol"	"for"	"this"	"affirmation"	"is"	"in"	"the"	"word"	"so"	"god"	"create"	"man"	"in"	"his"	"own"	"image"	"in"	"the"	"similitude"	"of"	"god"	"he"	"create"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"he"	"him"	"god"	"''"	"god_he"	"he_him"	"him_''"	"of_god_he"	"god_he_him"	"he_him_''"	"him_''_."	"IN"	"NN"	"PRP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"biblical"	"symbol"	"for"	"this"	"affirmation"	"is"	"express"	"in"	"the"	"word"	"so"	"god"	"man"	"in"	"his"	"own"	"image"	"in"	"the"	"similitude"	"of"	"god"	"he"	"create"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"was"	"with"	"man"	"the"	"man_was"	"was_with"	"with_the"	"∅_man_was"	"man_was_with"	"was_with_the"	"with_the_capacity"	"ε"	"NN"	"VBD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"create"	"with"	"the"	"capacity"	"for"	"immortality"	"but"	"the"	"devil"	"promise"	"of"	"immortality"	"in"	"exchange"	"for"	"disobedience"	"cost"	"adam"	"his"	"immortality"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"the"	"capacity"	"from"	"for"	"from_the"	"the_capacity"	"capacity_for"	"descend_from_the"	"from_the_capacity"	"the_capacity_for"	"capacity_for_immortality"	"VB"	"IN"	"DT"	"VB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"this"	"act"	"of"	"disobedience"	"and"	"not"	"with"	"the"	"inception"	"of"	"his"	"individual"	"existence"	"begin"	"the"	"downward"	"circuit"	"on"	"the"	"spiral"	"of"	"history"	"descend"	"from"	"the"	"create"	"capacity"	"for"	"immortality"	"to"	"an"	"inescapable"	"mortality"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"''"	"on_her_own"	"mad_scene"	"and"	"mad_scene_''"	"''_on_her_own"	"on_her_own_and"	"``_mad_scene_''"	"mad_scene_''_on_her_own"	"''_on_her_own_and"	"on_her_own_and_with"	"ε"	"NNP"	"ε"	"VB"	"JJ"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"crowd"	"stage"	"its"	"own"	"mad"	"scene"	"in"	"salvo"	"of"	"cheer"	"and"	"applause"	"and"	"a"	"standing_ovation"	"as"	"person"	"take"	"curtain_call"	"after"	"curtain_call"	"following"	"a"	"fantastic"	"mad_scene"	"create"	"on_her_own"	"and"	"with"	"the"	"help"	"of"	"the"	"composer"	"and"	"the"	"performer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"thus"	"a"	","	"sequence"	",_thus"	"thus_a"	"a_sequence"	"string_,_thus"	",_thus_a"	"thus_a_sequence"	"a_sequence_of"	"NN"	"ε"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"time"	"in"	"person"	"cut_out"	"and"	"fold"	"a"	"piece_of_paper"	"in"	"the"	"shape"	"of"	"a"	"guitar"	"this"	"he"	"glue"	"and"	"fit"	"piece_of_paper"	"and"	"four"	"taut"	"string"	"thus"	"create"	"a"	"sequence"	"of"	"flat"	"surface"	"in"	"real"	"and"	"sculptural"	"space"	"to"	"which"	"there"	"cling"	"only"	"the"	"vestige"	"of"	"a"	"picture_plane"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
