"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"5:00:00:few:00"	"us"	"moment"	"give"	"for"	"give_us"	"us_moment"	"moment_for"	"that_give_us"	"give_us_moment"	"us_moment_for"	"moment_for_take_stock"	"WDT"	"VB"	"PRP"	"JJ"	"NN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"wait"	"till"	"he"	"had"	"laugh"	"and"	"that"	"give"	"us"	"a_few"	"moment"	"for"	"take_stock"	"of"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"make"	"generalization"	"possible"	"about"	"possible_make"	"make_generalization"	"generalization_about"	"be_possible_make"	"possible_make_generalization"	"make_generalization_about"	"generalization_about_the"	"VB"	"TO"	"VB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"possible"	"make"	"a_few"	"generalization"	"about"	"the"	"six"	"giant"	"themselves"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"only"	"year"	"∅"	"ago"	"∅_only"	"only_year"	"year_ago"	"∅_∅_only"	"∅_only_year"	"only_year_ago"	"year_ago_a"	"ε"	"ε"	"RB"	"JJ"	"NN"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a_few"	"year"	"ago"	"a"	"midwestern"	"college"	"circulate"	"a"	"request"	"for"	"a"	"teacher"	"of"	"interior_design"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"be"	"blade"	"there"	"of"	"there_be"	"be_blade"	"blade_of"	"∅_there_be"	"there_be_blade"	"be_blade_of"	"blade_of_lint"	"ε"	"EX"	"VB"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"a_few"	"blade"	"of"	"lint"	"on"	"the"	"shoulder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	","	"warehouse"	"water_tower"	","	"water_tower_,"	",_warehouse"	"warehouse_,"	"a_water_tower_,"	"water_tower_,_warehouse"	",_warehouse_,"	"warehouse_,_a"	"DT"	"NN"	"ε"	"JJ"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"town"	"be"	"about"	"what"	"person"	"expect"	"one"	"main_street"	"its"	"row"	"of"	"false-fronted"	"building"	"a"	"water_tower"	"a_few"	"warehouse"	"a"	"single"	"hotel"	"all"	"dusty"	"and"	"sunbaked"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"in"	"thick"	"and"	"walled"	"and_in"	"in_thick"	"thick_walled"	"tissue_and_in"	"and_in_thick"	"in_thick_walled"	"thick_walled_cell"	"NN"	"CC"	"IN"	"JJ"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"specific"	"staining"	"by"	"both"	"direct"	"and"	"indirect"	"method"	"show"	"wtv"	"antigen"	"was"	"concentrated"	"in"	"the"	"pseudophloem"	"tissue"	"and"	"in"	"a_few"	"thick"	"walled"	"cell"	"in"	"the"	"xylem"	"region"	"but"	"be"	"not"	"detectable"	"in"	"any"	"tissue"	"of"	"the"	"root"	"and"	"stem"	"tumor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	","	"year"	"location"	"ago"	"location_,"	",_year"	"year_ago"	"in_location_,"	"location_,_year"	",_year_ago"	"year_ago_,"	"IN"	"NNP"	"ε"	"JJ"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a_few"	"year"	"ago"	"a"	"ghoul"	"by"	"the"	"name"	"of"	"person"	"sell"	"electric"	"blanket"	"as"	"a"	"cure"	"for"	"cancer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"and"	"energetic"	"propagandist"	"amateur"	"propagandist_and"	"and_energetic"	"energetic_amateur"	"commercial_propagandist_and"	"propagandist_and_energetic"	"and_energetic_amateur"	"energetic_amateur_and"	"JJ"	"NN"	"CC"	"JJ"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"knowledge"	"that"	"most"	"american"	"have"	"of"	"come"	"through"	"contact"	"with"	"commercial"	"propagandist"	"and"	"a_few"	"energetic"	"amateur"	"and"	"collector"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"thrill"	"minute"	"a"	"earlier"	"a_thrill"	"thrill_minute"	"minute_earlier"	"get_a_thrill"	"a_thrill_minute"	"thrill_minute_earlier"	"minute_earlier_when"	"VB"	"DT"	"NN"	"JJ"	"NN"	"RB"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"crowd"	"at"	"the"	"twenty-first"	"annual"	"k._of_c._games"	"final"	"meet"	"of"	"the"	"season"	"get"	"a"	"thrill"	"a_few"	"minute"	"earlier"	"when"	"a"	"slender"	"bespectacled"	"woman"	"break"	"the"	"one"	"week"	"old"	"world_record"	"in"	"the"	"half_mile"	"run"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"upon"	"of"	"reflect"	"the"	"reflect_upon"	"upon_of"	"of_the"	",_reflect_upon"	"reflect_upon_of"	"upon_of_the"	"of_the_depressing"	"ε"	"VB"	"IN"	"JJ"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"an"	"effort"	"to"	"fortify"	"himself"	"against"	"the"	"unforeseen"	"upset"	"sure"	"to"	"arise"	"in"	"future"	"person"	"banker"	"editor"	"of"	"the"	"phoenix"	"group"	"reflect"	"upon"	"a_few"	"of"	"the"	"depressing"	"experience"	"of"	"the"	"feverish"	"fifties"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"call"	"minute"	"person"	"ago"	"person_call"	"call_minute"	"minute_ago"	"``_person_call"	"person_call_minute"	"call_minute_ago"	"minute_ago_''"	"ε"	"NNP"	"VB"	"JJ"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"a_few"	"minute"	"ago"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"only"	"house"	"be"	"on"	"be_only"	"only_house"	"house_on"	"there_be_only"	"be_only_house"	"only_house_on"	"house_on_the"	"EX"	"VB"	"RB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sewer"	"on"	"location"	"construct"	"when"	"there"	"be"	"only"	"a_few"	"house"	"on"	"the"	"street"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
