"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"
"3:00:00::"	"∅"	"protestant_denomination"	"∅"	"precede"	"∅_∅"	"∅_protestant_denomination"	"protestant_denomination_precede"	"∅_∅_∅"	"∅_∅_protestant_denomination"	"∅_protestant_denomination_precede"	"protestant_denomination_precede_the"	"ε"	"ε"	"ε"	"JJ"	"NN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"protestant_denomination"	"precede"	"the"	"anglican"	"in"	"such"	"action"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	","	"protestant_denomination"	"then"	"have"	"then_,"	",_protestant_denomination"	"protestant_denomination_have"	"since_then_,"	"then_,_protestant_denomination"	",_protestant_denomination_have"	"protestant_denomination_have_made"	"IN"	"RB"	"ε"	"JJ"	"NN"	"VBP"	"VBN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"many"	"protestant_denomination"	"have"	"made"	"pronouncement"	"in"	"which"	"they"	"not_only"	"approve"	"birth_control"	"but"	"declare"	"it"	"at_times"	"to"	"be"	"a"	"religious"	"duty"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"than"	"fuzzy"	"valuable"	"ones"	"valuable_than"	"than_fuzzy"	"fuzzy_ones"	"more_valuable_than"	"valuable_than_fuzzy"	"than_fuzzy_ones"	"fuzzy_ones_."	"RB"	"JJ"	"IN"	"JJ"	"JJ"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"there"	"must"	"be"	"clarity"	"a"	"single"	"impression"	"be"	"more"	"valuable"	"than"	"many"	"fuzzy"	"ones"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"put_to_death"	"person"	","	"to"	",_put_to_death"	"put_to_death_person"	"person_to"	"group_,_put_to_death"	",_put_to_death_person"	"put_to_death_person_to"	"person_to_death"	"NNP"	"ε"	"VB"	"JJ"	"NN"	"TO"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"inquisitor-general"	"of"	"group"	"put_to_death"	"many"	"person"	"to"	"death"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"by"	"."	"accept"	"∅"	"accept_by"	"by_."	"._∅"	"conclusion_accept_by"	"accept_by_."	"by_._∅"	"._∅_∅"	"NN"	"VB"	"IN"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"inform"	"us"	"the_psychology_of_women"	"vol."	"that"	"in"	"all"	"culture"	"the"	"term"	"stepmother"	"automatically"	"evoke"	"deprecatory"	"implication"	"a"	"conclusion"	"by"	"many"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"for"	"year"	"medicine"	"in"	"medicine_for"	"for_year"	"year_in"	"to_medicine_for"	"medicine_for_year"	"for_year_in"	"year_in_the"	"TO"	"NN"	"IN"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"electronics"	"has"	"been"	"to"	"medicine"	"for"	"many"	"year"	"in"	"the"	"form"	"of"	"such"	"familiar"	"equipment"	"as"	"the"	"x-ray_machine"	"the"	"electrocardiograph"	"and"	"the"	"diathermy_machine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"∅"	"cell"	"∅"	","	"∅_∅"	"∅_cell"	"cell_,"	"∅_∅_∅"	"∅_∅_cell"	"∅_cell_,"	"cell_,_bacteria"	"ε"	"ε"	"ε"	"JJ"	"NN"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cell"	"bacteria"	"and"	"microorganism"	"be"	"transparent"	"to"	"visible_light"	"and"	"must"	"be"	"stain"	"for"	"microscopic"	"investigation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"find"	"mode"	"humor"	"of"	"humor_find"	"find_mode"	"mode_of"	"∅_humor_find"	"humor_find_mode"	"find_mode_of"	"mode_of_expression"	"ε"	"NN"	"VB"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"find"	"many"	"mode"	"of"	"expression"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"song"	"all"	"write"	"all_the"	"the_song"	"song_write"	"of_all_the"	"all_the_song"	"the_song_write"	"song_write_by"	"IN"	"JJ"	"DT"	"JJ"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"negro"	"composer"	"person"	"study"	"the"	"americanegro_suite"	"say"	"of"	"it"	"of"	"all"	"the"	"many"	"song"	"write"	"by"	"white"	"composer"	"and"	"employ"	"what"	"claim"	"to"	"be"	"a"	"negroid"	"idiom"	"in"	"both"	"words"	"and"	"music"	"these"	"six"	"song"	"by"	"person"	"and"	"person"	"easily"	"stand_out"	"far"	"out"	"above"	"the"	"rest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"for"	"month"	","	"infuriate"	",_for"	"for_month"	"month_infuriate"	"woman_,_for"	",_for_month"	"for_month_infuriate"	"month_infuriate_not_only"	"NN"	"ε"	"IN"	"JJ"	"NN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"patient"	"a"	"woman"	"for"	"many"	"month"	"infuriate"	"not_only"	"me"	"but"	"the"	"ward"	"personnel"	"and"	"her"	"fellow"	"patient"	"by"	"arrogantly"	"behave"	"as"	"though"	"she"	"own"	"the"	"whole"	"building"	"as"	"though"	"she"	"be"	"the"	"only"	"person"	"in"	"it"	"whose"	"need"	"be"	"to"	"be"	"meet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"as"	"captain"	","	"of"	",_as"	"as_captain"	"captain_of"	"dissension_,_as"	",_as_captain"	"as_captain_of"	"captain_of_the"	"NN"	"ε"	"RB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"instead"	"of"	"quell"	"dissension"	"as"	"many"	"captain"	"of"	"the"	"era"	"would"	"have"	"do"	"person"	"lop_off"	"a"	"man"	"head"	"off"	"under"	"similar"	"circumstance"	"person"	"decide"	"to"	"be"	"reasonable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"element"	"evaluation"	"see"	"evaluation_of"	"of_element"	"element_see"	"and_evaluation_of"	"evaluation_of_element"	"of_element_see"	"element_see_in"	"CC"	"NN"	"IN"	"JJ"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"consider"	"roleplaying"	"for"	"analysis"	"we"	"enter"	"more"	"complex"	"area"	"since"	"we"	"are"	"now"	"no_longer"	"deal"	"with"	"a"	"overall"	"decision"	"but"	"rather"	"with"	"the"	"examination"	"and"	"evaluation"	"of"	"many"	"element"	"see"	"in"	"dynamic"	"functioning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"to"	"student"	"helpful"	"of"	"helpful_to"	"to_student"	"student_of"	"prove_helpful_to"	"helpful_to_student"	"to_student_of"	"student_of_literature"	"VB"	"JJ"	"TO"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"late"	"person"	"a"	"philosopher"	"work"	"has"	"prove"	"helpful"	"to"	"many"	"student"	"of"	"literature"	"once"	"write"	"we"	"be"	"all"	"though"	"many_of"	"us"	"be"	"snobbish"	"enough"	"to"	"wish"	"to"	"deny"	"it"	"in"	"far"	"close"	"sympathy"	"with"	"the"	"art"	"of"	"the"	"music_hall"	"and"	"picture_palace"	"than"	"with"	"person"	"and"	"person"	"or"	"even"	"shakespeare"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"feed"	"what"	"additive"	"what_the"	"the_feed"	"feed_additive"	"specifically_what_the"	"what_the_feed"	"the_feed_additive"	"feed_additive_can"	"RB"	"WP"	"DT"	"JJ"	"NN"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"know"	"what"	"the"	"many"	"feed"	"additive"	"can"	"do"	"and_how"	"and"	"when"	"to"	"feed"	"them"	"can"	"make"	"a"	"highly"	"competitive"	"business"	"more"	"profitable"	"for"	"beef_man"	"dairyman"	"and"	"sheepman"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"so"	"big"	"know"	"word"	"know_so"	"so_big"	"big_word"	"person_know_so"	"know_so_big"	"so_big_word"	"big_word_,"	"NNP"	"VB"	"RB"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"did"	"n't"	"person"	"know"	"so"	"many"	"big"	"word"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"for"	"decade"	"investigator"	"."	"investigator_for"	"for_decade"	"decade_."	"by_investigator_for"	"investigator_for_decade"	"for_decade_."	"decade_._∅"	"IN"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"association"	"between"	"electric"	"both"	"electrostatic"	"and"	"voltaic"	"force"	"magnetic_force"	"had"	"been"	"recognize"	"by"	"investigator"	"for"	"many"	"decade"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"language"	"vocabulary"	"but"	"vocabulary_in"	"in_language"	"language_but"	"basic_vocabulary_in"	"vocabulary_in_language"	"in_language_but"	"language_but_has"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"CC"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"evident"	"that"	"person"	"has"	"have"	"much"	"experience"	"with"	"basic"	"vocabulary"	"in"	"many"	"language"	"but"	"has"	"acquire"	"great"	"tact"	"and"	"feeling"	"for"	"the"	"expectable"	"behavior"	"of"	"lexical"	"item"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"in"	"way"	","	","	",_in"	"in_way"	"way_,"	"personify_,_in"	",_in_way"	"in_way_,"	"way_,_the"	"VB"	"ε"	"IN"	"JJ"	"NN"	"ε"	"DT"	"to"	"write_about"	"person"	"to"	"honor"	"his"	"anniversary"	"for"	"the"	"april"	"issue"	"of"	"sovietskaya_muzyka"	"is"	"accept"	"with"	"pleasure"	"because"	"i"	"admire"	"the"	"music"	"of"	"person"	"and"	"with"	"sober"	"purpose"	"because"	"the"	"development"	"of"	"person"	"personify"	"in"	"way"	"the"	"course"	"of"	"music"	"in"	"the"	"union_of_soviet_socialist_republics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"culture"	"scene"	","	"scene_of"	"of_culture"	"culture_,"	"shifting_scene_of"	"scene_of_culture"	"of_culture_,"	"culture_,_many"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"stravinsky"	"shape"	"his"	"to"	"the"	"shifting"	"scene"	"of"	"many"	"culture"	"many"	"salon"	"many"	"dialectic"	"many"	"personality"	"he"	"try"	"to"	"refashion"	"himself"	"into"	"a"	"stylist"	"of"	"many"	"style"	"determine"	"by"	"many"	"disparate"	"culture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	","	"salon"	"culture"	","	"culture_,"	",_salon"	"salon_,"	"many_culture_,"	"culture_,_salon"	",_salon_,"	"salon_,_many"	"JJ"	"NN"	"ε"	"JJ"	"NN"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"stravinsky"	"shape"	"his"	"purpose"	"to"	"shifting"	"scene"	"of"	"many"	"culture"	"many"	"salon"	"many"	"dialectic"	"many"	"personality"	"he"	"try"	"to"	"refashion"	"himself"	"into"	"a"	"stylist"	"of"	"many"	"style"	"determine"	"by"	"many"	"disparate"	"culture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	","	"dialectic"	"salon"	","	"salon_,"	",_dialectic"	"dialectic_,"	"many_salon_,"	"salon_,_dialectic"	",_dialectic_,"	"dialectic_,_many"	"JJ"	"NN"	"ε"	"JJ"	"NN"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"stravinsky"	"shape"	"his"	"purpose"	"to"	"the"	"scene"	"of"	"many"	"culture"	"many"	"salon"	"many"	"dialectic"	"many"	"personality"	"he"	"try"	"to"	"refashion"	"himself"	"into"	"a"	"stylist"	"of"	"many"	"style"	"determine"	"by"	"many"	"disparate"	"culture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	","	"personality"	"dialectic"	","	"dialectic_,"	",_personality"	"personality_,"	"many_dialectic_,"	"dialectic_,_personality"	",_personality_,"	"personality_,_he"	"JJ"	"NN"	"ε"	"JJ"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"stravinsky"	"shape"	"his"	"purpose"	"to"	"the"	"shifting"	"scene"	"many"	"culture"	"many"	"salon"	"many"	"dialectic"	"many"	"personality"	"he"	"try"	"to"	"refashion"	"himself"	"into"	"a"	"stylist"	"of"	"many"	"style"	"determine"	"by"	"many"	"disparate"	"culture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"style"	"stylist"	","	"stylist_of"	"of_style"	"style_,"	"a_stylist_of"	"stylist_of_style"	"of_style_,"	"style_,_determine"	"DT"	"NN"	"IN"	"JJ"	"NN"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"stravinsky"	"shape"	"his"	"purpose"	"to"	"the"	"shifting"	"scene"	"of"	"many"	"culture"	"many"	"salon"	"many"	"dialectic"	"many"	"personality"	"he"	"to"	"refashion"	"himself"	"into"	"a"	"stylist"	"of"	"many"	"style"	"determine"	"by"	"many"	"disparate"	"culture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
