"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"1:28:03::"	"village"	"."	"those"	"∅"	"those_village"	"village_."	"._∅"	"in_those_village"	"those_village_."	"village_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"story"	"no_doubt"	"apocryphal"	"for"	"person"	"himself"	"deny"	"it"	"him"	"sport"	"a"	"monocle"	"in"	"those"	"village"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"windy"	","	","	"the"	",_windy"	"windy_,"	",_the"	"cold_,_windy"	",_windy_,"	"windy_,_the"	",_the_day"	"JJ"	"ε"	"JJ"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"cold"	"windy"	"day"	"the"	"day"	"after"	"person"	"death"	"but"	"person"	"pay"	"no"	"attention"	"to"	"the"	"blustery"	"october"	"wind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"the"	"after"	","	"person"	",_the"	"the_after"	"after_person"	"day_,_the"	",_the_after"	"the_after_person"	"after_person_'s"	"NN"	"ε"	"DT"	"NN"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"a"	"cold"	"day"	"the"	"day"	"after"	"person"	"death"	"but"	"person"	"pay"	"no"	"attention"	"to"	"the"	"blustery"	"october"	"wind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"one"	"he"	"that"	"would"	"that_one"	"one_he"	"he_would"	"then_that_one"	"that_one_he"	"one_he_would"	"he_would_ask"	"RB"	"IN"	"JJ"	"NN"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"had"	"assume"	"then"	"that"	"one"	"day"	"he"	"would"	"ask"	"her"	"to"	"marry"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"one"	","	"but"	"she"	"but_one"	"one_,"	",_she"	"∅_but_one"	"but_one_,"	"one_,_she"	",_she_expect"	"ε"	"CC"	"JJ"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"day"	"she"	"expect"	"he"	"would"	"somehow"	"discover"	"without"	"her"	"having_to"	"tell"	"him"	"that"	"there"	"was"	"such"	"a"	"woman"	"in"	"the"	"world"	"a"	"woman"	"who"	"be"	"willing"	"to"	"give"	"him"	"love"	"faith"	"and"	"anything"	"else"	"a"	"woman"	"could"	"give"	"a"	"husband"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"first"	","	"that"	"person"	"that_first"	"first_,"	",_person"	"on_that_first"	"that_first_,"	"first_,_person"	",_person_literally"	"RB"	"RB"	"JJ"	"NN"	"ε"	"NNP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"first"	"day"	"person"	"literally"	"think"	"she"	"was"	"going_to"	"die"	"or"	"at_the_least"	"the"	"very"	"least"	"go"	"out"	"of"	"her"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"that"	","	"after"	"person"	"after_that"	"that_,"	",_person"	"∅_after_that"	"after_that_,"	"that_,_person"	",_person_still"	"ε"	"RB"	"RB"	"NN"	"ε"	"NNP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"day"	"person"	"still"	"did"	"n't"	"know"	"exactly"	"what"	"had"	"happen"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"ten"	"."	"for"	"∅"	"for_ten"	"ten_."	"._∅"	"away_for_ten"	"for_ten_."	"ten_._∅"	"._∅_∅"	"RB"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"stay"	"for"	"ten"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"few"	"without"	"last"	"a"	"last_few"	"few_without"	"without_a"	"the_last_few"	"last_few_without"	"few_without_a"	"without_a_rifle"	"DT"	"JJ"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"curse"	"himself"	"for"	"having"	"out"	"the"	"last"	"few"	"day"	"without"	"a"	"rifle"	"in"	"his"	"saddle"	"boot"	"person"	"draw"	"his"	"colt"	"and"	"examine"	"it"	"briefly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"drizzling"	"."	","	"∅"	",_drizzling"	"drizzling_."	"._∅"	"dusky_,_drizzling"	",_drizzling_."	"drizzling_._∅"	"._∅_∅"	"JJ"	"ε"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"lighted"	"lamp"	"stand"	"on"	"table"	"that"	"dusky"	"drizzling"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"per"	"("	"head"	"200"	"head_per"	"per_("	"(_200"	"per_head_per"	"head_per_("	"per_(_200"	"(_200_gram"	"IN"	"NN"	"IN"	"NN"	"ε"	"CD"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dynafac"	"in"	"a"	"complete"	"ration"	"or"	"to"	"per"	"head"	"per"	"day"	"gram"	"of"	"premix"	"per"	"ton"	"complete"	"ration"	"or"	"equivalent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"per"	"for"	"head"	"promote"	"head_per"	"per_for"	"for_promote"	"per_head_per"	"head_per_for"	"per_for_promote"	"for_promote_growth"	"IN"	"NN"	"IN"	"NN"	"IN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"gram"	"premix"	"head"	"per"	"day"	"for"	"promote"	"growth"	"feed"	"conversion"	"and"	"get"	"lamb"	"on"	"full"	"feed"	"earlier"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"per"	"."	"head"	"∅"	"head_per"	"per_."	"._∅"	"per_head_per"	"head_per_."	"per_._∅"	"._∅_∅"	"IN"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"the"	"rate"	"of"	"per"	"head"	"per"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"14"	"."	"or"	"∅"	"or_14"	"14_."	"._∅"	"7_or_14"	"or_14_."	"14_._∅"	"._∅_∅"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"drug"	"is"	"add"	"to"	"either"	"a"	"protein"	"or"	"supplement"	"for"	"a"	"period"	"of"	"or"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"60"	"of"	"within"	"slaughter"	"within_60"	"60_of"	"of_slaughter"	"feed_within_60"	"within_60_of"	"60_of_slaughter"	"of_slaughter_."	"VB"	"IN"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"not"	"feed"	"to"	"dairy_cow"	"do"	"not"	"feed"	"within"	"day"	"of"	"slaughter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"per"	"in"	"head"	"mineral"	"head_per"	"per_in"	"in_mineral"	"per_head_per"	"head_per_in"	"per_in_mineral"	"in_mineral_or"	"IN"	"NN"	"IN"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"prevention"	"of"	"foamy"	"bloat"	"feed"	"at"	"a"	"of"	"to"	"milligram"	"per"	"head"	"per"	"day"	"in"	"mineral"	"or"	"salt"	"or"	"feed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"per"	"beginning_at"	"pound"	"calving"	"pound_per"	"per_beginning_at"	"beginning_at_calving"	"1_4_pound_per"	"pound_per_beginning_at"	"per_beginning_at_calving"	"beginning_at_calving_and"	"CD"	"NN"	"IN"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"the"	"prevention"	"of"	"acetonemia"	"feed"	"pound"	"per"	"day"	"beginning_at"	"calving"	"and"	"continuing_for"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"3"	"."	"or"	"∅"	"or_3"	"3_."	"._∅"	"2_or_3"	"or_3_."	"3_._∅"	"._∅_∅"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"feed"	"at"	"level"	"for"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"their"	"'s"	"begin"	"work"	"begin_their"	"their_'s"	"'s_work"	"and_begin_their"	"begin_their_'s"	"their_'s_work"	"'s_work_."	"CC"	"VB"	"PRP$"	"NN"	"POS"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"morning"	"of"	"september"	"person"	"and"	"person"	"at"	"dawn"	"and"	"begin"	"their"	"day"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"3"	","	"within"	"your"	"within_3"	"3_,"	",_your"	"country_within_3"	"within_3_,"	"3_,_your"	",_your_life"	"NN"	"IN"	"JJ"	"NN"	"ε"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"do"	"n't"	"this"	"country"	"within"	"day"	"your"	"life"	"will"	"be"	"take"	"the"	"same"	"as"	"person"	"was"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"the"	"a"	"to"	"myriad"	"to_the"	"the_a"	"a_myriad"	"expose_to_the"	"to_the_a"	"the_a_myriad"	"a_myriad_of"	"VB"	"TO"	"DT"	"NN"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"nine"	"o'clock"	"in"	"the"	"morning"	"the"	"hour"	"which"	"like"	"spade"	"turn"	"clod"	"of"	"earth"	"expose"	"to"	"the"	"day"	"a"	"myriad"	"of"	"busy"	"creature"	"that"	"had"	"lie_dormant"	"in"	"the"	"quiet"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"student"	"be"	"'s"	"at_a"	"'s_student"	"student_be"	"be_at_a"	"person_'s_student"	"'s_student_be"	"student_be_at_a"	"be_at_a_time"	"NNP"	"POS"	"NN"	"NN"	"VB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"day"	"be"	"at_a"	"time"	"when"	"europe"	"be"	"in"	"a"	"new"	"intellectual"	"ferment"	"follow"	"the"	"revolution"	"in"	"america"	"and"	"in"	"france"	"germany"	"and"	"italy"	"were"	"rise"	"from"	"divisive"	"nationalism"	"and"	"a"	"strong"	"wave"	"of"	"intellectual"	"awareness"	"was"	"sweep"	"the"	"continent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"10"	","	"for"	"he"	"for_10"	"10_,"	",_he"	"stay_for_10"	"for_10_,"	"10_,_he"	",_he_write"	"VB"	"IN"	"JJ"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"location"	"ttingen"	"where"	"he"	"for"	"day"	"he"	"write"	"the"	"first"	"question"	"ask"	"everywhere"	"be"	"about"	"galvanism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"the"	"session"	"attend"	"-"	"attend_the"	"the_session"	"session_-"	"who_attend_the"	"attend_the_session"	"the_session_-"	"session_-_can"	"WP"	"VB"	"DT"	"NN"	"NN"	"ε"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"the"	"jewish"	"student"	"at"	"group"	"constitute"	"of"	"those"	"who"	"attend"	"the"	"day"	"session"	"can"	"serve"	"as"	"a"	"paradigm"	"of"	"the"	"urban"	"lower-middle-class"	"jewish"	"student"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	")"	","	"vindication"	"september"	"vindication_)"	")_,"	",_september"	"for_vindication_)"	"vindication_)_,"	")_,_september"	",_september_first"	"IN"	"NN"	"ε"	"NN"	"ε"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"battle"	"of"	"the"	"drib-drool"	"continue"	"but"	"most"	"of"	"new_york"	"knowing"	"sophisticate"	"of"	"abstract_expressionism"	"stamp"	"their"	"foot"	"impatiently"	"in"	"expectation"	"of"	"v"	"for"	"vindication"	"day"	"september"	"first"	"when"	"person"	"first"	"one-man"	"show"	"open"	"at"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"all"	"now"	"gone"	","	"gone_all"	"all_now"	"now_,"	"be_gone_all"	"gone_all_now"	"all_now_,"	"now_,_not"	"VB"	"JJ"	"DT"	"NN"	"RB"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"gone"	"all"	"day"	"now"	"not"	"come_in"	"for"	"dinner"	"and"	"sometimes"	"not"	"for"	"supper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"of"	"begin"	"pattern"	"to"	"pattern_of"	"of_begin"	"begin_to"	"new_pattern_of"	"pattern_of_begin"	"of_begin_to"	"begin_to_develop"	"JJ"	"NN"	"IN"	"NN"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"a"	"pattern"	"of"	"day"	"begin"	"to"	"develop"	"for"	"person"	"did"	"not"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"all"	","	","	"someone"	",_all"	"all_,"	",_someone"	"off_and_on_,_all"	",_all_,"	"all_,_someone"	",_someone_would"	"RB"	"ε"	"DT"	"NN"	"ε"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"off_and_on"	"day"	"someone"	"would"	"be"	"wipe"	"at"	"the"	"powdery"	"gray"	"dust"	"that"	"settle"	"over"	"everything"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"the"	"."	"for"	"∅"	"for_the"	"the_."	"._∅"	"gone_for_the"	"for_the_."	"the_._∅"	"._∅_∅"	"JJ"	"JJ"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"take"	"a"	"gun"	"from"	"behind"	"the"	"door"	"and"	"a"	"quick"	"bye_now"	"be"	"gone"	"for"	"the"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
