"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"1:10:06::"	"the"	"from"	"await"	"person"	"await_the"	"the_from"	"from_person"	",_await_the"	"await_the_from"	"the_from_person"	"from_person_,"	"ε"	"VB"	"DT"	"NN"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"answer"	"him"	"in"	"monosyllable"	"nod"	"occasionally"	"mutter"	"greek"	"to"	"one"	"another"	"await"	"the"	"word"	"from"	"person"	"who"	"restlessly"	"crack"	"his"	"knuckle"	"anxious"	"to"	"stuff"	"himself"	"into"	"his"	"white"	"cadillac"	"and"	"burst"	"off"	"to"	"the"	"freeway"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"'"	"of"	"gay"	"of_the"	"the_'"	"'_gay"	"careful_of_the"	"of_the_'"	"the_'_gay"	"'_gay_'"	"JJ"	"IN"	"DT"	"NN"	"ε"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"careful"	"the"	"word"	"gay"	"for"	"it"	"too"	"has"	"undergo"	"a"	"change"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"''"	"of"	","	"of_the"	"the_''"	"''_,"	"sense_of_the"	"of_the_''"	"the_''_,"	"''_,_i"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"in"	"the"	"sense"	"of"	"the"	"word"	"i"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"a"	"with"	"want"	"you"	"want_a"	"a_with"	"with_you"	"i_want_a"	"want_a_with"	"a_with_you"	"with_you_,"	"PRP"	"VB"	"DT"	"NN"	"IN"	"PRP"	"ε"	"one"	"day"	"when"	"he"	"attend"	"a"	"war"	"memorial"	"ceremony"	"in"	"group"	"his"	"view"	"was"	"obstruct"	"by"	"a"	"stout"	"man"	"on"	"his"	"left"	"his"	"attention"	"turn"	"to"	"the"	"irregular"	"pattern"	"of"	"the"	"rough"	"slab"	"flooring"	"and"	"someone"	"clasp"	"him"	"by"	"the"	"arm"	"i"	"want"	"a"	"word"	"with"	"you"	"please"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"every"	"of_it"	"hear"	"."	"hear_every"	"every_of_it"	"of_it_."	"could_hear_every"	"hear_every_of_it"	"every_of_it_."	"of_it_._∅"	"MD"	"VB"	"DT"	"NN"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"exchange"	"be"	"almost"	"invariable"	"and"	"person"	"his"	"bed"	"could"	"hear"	"every"	"word"	"of_it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"a"	"."	"say"	"∅"	"say_a"	"a_."	"._∅"	"without_say_a"	"say_a_."	"a_._∅"	"._∅_∅"	"IN"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"that"	"they"	"had"	"sit"	"five"	"minute"	"without"	"say"	"a"	"word"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"'s"	"trouble"	"person"	"him"	"person_'s"	"'s_trouble"	"trouble_him"	"-_person_'s"	"person_'s_trouble"	"'s_trouble_him"	"trouble_him_most"	"ε"	"NNP"	"POS"	"NN"	"VB"	"PRP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"conversation"	"come"	"and"	"person"	"word"	"trouble"	"him"	"most"	"he"	"study"	"them"	"compare"	"them"	"with"	"what"	"he"	"had"	"been"	"teach"	"as"	"a"	"nestling"	"struggle"	"to"	"bridge"	"between"	"language"	"the"	"one"	"he"	"think"	"with"	"and"	"the"	"one"	"he"	"was"	"learn"	"to"	"think"	"in"	
"1:10:00::"	"in"	"."	"not"	"∅"	"not_in"	"in_."	"._∅"	"be_not_in"	"not_in_."	"in_._∅"	"._∅_∅"	"VB"	"RB"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"answer"	"not"	"in"	"word"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"these"	"many"	"hear"	"time"	"hear_these"	"these_many"	"many_time"	"had_hear_these"	"hear_these_many"	"these_many_time"	"many_time_,"	"VBD"	"VB"	"DT"	"NN"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"hear"	"these"	"word"	"many"	"time"	"yet"	"on"	"each"	"occasion"	"they"	"cause"	"him"	"to"	"tremble"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"sung"	"be"	"the"	"as"	"the_sung"	"sung_be"	"be_as"	"rather_than_the_sung"	"the_sung_be"	"sung_be_as"	"be_as_old"	"RB"	"DT"	"JJ"	"NN"	"VB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"more"	"reading"	"and"	"instruction"	"to"	"be"	"hear"	"on"	"disc"	"ever"	"before"	"although"	"the"	"spoken"	"rather_than"	"the"	"sung"	"word"	"be"	"as"	"old"	"as"	"person"	"first"	"experiment"	"in"	"recorded"	"sound"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:03::"	"unkind"	"from"	"one"	"his"	"one_unkind"	"unkind_from"	"from_his"	"hear_one_unkind"	"one_unkind_from"	"unkind_from_his"	"from_his_parent"	"VB"	"JJ"	"JJ"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"therefore"	"it"	"a"	"genuine"	"pleasure"	"to"	"tell"	"you"	"about"	"an"	"entirely"	"happy"	"bodybuilder"	"has"	"never"	"had"	"to"	"train"	"in_secret"	"has"	"never"	"hear"	"one"	"unkind"	"word"	"from"	"his"	"parent"	"and"	"never"	"has"	"been"	"taunt"	"by"	"his"	"schoolmate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"come"	"paper"	"sharply"	"paper_the"	"the_come"	"come_sharply"	"the_paper_the"	"paper_the_come"	"the_come_sharply"	"come_sharply_,"	"DT"	"NN"	"DT"	"NN"	"VB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"once"	"her"	"trembling"	"hand"	"with"	"the"	"pen"	"grasp"	"tight"	"it"	"was"	"press"	"against"	"the"	"paper"	"the"	"word"	"come"	"sharply"	"smoothly"	"as"	"authoritatively"	"as"	"they"	"would"	"drop"	"from"	"her"	"own"	"lip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"of"	","	"use"	"unless"	"use_of"	"of_,"	",_unless"	"ambiguous_use_of"	"use_of_,"	"of_,_unless"	",_unless_it"	"JJ"	"NN"	"IN"	"NN"	"ε"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nothing"	"in"	"english"	"has"	"been"	"as_much_as"	"the"	"ambiguous"	"use"	"of"	"word"	"unless"	"it"	"be"	"the"	"ambiguous"	"use"	"of"	"sentence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
