"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"
"3:00:02::"	"the"	"gamut"	"over"	"of"	"over_the"	"the_gamut"	"gamut_of"	"range_over_the"	"over_the_gamut"	"the_gamut_of"	"gamut_of_feeling"	"VB"	"RB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"attitude"	"which"	"the"	"reb"	"and"	"yank"	"take"	"each"	"be"	"very_much"	"the"	"same"	"and"	"range"	"over"	"the"	"same"	"gamut"	"of"	"feeling"	"from"	"friendliness"	"to"	"extreme"	"hatred"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unchanged:00"	"the"	"."	"remain"	"∅"	"remain_the"	"the_."	"._∅"	"nothing_remain_the"	"remain_the_."	"the_._∅"	"._∅_∅"	"NN"	"VB"	"DT"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"key"	"to"	"the"	"world"	"of"	"be"	"change"	"nothing"	"remain"	"the"	"same"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"that"	"bed"	"in"	"with"	"in_that"	"that_bed"	"bed_with"	"lie_in_that"	"in_that_bed"	"that_bed_with"	"bed_with_&"	"VB"	"VB"	"IN"	"JJ"	"NN"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"wonder"	"whether"	"had"	"lie"	"in"	"that"	"same"	"bed"	"with"	"who"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"little"	"in"	"discovery"	"in_the"	"the_little"	"little_discovery"	",_in_the"	"in_the_little"	"the_little_discovery"	"little_discovery_that"	"ε"	"IN"	"DT"	"JJ"	"JJ"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"in"	"same"	"little"	"discovery"	"that"	"person"	"now"	"command"	"had"	"sail"	"mile"	"up"	"the"	"strait"	"before"	"his"	"frightened"	"men"	"turn"	"the"	"ship"	"back"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:04::"	"the"	"for"	"be"	"every"	"be_the"	"the_for"	"for_every"	"and_be_the"	"be_the_for"	"the_for_every"	"for_every_firm"	"CC"	"VB"	"DT"	"JJ"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"assume"	"that"	"average"	"total"	"unit_cost"	"in"	"the"	"relevant"	"region"	"of"	"operation"	"be"	"constant"	"with_respect_to"	"quantity"	"produce"	"the"	"curve"	"be"	"horizontal"	"and"	"therefore"	"be"	"identical"	"with"	"the"	"marginal_cost"	"curve"	"and"	"be"	"the"	"same"	"for"	"every"	"firm"	"and"	"therefore"	"for"	"the"	"industry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"reasoning"	"that"	"apply"	"that_the"	"the_reasoning"	"reasoning_apply"	"us_that_the"	"that_the_reasoning"	"the_reasoning_apply"	"reasoning_apply_to"	"PRP"	"IN"	"DT"	"JJ"	"NN"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"appear"	"us"	"that"	"the"	"same"	"reasoning"	"apply"	"to"	"the"	"production"	"of"	"the"	"hearing_officer"	"report"	"and"	"note"	"at"	"the"	"trial"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"thing"	"exactly"	"happen"	"exactly_the"	"the_thing"	"thing_happen"	"for_exactly_the"	"exactly_the_thing"	"the_thing_happen"	"thing_happen_again"	"IN"	"RB"	"DT"	"JJ"	"NN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"have"	"his"	"chance"	"the"	"next"	"morning"	"for"	"exactly"	"the"	"same"	"thing"	"happen"	"again"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"as"	"take"	"person"	"take_the"	"the_as"	"as_person"	"be_take_the"	"take_the_as"	"the_as_person"	"as_person_'s"	"VB"	"VB"	"DT"	"RB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"do"	"n't"	"leave"	"this"	"country"	"within"	"your"	"life"	"will"	"be"	"take"	"the"	"same"	"as"	"person"	"was"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"."	"do"	"∅"	"do_the"	"the_."	"._∅"	"were_do_the"	"do_the_."	"the_._∅"	"._∅_∅"	"VBD"	"VB"	"DT"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"through"	"location"	"and"	"location"	"man"	"were"	"do"	"the"	"same"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"kind"	"as"	"of"	"as_the"	"the_kind"	"kind_of"	",_as_the"	"as_the_kind"	"the_kind_of"	"kind_of_champion"	"ε"	"IN"	"DT"	"JJ"	"NN"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"cow"	"camp"	"person"	"was"	"a"	"hero"	"as"	"the"	"same"	"kind"	"of"	"champion"	"he"	"be"	"when"	"he"	"enter"	"and"	"invariably"	"win"	"the"	"local"	"rodeo"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"intensity"	"with"	"and"	"with_the"	"the_intensity"	"intensity_and"	"career_with_the"	"with_the_intensity"	"the_intensity_and"	"intensity_and_thoroughness"	"NN"	"IN"	"DT"	"JJ"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"assume"	"his"	"career"	"with"	"the"	"same"	"intensity"	"and"	"thoroughness"	"that"	"had"	"mark"	"every"	"step"	"in"	"his"	"rise"	"from"	"boyhood"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"column"	"in"	"or"	"in_the"	"the_column"	"column_or"	"appear_in_the"	"in_the_column"	"the_column_or"	"column_or_grade"	"VB"	"IN"	"DT"	"JJ"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"now"	"we"	"count"	"the"	"frequency"	"of"	"the"	"in"	"the"	"two"	"language"	"family"	"appear"	"in"	"the"	"same"	"column"	"or"	"grade"	"or"	"one"	"column"	"or"	"grade"	"apart"	"or"	"two"	"or"	"three"	"or"	"four"	"we"	"find"	"these"	"difference"	"f"	"this"	"distribution"	"can"	"be"	"summarize"	"by"	"average"	"the"	"distance"	"in"	"grade"	"apart"	"f"	"which"	"divide"	"by"	"f"	"give"	"a"	"mean"	"of"	"grade"	"apart"	
"3:00:02::"	"the"	"brain"	"though"	"conceive"	"though_the"	"the_brain"	"brain_conceive"	"even_though_the"	"though_the_brain"	"the_brain_conceive"	"brain_conceive_them"	"RB"	"RB"	"DT"	"JJ"	"NN"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"these"	"work"	"be"	"not"	"even"	"though"	"the"	"same"	"brain"	"conceive"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"increased"	"with"	"energy"	"with_the"	"the_increased"	"increased_energy"	"task_with_the"	"with_the_increased"	"the_increased_energy"	"increased_energy_and"	"NN"	"IN"	"DT"	"JJ"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"individual"	"with"	"high"	"anxiety"	"in"	"the"	"classroom"	"may"	"approach"	"the"	"learning"	"task"	"with"	"the"	"same"	"increased"	"energy"	"and"	"lowered"	"power"	"of"	"discrimination"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"these"	"polyphosphate"	"and"	"spell"	"and_these"	"these_polyphosphate"	"polyphosphate_spell"	",_and_these"	"and_these_polyphosphate"	"these_polyphosphate_spell"	"polyphosphate_spell_the"	"ε"	"CC"	"DT"	"JJ"	"NN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"polyphosphate"	"give"	"renewed"	"life"	"to"	"soap"	"product"	"at"	"a"	"when"	"surfactant"	"be"	"a"	"threat"	"though"	"expensive"	"and"	"these"	"same"	"polyphosphate"	"spell"	"the"	"decline"	"of"	"soap"	"usage"	"when"	"the"	"synergism"	"between"	"polyphosphate"	"and"	"synthetic"	"detergent"	"active"	"was"	"recognize"	"and"	"exploit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"thing"	"∅"	"is"	"∅_the"	"the_thing"	"thing_is"	"∅_∅_the"	"∅_the_thing"	"the_thing_is"	"thing_is_also"	"ε"	"ε"	"DT"	"JJ"	"NN"	"VBZ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"same"	"thing"	"is"	"also"	"evidence"	"by"	"the"	"extreme"	"culture"	"protestantism"	"so"	"often"	"observe"	"to"	"characterize"	"the"	"preaching"	"and"	"teaching"	"of"	"the"	"american"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"these"	"protestant"	"that"	"have"	"that_these"	"these_protestant"	"protestant_have"	"say_that_these"	"that_these_protestant"	"these_protestant_have"	"protestant_have_build"	"VB"	"IN"	"DT"	"JJ"	"NN"	"VBP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"it"	"must"	"say"	"that"	"these"	"same"	"protestant"	"have"	"build"	"some"	"new"	"church"	"during"	"this"	"period"	"and"	"that"	"religious"	"population_shift"	"have"	"empty"	"church"	"a"	"principal"	"reason"	"for"	"this"	"phenomenon"	"of"	"redundancy"	"be"	"that"	"fewer"	"protestant"	"are"	"go_to"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"way"	"in"	"as"	"in_the"	"the_way"	"way_as"	"misleading_in_the"	"in_the_way"	"the_way_as"	"way_as_to"	"JJ"	"IN"	"DT"	"JJ"	"NN"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"derive"	"utopian"	"communism"	"from"	"the"	"jerusalem"	"christian"	"community"	"of"	"the"	"apostolic"	"age"	"or"	"from"	"its"	"medieval"	"in"	"spirit"	"the"	"monastic"	"community"	"be"	"with"	"an"	"appropriate"	"shift"	"of"	"adjective"	"misleading"	"in"	"the"	"same"	"way"	"as"	"to"	"derive"	"it"	"from"	"plato"	"republic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"condition"	"practically"	","	"practically_the"	"the_condition"	"condition_,"	"under_practically_the"	"practically_the_condition"	"the_condition_,"	"condition_,_may"	"IN"	"RB"	"DT"	"JJ"	"NN"	"ε"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"trained"	"marksman"	"shoot"	"five"	"round"	"a"	"target"	"all"	"under"	"practically"	"the"	"same"	"condition"	"may"	"hit"	"the"	"bull's_eye"	"from"	"to"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:04::"	"the"	"probability"	"with"	"*"	"with_the"	"the_probability"	"probability_*"	"all_with_the"	"with_the_probability"	"the_probability_*"	"probability_*_*"	"DT"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"binomial"	"experiment"	"consist_of"	"f"	"independent"	"trial"	"all"	"with"	"the"	"same"	"probability"	"f"	"of"	"yield"	"a"	"success"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"conclusion"	"∅"	"can"	"∅_the"	"the_conclusion"	"conclusion_can"	"∅_∅_the"	"∅_the_conclusion"	"the_conclusion_can"	"conclusion_can_be"	"ε"	"ε"	"DT"	"JJ"	"NN"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"same"	"conclusion"	"can"	"be"	"draw"	"from"	"the"	"physical"	"evidence"	"of"	"the"	"dark_ages"	"from"	"linguistic"	"distribution"	"and"	"from"	"the"	"survival"	"of"	"early"	"social"	"political"	"and"	"religious"	"pattern"	"into"	"late"	"age"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"that"	"time"	"about"	"person"	"about_that"	"that_time"	"time_person"	"∅_about_that"	"about_that_time"	"that_time_person"	"time_person_'s"	"ε"	"IN"	"IN"	"JJ"	"NN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"same"	"time"	"person"	"tv"	"series"	"on"	"the"	"popular"	"art"	"prove"	"again"	"that"	"give"	"jazz"	"ample"	"breathing_space"	"be"	"one"	"of"	"the"	"most"	"sensible"	"thing"	"a"	"producer"	"can"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"object"	"with"	"or"	"with_the"	"the_object"	"object_or"	"repeat_with_the"	"with_the_object"	"the_object_or"	"object_or_with"	"VB"	"IN"	"DT"	"JJ"	"NN"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"one"	"would"	"surmise"	"the"	"procedure"	"however"	"be"	"repeat"	"with"	"the"	"same"	"object"	"or"	"with"	"the"	"same"	"type"	"of"	"object"	"often"	"enough"	"so"	"that"	"the"	"corresponding"	"visual"	"blot"	"and"	"the"	"mere"	"beginning"	"of"	"the"	"tracing"	"movement"	"would"	"provide"	"clue"	"as_to"	"the"	"actual"	"shape"	"which"	"the"	"patient"	"then"	"immediately"	"could"	"determine"	"by"	"a"	"kind"	"of"	"inference"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"type"	"with"	"of"	"with_the"	"the_type"	"type_of"	"or_with_the"	"with_the_type"	"the_type_of"	"type_of_object"	"CC"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"one"	"would"	"surmise"	"the"	"procedure"	"however"	"could"	"be"	"with"	"the"	"same"	"object"	"or"	"with"	"the"	"same"	"type"	"of"	"object"	"often"	"enough"	"so"	"that"	"the"	"corresponding"	"visual"	"blot"	"and"	"the"	"mere"	"beginning"	"of"	"the"	"tracing"	"movement"	"would"	"provide"	"clue"	"as_to"	"the"	"actual"	"shape"	"which"	"the"	"patient"	"then"	"immediately"	"could"	"determine"	"by"	"a"	"kind"	"of"	"inference"	"0"	"0"	"0"	"0"	"0"	"0"	
