"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"
"4:02:00::"	","	","	"wasted"	"if"	"wasted_,"	",_,"	",_if"	"be_wasted_,"	"wasted_,_,"	",_,_if"	",_if_the"	"VB"	"JJ"	"ε"	"RB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all_of"	"this"	"be"	"wasted"	"of_course"	"if"	"the"	"performance"	"lack"	"authority"	"and"	"musical"	"distinction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"many"	"there"	"south"	"there_be"	"be_many"	"many_south"	"∅_there_be"	"there_be_many"	"be_many_south"	"many_south_;"	"ε"	"EX"	"VB"	"RB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"of_course"	"many"	"south"	"but"	"for"	"this"	"discussion"	"the"	"most"	"important"	"division"	"be"	"between"	"those"	"who"	"have"	"been"	"reconstruct"	"and"	"those"	"who"	"have"	"n't"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"."	"horrified"	"∅"	"horrified_,"	",_."	"._∅"	"be_horrified_,"	"horrified_,_."	",_._∅"	"._∅_∅"	"VB"	"JJ"	"ε"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"raise"	"his"	"hand"	"apologetically"	"and"	"you"	"be"	"horrified"	"of_course"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"be"	"an"	"be_,"	",_,"	",_an"	"election_be_,"	"be_,_,"	",_,_an"	",_an_important"	"NN"	"VB"	"ε"	"RB"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"be"	"of_course"	"an"	"important"	"event"	"in"	"the"	"preparation"	"for"	"rural"	"commune"	"election"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"had"	"proceed"	"had_,"	",_,"	",_proceed"	"preparation_had_,"	"had_,_,"	",_,_proceed"	",_proceed_under"	"NN"	"VBD"	"ε"	"RB"	"ε"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"bulk"	"of"	"preparation"	"had"	"of_course"	"proceed"	"under"	"the"	"supervision"	"of"	"the"	"group"	"whose"	"official"	"are"	"bar"	"from"	"party"	"activity"	"and"	"probably"	"generally"	"disinterested"	"in"	"party"	"politics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"is"	"to"	"is_,"	",_,"	",_to"	"it_is_,"	"is_,_,"	",_,_to"	",_to_work_on"	"PRP"	"VB"	"ε"	"RB"	"ε"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"of_course"	"to"	"work_on"	"extant"	"or"	"projected"	"building"	"where"	"either"	"architect"	"or"	"owner"	"will"	"explain"	"their"	"necessity"	"so_that"	"the"	"student"	"may"	"get"	"the"	"feel"	"of"	"real"	"interior_design"	"demand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"sleep"	"but"	"sleep_,"	",_,"	",_but"	"n't_sleep_,"	"sleep_,_,"	",_,_but"	",_but_they"	"RB"	"VB"	"ε"	"RB"	"ε"	"CC"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"were"	"sleep"	"of_course"	"but"	"they"	"think"	"they"	"were"	"do"	"him"	"a"	"favor"	"by"	"pretend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"today"	"be"	"today_,"	",_,"	",_be"	"of_today_,"	"today_,_,"	",_,_be"	",_be_a"	"IN"	"NN"	"ε"	"RB"	"ε"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"medical"	"device"	"of"	"today"	"of_course"	"be"	"a"	"far"	"more"	"sophisticated"	"operator"	"than"	"his"	"predecessor"	"of"	"yesteryear"	"the"	"gallus"	"snap"	"hawker"	"of"	"snake_oil"	"and"	"patent_medicine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"."	"important"	"∅"	"important_,"	",_."	"._∅"	"be_important_,"	"important_,_."	",_._∅"	"._∅_∅"	"VB"	"JJ"	"ε"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"economic"	"toll"	"that"	"the"	"quack"	"extracts"	"be"	"important"	"of_course"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"not"	"enough"	"not_,"	",_,"	",_enough"	"be_not_,"	"not_,_,"	",_,_enough"	",_enough_sample"	"VB"	"RB"	"ε"	"RB"	"ε"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dosage"	"in"	"the"	"three"	"level"	"of"	"the"	"vertical"	"be"	"f"	"this"	"be"	"not"	"of_course"	"enough"	"sample"	"to"	"give"	"a"	"satisfactory"	"description"	"of"	"the"	"vertical"	"diffusion"	"of"	"the"	"aerosol"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"be"	"highly"	"be_,"	",_,"	",_highly"	"agent_be_,"	"be_,_,"	",_,_highly"	",_highly_host"	"NN"	"VB"	"ε"	"RB"	"ε"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"biological"	"be"	"of_course"	"highly"	"host"	"specific"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"retailing"	"always"	"retailing_,"	",_,"	",_always"	"some_retailing_,"	"retailing_,_,"	",_,_always"	",_always_spread"	"DT"	"NN"	"ε"	"RB"	"ε"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"of_course"	"always"	"spread"	"with"	"the"	"population"	"grocery_store"	"drugstore"	"local"	"haberdashery"	"and"	"dress_shop"	"candy_store"	"and"	"the_like"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	","	"∅"	"nationalism"	"∅_∅"	"∅_,"	",_nationalism"	"∅_∅_∅"	"∅_∅_,"	"∅_,_nationalism"	",_nationalism_has"	"ε"	"ε"	"ε"	"RB"	"ε"	"NN"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nationalism"	"has"	"really"	"outlive"	"its"	"usefulness"	"in"	"a"	"country"	"as"	"world"	"oriented"	"as"	"ours"	"and"	"its"	"continued"	"existence"	"reflect"	"one"	"of"	"the"	"major"	"culture"	"lag"	"of"	"the"	"twentieth"	"century"	"united_states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"europe"	"must"	"-"	"be"	"-_europe"	"europe_must"	"must_be"	"great_power_-_europe"	"-_europe_must"	"europe_must_be"	"must_be_write_off"	"NN"	"ε"	"NN"	"RB"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"point_out"	"that"	"since"	"our"	"country"	"is"	"more"	"urbanized"	"than"	"the"	"soviet_union"	"red_china"	"it"	"be"	"the"	"most"	"vulnerable"	"of"	"the"	"great_power"	"europe"	"of_course"	"must"	"be"	"write_off"	"out_of_hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"person"	","	"∅"	"will"	"∅_person"	"person_,"	",_will"	"∅_∅_person"	"∅_person_,"	"person_,_will"	",_will_hold"	"ε"	"ε"	"NNP"	"RB"	"ε"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"will"	"hold"	"office"	"until"	"the"	"spring"	"of"	"when"	"person"	"term"	"would"	"have"	"come"	"to"	"an"	"end"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
