"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"
"3:00:00::"	"this"	"lie"	"at"	";"	"at_this"	"this_lie"	"lie_;"	"blush_at_this"	"at_this_lie"	"this_lie_;"	"lie_;_for"	"VB"	"IN"	"DT"	"JJ"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"my"	"mother"	"at"	"this"	"small"	"lie"	"for"	"she"	"know"	"and"	"we"	"know"	"that"	"it"	"be"	"cowardice"	"that"	"had"	"make"	"one"	"more"	"radish"	"that"	"night"	"just"	"too"	"impossible"	"a"	"strain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	","	"see"	"dim"	"see_a"	"a_,"	",_dim"	"audience_see_a"	"see_a_,"	"a_,_dim"	",_dim_figure"	"NN"	"VB"	"DT"	"JJ"	"ε"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"the"	"see"	"a"	"small"	"dim"	"figure"	"appear"	"at"	"the"	"edge"	"of"	"the"	"presidential"	"box"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"very"	"endothermic_reaction"	"a"	"at"	"a_very"	"very_endothermic_reaction"	"endothermic_reaction_at"	"show_a_very"	"a_very_endothermic_reaction"	"very_endothermic_reaction_at"	"endothermic_reaction_at_340"	"VB"	"DT"	"RB"	"JJ"	"NN"	"IN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"differential"	"thermal"	"show"	"a"	"very"	"small"	"endothermic_reaction"	"at"	"c"	"and"	"a"	"large"	"endothermic_reaction"	"at"	"c"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"and"	","	"dirty"	",_a"	"a_and"	"and_dirty"	"location_,_a"	",_a_and"	"a_and_dirty"	"and_dirty_stream"	"NNP"	"ε"	"DT"	"JJ"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"location"	"be"	"about"	"seventy-five"	"mile"	"west"	"of"	"location"	"near"	"location"	"border"	"and"	"on"	"the"	"location"	"a"	"small"	"and"	"dirty"	"stream"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"to"	"business"	"relate"	"management"	"relate_to"	"to_business"	"business_management"	"information_relate_to"	"relate_to_business"	"to_business_management"	"business_management_and"	"NN"	"VB"	"VB"	"JJ"	"NN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"sba"	"provide"	"guidance"	"and"	"advice"	"source"	"of"	"technical"	"information"	"relate"	"to"	"small"	"business"	"management"	"and"	"research"	"and"	"development"	"of"	"product"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"business_concern"	"''"	"within"	"''_of"	"of_business_concern"	"business_concern_within"	"know-how_''_of"	"''_of_business_concern"	"of_business_concern_within"	"business_concern_within_a"	"NN"	"ε"	"IN"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sba"	"offer"	"administrative_management_courses"	"which"	"are"	"design"	"to"	"improve"	"management"	"efficiency"	"and"	"know-how"	"of"	"small"	"business_concern"	"within"	"a"	"community"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"individual"	"business_concern"	"help"	"with"	"help_individual"	"individual_business_concern"	"business_concern_with"	"to_help_individual"	"help_individual_business_concern"	"individual_business_concern_with"	"business_concern_with_technical"	"TO"	"VB"	"JJ"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"production"	"specialist"	"in"	"sba"	"regional"	"be"	"available"	"to"	"help"	"individual"	"small"	"business_concern"	"with"	"technical"	"production"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"by"	"firm"	"exploitation"	"."	"exploitation_by"	"by_firm"	"firm_."	"for_exploitation_by"	"exploitation_by_firm"	"by_firm_."	"firm_._∅"	"IN"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sba"	"serve"	"also"	"as"	"a"	"clearing_house"	"for"	"information"	"product"	"and"	"process"	"particularly"	"adaptable"	"for"	"exploitation"	"by"	"small"	"firm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"individual"	"business_concern"	"help"	"with"	"help_individual"	"individual_business_concern"	"business_concern_with"	"to_help_individual"	"help_individual_business_concern"	"individual_business_concern_with"	"business_concern_with_technical"	"TO"	"VB"	"JJ"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"production"	"specialist"	"are_available"	"in"	"regional"	"office"	"to"	"help"	"individual"	"small"	"business_concern"	"with"	"technical"	"production"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"assist"	"business_concern"	"to"	"that"	"to_assist"	"assist_business_concern"	"business_concern_that"	"design_to_assist"	"to_assist_business_concern"	"assist_business_concern_that"	"business_concern_that_may"	"VB"	"TO"	"VB"	"JJ"	"NN"	"WDT"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"property"	"sale"	"assistance"	"is"	"design"	"to"	"assist"	"small"	"business_concern"	"that"	"may"	"wish"	"to"	"buy"	"property"	"offer"	"for"	"sale"	"by"	"the"	"federal_government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"that"	"business_concern"	"property"	"be"	"property_that"	"that_business_concern"	"business_concern_be"	"of_property_that"	"property_that_business_concern"	"that_business_concern_be"	"business_concern_be_most"	"IN"	"NN"	"IN"	"JJ"	"NN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sba"	"work"	"closely"	"with"	"the"	"principal"	"property"	"disposal"	"installation"	"of"	"the"	"in"	"review"	"proposed"	"sale"	"program"	"and"	"identify"	"those"	"type"	"of"	"property"	"that"	"small"	"business_concern"	"be"	"most"	"likely"	"to"	"be"	"interested"	"in"	"purchase"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"business_concern"	"facility"	"."	"facility_of"	"of_business_concern"	"business_concern_."	"productive_facility_of"	"facility_of_business_concern"	"of_business_concern_."	"business_concern_._∅"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"section"	"b"	"of"	"the"	"small_business_act"	"as"	"amend"	"authorize"	"the"	"sba"	"to"	"make"	"a"	"inventory"	"of"	"the"	"productive"	"facility"	"of"	"small"	"business_concern"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"individual"	"business_firm"	"to"	","	"to_individual"	"individual_business_firm"	"business_firm_,"	"loan_to_individual"	"to_individual_business_firm"	"individual_business_firm_,"	"business_firm_,_provide"	"NN"	"TO"	"JJ"	"JJ"	"NN"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sba"	"makes"	"to"	"individual"	"small"	"business_firm"	"provide"	"them"	"with"	"financing"	"when"	"it"	"be"	"not"	"available"	"through"	"private"	"lending"	"source"	"on"	"reasonable"	"term"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"to"	"manufacturer"	"made"	","	"made_to"	"to_manufacturer"	"manufacturer_,"	"be_made_to"	"made_to_manufacturer"	"to_manufacturer_,"	"manufacturer_,_small"	"VB"	"VB"	"TO"	"JJ"	"NN"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sba"	"loan"	"which"	"be"	"made"	"to"	"small"	"manufacturer"	"small"	"business"	"pool"	"wholesaler"	"retailer"	"service"	"establishment"	"and"	"small"	"business"	"when"	"financing"	"be"	"not"	"available"	"to"	"them"	"on"	"reasonable"	"term"	"be"	"to"	"finance"	"business"	"construction"	"conversion"	"or"	"expansion"	"the"	"purchase"	"of"	"equipment"	"facility"	"machinery"	"supply"	"or"	"material"	"or"	"to"	"supply"	"working_capital"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	","	"business"	"manufacturer"	"pool"	"manufacturer_,"	",_business"	"business_pool"	"small_manufacturer_,"	"manufacturer_,_business"	",_business_pool"	"business_pool_,"	"JJ"	"NN"	"ε"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sba"	"loan"	"which"	"may"	"be"	"to"	"small"	"manufacturer"	"small"	"business"	"pool"	"wholesaler"	"retailer"	"service"	"establishment"	"and"	"small"	"business"	"when"	"financing"	"be"	"not"	"available"	"to"	"them"	"on"	"reasonable"	"term"	"be"	"to"	"finance"	"business"	"construction"	"conversion"	"or"	"expansion"	"the"	"purchase"	"of"	"equipment"	"facility"	"machinery"	"supply"	"or"	"material"	"or"	"to"	"supply"	"working_capital"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"and"	"business"	"establishment"	"("	"establishment_and"	"and_business"	"business_("	"service_establishment_and"	"establishment_and_business"	"and_business_("	"business_(_when"	"NN"	"NN"	"CC"	"JJ"	"NN"	"ε"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sba"	"loan"	"which"	"may"	"be"	"made"	"to"	"small"	"manufacturer"	"small"	"pool"	"wholesaler"	"retailer"	"service"	"establishment"	"and"	"small"	"business"	"when"	"financing"	"be"	"not"	"available"	"to"	"them"	"on"	"reasonable"	"term"	"be"	"to"	"finance"	"business"	"construction"	"conversion"	"or"	"expansion"	"the"	"purchase"	"of"	"equipment"	"facility"	"machinery"	"supply"	"or"	"material"	"or"	"to"	"supply"	"working_capital"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"area"	"to"	"."	"to_a"	"a_area"	"area_."	"limit_to_a"	"to_a_area"	"a_area_."	"area_._∅"	"VB"	"TO"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"possible"	"especially"	"large"	"anaconda"	"prove"	"to"	"belong_to"	"subspecies"	"limit"	"to"	"a"	"small"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"flower"	"large_number"	"."	"large_number_of"	"of_flower"	"flower_."	"a_large_number_of"	"large_number_of_flower"	"of_flower_."	"flower_._∅"	"DT"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"male"	"willow"	"catkin"	"composed"	"of"	"a"	"large_number"	"of"	"small"	"flower"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	","	"at"	"perfectly"	"at_the"	"the_,"	",_perfectly"	"alone_at_the"	"at_the_,"	"the_,_perfectly"	",_perfectly_appointed"	"JJ"	"IN"	"DT"	"JJ"	"ε"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"at"	"the"	"small"	"perfectly"	"appointed"	"table"	"by"	"the"	"window"	"look_out_over"	"the"	"river"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"clump"	"to"	"of"	"to_a"	"a_clump"	"clump_of"	"point_to_a"	"to_a_clump"	"a_clump_of"	"clump_of_blackness"	"VB"	"VB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"come_up"	"take"	"that"	"spot"	"over"	"there"	"whisper"	"point"	"to"	"a"	"small"	"clump"	"of"	"blackness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"negative"	"give"	"pressure"	"give_the"	"the_negative"	"negative_pressure"	"which_give_the"	"give_the_negative"	"the_negative_pressure"	"negative_pressure_be"	"WDT"	"VB"	"DT"	"JJ"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"two"	"which"	"give"	"the"	"small"	"negative"	"pressure"	"be"	"polybutene"	"with"	"molecular_weight"	"which"	"were"	"state"	"to"	"be"	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"fraction"	"worth"	"of"	"worth_a"	"a_fraction"	"fraction_of"	"chloride_worth_a"	"worth_a_fraction"	"a_fraction_of"	"fraction_of_a"	"NN"	"NN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"some"	"time"	"ago"	"person"	"age"	"a"	"diabetic"	"since"	"he"	"be"	"six"	"stop"	"use"	"insulin"	"because"	"he"	"had"	"buy"	"a"	"magic"	"spike"	"a"	"glass"	"tube"	"about"	"the"	"size"	"of"	"a"	"pencil"	"fill"	"with"	"chloride"	"worth"	"a"	"small"	"fraction"	"of"	"a"	"cent"	"sell"	"by"	"the"	"group"	"of"	"location"	"for"	"as"	"a"	"cure-all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"particle"	"property"	","	"property_of"	"of_particle"	"particle_,"	"certain_property_of"	"property_of_particle"	"of_particle_,"	"particle_,_in_addition_to"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"ε"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"certain"	"of"	"small"	"particle"	"in_addition_to"	"those"	"already"	"mention"	"in_connection_with"	"penetration"	"of"	"the"	"respiratory_tract"	"be"	"noteworthy"	"in"	"defense"	"consideration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
