"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"
"1:08:00::"	"the"	"."	"between"	"∅"	"between_the"	"the_."	"._∅"	"directly_between_the"	"between_the_."	"the_._∅"	"._∅_∅"	"RB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"under"	"the"	"tree"	"there"	"be"	"a"	"dead"	"redcoat"	"a"	"young"	"boy"	"with"	"a"	"pasty"	"white"	"skin"	"and"	"face"	"full"	"of"	"pimple"	"who"	"had"	"take"	"a"	"rifle_ball"	"directly"	"between"	"the"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"with"	"closed"	"and"	"she"	"and_with"	"with_closed"	"closed_she"	"gown_and_with"	"and_with_closed"	"with_closed_she"	"closed_she_slowly"	"NN"	"CC"	"IN"	"NN"	"JJ"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"pick_up"	"the"	"hem"	"her"	"gown"	"and"	"with"	"eye"	"closed"	"she"	"slowly"	"begin"	"to"	"dance"	"a"	"stately"	"minuet"	"around"	"the"	"ballroom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"on"	"keep"	"the"	"keep_his"	"his_on"	"on_the"	",_keep_his"	"keep_his_on"	"his_on_the"	"on_the_ring"	"ε"	"VB"	"PRP$"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"morning"	"hawk"	"hungry"	"for"	"any"	"eatable"	"digestible"	"item"	"keep"	"his"	"eye"	"on"	"the"	"ring"	"of"	"anchor"	"ship"	"that"	"lie"	"off"	"the"	"shore"	"in"	"the"	"bay"	"sheltered"	"by"	"the"	"new_jersey"	"inlet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"'s"	","	"person"	"they"	"person_'s"	"'s_,"	",_they"	"in_person_'s"	"person_'s_,"	"'s_,_they"	",_they_be"	"IN"	"NNP"	"POS"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"in"	"eye"	"they"	"be"	"nothing"	"but"	"location"	"farmer"	"he"	"have"	"as"	"much"	"to"	"learn"	"about"	"them"	"as"	"they"	"have"	"to"	"learn"	"about"	"the"	"way"	"of"	"truly"	"rural"	"living"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"blue"	"and"	"sparkling"	"a"	"sparkling_blue"	"blue_and"	"and_a"	"with_sparkling_blue"	"sparkling_blue_and"	"blue_and_a"	"and_a_cheerful"	"IN"	"JJ"	"JJ"	"NN"	"CC"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sparrow"	"size"	"person"	"sparkling"	"blue"	"eye"	"and"	"a"	"cheerful"	"smile"	"make"	"a"	"suitably"	"perky"	"person"	"while"	"person"	"as"	"the"	"real"	"aunt"	"be"	"monumental"	"in"	"the"	"very"	"best"	"gibson_girl"	"manner"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"is"	","	"puzzle"	",_the"	"the_is"	"is_puzzle"	"deceive_,_the"	",_the_is"	"the_is_puzzle"	"is_puzzle_;"	"VB"	"ε"	"DT"	"NN"	"VBZ"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rather"	"than"	"deceive"	"the"	"eye"	"is"	"puzzle"	"instead"	"of"	"see"	"object"	"in"	"space"	"it"	"see"	"nothing"	"more"	"than"	"a"	"picture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	","	"him"	"testily"	"up_and_down"	"testily_,"	",_him"	"him_up_and_down"	",_testily_,"	"testily_,_him"	",_him_up_and_down"	"him_up_and_down_."	"ε"	"RB"	"ε"	"VB"	"PRP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yehhh"	"say"	"person"	"testily"	"him"	"up_and_down"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"glue"	"with"	"to"	"with_his"	"his_glue"	"glue_to"	"there_with_his"	"with_his_glue"	"his_glue_to"	"glue_to_location"	"RB"	"IN"	"PRP$"	"NN"	"VB"	"TO"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"seem"	"to"	"be"	"a"	"contemptuous"	"purpose"	"the"	"way"	"he"	"sit"	"there"	"with"	"his"	"eye"	"glue"	"to"	"location"	"and"	"his"	"back"	"in_opposition"	"to"	"the"	"church"	"behind"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"open"	"and"	"wide"	"and_his"	"his_open"	"open_wide"	",_and_his"	"and_his_open"	"his_open_wide"	"open_wide_and"	"ε"	"CC"	"PRP$"	"NN"	"VB"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"suddenly"	"he"	"was"	"interrupt"	"in"	"his"	"daydream"	"by"	"warm"	"wetness"	"lap"	"against"	"his"	"chin"	"and"	"his"	"eye"	"open"	"wide"	"and"	"long"	"at"	"the"	"sight"	"of"	"a"	"goat"	"claret"	"tongue"	"feast"	"against"	"the"	"salt"	"taste"	"of"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"be"	"∅"	"old"	"∅_his"	"his_be"	"be_old"	"∅_∅_his"	"∅_his_be"	"his_be_old"	"be_old_and"	"ε"	"ε"	"PRP$"	"NN"	"VB"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"eye"	"be"	"old"	"and"	"they"	"never"	"see"	"well"	"but"	"heat"	"with"	"whisky"	"they"	"glare"	"at"	"my"	"noise"	"grow"	"red"	"and"	"raise_up"	"his"	"rage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"blue"	"."	"pale"	"∅"	"pale_blue"	"blue_."	"._∅"	"his_pale_blue"	"pale_blue_."	"blue_._∅"	"._∅_∅"	"PRP$"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"stop"	"pace"	"to"	"stare"	"person"	"with"	"his"	"pale"	"blue"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"own"	"as"	"his"	"he"	"his_own"	"own_as"	"as_he"	"to_his_own"	"his_own_as"	"own_as_he"	"as_he_stand"	"TO"	"PRP$"	"JJ"	"NN"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"feel"	"sorry_for"	"person"	"he"	"had_a_time"	"keep"	"tears"	"from"	"well"	"to"	"his"	"own"	"eye"	"as"	"he"	"stand"	"in"	"the"	"crowd"	"in"	"the"	"observation_dome"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"her"	"out"	"scratch"	"''"	"scratch_her"	"her_out"	"out_''"	"could_scratch_her"	"scratch_her_out"	"her_out_''"	"out_''_,"	"MD"	"VB"	"PRP$"	"NN"	"IN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"could"	"her"	"eye"	"out"	"person"	"cry"	"and"	"stamp"	"her"	"foot"	"when"	"i"	"come_back"	"from"	"the"	"phone_booth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"how"	"in"	"happy"	"in_his"	"his_how"	"how_happy"	"tears_in_his"	"in_his_how"	"his_how_happy"	"how_happy_he"	"NN"	"IN"	"PRP$"	"NN"	"WRB"	"JJ"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"take_out"	"person"	"and"	"me"	"out"	"to"	"dinner"	"at"	"swell"	"steakhouse"	"and"	"tell"	"us"	"with"	"tears"	"in"	"his"	"eye"	"how"	"happy"	"he"	"be"	"we"	"had"	"come"	"together"	"again"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"the"	"is"	","	"recognize"	",_the"	"the_is"	"is_recognize"	"psychophysiology_,_the"	",_the_is"	"the_is_recognize"	"is_recognize_as"	"NN"	"ε"	"DT"	"NN"	"VBZ"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"in"	"the"	"theory"	"of"	"establish"	"in"	"psychophysiology"	"the"	"eye"	"is"	"recognize"	"as"	"an"	"integral"	"part"	"of"	"the"	"brain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"dull"	","	"."	",_his"	"his_dull"	"dull_."	"opened_,_his"	",_his_dull"	"his_dull_."	"dull_._∅"	"JJ"	"ε"	"PRP$"	"NN"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"look"	"at"	"the"	"child"	"mouth"	"slightly"	"opened"	"his"	"eye"	"dull"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"merry"	"."	"but"	"∅"	"but_merry"	"merry_."	"._∅"	"old_but_merry"	"but_merry_."	"merry_._∅"	"._∅_∅"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"smile"	"at"	"him"	"infinitely"	"old"	"but"	"merry"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"afflicted"	"."	"the"	"∅"	"the_afflicted"	"afflicted_."	"._∅"	"of_the_afflicted"	"the_afflicted_."	"afflicted_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"the"	"second"	"day"	"person"	"begin"	"to"	"worry"	"and"	"by"	"the"	"second"	"night"	"he"	"in"	"a"	"state"	"of"	"panic"	"he"	"could"	"see"	"nothing"	"out"	"of"	"the"	"afflicted"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"the"	"."	"out"	"∅"	"out_the"	"the_."	"._∅"	"wash_out_the"	"out_the_."	"the_._∅"	"._∅_∅"	"VB"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"surgeon"	"come_back"	"at"	"dusk"	"cut"	"the"	"vein"	"a"	"second"	"pigeon"	"again"	"wash"	"out"	"the"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"deep-set"	","	"and"	"got_to_his_feet"	"and_deep-set"	"deep-set_,"	",_got_to_his_feet"	"cheek_and_deep-set"	"and_deep-set_,"	"deep-set_,_got_to_his_feet"	",_got_to_his_feet_."	"NN"	"CC"	"JJ"	"NN"	"ε"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"a"	"tall"	"man"	"sunken"	"cheek"	"and"	"deep-set"	"eye"	"got_to_his_feet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"and"	"close"	"see"	"close_his"	"his_and"	"and_see"	"person_close_his"	"close_his_and"	"his_and_see"	"and_see_once_again"	"NNP"	"VB"	"PRP$"	"NN"	"CC"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"his"	"eye"	"and"	"see"	"once_again"	"the"	"little"	"niche"	"in"	"his"	"mother"	"bedroom"	"where"	"she"	"had"	"kneel"	"to"	"tell"	"the"	"good"	"person"	"of"	"her"	"need"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"as"	"behind"	"he"	"behind_his"	"his_as"	"as_he"	"burn_behind_his"	"behind_his_as"	"his_as_he"	"as_he_pray"	"VB"	"IN"	"PRP$"	"NN"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tears"	"behind"	"his"	"eye"	"as"	"he"	"pray"	"and"	"meditate"	"tonight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"her"	"down"	"bring"	"to"	"bring_her"	"her_down"	"down_to"	"and_bring_her"	"bring_her_down"	"her_down_to"	"down_to_the"	"CC"	"VB"	"PRP$"	"NN"	"RB"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"um"	"say"	"the"	"old"	"lady"	"bring"	"her"	"eye"	"down"	"to"	"the"	"tray"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"her"	"roam"	","	"the"	",_her"	"her_roam"	"roam_the"	"back_,_her"	",_her_roam"	"her_roam_the"	"roam_the_tray"	"RB"	"ε"	"PRP$"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"step"	"her"	"eye"	"roam"	"the"	"tray"	"for"	"omission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"her"	"rest"	","	"nearly"	",_her"	"her_rest"	"rest_nearly"	"figure_,_her"	",_her_rest"	"her_rest_nearly"	"rest_nearly_close"	"NN"	"ε"	"PRP$"	"NN"	"VB"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"lift"	"her"	"head"	"and"	"the"	"retreating"	"figure"	"her"	"eye"	"rest"	"nearly"	"close"	"on"	"the"	"unselfconscious"	"rise"	"and"	"fall"	"of"	"the"	"rounded"	"hip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"on"	","	"the"	",_his"	"his_on"	"on_the"	"add_,_his"	",_his_on"	"his_on_the"	"on_the_road"	"VB"	"ε"	"PRP$"	"NN"	"NN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"imagine"	"the"	"old"	"girl"	"have"	"n't"	"miss"	"much"	"location"	"add"	"his"	"eye"	"on"	"the"	"road"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
