"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"2:38:03::"	"to"	"left"	"start"	"off"	"start_to"	"to_left"	"left_off"	"had_start_to"	"start_to_left"	"to_left_off"	"left_off_greenville_avenue"	"VBD"	"VB"	"TO"	"VB"	"JJ"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._giorgio"	"start"	"to"	"turn"	"left"	"off"	"greenville_avenue"	"onto"	"cherry_hill_road"	"when"	"his"	"car"	"was_struck_by"	"the"	"pezza"	"car"	"police"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"slowly"	"ask"	"."	"ask_,"	",_slowly"	"slowly_."	"she_ask_,"	"ask_,_slowly"	",_slowly_."	"slowly_._∅"	"PRP"	"VB"	"ε"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"me"	"she"	"ask"	"slowly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"suddenly"	"ask"	"."	"ask_,"	",_suddenly"	"suddenly_."	"she_ask_,"	"ask_,_suddenly"	",_suddenly_."	"suddenly_._∅"	"PRP"	"VB"	"ε"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"be"	"this"	"she"	"turn"	"suddenly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"could"	"from"	"she"	"herself"	"she_could"	"could_from"	"from_herself"	"that_she_could"	"she_could_from"	"could_from_herself"	"from_herself_and"	"IN"	"PRP"	"MD"	"VB"	"IN"	"PRP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"i"	"could"	"he"	"say"	"surprise"	"she"	"could"	"turn"	"from"	"herself"	"and"	"notice"	"anything"	"about"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"on"	"say"	"the"	"say_,"	",_on"	"on_the"	"she_say_,"	"say_,_on"	",_on_the"	"on_the_stair"	"PRP"	"VB"	"ε"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"find"	"it"	"necessary"	"person"	"go_ahead"	"say"	"turn"	"on"	"the"	"stair"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:25:00::"	"right_angle"	"."	"one"	"∅"	"one_right_angle"	"right_angle_."	"._∅"	"at_least_one_right_angle"	"one_right_angle_."	"right_angle_._∅"	"._∅_∅"	"RB"	"JJ"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"entrance"	"must"	"at_least"	"one"	"right_angle"	"turn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"it"	"dipper"	"over_and_over"	"dipper_,"	",_it"	"it_over_and_over"	"the_dipper_,"	"dipper_,_it"	",_it_over_and_over"	"it_over_and_over_in"	"DT"	"NN"	"ε"	"VB"	"PRP"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"stare"	"the"	"dipper"	"turn"	"it"	"over_and_over"	"in"	"his"	"wide"	"calloused"	"hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	"world"	"black"	"their"	"."	"their_world"	"world_black"	"black_."	"∅_their_world"	"their_world_black"	"world_black_."	"black_._∅"	"ε"	"PRP$"	"NN"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"world"	"turn"	"black"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"without"	"her"	"say"	"head"	"say_without"	"without_her"	"her_head"	"she_say_without"	"say_without_her"	"without_her_head"	"her_head_,"	"PRP"	"VB"	"IN"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"without"	"turn"	"her"	"head"	"after"	"that"	"rain"	"beat"	"in"	"atop"	"the"	"dust"	"there"	"be"	"n't"	"a"	"thing"	"that"	"won"	"n't"	"be"	"streaked"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:02::"	"degree"	"."	"hundred-and-eighty"	"∅"	"hundred-and-eighty_degree"	"degree_."	"._∅"	"perform_hundred-and-eighty_degree"	"hundred-and-eighty_degree_."	"degree_._∅"	"._∅_∅"	"VB"	"JJ"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"valley"	"be"	"only"	"a_few"	"hundred"	"yard"	"wide"	"just_about"	"room"	"enough"	"for"	"a"	"properly"	"perform"	"hundred-and-eighty"	"degree"	"turn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"his"	"."	"tighten"	"∅"	"tighten_his"	"his_."	"._∅"	"he_tighten_his"	"tighten_his_."	"his_._∅"	"._∅_∅"	"PRP"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"his"	"turn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"and"	"∅"	"leave"	"∅_person"	"person_and"	"and_leave"	"∅_∅_person"	"∅_person_and"	"person_and_leave"	"and_leave_the"	"ε"	"ε"	"NNP"	"VB"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"turn"	"and"	"leave"	"the"	"room"	"hear"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:04::"	"in"	"a"	"first_step"	"country"	"first_step_in"	"in_a"	"a_country"	"the_first_step_in"	"first_step_in_a"	"in_a_country"	"a_country_toward"	"DT"	"NN"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"soviets"	"understand"	"moreover"	"the"	"first_step"	"in"	"turn"	"a"	"country"	"toward"	"communism"	"be"	"to"	"turn"	"it"	"against"	"the"	"west"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"it"	"be"	"against"	"be_to"	"to_it"	"it_against"	"communism_be_to"	"be_to_it"	"to_it_against"	"it_against_the"	"NN"	"VB"	"TO"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"soviets"	"understand"	"moreover"	"that"	"the"	"first_step"	"in"	"a"	"country"	"toward"	"communism"	"be"	"to"	"turn"	"it"	"against"	"the"	"west"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"to"	"cellar"	"stare"	"cellar_and"	"and_to"	"to_stare"	"the_cellar_and"	"cellar_and_to"	"and_to_stare"	"to_stare_at"	"DT"	"NN"	"CC"	"VB"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"pile"	"everything"	"neatly"	"in"	"corner"	"of"	"the"	"cellar"	"and"	"turn"	"to"	"stare"	"at"	"the"	"blank"	"stone"	"wall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"he"	"his"	"∅"	"attention"	"∅_he"	"he_his"	"his_attention"	"∅_∅_he"	"∅_he_his"	"he_his_attention"	"his_attention_to"	"ε"	"ε"	"PRP"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"turn"	"his"	"attention"	"to"	"the"	"workbench"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"from"	"fantastic"	"the"	"fantastic_to"	"to_from"	"from_the"	"was_fantastic_to"	"fantastic_to_from"	"to_from_the"	"from_the_seven"	"VBD"	"JJ"	"TO"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"fantastic"	"to"	"turn"	"from"	"the"	"seven"	"man"	"in"	"shackle"	"to"	"the"	"wardroom"	"where"	"a"	"class"	"of"	"apprentice"	"await"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:25:00::"	"elbow"	"in"	"next"	"the"	"next_elbow"	"elbow_in"	"in_the"	"the_next_elbow"	"next_elbow_in"	"elbow_in_the"	"in_the_draw"	"DT"	"JJ"	"NN"	"NN"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"dash"	"madly"	"the"	"next"	"elbow"	"turn"	"in"	"the"	"draw"	"and"	"make_it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:08::"	"and"	"them"	"mount"	"into"	"mount_and"	"and_them"	"them_into"	"their_mount_and"	"mount_and_them"	"and_them_into"	"them_into_the"	"PRP$"	"NN"	"CC"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"rest"	"of"	"the"	"offsaddle"	"their"	"mount"	"and"	"turn"	"them"	"into"	"the"	"remuda"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"to"	","	"the"	",_person"	"person_to"	"to_the"	"resignedly_,_person"	",_person_to"	"person_to_the"	"to_the_back"	"RB"	"ε"	"NNP"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"resignedly"	"turn"	"to"	"the"	"back"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"men"	"the"	"frightened"	"ship"	"frightened_men"	"men_the"	"the_ship"	"his_frightened_men"	"frightened_men_the"	"men_the_ship"	"the_ship_back"	"PRP$"	"JJ"	"NN"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"in"	"the"	"little"	"discovery"	"that"	"person"	"now"	"command"	"had"	"sail"	"mile"	"up"	"strait"	"before"	"his"	"frightened"	"men"	"turn"	"the"	"ship"	"back"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"then"	"westward"	","	"."	",_then"	"then_westward"	"westward_."	"great_britain_,_then"	",_then_westward"	"then_westward_."	"westward_._∅"	"NN"	"ε"	"RB"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"the"	"first"	"three"	"week"	"the"	"ship"	"skirt"	"the"	"east"	"coast"	"of"	"great_britain"	"then"	"turn"	"westward"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"south"	"force"	"into"	"force_to"	"to_south"	"south_into"	"was_force_to"	"force_to_south"	"to_south_into"	"south_into_what"	"VBD"	"VB"	"TO"	"VB"	"RB"	"IN"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"berg"	"grow"	"person"	"was"	"force"	"to"	"turn"	"south"	"into"	"what"	"be"	"now"	"location"	"an"	"inlet"	"of"	"the"	"great"	"strait"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"."	"∅"	"∅"	"∅_person"	"person_."	"._∅"	"∅_∅_person"	"∅_person_."	"person_._∅"	"._∅_∅"	"ε"	"ε"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"turn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"."	"∅"	"∅"	"∅_person"	"person_."	"._∅"	"∅_∅_person"	"∅_person_."	"person_._∅"	"._∅_∅"	"ε"	"ε"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"turn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"right"	"intersection"	","	"intersection_,"	",_right"	"right_,"	"an_intersection_,"	"intersection_,_right"	",_right_,"	"right_,_chuff"	"DT"	"NN"	"ε"	"VB"	"RB"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"were"	"come"	"an"	"intersection"	"turn"	"right"	"chuff"	"to"	"a"	"stop"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"spade"	"clod"	"a"	"of"	"a_spade"	"spade_clod"	"clod_of"	"like_a_spade"	"a_spade_clod"	"spade_clod_of"	"clod_of_earth"	"IN"	"DT"	"NN"	"VB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"nine"	"o'clock"	"in"	"the"	"morning"	"hour"	"which"	"like"	"a"	"spade"	"turn"	"clod"	"of"	"earth"	"expose"	"to"	"the"	"day"	"a"	"myriad"	"of"	"busy"	"creature"	"that"	"had"	"lie_dormant"	"in"	"the"	"quiet"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"from"	"∅"	"the"	"∅_person"	"person_from"	"from_the"	"∅_∅_person"	"∅_person_from"	"person_from_the"	"from_the_window"	"ε"	"ε"	"NNP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"turn"	"from"	"the"	"window"	"drapery"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"girl"	"startled"	"person"	"to"	"person_girl"	"girl_startled"	"startled_to"	"young_person_girl"	"person_girl_startled"	"girl_startled_to"	"startled_to_meet"	"JJ"	"NNP"	"NN"	"VB"	"JJ"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"second"	"scene"	"flash"	"before"	"his"	"mind"	"the"	"interior"	"of"	"garage"	"at"	"the"	"new"	"house"	"and"	"the"	"young"	"person"	"girl"	"turn"	"startled"	"to"	"meet"	"him"	"the"	"dim"	"dark"	"and"	"the"	"sudden"	"confusion"	"and"	"fear"	"and"	"then"	"the"	"brightness"	"as"	"person"	"had"	"click"	"on"	"the"	"light"	
"1:25:00::"	"first"	"of"	"the"	"the"	"the_first"	"first_of"	"of_the"	"∅_the_first"	"the_first_of"	"first_of_the"	"of_the_spiral"	"ε"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"turn"	"of"	"the"	"spiral"	"be"	"the"	"primeval"	"history"	"of"	"humanity"	"in"	"adam"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:01::"	"and"	"of"	"twist"	"his"	"twist_and"	"and_of"	"of_his"	"crazy_twist_and"	"twist_and_of"	"and_of_his"	"of_his_emotion"	"JJ"	"NN"	"CC"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"now"	"crazy"	"twist"	"and"	"turn"	"of"	"his"	"emotion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:04::"	"to"	"you"	"enough"	"inside_out"	"enough_to"	"to_you"	"you_inside_out"	"know_enough_to"	"enough_to_you"	"to_you_inside_out"	"you_inside_out_,"	"VB"	"RB"	"TO"	"VB"	"PRP"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"i"	"guess"	"i"	"enough"	"to"	"turn"	"you"	"inside_out"	"you"	"sockdologizing"	"old"	"mantrap"	"say"	"person"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:01::"	"and"	"that"	"twist"	"cannot"	"twist_and"	"and_that"	"that_cannot"	"and_twist_and"	"twist_and_that"	"and_that_cannot"	"that_cannot_be"	"CC"	"NN"	"CC"	"NN"	"WDT"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"in"	"the"	"new"	"king_of_kings"	"the"	"involve"	"intrigue"	"and"	"twist"	"and"	"turn"	"that"	"cannot"	"be"	"trace"	"to"	"the"	"gospels"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:06::"	"also"	"his"	"person"	"men"	"person_also"	"also_his"	"his_men"	"but_person_also"	"person_also_his"	"also_his_men"	"his_men_loose"	"CC"	"NNP"	"RB"	"VB"	"PRP$"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"statistic"	"hardly"	"indicate"	"that"	"the"	"group"	"extra"	"bat"	"practice"	"but"	"person"	"also"	"turn"	"his"	"men"	"loose"	"at"	"location"	"yesterday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"mind"	"the"	"his"	"globe"	"his_mind"	"mind_the"	"the_globe"	"∅_his_mind"	"his_mind_the"	"mind_the_globe"	"the_globe_swiftly"	"ε"	"PRP$"	"NN"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mind"	"turn"	"the"	"globe"	"swiftly"	"for"	"him"	"and"	"he"	"visualize"	"africa"	"which"	"use"	"swahili"	"south"	"of"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
