"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"2:30:00::"	"also"	"two"	"has"	"models"	"has_also"	"also_two"	"two_models"	"high_standard_has_also"	"has_also_two"	"also_two_models"	"two_models_to"	"NNP"	"VBZ"	"RB"	"VB"	"CD"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"high_standard"	"also"	"add"	"two"	"models"	"to"	"its"	"line"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"∅"	"enough"	"∅"	"warmed"	"∅_∅"	"∅_enough"	"enough_warmed"	"∅_∅_∅"	"∅_∅_enough"	"∅_enough_warmed"	"enough_warmed_cream"	"ε"	"ε"	"ε"	"VB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"enough"	"warmed"	"cream"	"seasoned"	"to"	"taste"	"with"	"onion"	"juice"	"to"	"about"	"half"	"cover"	"the"	"chicken_breasts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"he"	"that"	","	"the"	",_he"	"he_that"	"that_the"	"distasteful_,_he"	",_he_that"	"he_that_the"	"that_the_vital"	"JJ"	"ε"	"PRP"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"he"	"point_out"	"that"	"mandatory"	"legislation"	"home_rule"	"be"	"basically"	"distasteful"	"he"	"add"	"that"	"the"	"vital"	"interest"	"in"	"election"	"results"	"transcend"	"county_lines"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"mrs._sims"	"''"	"."	"''_,"	",_mrs._sims"	"mrs._sims_."	"evening_''_,"	"''_,_mrs._sims"	",_mrs._sims_."	"mrs._sims_._∅"	"NN"	"ε"	"ε"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"house"	"in"	"the"	"new"	"mccormick_place"	"theater"	"this"	"should"	"to"	"be"	"an"	"exciting"	"evening"	"add"	"mrs._sims"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"cowboys"	"a"	"present-day"	"colorful"	"present-day_cowboys"	"cowboys_a"	"a_colorful"	"where_present-day_cowboys"	"present-day_cowboys_a"	"cowboys_a_colorful"	"a_colorful_human"	"WRB"	"JJ"	"NNS"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mementoes"	"of"	"the"	"old_west"	"recall"	"the"	"days"	"of"	"in"	"dodge_city"	"nebraska"	"where"	"present-day"	"cowboys"	"add"	"a"	"colorful"	"human"	"interest"	"note"	"to"	"your"	"vacation"	"shooting"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"will"	"an"	"scenes"	"exciting"	"scenes_will"	"will_an"	"an_exciting"	"night_scenes_will"	"scenes_will_an"	"will_an_exciting"	"an_exciting_touch"	"NN"	"NNS"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"night"	"will"	"add"	"an"	"exciting"	"touch"	"to"	"your"	"vacation"	"travelogue"	"and"	"what"	"better"	"place"	"to"	"take"	"them"	"then"	"along"	"chicago"	"lake_shore_drive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"hemphill"	","	","	"bids"	",_hemphill"	"hemphill_,"	",_bids"	"but_,_hemphill"	",_hemphill_,"	"hemphill_,_bids"	",_bids_from"	"CC"	"ε"	"NNP"	"VB"	"ε"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"add"	"bids"	"from"	"contractors"	"range"	"from"	"to"	"per"	"joint"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"he"	","	","	"be"	",_he"	"he_,"	",_be"	"problem_,_he"	",_he_,"	"he_,_be"	",_be_set_up"	"NN"	"ε"	"PRP"	"VB"	"ε"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"biggest"	"organizational"	"he"	"add"	"be"	"set_up"	"cdc"	"units"	"in"	"rock-ribbed"	"democratic"	"territory"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"one"	"like"	"more"	"like_to"	"to_one"	"one_more"	"would_like_to"	"like_to_one"	"to_one_more"	"one_more_practical"	"VB"	"VB"	"TO"	"VB"	"CD"	"JJR"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"like"	"to"	"add"	"one"	"more"	"practical"	"reform"	"to"	"those"	"mention"	"by"	"russell_kirk"	"dec."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"cooling"	"plan"	"later"	"plan_to"	"to_cooling"	"cooling_later"	"you_plan_to"	"plan_to_cooling"	"to_cooling_later"	"cooling_later_to"	"PRP"	"VB"	"TO"	"VB"	"NN"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"plan"	"to"	"add"	"cooling"	"later"	"to"	"your"	"heating_system"	"there"	"be"	"things"	"to"	"watch"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"one"	"does"	"in"	"does_to"	"to_one"	"one_in"	"it_does_to"	"does_to_one"	"to_one_in"	"one_in_winter"	"PRP"	"VBZ"	"TO"	"VB"	"CD"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"cost"	"two"	"to"	"three_times"	"as"	"much"	"to"	"a"	"btu"	"in"	"summer"	"as"	"it"	"does"	"to"	"add"	"one"	"in"	"winter"	"so"	"every"	"solitary"	"btu"	"be"	"worth"	"attention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"has"	"some"	"al"	"sidemen"	"al_has"	"has_some"	"some_sidemen"	"∅_al_has"	"al_has_some"	"has_some_sidemen"	"some_sidemen_to"	"ε"	"NNP"	"VBZ"	"VB"	"DT"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"has"	"add"	"some"	"sidemen"	"to"	"the"	"act"	"which"	"make_for"	"a"	"smoother"	"operation"	"but"	"it"	"substantially"	"the"	"same"	"format"	"hear"	"last"	"spring"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"to"	"seem"	"the"	"seem_to"	"to_to"	"to_the"	",_seem_to"	"seem_to_to"	"to_to_the"	"to_the_uncertainty"	"ε"	"VB"	"TO"	"VB"	"TO"	"DT"	"NN"	"laws"	"of"	"the"	"various"	"states"	"in_general"	"specify"	"the"	"situs"	"of"	"property"	"i."	"e."	"residence"	"or"	"domicile"	"of"	"the"	"owner"	"or"	"location"	"of"	"the"	"property"	"the"	"exceptions"	"regard"	"boats"	"airplanes"	"mobile_homes"	"etc."	"seem"	"to"	"add"	"to"	"uncertainty"	"of"	"the"	"proper"	"origination"	"point"	"for"	"assessment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"fever"	"``"	"to"	"``_and"	"and_fever"	"fever_to"	"∅_``_and"	"``_and_fever"	"and_fever_to"	"fever_to_our"	"ε"	"ε"	"CC"	"VB"	"NN"	"TO"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"add"	"fever"	"to"	"our"	"trouble"	"she"	"scoff"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and_then"	"another"	"sight"	"."	"sight_and_then"	"and_then_another"	"another_."	"circular_sight_and_then"	"sight_and_then_another"	"and_then_another_."	"another_._∅"	"JJ"	"NN"	"RB"	"VB"	"DT"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"take"	"a"	"lead"	"on"	"the"	"enemy"	"use"	"a"	"distance"	"five"	"of"	"the"	"radius"	"in"	"his"	"circular"	"sight"	"and_then"	"add"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"i"	"a"	"may"	"caution"	"may_i"	"i_a"	"a_caution"	"∅_may_i"	"may_i_a"	"i_a_caution"	"a_caution_on"	"ε"	"NNP"	"PRP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"add"	"a"	"caution"	"on"	"this"	"particular"	"point"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"person"	","	"and"	"``"	"and_person"	"person_,"	",_``"	"∅_and_person"	"and_person_,"	"person_,_``"	",_``_so"	"ε"	"CC"	"NNP"	"VB"	"ε"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"add"	"so"	"be"	"i"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"is"	"to"	"drug"	"either"	"drug_is"	"is_to"	"to_either"	"∅_drug_is"	"drug_is_to"	"is_to_either"	"to_either_a"	"ε"	"NN"	"VBZ"	"VB"	"TO"	"DT"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"is"	"add"	"to"	"either"	"a"	"protein"	"or"	"mineral"	"supplement"	"for"	"a"	"period"	"of"	"or"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"and"	","	","	"``"	",_and"	"and_,"	",_``"	"say_,_and"	",_and_,"	"and_,_``"	",_``_person"	"VB"	"ε"	"CC"	"VB"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"be"	"honest_as_the_day"	"person"	"and"	"add"	"person"	"i"	"can"	"say"	"this"	"to"	"you"	"person"	"be"	"a_little"	"too"	"honest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"eventually"	"and"	"be"	"integrate"	"be_eventually"	"eventually_and"	"and_integrate"	"may_be_eventually"	"be_eventually_and"	"eventually_and_integrate"	"and_integrate_."	"MD"	"VB"	"RB"	"VB"	"CC"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"might"	"well"	"emerge"	"as"	"a"	"cultural"	"hero"	"who"	"by"	"the"	"force"	"of"	"his"	"creative"	"life"	"help"	"preserve"	"main"	"stream"	"of"	"tradition"	"to"	"which"	"the"	"surviving"	"idiom"	"current"	"experimentalism"	"may"	"be"	"eventually"	"add"	"and"	"integrate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"but"	"an"	","	"avocado"	",_but"	"but_an"	"an_avocado"	"meal_,_but"	",_but_an"	"but_an_avocado"	"an_avocado_and"	"NN"	"ε"	"CC"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"salad"	"with"	"greens"	"and"	"tomato"	"be"	"a"	"and"	"wonderfully"	"healthful"	"addition"	"to"	"a"	"meal"	"but"	"add"	"an"	"avocado"	"and"	"you"	"have"	"something"	"really"	"special"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"been"	"were"	"had"	"illuminate"	"had_been"	"been_were"	"were_illuminate"	"oxygen_had_been"	"had_been_were"	"been_were_illuminate"	"were_illuminate_,"	"NN"	"VBD"	"VB"	"VB"	"VBD"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"typical"	"reaction"	"cell"	"to"	"which"	"an"	"atmosphere"	"of"	"oxygen"	"had"	"been"	"add"	"were"	"illuminate"	"chlorine"	"and"	"phosgene"	"were"	"produce"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"group"	"two"	"the"	"more"	"the_group"	"group_two"	"two_more"	"∅_the_group"	"the_group_two"	"group_two_more"	"two_more_in"	"ε"	"DT"	"NNP"	"VB"	"JJ"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"add"	"two"	"more"	"in"	"the"	"fifth"	"when"	"person"	"drop"	"a"	"double"	"into"	"the"	"leftfield"	"corner"	"person"	"double"	"down"	"the"	"rightfield"	"line"	"and"	"person"	"single"	"off"	"person"	"glove"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"group"	"their"	"the"	"last"	"the_group"	"group_their"	"their_last"	"∅_the_group"	"the_group_their"	"group_their_last"	"their_last_run"	"ε"	"DT"	"NNP"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"add"	"their"	"last"	"run"	"in"	"the"	"sixth"	"on"	"person"	"double"	"and"	"outfield"	"fly"	"by"	"person"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"it"	"that"	"but"	"``"	"but_it"	"it_that"	"that_``"	",_but_it"	"but_it_that"	"it_that_``"	"that_``_there"	"ε"	"CC"	"PRP"	"VB"	"IN"	"ε"	"EX"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"did"	"elaborate"	"but"	"it"	"add"	"that"	"there"	"should"	"be"	"periodic"	"surveillance"	"of"	"the"	"pricing"	"practice"	"of"	"the"	"concessionaire"	"for"	"the"	"purpose"	"of"	"keep"	"the"	"price"	"reasonable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"person"	"that"	"∅"	"enthusiasm"	"∅_person"	"person_that"	"that_enthusiasm"	"∅_∅_person"	"∅_person_that"	"person_that_enthusiasm"	"that_enthusiasm_was"	"ε"	"ε"	"NNP"	"VB"	"IN"	"NN"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"add"	"that"	"enthusiasm"	"was"	"pick_up"	"for"	"a"	"state"	"rally"	"to"	"be"	"hold"	"sept"	"in"	"savannah"	"at"	"which"	"newly"	"elected"	"texas"	"person"	"will"	"be"	"the"	"featured"	"speaker"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"group"	"a"	"the"	"pair"	"the_group"	"group_a"	"a_pair"	"∅_the_group"	"the_group_a"	"group_a_pair"	"a_pair_of"	"ε"	"DT"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"add"	"a"	"pair"	"of"	"tally"	"in"	"the"	"third"	"on"	"three"	"straight"	"hit"	"after"	"two"	"be"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"person"	","	","	"``"	",_person"	"person_,"	",_``"	"''_,_person"	",_person_,"	"person_,_``"	",_``_but"	"ε"	"ε"	"NNP"	"VB"	"ε"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"feel"	"good"	"person"	"add"	"but"	"i"	"think"	"i"	"move"	"better"	"carry"	"a_little"	"less"	"weight"	"than"	"i'm"	"carry"	"now"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"person"	"''"	"."	"''_,"	",_person"	"person_."	"too_''_,"	"''_,_person"	",_person_."	"person_._∅"	"RB"	"ε"	"ε"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"they"	"shouldda"	"brought_in"	"too"	"add"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
