"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"
"2:34:01::"	"ever"	"."	"they"	"∅"	"they_ever"	"ever_."	"._∅"	"all_they_ever"	"they_ever_."	"ever_._∅"	"._∅_∅"	"DT"	"PRP"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"school"	"has"	"not"	"use"	"cold"	"prepared"	"cereals"	"years"	"though"	"at_one_time"	"that"	"be"	"all"	"they"	"ever"	"serve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:01::"	"they"	"cracked"	"∅"	"wheat"	"∅_they"	"they_cracked"	"cracked_wheat"	"∅_∅_they"	"∅_they_cracked"	"they_cracked_wheat"	"cracked_wheat_,"	"ε"	"ε"	"PRP"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"serve"	"cracked"	"wheat"	"oats"	"or"	"cornmeal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:01::"	"are"	"at_least"	"salads"	"once"	"salads_are"	"are_at_least"	"at_least_once"	"∅_salads_are"	"salads_are_at_least"	"are_at_least_once"	"at_least_once_a"	"ε"	"NNS"	"VBP"	"VB"	"RB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"serve"	"at_least"	"once"	"a"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:01::"	"each"	"once"	"are"	"a"	"are_each"	"each_once"	"once_a"	"pies_are_each"	"are_each_once"	"each_once_a"	"once_a_week"	"NNS"	"VBP"	"DT"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"deserts"	"puddings"	"pies"	"are"	"each"	"serve"	"once"	"a"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"confession"	"to"	"this"	"make"	"this_confession"	"confession_to"	"to_make"	"∅_this_confession"	"this_confession_to"	"confession_to_make"	"to_make_clear"	"ε"	"DT"	"NN"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"confession"	"serve"	"to"	"make"	"clear"	"in_part"	"what"	"be"	"behind"	"this"	"sexual"	"revolution"	"the"	"craving"	"for"	"sensation"	"for"	"its"	"own"	"sake"	"the"	"need"	"for"	"change"	"for"	"new"	"experiences"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"to"	"32000"	"groceries"	"meals"	"groceries_to"	"to_32000"	"32000_meals"	"enough_groceries_to"	"groceries_to_32000"	"to_32000_meals"	"32000_meals_a"	"RB"	"NNS"	"TO"	"VB"	"CD"	"NNS"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ramsey"	"as"	"smu"	"food"	"wrangler"	"enough"	"groceries"	"to"	"serve"	"meals"	"a"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"∅"	"on"	"∅"	"the"	"∅_∅"	"∅_on"	"on_the"	"∅_∅_∅"	"∅_∅_on"	"∅_on_the"	"on_the_club"	"ε"	"ε"	"ε"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"club"	"board"	"be"	"mmes"	"r._p._anderson"	"president"	"a._f._schmalzried"	"secretary"	"w._h._roquemore"	"treasurer"	"and"	"the"	"following"	"chairmen"	"mmes"	"mckee"	"publicity"	"lawrence_b._jones"	"yearbook"	"and"	"sam_laughlin"	"scrapbook"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"pfaff"	"in"	","	"the"	",_pfaff"	"pfaff_in"	"in_the"	"1945_,_pfaff"	",_pfaff_in"	"pfaff_in_the"	"in_the_army"	"CD"	"ε"	"NNP"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"june"	"until"	"december"	"pfaff"	"in"	"the"	"army"	"air_corps"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:01::"	"food"	"them"	"thoughtful"	"at"	"thoughtful_food"	"food_them"	"them_at"	"the_thoughtful_food"	"thoughtful_food_them"	"food_them_at"	"them_at_the"	"DT"	"JJ"	"NN"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"investigation"	"committee"	"months"	"digest"	"the"	"thoughtful"	"food"	"serve"	"them"	"at"	"the"	"laboratory_school"	"they"	"leave"	"helva"	"with"	"a"	"morsel"	"as_well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"to"	"a"	"bartender"	"round"	"bartender_to"	"to_a"	"a_round"	"the_bartender_to"	"bartender_to_a"	"to_a_round"	"a_round_."	"DT"	"NN"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"lay"	"a"	"tenspot"	"on"	"the"	"and"	"motion"	"to"	"the"	"bartender"	"to"	"serve"	"a"	"round"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"were"	"to"	"supper"	"more_than"	"supper_were"	"were_to"	"to_more_than"	"buffet_supper_were"	"supper_were_to"	"were_to_more_than"	"to_more_than_100"	"NN"	"NN"	"VBD"	"VB"	"TO"	"RB"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cocktails"	"and"	"buffet"	"supper"	"were"	"serve"	"to"	"more_than"	"persons"	"who"	"had"	"know"	"dr._swim"	"when"	"he"	"practice"	"in"	"los_angeles"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"organizations"	"handicapped"	"voluntary"	"children"	"voluntary_organizations"	"organizations_handicapped"	"handicapped_children"	"and_voluntary_organizations"	"voluntary_organizations_handicapped"	"organizations_handicapped_children"	"handicapped_children_,"	"CC"	"JJ"	"NNS"	"VB"	"JJ"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"illinois_commission"	"for"	"handicapped"	"children"	"which"	"for"	"years"	"has"	"have"	"the"	"of"	"coordinate"	"the"	"services"	"of"	"tax"	"supported"	"and"	"voluntary"	"organizations"	"serve"	"handicapped"	"children"	"of"	"study"	"the"	"needs"	"of"	"handicapped"	"children"	"in"	"illinois"	"and"	"of"	"promote"	"more"	"adequate"	"services"	"for"	"them"	"indeed"	"welcome"	"this"	"new"	"important"	"resource"	"which"	"will"	"help"	"the"	"people"	"of"	"illinois"	"toward"	"the"	"goal"	"of"	"provide"	"an"	"education"	"for"	"all_of"	"its"	"children"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"after"	"two"	"and"	"years"	"and_after"	"after_two"	"two_years"	"draft_and_after"	"and_after_two"	"after_two_years"	"two_years_honorably"	"VB"	"CC"	"IN"	"VB"	"CD"	"NNS"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"i"	"was"	"and"	"after"	"serve"	"two"	"years"	"honorably"	"on"	"active"	"duty"	"i"	"was"	"not"	"require"	"to"	"participate"	"in"	"any"	"further"	"army_reserve"	"activities"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"have"	"time"	"who"	"in"	"who_have"	"have_time"	"time_in"	"millions_who_have"	"who_have_time"	"have_time_in"	"time_in_concentration_camps"	"NNS"	"WP"	"VBP"	"VB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"the"	"who"	"have"	"serve"	"time"	"in"	"concentration_camps"	"in"	"siberia"	"as"	"political_prisoners"	"of"	"the"	"soviet"	"state"	"few"	"emerge"	"in"	"the"	"west"	"to"	"tell"	"about"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"one"	"the"	","	"living"	",_one"	"one_the"	"the_living"	"install_,_one"	",_one_the"	"one_the_living"	"the_living_area"	"VB"	"ε"	"CD"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a"	"long"	"rambling"	"ranch"	"two"	"such"	"can"	"be"	"install"	"one"	"serve"	"the"	"living"	"area"	"the"	"the"	"sleeping"	"zone"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	"to"	"political"	"primarily"	"and"	"primarily_to"	"to_political"	"political_and"	"design_primarily_to"	"primarily_to_political"	"to_political_and"	"political_and_economic"	"VB"	"RB"	"TO"	"VB"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"changes"	"represent"	"in_effect"	"a"	"shift"	"from"	"an"	"administrative"	"compilation"	"data"	"obtain"	"through"	"procedures"	"design"	"primarily"	"to"	"serve"	"political"	"and"	"economic"	"objectives"	"to"	"a"	"systematic"	"sampling"	"census"	"of"	"the"	"whole"	"african"	"population"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"to"	"their"	"stereotype"	"own"	"stereotype_to"	"to_their"	"their_own"	"present_stereotype_to"	"stereotype_to_their"	"to_their_own"	"their_own_ends"	"JJ"	"NN"	"TO"	"VB"	"PRP$"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"seem"	"to"	"me"	"the"	"time"	"has"	"come"	"for"	"the"	"american"	"press"	"to"	"start"	"experiment"	"with"	"ways"	"of"	"report"	"the"	"news"	"that"	"will"	"a"	"better"	"job"	"of"	"communicating"	"and"	"will"	"be"	"less"	"subject_to"	"abuse"	"by"	"those"	"who"	"have"	"learn"	"how"	"to"	"manipulate"	"the"	"present"	"stereotype"	"to"	"serve"	"their"	"own"	"ends"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"wife"	"as"	"his"	"advisors"	"his_wife"	"wife_as"	"as_advisors"	"and_his_wife"	"his_wife_as"	"wife_as_advisors"	"as_advisors_at_first"	"CC"	"PRP$"	"NN"	"VB"	"VB"	"NNS"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"best"	"approach"	"he"	"figure"	"be"	"to"	"try"	"to"	"influence"	"people"	"like"	"the"	"high"	"schoolers"	"he"	"and"	"his"	"wife"	"serve"	"as"	"advisors"	"at_first"	"presbyterian_church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	"will"	"for"	"also"	"tornado"	"also_will"	"will_for"	"for_tornado"	"shelter_also_will"	"also_will_for"	"will_for_tornado"	"for_tornado_or"	"NN"	"RB"	"MD"	"VB"	"VB"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"basement"	"or"	"shelter"	"also"	"will"	"serve"	"for"	"tornado"	"or"	"hurricane"	"protection"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"on"	"solely"	"focus"	"local"	"focus_on"	"on_solely"	"solely_local"	"their_focus_on"	"focus_on_solely"	"on_solely_local"	"solely_local_job"	"PRP$"	"NN"	"VB"	"VB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"major"	"weakness"	"of"	"vocational"	"training_program"	"labor"	"surplus"	"area"	"be"	"their"	"focus"	"on"	"serve"	"solely"	"local"	"job"	"demand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"have"	"in"	"who"	"the"	"who_have"	"have_in"	"in_the"	"man_who_have"	"who_have_in"	"have_in_the"	"in_the_7_th_cav"	"NN"	"WP"	"VBP"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"all"	"the"	"of"	"man"	"who"	"have"	"serve"	"in"	"the"	"perhaps"	"no"	"one"	"know"	"its"	"spirit"	"better"	"than"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
