"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"1:06:00::"	"the"	","	"behind"	"and"	"behind_the"	"the_,"	",_and"	"from_behind_the"	"behind_the_,"	"the_,_and"	",_and_with"	"IN"	"IN"	"DT"	"NN"	"ε"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"take"	"a"	"from"	"behind"	"the"	"door"	"and"	"with"	"a"	"quick"	"bye_now"	"be"	"gone"	"for"	"the"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"to"	"open"	"receive"	"open_the"	"the_to"	"to_receive"	"trapper_open_the"	"open_the_to"	"the_to_receive"	"to_receive_him"	"NN"	"VB"	"VB"	"NN"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"reach"	"the"	"house"	"as"	"person"	"surmise"	"dismount"	"just"	"as"	"the"	"old"	"trapper"	"open"	"the"	"door"	"to"	"receive"	"him"	"he"	"fall"	"into"	"the"	"trapper"	"arm"	"dead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"kitchen"	"open"	"the"	"."	"the_kitchen"	"kitchen_open"	"open_."	"tap_the_kitchen"	"the_kitchen_open"	"kitchen_open_."	"open_._∅"	"VB"	"DT"	"NN"	"NN"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"child"	"rush_off"	"to"	"get_rid_of"	"their"	"and"	"person"	"begin"	"tap"	"the"	"kitchen"	"door"	"open"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"."	"of"	"∅"	"of_the"	"the_."	"._∅"	"side_of_the"	"of_the_."	"the_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"were"	"push"	"gently"	"into"	"the"	"room"	"by"	"person"	"whose"	"only"	"part"	"appear"	"hand"	"that"	"creep"	"quickly"	"back"	"around"	"to"	"the"	"kitchen"	"side"	"of"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"."	"open"	"∅"	"open_the"	"the_."	"._∅"	"boy_open_the"	"open_the_."	"the_._∅"	"._∅_∅"	"NN"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"nigger"	"open"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"'s"	","	"father"	"to"	"father_'s"	"'s_,"	",_to"	"his_father_'s"	"father_'s_,"	"'s_,_to"	",_to_prove"	"PRP$"	"NN"	"POS"	"NN"	"ε"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"say"	"his"	"father"	"was"	"sleep"	"and"	"then"	"through"	"a"	"pantomime"	"at"	"his"	"father"	"door"	"to"	"prove"	"the"	"statement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"the"	"."	"of"	"∅"	"of_the"	"the_."	"._∅"	"out_of_the"	"of_the_."	"the_._∅"	"._∅_∅"	"IN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"clatter"	"down_the_stairs"	"out"	"of"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"to"	"open"	"the"	"open_the"	"the_to"	"to_the"	"push_open_the"	"open_the_to"	"the_to_the"	"to_the_box"	"VB"	"VB"	"VB"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"the"	"rear"	"of"	"the"	"auditorium"	"upstairs"	"man"	"try"	"to"	"push"	"open"	"the"	"door"	"to"	"the"	"box"	"corridor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"corridor"	"from"	"the"	"the"	"the_corridor"	"corridor_from"	"from_the"	"open_the_corridor"	"the_corridor_from"	"corridor_from_the"	"from_the_inside"	"VB"	"DT"	"NN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"someone"	"the"	"corridor"	"door"	"from"	"the"	"inside"	"and"	"call_for"	"a"	"doctor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"be"	"over"	"a"	"over_the"	"the_be"	"be_a"	"∅_over_the"	"over_the_be"	"the_be_a"	"be_a_board"	"ε"	"IN"	"DT"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"door"	"be"	"a"	"board"	"with"	"large"	"inept"	"lettering"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"and"	"at"	"remember"	"at_the"	"the_and"	"and_remember"	"stare_at_the"	"at_the_and"	"the_and_remember"	"and_remember_that"	"VB"	"IN"	"DT"	"NN"	"CC"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"at"	"the"	"door"	"and"	"remember"	"that"	"person"	"had"	"been"	"award"	"the"	"medal_of_honor"	"for"	"gallantry"	"at"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"'s"	"rouse"	"person"	"him"	"person_'s"	"'s_rouse"	"rouse_him"	"at_person_'s"	"person_'s_rouse"	"'s_rouse_him"	"rouse_him_at"	"IN"	"NNP"	"POS"	"NN"	"VB"	"PRP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"knocking"	"person"	"door"	"rouse"	"him"	"at"	"six"	"o'clock"	"the"	"following"	"morning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"the"	"was"	"∅"	"answer"	"∅_the"	"the_was"	"was_answer"	"∅_∅_the"	"∅_the_was"	"the_was_answer"	"was_answer_by"	"ε"	"ε"	"DT"	"NN"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"door"	"was"	"answer"	"by"	"a"	"slender"	"man"	"in"	"his"	"sixties"	"straight-backed"	"somewhat"	"clerical"	"in"	"manner"	"wear"	"rimless"	"glasses"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"."	"slam"	"∅"	"slam_the"	"the_."	"._∅"	",_slam_the"	"slam_the_."	"the_._∅"	"._∅_∅"	"ε"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"was_about_to"	"get_up"	"so"	"get_out"	"slam"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"hall"	"."	"the"	"∅"	"the_hall"	"hall_."	"._∅"	"block_the_hall"	"the_hall_."	"hall_._∅"	"._∅_∅"	"VB"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"sit"	"in"	"chair"	"that"	"block"	"the"	"hall"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"on_it"	"open"	","	"open_the"	"the_on_it"	"on_it_,"	"first_open_the"	"open_the_on_it"	"the_on_it_,"	"on_it_,_all"	"RB"	"VB"	"DT"	"NN"	"RB"	"ε"	"PDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"person"	"open"	"the"	"door"	"on_it"	"all"	"these"	"shade"	"were"	"tightly"	"draw"	"and"	"the"	"whole"	"studio"	"be"	"as"	"dark"	"as"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"of"	"∅"	"the"	"∅_the"	"the_of"	"of_the"	"∅_∅_the"	"∅_the_of"	"the_of_the"	"of_the_d"	"ε"	"ε"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"door"	"of"	"the"	"d"	"train"	"slide"	"shut"	"and"	"as"	"i"	"drop"	"into"	"a"	"seat"	"and"	"exhale"	"look"	"up"	"across"	"the"	"aisle"	"the"	"whole"	"aviary"	"in"	"my"	"head"	"burst"	"into"	"song"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"closed"	"i"	"my"	"was"	"my_closed"	"closed_i"	"i_was"	"behind_my_closed"	"my_closed_i"	"closed_i_was"	"i_was_dress"	"IN"	"PRP$"	"JJ"	"NN"	"PRP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"five"	"o'clock"	"that"	"night"	"it"	"already"	"dark"	"and"	"behind"	"my"	"closed"	"door"	"i"	"was"	"dress"	"as"	"carefully"	"as"	"a"	"groom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"closed"	"of"	"the"	"the"	"the_closed"	"closed_of"	"of_the"	"on_the_closed"	"the_closed_of"	"closed_of_the"	"of_the_study"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"did"	"n't"	"but"	"it"	"be"	"not"	"really"	"a"	"question"	"and"	"so"	"he"	"leave"	"the"	"room"	"walk"	"down"	"the"	"hall"	"to"	"the"	"front"	"of"	"the"	"apartment"	"hesitate"	"then"	"knock"	"lightly"	"on"	"the"	"closed"	"door"	"of"	"the"	"study"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"."	"toward"	"∅"	"toward_the"	"the_."	"._∅"	"start_toward_the"	"toward_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"take_a_look"	"a"	"good"	"look"	"at"	"herself"	"in"	"the"	"mirror"	"before"	"turn"	"and"	"walk"	"with"	"very"	"small"	"step"	"start"	"toward"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"two"	"north"	"``"	"of"	"``_two"	"two_north"	"north_of"	"business_``_two"	"``_two_north"	"two_north_of"	"north_of_the"	"NN"	"ε"	"JJ"	"NN"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"jeweler"	"and"	"watchmaker"	"become"	"the"	"town"	"first"	"telegrapher"	"in"	"a"	"he"	"build"	"for"	"himself"	"and"	"his"	"business"	"two"	"door"	"north"	"of"	"the"	"location"	"or"	"one"	"door"	"north"	"of"	"the"	"group"	"manchester"	"vermont"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"one"	"north"	"``"	"of"	"``_one"	"one_north"	"north_of"	"or_``_one"	"``_one_north"	"one_north_of"	"north_of_the"	"CC"	"ε"	"JJ"	"NN"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"jeweler"	"watchmaker"	"become"	"the"	"town"	"first"	"telegrapher"	"in"	"a"	"dwelling"	"he"	"build"	"for"	"himself"	"and"	"his"	"two"	"door"	"north"	"of"	"the"	"location"	"or"	"one"	"door"	"north"	"of"	"the"	"group"	"manchester"	"vermont"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
