"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"2:39:00::"	"she"	"at"	"way"	"morgan"	"way_she"	"she_at"	"at_morgan"	"grateful_way_she"	"way_she_at"	"she_at_morgan"	"at_morgan_make"	"JJ"	"NN"	"PRP"	"VB"	"VB"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"way"	"she"	"look"	"at"	"morgan"	"make"	"him"	"ashamed"	"of"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"down"	"galleries"	"on"	"galleries_that"	"that_down"	"down_on"	"moorish_galleries_that"	"galleries_that_down"	"that_down_on"	"down_on_the"	"JJ"	"NNS"	"IN"	"VB"	"RB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"grand"	"court"	"of"	"the"	"palace"	"for"	"its"	"tiers"	"of"	"moorish"	"galleries"	"that"	"look"	"down"	"on"	"the"	"maelstrom"	"of"	"vehicles"	"below"	"vernon"	"station"	"be"	"at"	"the"	"entrance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	","	"over"	"ryan"	"there"	"ryan_,"	",_over"	"over_there"	"``_ryan_,"	"ryan_,_over"	",_over_there"	"over_there_''"	"ε"	"NNP"	"ε"	"VB"	"RB"	"EX"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ryan"	"over"	"there"	"nogol"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"surveyor"	"sidewise"	"the"	"at"	"the_surveyor"	"surveyor_sidewise"	"sidewise_at"	"∅_the_surveyor"	"the_surveyor_sidewise"	"surveyor_sidewise_at"	"sidewise_at_the"	"ε"	"DT"	"NN"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"surveyor"	"look"	"sidewise"	"at"	"the"	"captain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"it"	"like"	"``"	"we"	"``_it"	"it_like"	"like_we"	"∅_``_it"	"``_it_like"	"it_like_we"	"like_we_did"	"ε"	"ε"	"PRP"	"VB"	"VB"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"like"	"we"	"did"	"when"	"we"	"make"	"blastdown"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"and"	"up"	"glass"	"at"	"glass_and"	"and_up"	"up_at"	"alien_glass_and"	"glass_and_up"	"and_up_at"	"up_at_the"	"JJ"	"NN"	"CC"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ekstrohm"	"walk"	"through"	"alien"	"glass"	"and"	"look"	"up"	"at"	"the"	"unfamiliar"	"constellations"	"smell"	"the"	"frozen"	"sterility"	"of"	"the"	"thin"	"air"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	","	"quite"	"h"	"promising"	"h_,"	",_quite"	"quite_promising"	"34_h_,"	"h_,_quite"	",_quite_promising"	"quite_promising_."	"CD"	"NN"	"ε"	"VB"	"RB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stardel"	"star"	"pride-starlette_hanover"	"h"	"look"	"promising"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"sure"	"good"	"she"	"as"	"she_sure"	"sure_good"	"good_as"	"and_she_sure"	"she_sure_good"	"sure_good_as"	"good_as_she"	"CC"	"PRP"	"JJ"	"VB"	"JJ"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"jimmy_jordon"	"be"	"high"	"on"	"adios_scarlet"	"and"	"she"	"sure"	"look"	"good"	"as"	"she"	"go_by"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"and"	"down"	"hard"	"at"	"hard_and"	"and_down"	"down_at"	"swallow_hard_and"	"hard_and_down"	"and_down_at"	"down_at_my"	"VB"	"JJ"	"CC"	"VB"	"RB"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"hard"	"and"	"look"	"down"	"at"	"my"	"feet"	"plod"	"along"	"beside"	"rachel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"``"	","	":"	"he"	":_``"	"``_,"	",_he"	"beam_:_``"	":_``_,"	"``_,_he"	",_he_take"	"VB"	"ε"	"ε"	"VB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"a"	"gay"	"party"	"in"	"the"	"kremlin"	"for"	"president_sukarno"	"of"	"premier_khrushchev"	"pull_out"	"his"	"pockets"	"and"	"say"	"beam"	"look"	"he"	"take"	"everything"	"i"	"have"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"been"	"at"	"'ve"	"the"	"'ve_been"	"been_at"	"at_the"	"i_'ve_been"	"'ve_been_at"	"been_at_the"	"at_the_naughty"	"PRP"	"VBP"	"VBN"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"a"	"good"	"seasons"	"i"	"been"	"look"	"at"	"the"	"naughty"	"stuff"	"on"	"television"	"so"	"the"	"night"	"i"	"think"	"i"	"ought"	"to"	"see"	"how"	"immorality"	"is"	"do"	"on"	"the"	"side"	"of"	"the"	"fence"	"in"	"movies"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"it"	"to"	"than"	"run_up"	"than_it"	"it_to"	"to_run_up"	"tougher_than_it"	"than_it_to"	"it_to_run_up"	"to_run_up_a"	"JJR"	"IN"	"PRP"	"VB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"targo"	"be"	"a"	"good"	"outfit"	"for"	"fun"	"shooting"	"or"	"economic"	"wing-shooting"	"practice"	"but"	"it"	"be"	"tougher"	"than"	"it"	"look"	"to"	"run_up"	"a"	"score"	"on"	"the"	"clay"	"birds"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"to"	"at"	"supposed"	"women"	"supposed_to"	"to_at"	"at_women"	"n't_supposed_to"	"supposed_to_at"	"to_at_women"	"at_women_,"	"RB"	"JJ"	"TO"	"VB"	"VB"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"are"	"supposed"	"to"	"look"	"at"	"women"	"you"	"know"	"ramsey"	"recall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"to"	"at"	"turn"	"the"	"turn_to"	"to_at"	"at_the"	"i_turn_to"	"turn_to_at"	"to_at_the"	"at_the_lubra"	"PRP"	"VB"	"VB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"to"	"look"	"at"	"the"	"lubra"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"you"	"closely"	"if"	"you"	"if_you"	"you_closely"	"closely_you"	"yet_if_you"	"if_you_closely"	"you_closely_you"	"closely_you_'d"	"RB"	"IN"	"PRP"	"VB"	"RB"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and_then"	"castro"	"himself"	"did"	"come"	"bearded"	"yet"	"if"	"you"	"look"	"closely"	"you"	"see"	"that"	"his"	"eyes"	"did"	"not"	"pick_up"	"the"	"smile"	"on"	"his"	"lips"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"``"	"''"	"helva"	"up"	"helva_``"	"``_''"	"''_up"	"∅_helva_``"	"helva_``_''"	"``_''_up"	"''_up_and"	"ε"	"NNP"	"ε"	"VB"	"ε"	"RB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"up"	"and"	"catch"	"a"	"fascinating"	"panorama"	"of"	"regular"	"dirty"	"craters"	"on"	"a"	"flaky"	"pink"	"surface"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"today"	"just_as"	"universe"	"it"	"universe_today"	"today_just_as"	"just_as_it"	"the_universe_today"	"universe_today_just_as"	"today_just_as_it"	"just_as_it_did"	"DT"	"NN"	"NN"	"VB"	"RB"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"this"	"be"	"true"	"the"	"universe"	"today"	"look"	"just_as"	"it"	"did"	"millions"	"of"	"years"	"ago"	"and"	"as"	"it"	"will"	"look"	"millions"	"of"	"years"	"hence"	"even_though"	"the"	"universe"	"is"	"expand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"will"	"millions"	"it"	"of"	"it_will"	"will_millions"	"millions_of"	"as_it_will"	"it_will_millions"	"will_millions_of"	"millions_of_years"	"IN"	"PRP"	"MD"	"VB"	"NNS"	"IN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"this"	"be"	"true"	"then"	"the"	"universe"	"today"	"look"	"just_as"	"did"	"millions"	"of"	"years"	"ago"	"and"	"as"	"it"	"will"	"look"	"millions"	"of"	"years"	"hence"	"even_though"	"the"	"universe"	"is"	"expand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"persuasion"	"hopefully"	"every"	"toward"	"every_persuasion"	"persuasion_hopefully"	"hopefully_toward"	"of_every_persuasion"	"every_persuasion_hopefully"	"persuasion_hopefully_toward"	"hopefully_toward_the"	"IN"	"DT"	"NN"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"clear"	"from"	"this"	"that"	"cosmologists"	"of"	"every"	"persuasion"	"look"	"hopefully"	"toward"	"the"	"day"	"when"	"a"	"man-made"	"satellite"	"can"	"be"	"equip"	"with"	"optical_devices"	"which"	"will"	"open_up"	"new"	"vistas"	"to"	"science"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"us"	"in"	"let"	"on"	"let_us"	"us_in"	"in_on"	"∅_let_us"	"let_us_in"	"us_in_on"	"in_on_one"	"ε"	"VB"	"PRP"	"VB"	"RB"	"IN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"us"	"look"	"in"	"on"	"one"	"of"	"these"	"nerve_centers"	"sac"	"at"	"omaha"	"and"	"see"	"what"	"must"	"still"	"happen"	"before"	"a"	"wing"	"of"	"b-52"	"bombers"	"could"	"drop"	"their"	"h-bombs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"and"	"at"	"laugh"	"her"	"laugh_and"	"and_at"	"at_her"	"hard_laugh_and"	"laugh_and_at"	"and_at_her"	"at_her_knowingly"	"JJ"	"NN"	"CC"	"VB"	"VB"	"PRP$"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"give"	"a"	"hard"	"laugh"	"and"	"look"	"at"	"her"	"knowingly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"he"	"piously"	"∅"	"to"	"∅_he"	"he_piously"	"piously_to"	"∅_∅_he"	"∅_he_piously"	"he_piously_to"	"piously_to_heaven"	"ε"	"ε"	"PRP"	"VB"	"RB"	"TO"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"piously"	"to"	"heaven"	"and"	"say"	"beer"	"do"	"n't"	"affect"	"the"	"tissues"	"none"	"and"	"the"	"ingenious"	"hypocrisy"	"of_this"	"defense"	"please"	"henrietta"	"so_that"	"she"	"forgive"	"him"	"his"	"stint"	"of"	"malevolence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"∅"	"in_this"	"∅"	"book"	"∅_∅"	"∅_in_this"	"in_this_book"	"∅_∅_∅"	"∅_∅_in_this"	"∅_in_this_book"	"in_this_book_for"	"ε"	"ε"	"ε"	"VB"	"RB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_this"	"book"	"for"	"weak"	"mortals"	"and"	"only"	"on_occasion"	"for"	"virtues"	"and"	"vices"	"on"	"the"	"heroic"	"scale"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"marty"	"helplessly"	"∅"	"in"	"∅_marty"	"marty_helplessly"	"helplessly_in"	"∅_∅_marty"	"∅_marty_helplessly"	"marty_helplessly_in"	"helplessly_in_both"	"ε"	"ε"	"NNP"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"helplessly"	"in"	"both"	"directions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	","	"at"	"couch"	"his"	"couch_,"	",_at"	"at_his"	"the_couch_,"	"couch_,_at"	",_at_his"	"at_his_watch"	"DT"	"NN"	"ε"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a_little"	"later"	"the"	"district_attorney"	"wake_up"	"from"	"under"	"the"	"couch"	"look"	"at"	"his"	"watch"	"and"	"realize"	"he"	"have"	"an"	"engagement"	"that"	"very"	"hour"	"to"	"address"	"a"	"meeting"	"of"	"the"	"culture_forum"	"on"	"the"	"civic_spirit"	"of"	"the"	"southland"	"in"	"the"	"byzantine"	"room"	"of"	"the"	"hotel"	"where"	"his"	"wife"	"as"	"president"	"of"	"the"	"forum"	"was"	"to"	"preside"	
"2:39:00::"	"he"	"at"	"∅"	"where"	"∅_he"	"he_at"	"at_where"	"∅_∅_he"	"∅_he_at"	"he_at_where"	"at_where_roberts"	"ε"	"ε"	"PRP"	"VB"	"VB"	"WRB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"at"	"where"	"roberts"	"lie"	"sprawled"	"on"	"the"	"step"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"stand"	"down"	"he"	"for"	"he_stand"	"stand_down"	"down_for"	"∅_he_stand"	"he_stand_down"	"stand_down_for"	"down_for_a_few"	"ε"	"PRP"	"VB"	"VB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stand"	"look"	"down"	"for"	"a_few"	"seconds"	"then"	"back_up"	"two"	"or"	"three"	"paces"	"from"	"the"	"edge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"him"	"as"	"make"	"formidable"	"make_him"	"him_as"	"as_formidable"	"lens_make_him"	"make_him_as"	"him_as_formidable"	"as_formidable_as"	"NN"	"VB"	"PRP"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"be"	"person"	"of"	"the"	"group"	"group"	"whose"	"camera"	"and"	"eight"	"lens"	"make"	"him"	"look"	"as"	"formidable"	"as"	"any"	"fighting"	"man"	"we"	"meet"	"person"	"our"	"interpreter"	"and"	"myself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
