"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"
"1:14:00::"	"the"	"will"	"where"	"live"	"where_the"	"the_will"	"will_live"	"choose_where_the"	"where_the_will"	"the_will_live"	"will_live_and"	"VB"	"WRB"	"DT"	"NN"	"MD"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"very"	"few"	"wife"	"say"	"person"	"who"	"balance"	"the"	"checkbook"	"fix"	"car"	"choose"	"where"	"the"	"family"	"will"	"live"	"and"	"deal"	"with"	"the"	"tradesman"	"are"	"suddenly"	"going_to"	"become"	"submissive"	"where"	"sex"	"is"	"concern"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"that"	"be"	"think"	"the"	"think_that"	"that_be"	"be_the"	"do_think_that"	"think_that_be"	"that_be_the"	"be_the_most"	"VBP"	"VB"	"IN"	"NN"	"VB"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have_got"	"father"	"and"	"mother"	"and"	"each_other"	"say"	"person"	"on"	"the"	"first"	"page"	"of"	"little_women"	"and"	"i"	"do"	"think"	"that"	"family"	"be"	"the"	"most"	"beautiful"	"thing"	"in"	"all"	"the"	"world"	"burst_out"	"person"	"some"	"five_hundred"	"page"	"later"	"in"	"that"	"popular"	"story"	"of"	"the"	"person"	"family"	"which"	"had"	"first"	"appear"	"when"	"person"	"be"	"eight"	"and"	"the"	"person"	"family"	"as"	"it"	"develop"	"bear"	"a"	"striking"	"resemblance"	"to"	"the"	"person"	"0"	"0"	
"1:14:00::"	"person"	","	"the"	"which"	"the_person"	"person_,"	",_which"	"of_the_person"	"the_person_,"	"person_,_which"	",_which_had"	"IN"	"DT"	"NNP"	"NN"	"ε"	"WDT"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have_got"	"father"	"and"	"mother"	"and"	"each_other"	"say"	"person"	"on"	"the"	"first"	"page"	"of"	"person"	"little_women"	"and"	"i"	"do"	"think"	"that"	"family"	"be"	"the"	"most"	"beautiful"	"thing"	"in"	"all"	"the"	"world"	"burst_out"	"person"	"some"	"page"	"later"	"in"	"that"	"popular"	"story"	"of"	"the"	"person"	"family"	"which"	"had"	"first"	"appear"	"when"	"person"	"be"	"eight"	"and"	"the"	"person"	"family"	"as"	"it"	"develop"	"bear"	"a"	"striking"	"resemblance"	"to"	"the"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"person"	","	"the"	"as"	"the_person"	"person_,"	",_as"	"and_the_person"	"the_person_,"	"person_,_as"	",_as_it"	"CC"	"DT"	"NNP"	"NN"	"ε"	"IN"	"PRP"	"father"	"and"	"mother"	"and"	"each_other"	"say"	"person"	"on"	"the"	"first"	"page"	"of"	"person"	"little_women"	"and"	"i"	"do"	"think"	"that"	"family"	"be"	"the"	"most"	"beautiful"	"thing"	"in"	"all"	"the"	"world"	"burst_out"	"person"	"some"	"five_hundred"	"page"	"later"	"in"	"that"	"popular"	"story"	"of"	"the"	"person"	"family"	"which"	"first"	"appear"	"when"	"person"	"be"	"eight"	"and"	"the"	"person"	"family"	"it"	"develop"	"bear"	"a"	"striking"	"resemblance"	"to"	"the"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"business"	"when"	"fail"	"when_the"	"the_business"	"business_fail"	"∅_when_the"	"when_the_business"	"the_business_fail"	"business_fail_,"	"ε"	"WRB"	"DT"	"NN"	"NN"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"family"	"business"	"fail"	"mercer"	"leave"	"school"	"and"	"on"	"his"	"mother"	"urging"	"for"	"she"	"hope"	"that"	"he"	"would"	"become"	"an"	"actor"	"he"	"join"	"a"	"local"	"little"	"theater"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"person"	"was"	"the"	"set_up"	"the_person"	"person_was"	"was_set_up"	"∅_the_person"	"the_person_was"	"person_was_set_up"	"was_set_up_a"	"ε"	"DT"	"NNP"	"NN"	"VBD"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"family"	"was"	"set_up"	"a"	"camp"	"nearby"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:02::"	"for"	"subsistence"	"necessary"	"."	"necessary_for"	"for_subsistence"	"subsistence_."	"land_site_necessary_for"	"necessary_for_subsistence"	"for_subsistence_."	"subsistence_._∅"	"NN"	"JJ"	"IN"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"consider"	"a"	"rural"	"community"	"as"	"an"	"assemblage"	"of"	"inhabited"	"dwelling"	"whose"	"is"	"determine"	"by"	"the"	"location"	"and"	"size"	"of"	"the"	"arable"	"land_site"	"necessary"	"for"	"family"	"subsistence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:04::"	"language"	"appear"	"two"	"in"	"two_language"	"language_appear"	"appear_in"	"the_two_language"	"two_language_appear"	"language_appear_in"	"appear_in_the"	"JJ"	"JJ"	"NN"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"now"	"we"	"count"	"the"	"frequency"	"the"	"item"	"in"	"the"	"two"	"language"	"family"	"appear"	"in"	"the"	"same"	"column"	"or"	"grade"	"or"	"one"	"column"	"or"	"grade"	"apart"	"or"	"two"	"or"	"three"	"or"	"four"	"we"	"find"	"these"	"difference"	"f"	"this"	"distribution"	"can"	"be"	"summarize"	"by"	"average"	"the"	"distance"	"in"	"grade"	"apart"	"f"	"which"	"divide"	"by"	"f"	"give"	"a"	"mean"	"of"	"grade"	"apart"	
"1:14:00::"	"and"	"."	"neighborhood"	"∅"	"neighborhood_and"	"and_."	"._∅"	"of_neighborhood_and"	"neighborhood_and_."	"and_._∅"	"._∅_∅"	"IN"	"NN"	"CC"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"most"	"group"	"student"	"college"	"be"	"at_once"	"a"	"perpetuation"	"of"	"their"	"attachment"	"and"	"a"	"breaking_away"	"from"	"the"	"cage"	"of"	"neighborhood"	"and"	"family"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:02::"	"a"	"of"	"∅"	"five"	"∅_a"	"a_of"	"of_five"	"∅_∅_a"	"∅_a_of"	"a_of_five"	"of_five_plan"	"ε"	"ε"	"DT"	"NN"	"IN"	"JJ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"family"	"of"	"five"	"plan"	"to"	"go"	"together"	"either"	"to"	"the"	"beach"	"or"	"to"	"the"	"mountain"	"and"	"a"	"coin"	"is"	"toss"	"to"	"decide"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"our"	"always"	"in"	"had"	"in_our"	"our_always"	"always_had"	"young_in_our"	"in_our_always"	"our_always_had"	"always_had_to"	"JJ"	"IN"	"PRP$"	"NN"	"RB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"like"	"child"	"in"	"a"	"loathsome"	"kind"	"way"	"the"	"two"	"young"	"in"	"our"	"family"	"always"	"had"	"to"	"be"	"bring_in"	"and"	"put_through"	"trick"	"for"	"his"	"entertainment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:02::"	"preserve"	"unity"	"of"	"."	"of_preserve"	"preserve_unity"	"unity_."	"means_of_preserve"	"of_preserve_unity"	"preserve_unity_."	"unity_._∅"	"NN"	"IN"	"VB"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"extension"	"of"	"the"	"group"	"program"	"to"	"all"	"child"	"in"	"need"	"live"	"any"	"relative"	"include"	"both"	"parent"	"as"	"a"	"means"	"of"	"preserve"	"family"	"unity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:02::"	"the"	"."	"of"	"∅"	"of_the"	"the_."	"._∅"	"member_of_the"	"of_the_."	"the_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"television"	"has"	"yet"	"to"	"work_out"	"a"	"living_arrangement"	"with"	"jazz"	"which"	"come"	"to"	"the"	"more"	"as"	"an"	"uneasy"	"guest"	"than"	"as"	"a"	"relaxed"	"member"	"of"	"the"	"family"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:02::"	"his"	"gather"	","	"in"	",_his"	"his_gather"	"gather_in"	"errand_,_his"	",_his_gather"	"his_gather_in"	"gather_in_a"	"NN"	"ε"	"PRP$"	"NN"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"inside"	"as_soon_as"	"person"	"had"	"disclose"	"in"	"a"	"hoarse"	"the"	"detective"	"errand"	"his"	"family"	"gather"	"in"	"a"	"huddle"	"form"	"a"	"mass"	"of"	"dark"	"flesh"	"on"	"and"	"around"	"a"	"brocaded"	"sofa"	"which"	"stand"	"at"	"one"	"side"	"of"	"a"	"baroque"	"fireplace"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"his"	"to"	"commend"	"the"	"commend_his"	"his_to"	"to_the"	"and_commend_his"	"commend_his_to"	"his_to_the"	"to_the_special"	"CC"	"VB"	"PRP$"	"NN"	"TO"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"resolve"	"that"	"his"	"wrong"	"and"	"bereavement"	"in"	"kansas"	"occasion"	"by"	"the"	"violence"	"and"	"brutality"	"of"	"who"	"be"	"intent_on"	"the"	"propagation"	"of"	"slavery"	"in"	"that"	"territory"	"call_for"	"a"	"charitable"	"judgment"	"upon"	"his"	"recent"	"in"	"virginia"	"to"	"undermine"	"the"	"despotism"	"from"	"which"	"he"	"had"	"suffer"	"and"	"commend"	"his"	"family"	"to"	"the"	"special"	"sympathy"	"and"	"aid"	"of"	"all"	"who"	"pity"	"suffering"	"and"	"reverence"	"justice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"a"	"of"	"in"	"which"	"in_a"	"a_of"	"of_which"	"wedding_in_a"	"in_a_of"	"a_of_which"	"of_which_we"	"NN"	"IN"	"DT"	"NN"	"RB"	"RB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"location"	"when"	"i"	"ascend"	"to_it"	"with"	"my"	"fellow"	"subway"	"traveller"	"dress"	"as"	"if"	"for"	"a"	"huge"	"wedding"	"in"	"a"	"family"	"of"	"which"	"we"	"be"	"all"	"distant"	"member"	"be"	"nearly"	"impassable"	"the"	"sidewalk"	"swarming_with"	"celebrant"	"with"	"bundled-up"	"sailor"	"and"	"soldier"	"already"	"hug"	"their"	"girl"	"and"	"their"	"rationed"	"bottle"	"of"	"whiskey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"."	"in"	"∅"	"in_the"	"the_."	"._∅"	"preacher_in_the"	"in_the_."	"the_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"somebody"	"got_to"	"be"	"a"	"in"	"the"	"family"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"can"	"to"	"be"	"to_the"	"the_can"	"can_be"	"addition_to_the"	"to_the_can"	"the_can_be"	"can_be_expect"	"NN"	"TO"	"DT"	"NN"	"MD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"before"	"game"	"time"	"person"	"pretty"	"wife"	"person"	"him"	"that"	"an"	"addition"	"to"	"the"	"family"	"can"	"be"	"expect"	"late"	"next"	"summer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"quiet"	"plot"	"the"	"."	"the_quiet"	"quiet_plot"	"plot_."	"in_the_quiet"	"the_quiet_plot"	"quiet_plot_."	"plot_._∅"	"VB"	"DT"	"JJ"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"hold"	"the"	"funeral"	"the"	"next"	"morning"	"from"	"the"	"church"	"and"	"bury"	"the"	"little"	"box"	"in"	"the"	"quiet"	"family"	"plot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"a"	"."	"of"	"∅"	"of_a"	"a_."	"._∅"	"dwindling_away_of_a"	"of_a_."	"a_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"no"	"great"	"catastrophe"	"in"	"the"	"universe"	"she"	"reflect"	"dourly"	"impale"	"tender"	"on"	"the"	"silver"	"fork"	"than"	"the"	"dwindling_away"	"of"	"a"	"family"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
