"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"1:07:00::"	"attractive"	"about"	"most"	"avocado"	"most_attractive"	"attractive_about"	"about_avocado"	"the_most_attractive"	"most_attractive_about"	"attractive_about_avocado"	"about_avocado_be"	"RB"	"RB"	"JJ"	"NN"	"IN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"most"	"attractive"	"thing"	"about"	"avocado"	"be"	"that"	"they"	"do"	"not"	"require"	"process"	"of"	"any"	"kind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"same"	"is"	"the"	"also"	"the_same"	"same_is"	"is_also"	"∅_the_same"	"the_same_is"	"same_is_also"	"is_also_evidence"	"ε"	"DT"	"JJ"	"NN"	"VBZ"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"same"	"thing"	"is"	"also"	"evidence"	"by"	"the"	"extreme"	"culture"	"protestantism"	"so"	"often"	"observe"	"to"	"characterize"	"the"	"preaching"	"and"	"teaching"	"of"	"the"	"american"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"one"	"you"	"think"	"'d"	"think_one"	"one_you"	"you_'d"	"i_think_one"	"think_one_you"	"one_you_'d"	"you_'d_have"	"PRP"	"VB"	"NN"	"NN"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"good_heavens"	"person"	"he"	"say"	"i"	"think"	"thing"	"you"	"have"	"no"	"trouble"	"learning"	"be"	"when"	"to"	"get_out"	"of"	"a"	"place"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"first"	"first"	"take"	","	"take_first"	"first_first"	"first_,"	"∅_take_first"	"take_first_first"	"first_first_,"	"first_,_let"	"ε"	"VB"	"JJ"	"NN"	"RB"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"thing"	"first"	"let"	"understand"	"the"	"sport"	"called"	"gymnastics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"she"	"at"	"would"	"at_the"	"the_she"	"she_would"	"smile_at_the"	"at_the_she"	"the_she_would"	"she_would_say"	"VB"	"IN"	"DT"	"NN"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"stand"	"there"	"a"	"large"	"smile"	"at"	"the"	"thing"	"she"	"would"	"say"	"to"	"him"	"in"	"the"	"morning"	"this"	"big"	"foolish"	"baby"	"of"	"a"	"son"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"dreadful"	"and"	"the"	"flare"	"the_dreadful"	"dreadful_and"	"and_flare"	"at_the_dreadful"	"the_dreadful_and"	"dreadful_and_flare"	"and_flare_its"	"IN"	"DT"	"JJ"	"NN"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"horse"	"at"	"the"	"dreadful"	"thing"	"and"	"flare"	"its"	"nostrils"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"unusual"	"had"	"two"	"occur"	"two_unusual"	"unusual_had"	"had_occur"	"when_two_unusual"	"two_unusual_had"	"unusual_had_occur"	"had_occur_."	"WRB"	"JJ"	"JJ"	"NN"	"VBD"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"had"	"happen"	"on"	"day"	"when"	"two"	"unusual"	"thing"	"had"	"occur"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"little"	"''"	"dear"	","	"dear_little"	"little_''"	"''_,"	"a_dear_little"	"dear_little_''"	"little_''_,"	"''_,_my"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"really"	"be"	"dear"	"little"	"thing"	"my"	"mother"	"agree"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"one"	"."	"about"	"∅"	"about_one"	"one_."	"._∅"	"right_about_one"	"about_one_."	"one_._∅"	"._∅_∅"	"JJ"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"right"	"about"	"one"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"sensible"	"a"	"most"	"producer"	"most_sensible"	"sensible_a"	"a_producer"	"the_most_sensible"	"most_sensible_a"	"sensible_a_producer"	"a_producer_can"	"RB"	"RB"	"JJ"	"NN"	"DT"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"about"	"that"	"same"	"time"	"person"	"tv"	"series"	"on"	"the"	"popular"	"art"	"prove"	"that"	"give"	"jazz"	"ample"	"breathing_space"	"be"	"one"	"of"	"the"	"most"	"sensible"	"thing"	"a"	"producer"	"can"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"the"	"he"	"whatever"	"remember"	"whatever_the"	"the_he"	"he_remember"	",_whatever_the"	"whatever_the_he"	"the_he_remember"	"he_remember_and"	"ε"	"WDT"	"DT"	"NN"	"PRP"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"only"	"person"	"could"	"that"	"whatever"	"the"	"thing"	"he"	"remember"	"and"	"tell"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"such"	"do"	"that"	"happen"	"that_such"	"such_do"	"do_happen"	"emphasize_that_such"	"that_such_do"	"such_do_happen"	"do_happen_at"	"VB"	"IN"	"JJ"	"NN"	"VBP"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"only"	"performance"	"which"	"be"	"too"	"soft"	"for"	"me"	"be"	"that"	"of"	"person"	"but"	"since"	"someone"	"had"	"to"	"become"	"the"	"victim"	"despoiler"	"just"	"to"	"emphasize"	"that"	"such"	"thing"	"do"	"happen"	"at"	"these"	"fracas"	"i"	"suppose"	"this"	"be"	"the"	"attitude"	"the"	"part"	"call_for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"of"	"''"	"sort"	","	"sort_of"	"of_''"	"''_,"	"that_sort_of"	"sort_of_''"	"of_''_,"	"''_,_person"	"IN"	"NN"	"NN"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"often"	"hear"	"people"	"talk_about"	"and"	"that"	"sort"	"of"	"thing"	"person"	"say"	"in"	"a"	"conversation"	"after"	"the"	"ceremony"	"but"	"what"	"this"	"team"	"have"	"be"	"a_little"	"different"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"of"	"to"	"sort"	"happen"	"sort_of"	"of_to"	"to_happen"	"this_sort_of"	"sort_of_to"	"of_to_happen"	"to_happen_."	"DT"	"NN"	"RB"	"NN"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"type"	"of"	"man"	"this"	"sort"	"of"	"thing"	"to"	"happen"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"at"	"?"	"look"	"∅"	"look_at"	"at_?"	"?_∅"	"actually_look_at"	"look_at_?"	"at_?_∅"	"?_∅_∅"	"RB"	"VB"	"VB"	"NN"	"ε"	"ε"	"ε"	"very"	"important"	"question"	"what"	"be"	"then"	"exactly"	"the"	"role"	"of"	"kinesthetic"	"sensation"	"in"	"the"	"patient"	"ability"	"to"	"recognize"	"form"	"and"	"shape"	"by"	"means"	"of"	"the"	"tracing"	"movement"	"when"	"he"	"actually"	"look"	"at"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"same"	"happen"	"the"	"in"	"the_same"	"same_happen"	"happen_in"	"much_the_same"	"the_same_happen"	"same_happen_in"	"happen_in_each"	"RB"	"DT"	"JJ"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"we"	"examine"	"what"	"each"	"master"	"say"	"be"	"first"	"collage"	"we"	"see"	"that"	"much"	"the"	"same"	"thing"	"happen"	"in"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"funny"	"''"	"``"	","	"``_funny"	"funny_''"	"''_,"	"∅_``_funny"	"``_funny_''"	"funny_''_,"	"''_,_person"	"ε"	"ε"	"JJ"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thing"	"person"	"say"	"when"	"they"	"be"	"seated"	"when"	"i"	"hear"	"you"	"ring"	"i"	"figure"	"it"	"was"	"that"	"guy"	"down"	"the"	"block"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:02::"	"turn_to"	"."	"thought"	"∅"	"thought_turn_to"	"turn_to_."	"._∅"	"his_thought_turn_to"	"thought_turn_to_."	"turn_to_._∅"	"._∅_∅"	"PRP$"	"NN"	"VB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"turn_to"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"only"	"unusual"	"the"	"about"	"the_only"	"only_unusual"	"unusual_about"	"∅_the_only"	"the_only_unusual"	"only_unusual_about"	"unusual_about_the"	"ε"	"DT"	"JJ"	"NN"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"only"	"thing"	"unusual"	"about"	"the"	"old_man"	"had"	"long_since"	"happen"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"as"	"they"	"dream"	"have"	"dream_as"	"as_they"	"they_have"	"of_dream_as"	"dream_as_they"	"as_they_have"	"they_have_never"	"RB"	"NN"	"IN"	"NN"	"PRP"	"VBP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"skeptic"	"may"	"deny"	"the"	"startling"	"phenomenon"	"of"	"dream"	"as"	"thing"	"they"	"have"	"never"	"personally"	"observe"	"but"	"failure"	"to"	"wonder"	"at"	"their"	"basic"	"mystery"	"be"	"outright"	"avoidance"	"of"	"routine"	"evidence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"leave"	"every_which_way"	"you"	"upstairs"	"you_leave"	"leave_every_which_way"	"every_which_way_upstairs"	"bet_you_leave"	"you_leave_every_which_way"	"leave_every_which_way_upstairs"	"every_which_way_upstairs_,"	"VB"	"PRP"	"VB"	"NN"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"moving"	"day"	"person"	"remind"	"her"	"and"	"bet"	"you"	"leave"	"thing"	"every_which_way"	"upstairs"	"your"	"clothes"	"all_over"	"the"	"floor"	"and"	"the"	"bed"	"not"	"made"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:02::"	"hundred"	"he"	"the"	"have"	"the_hundred"	"hundred_he"	"he_have"	"of_the_hundred"	"the_hundred_he"	"hundred_he_have"	"he_have_on"	"RB"	"DT"	"JJ"	"NN"	"PRP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_spite"	"the"	"hundred"	"thing"	"he"	"have"	"on"	"his"	"mind"	"person"	"went"	"and"	"put"	"his"	"arm"	"around"	"her"	"waist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"her"	"-"	"gather_up"	"a"	"gather_up_her"	"her_-"	"-_a"	"she_gather_up_her"	"gather_up_her_-"	"her_-_a"	"-_a_comb"	"PRP"	"VB"	"PRP$"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"sit"	"for_a_while"	"with"	"his"	"hand"	"on"	"his"	"knee"	"the"	"bend"	"of"	"her"	"back"	"as"	"she"	"gather_up"	"her"	"thing"	"a"	"comb"	"a"	"bottle"	"of"	"aspirin"	"to"	"take"	"upstairs"	"and"	"pack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"how"	"had"	"on"	"turn_out"	"on_how"	"how_had"	"had_turn_out"	"reflect_on_how"	"on_how_had"	"how_had_turn_out"	"had_turn_out_."	"VB"	"IN"	"WRB"	"NN"	"VBD"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"scrub"	"absentmindedly"	"at"	"pan"	"and"	"reflect"	"on"	"how"	"thing"	"had"	"turn_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"same"	","	"the"	"did"	"the_same"	"same_,"	",_did"	"for_the_same"	"the_same_,"	"same_,_did"	",_did_n't"	"IN"	"DT"	"JJ"	"NN"	"ε"	"VBD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"hold"	"still"	"the"	"same"	"thing"	"did"	"n't"	"i"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"first"	"he"	"the"	"must"	"the_first"	"first_he"	"he_must"	",_the_first"	"the_first_he"	"first_he_must"	"he_must_realize"	"ε"	"DT"	"JJ"	"NN"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"one"	"wish"	"to"	"discuss"	"a"	"literary"	"figure"	"use"	"folklore"	"in"	"his"	"work"	"the"	"first"	"thing"	"he"	"must"	"realize"	"be"	"that"	"the"	"literary"	"figure"	"be"	"probably"	"part"	"of"	"this"	"ignorant"	"american"	"public"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"sacred"	"-"	"to"	"unite"	"to_sacred"	"sacred_-"	"-_unite"	"relative_to_sacred"	"to_sacred_-"	"sacred_-_unite"	"-_unite_["	"JJ"	"JJ"	"JJ"	"NN"	"ε"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"note"	"long_ago"	"that"	"religion"	"as"	"a"	"unified"	"of"	"belief"	"and"	"practice"	"relative"	"to"	"sacred"	"thing"	"unite"	"s"	"into"	"one"	"single"	"moral"	"community"	"all"	"those"	"who"	"adhere"	"to"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"important"	"that"	"two"	"had"	"two_important"	"important_that"	"that_had"	"do_two_important"	"two_important_that"	"important_that_had"	"that_had_not"	"VB"	"JJ"	"JJ"	"NN"	"WDT"	"VBD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"this"	"be"	"simple"	"enough"	"but"	"in"	"the"	"story"	"person"	"do"	"two"	"important"	"thing"	"that"	"had"	"not"	"been"	"do"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"barbell"	"''"	"old"	"because"	"old_barbell"	"barbell_''"	"''_because"	"those_old_barbell"	"old_barbell_''"	"barbell_''_because"	"''_because_``"	"DT"	"JJ"	"NN"	"NN"	"ε"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"often"	"a"	"beginning"	"bodybuilder"	"has"	"to"	"do"	"his"	"training"	"secretly"	"either"	"because"	"parent"	"do"	"n't"	"want"	"sonny_boy"	"to"	"lift"	"all"	"those"	"old"	"barbell"	"thing"	"because"	"you"	"stunt"	"your"	"growth"	"or"	"because"	"childish"	"taunt"	"from"	"his"	"schoolmate"	"like"	"hey"	"lookit"	"person"	"whaddya"	"gonna"	"do"	"with"	"all"	"those"	"muscle"	"of"	"which"	"he"	"have"	"none"	"at"	"the"	"time"	"0"	"0"	"0"	"0"	"0"	
