"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"
"2:31:00::"	","	"stopovers"	"minutes"	"at"	"minutes_,"	",_stopovers"	"stopovers_at"	"25_minutes_,"	"minutes_,_stopovers"	",_stopovers_at"	"stopovers_at_phoenix"	"CD"	"NNS"	"ε"	"VB"	"NNS"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"international_airport"	"in"	"los_angeles"	"to"	"international_airport"	"in"	"houston"	"as"	"the"	"great"	"four-jet"	"fly"	"be"	"a"	"routine"	"five"	"hours"	"and"	"minutes"	"include"	"stopovers"	"at"	"phoenix"	"el_paso"	"and"	"san_antonio"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"not_only"	"the"	"which"	"extra"	"which_not_only"	"not_only_the"	"the_extra"	",_which_not_only"	"which_not_only_the"	"not_only_the_extra"	"the_extra_$"	"ε"	"WDT"	"RB"	"VB"	"DT"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_all"	"the"	"senate"	"sign"	"a"	"check"	"billion"	"which"	"not_only"	"include"	"the"	"extra"	"billion"	"request"	"the"	"week"	"before"	"by"	"president_kennedy"	"but"	"tack_on"	"million"	"more_than"	"the"	"president"	"had"	"ask"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"week"	":"	"last"	"∅"	"last_week"	"week_:"	":_∅"	"action_last_week"	"last_week_:"	"week_:_∅"	":_∅_∅"	"NN"	"JJ"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"areas"	"congressional"	"last"	"week"	"include"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"instrumentalists"	"anabel_brieff"	"seven"	","	"seven_instrumentalists"	"instrumentalists_anabel_brieff"	"anabel_brieff_,"	"by_seven_instrumentalists"	"seven_instrumentalists_anabel_brieff"	"instrumentalists_anabel_brieff_,"	"anabel_brieff_,_flutist"	"IN"	"CD"	"NNS"	"VB"	"NNP"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"works"	"by"	"j._c._bach"	"anton"	"craft"	"joseph_haydn"	"giuseppe_sammartini"	"comenico_dragonetti"	"and"	"were"	"perform"	"by"	"seven"	"instrumentalists"	"include"	"anabel_brieff"	"flutist"	"josef_marx"	"oboist"	"and"	"robert_conant"	"pianist"	"and"	"harpsichordist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"a"	"range"	"super"	"range_,"	",_a"	"a_super"	"megaton_range_,"	"range_,_a"	",_a_super"	"a_super_bomb"	"NN"	"NN"	"ε"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"of"	"october"	"the"	"aec"	"had"	"report"	"shots"	"in"	"the"	"new"	"soviet"	"of"	"them"	"in"	"a"	"megaton"	"range"	"include"	"a"	"super"	"bomb"	"with"	"a"	"yield"	"of"	"to"	"megatons"	"the"	"equivalent"	"of"	"million"	"to"	"million"	"tons"	"of"	"tnt"	"and"	"president_kennedy"	"indicate"	"there"	"be"	"one"	"or"	"two"	"more_than"	"those"	"report"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"rhode_island"	"states"	","	"states_,"	",_rhode_island"	"rhode_island_,"	"forty-six_states_,"	"states_,_rhode_island"	",_rhode_island_,"	"rhode_island_,_end"	"CD"	"NNS"	"ε"	"VB"	"NN"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"forty-six"	"include"	"rhode_island"	"end"	"their"	"fiscal_year"	"on"	"june"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"and"	"two"	"jacksonville"	"south_floridians"	"jacksonville_and"	"and_two"	"two_south_floridians"	"of_jacksonville_and"	"jacksonville_and_two"	"and_two_south_floridians"	"two_south_floridians_,"	"IN"	"NNP"	"CC"	"VB"	"CD"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"established"	"pattern"	"of"	"relative"	"calm"	"in"	"the"	"field"	"of"	"race"	"relations"	"has"	"in_all"	"areas"	"report"	"this"	"group"	"head"	"by"	"harold_colee"	"of"	"jacksonville"	"and"	"include"	"two"	"south_floridians"	"william_d._singer"	"and"	"john_b._turner"	"of"	"miami"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"survivors"	"two"	"∅"	"brothers"	"∅_survivors"	"survivors_two"	"two_brothers"	"∅_∅_survivors"	"∅_survivors_two"	"survivors_two_brothers"	"two_brothers_,"	"ε"	"ε"	"NNS"	"VB"	"CD"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"include"	"two"	"brothers"	"c._e._killingsworth"	"atlanta"	"and"	"john_killingsworth"	"warren"	"ohio"	"and"	"two"	"sisters"	"miss_minnie_kililngsworth"	"and"	"mrs._bessie_bloom"	"both"	"of"	"gettysburg"	"pa."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"survivors"	"his"	"∅"	"sister"	"∅_survivors"	"survivors_his"	"his_sister"	"∅_∅_survivors"	"∅_survivors_his"	"survivors_his_sister"	"his_sister_,"	"ε"	"ε"	"NNS"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"include"	"his"	"sister"	"mrs._emma_b._odom"	"of"	"atlanta"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"survivors"	"a"	"∅"	"son"	"∅_survivors"	"survivors_a"	"a_son"	"∅_∅_survivors"	"∅_survivors_a"	"survivors_a_son"	"a_son_,"	"ε"	"ε"	"NNS"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"include"	"a"	"son"	"charles_r._fergeson"	"memphis"	"tenn."	"two"	"daughters"	"mrs._gene_f._stoll"	"and"	"miss_nancy_harris"	"both"	"of"	"garland"	"her"	"father"	"h._t._simpson"	"greenville"	"s._c."	"and"	"three"	"sisters"	"mrs._w._e._little"	"and"	"mrs._hal_b._wansley"	"both"	"of"	"atlanta"	"and"	"mrs._bill_wallace"	"wilmington"	"n._c."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"will"	"many"	"season"	"renowned"	"season_will"	"will_many"	"many_renowned"	"coming_season_will"	"season_will_many"	"will_many_renowned"	"many_renowned_artists"	"JJ"	"NN"	"MD"	"VB"	"JJ"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"guest"	"performers"	"and"	"conductors"	"the"	"coming"	"season"	"will"	"include"	"many"	"renowned"	"artists"	"who"	"begin"	"their"	"careers"	"play"	"with"	"the"	"orchestra"	"include"	"violinists"	"yehudi_menuhin"	"isaac_stern"	"ruggiero_ricci"	"and"	"david_abel"	"pianists"	"leon"	"fleisher"	"ruth_slenczynka"	"and"	"stephen_bishop"	"and"	"conductor"	"earl_bernard_murray"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"violinists"	"orchestra"	"yehudi_menuhin"	"orchestra_,"	",_violinists"	"violinists_yehudi_menuhin"	"the_orchestra_,"	"orchestra_,_violinists"	",_violinists_yehudi_menuhin"	"violinists_yehudi_menuhin_,"	"DT"	"NN"	"ε"	"VB"	"NNS"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"guest"	"performers"	"and"	"conductors"	"during"	"the"	"coming"	"season"	"will"	"include"	"renowned"	"artists"	"who"	"begin"	"their"	"careers"	"play"	"with"	"the"	"orchestra"	"include"	"violinists"	"yehudi_menuhin"	"isaac_stern"	"ruggiero_ricci"	"and"	"david_abel"	"pianists"	"leon"	"fleisher"	"ruth_slenczynka"	"and"	"stephen_bishop"	"and"	"conductor"	"earl_bernard_murray"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"now"	"a"	"line"	"new"	"line_now"	"now_a"	"a_new"	"colt_line_now"	"line_now_a"	"now_a_new"	"a_new_scattergun"	"NNP"	"NN"	"RB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"line"	"now"	"include"	"a"	"new"	"scattergun"	"the"	"standard"	"or"	"custom_pump"	"model"	"about"	"and"	"respectively"	"in"	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"outer_space"	"["	"]"	"[_that"	"that_outer_space"	"outer_space_]"	"world_[_that"	"[_that_outer_space"	"that_outer_space_]"	"outer_space_]_,"	"NN"	"ε"	"IN"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"unfortunately"	"in"	"our"	"rush"	"to"	"beat"	"the"	"russians"	"we"	"have"	"forget"	"these"	"truth-packed"	"words"	"of"	"jesus_christ"	"what"	"it"	"profit"	"a"	"man"	"if"	"he"	"shall"	"gain"	"the"	"whole"	"world"	"that"	"include"	"outer_space"	"and"	"lose"	"his"	"own"	"soul"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"william_hansen"	"play"	"'s"	"play_,"	",_william_hansen"	"william_hansen_'s"	"the_play_,"	"play_,_william_hansen"	",_william_hansen_'s"	"william_hansen_'s_impersonation"	"DT"	"NN"	"ε"	"VB"	"NNP"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"several"	"fairly"	"good"	"portraits"	"in"	"the"	"play"	"include"	"william_hansen"	"impersonation"	"of"	"a"	"stubborn"	"rather"	"pathetic"	"father"	"and"	"katherine_squire"	"vigorous"	"characterization"	"of"	"a"	"farm"	"mother"	"who"	"brook"	"no"	"hifalutin"	"nonsense"	"from"	"her"	"daughter"	"or"	"anyone"	"else"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"equipment"	"a"	"your"	"tripod"	"your_equipment"	"equipment_a"	"a_tripod"	"sure_your_equipment"	"your_equipment_a"	"equipment_a_tripod"	"a_tripod_."	"JJ"	"PRP$"	"NN"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"shooting"	"the"	"interiors"	"of"	"the"	"ante-bellum"	"southern"	"mansions"	"make"	"sure"	"your"	"equipment"	"include"	"a"	"tripod"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"are"	"in"	"we"	"our"	"we_are"	"are_in"	"in_our"	"which_we_are"	"we_are_in"	"are_in_our"	"in_our_general"	"WDT"	"PRP"	"VBP"	"VB"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"missouri"	"we"	"are"	"include"	"in"	"our"	"general"	"midwest"	"region"	"you"	"can"	"glance"	"into"	"mark_twain"	"birthplace"	"at"	"hannibal"	"see"	"the"	"landmarks"	"of"	"his"	"life"	"and"	"writings"	"and"	"visualize"	"where"	"huck_finn"	"hatch"	"his"	"boyish"	"mischief"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"the"	"area"	"following"	"area_,"	",_the"	"the_following"	"midwest_area_,"	"area_,_the"	",_the_following"	"the_following_:"	"NNP"	"NN"	"ε"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"special"	"events"	"and"	"their"	"dates"	"which"	"will"	"interesting"	"shooting"	"in"	"the"	"midwest"	"area"	"include"	"the"	"following"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"care"	"$"	"animal"	"67000"	"animal_care"	"care_$"	"$_67000"	"for_animal_care"	"animal_care_$"	"care_$_67000"	"$_67000_to"	"IN"	"NN"	"NN"	"VB"	"ε"	"CD"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"report"	"that"	"the"	"contributions"	"for"	"animal"	"care"	"include"	"to"	"the"	"women"	"s._p._c._a."	"to"	"pay"	"six"	"policemen"	"assign"	"as"	"dog_catchers"	"and"	"to"	"investigate"	"dog_bites"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"group"	"folk_songs"	"final"	"from"	"final_group"	"group_folk_songs"	"folk_songs_from"	"the_final_group"	"final_group_folk_songs"	"group_folk_songs_from"	"folk_songs_from_back"	"DT"	"JJ"	"NN"	"VB"	"NN"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"include"	"folk_songs"	"from"	"back"	"home"	"stomp"	"out"	"shout"	"and"	"chant"	"with"	"irresistible"	"spirit"	"and"	"in"	"cowboy"	"costume"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
