"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"
"2:32:03::"	"of_this"	"to"	"word"	"guardino"	"word_of_this"	"of_this_to"	"to_guardino"	"one_word_of_this"	"word_of_this_to"	"of_this_to_guardino"	"to_guardino_''"	"CD"	"NN"	"RB"	"VB"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"word"	"get"	"to"	"guardino"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"``"	"her"	","	"over"	",_``"	"``_her"	"her_over"	"finally_,_``"	",_``_her"	"``_her_over"	"her_over_to"	"RB"	"ε"	"ε"	"VB"	"PRP$"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"vince"	"shout"	"get"	"her"	"over"	"to"	"rose"	"and"	"i"	"come_by"	"and"	"see"	"that"	"she"	"stay_put"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"really"	"much"	"not"	"enjoyment"	"not_really"	"really_much"	"much_enjoyment"	"will_not_really"	"not_really_much"	"really_much_enjoyment"	"much_enjoyment_from"	"MD"	"RB"	"RB"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"if"	"anything"	"can"	"bring_home"	"to"	"the"	"idea"	"that"	"he"	"will"	"not"	"really"	"get"	"much"	"enjoyment"	"from"	"watch"	"this"	"braddock-against-the-indians"	"contest"	"it"	"will"	"probably"	"be"	"the"	"fact"	"that"	"seato"	"forces"	"be"	"ready"	"to"	"attempt"	"it"	"plus"	"the"	"fact"	"that"	"moscow"	"have"	"something"	"to"	"lose"	"from"	"close_off"	"disarmament"	"and"	"bigger"	"negotiations"	"with"	"washington"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"to"	"the"	"as"	"children"	"as_to"	"to_the"	"the_children"	"so_far_as_to"	"as_to_the"	"to_the_children"	"the_children_to"	"RB"	"IN"	"TO"	"VB"	"DT"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"chairman_c._richard_mears"	"point_out"	"that"	"perhaps"	"this"	"be"	"not"	"strictly"	"a"	"school_board"	"problem"	"in_case"	"atomic"	"attack"	"but"	"that"	"the"	"board"	"would"	"cooperate"	"so_far"	"as"	"to"	"get"	"the"	"children"	"to"	"where"	"the"	"parents"	"want"	"them"	"to"	"go"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"to"	"their"	"school"	"children"	"school_to"	"to_their"	"their_children"	"a_school_to"	"school_to_their"	"to_their_children"	"their_children_''"	"DT"	"NN"	"TO"	"VB"	"PRP$"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._molvar"	"who"	"keep"	"reiterate"	"her"	"request"	"that"	"they"	"please"	"take"	"a"	"stand"	"say"	"we"	"must"	"have"	"faith"	"in"	"somebody"	"on"	"the"	"local"	"level"	"and"	"would"	"n't"	"be"	"for"	"everyone"	"to"	"rush"	"to"	"a"	"to"	"get"	"their"	"children"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	"used_to"	"the"	"we"	"seamen"	"we_used_to"	"used_to_the"	"the_seamen"	"``_we_used_to"	"we_used_to_the"	"used_to_the_seamen"	"the_seamen_from"	"ε"	"PRP"	"JJ"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"gloria"	"surname"	"ziraldo"	"circa"	"who"	"be_born"	"in"	"italy"	"and"	"once"	"do"	"chorus"	"work"	"in"	"toronto"	"has"	"be"	"around"	"longer"	"than"	"most_of"	"the"	"wistfully"	"remember"	"the"	"old"	"days"	"we"	"used_to"	"get"	"the"	"seamen"	"from"	"the"	"ships"	"you"	"know"	"with"	"big"	"turtleneck"	"sweaters"	"and"	"handkerchiefs"	"and"	"all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"never"	"enough"	"could"	"."	"could_never"	"never_enough"	"enough_."	"they_could_never"	"could_never_enough"	"never_enough_."	"enough_._∅"	"PRP"	"MD"	"RB"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"her"	"partisan"	"audience"	"such"	"picayune"	"haggling"	"would"	"have"	"seem"	"nothing"	"more_than"	"a"	"critic"	"strive"	"to"	"hold"	"franchise"	"they"	"just"	"sit_back"	"on"	"their"	"haunches"	"and"	"cry"	"more"	"as"	"though"	"they"	"could"	"never"	"get"	"enough"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"did"	","	"we"	"however"	"we_did"	"did_,"	",_however"	"what_we_did"	"we_did_,"	"did_,_however"	",_however_,"	"WP"	"PRP"	"VBD"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"did"	"get"	"however"	"be"	"impressive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"they"	"wet"	"whether"	"."	"whether_they"	"they_wet"	"wet_."	"care_whether_they"	"whether_they_wet"	"they_wet_."	"wet_._∅"	"VB"	"IN"	"PRP"	"VB"	"JJ"	"ε"	"ε"	"of"	"rain"	"just"	"before"	"midnight"	"when"	"sarah_vaughan"	"be"	"in_the_midst"	"of"	"her"	"first"	"number"	"scatter"	"the"	"more"	"timid"	"members"	"of"	"the"	"audience"	"briefly"	"but"	"at"	"this"	"hour"	"and"	"with"	"sarah"	"on"	"the"	"stand"	"most_of"	"the"	"listeners"	"did"	"n't"	"care"	"whether"	"they"	"wet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"the"	","	"war"	",_to"	"to_the"	"the_war"	"1954_,_to"	",_to_the"	"to_the_war"	"the_war_in"	"CD"	"ε"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"geneva"	"to"	"get"	"the"	"war"	"in"	"indo-china"	"settled"	"the_british"	"and"	"french"	"give_in"	"to"	"russian"	"and"	"communist"	"chinese"	"demands"	"and"	"agree"	"to"	"the"	"set_up"	"of"	"a"	"communist"	"state"	"north"	"viet_nam"	"which"	"then"	"predictably"	"become"	"a"	"base"	"for"	"communist"	"operations"	"against"	"neighboring"	"south"	"viet_nam"	"and"	"laos"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"``"	"a"	"∅"	"bucket"	"∅_``"	"``_a"	"a_bucket"	"∅_∅_``"	"∅_``_a"	"``_a_bucket"	"a_bucket_line"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"bucket"	"line"	"go"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"turnpike"	"downtown"	"the"	"connections"	"the_turnpike"	"turnpike_downtown"	"downtown_connections"	"when_the_turnpike"	"the_turnpike_downtown"	"turnpike_downtown_connections"	"downtown_connections_in"	"WRB"	"DT"	"NN"	"VB"	"NN"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"further"	"improvements"	"in"	"earnings"	"of"	"the"	"kansas_turnpike"	"are"	"expect"	"late"	"in"	"with"	"the"	"opening"	"a"	"new"	"bypass"	"at"	"wichita"	"and"	"still"	"later"	"when"	"the"	"turnpike"	"get"	"downtown"	"connections"	"in"	"both"	"kansas_city"	"kans."	"and"	"kansas_city"	"mo."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"to"	"more"	"try"	"foreign"	"try_to"	"to_more"	"more_foreign"	"is_try_to"	"try_to_more"	"to_more_foreign"	"more_foreign_business"	"VBZ"	"VB"	"TO"	"VB"	"RBR"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hodges"	"is"	"to"	"get"	"more"	"foreign"	"business"	"to"	"go_to"	"the"	"u._s."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"agreement"	"try"	"among"	"try_to"	"to_agreement"	"agreement_among"	"will_try_to"	"try_to_agreement"	"to_agreement_among"	"agreement_among_the"	"MD"	"VB"	"TO"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"u._s."	"try"	"to"	"get"	"agreement"	"among"	"the"	"industrialized"	"countries"	"to"	"take"	"more"	"textile"	"imports"	"from"	"the"	"less-developed"	"countries"	"over"	"the"	"years"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"on"	"encouragement"	"their"	"encouragement_to"	"to_on"	"on_their"	"need_encouragement_to"	"encouragement_to_on"	"to_on_their"	"on_their_feet"	"NN"	"NN"	"TO"	"VB"	"VB"	"PRP$"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"point"	"be"	"that"	"developing"	"countries"	"often"	"build_up"	"textile"	"industry"	"first"	"need"	"encouragement"	"to"	"get"	"on"	"their"	"feet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"certain"	"be"	"low-wage"	"be_to"	"to_certain"	"certain_low-wage"	"will_be_to"	"be_to_certain"	"to_certain_low-wage"	"certain_low-wage_countries"	"MD"	"VB"	"TO"	"VB"	"JJ"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at_the_same_time"	"another"	"purpose"	"of"	"conference"	"will"	"be"	"to"	"get"	"certain"	"low-wage"	"countries"	"to"	"control"	"textile"	"exports"	"especially"	"dumping"	"of"	"specific"	"products"	"to"	"high-wage"	"textile-producing"	"countries"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"``"	"competitive"	"∅"	"or"	"∅_``"	"``_competitive"	"competitive_or"	"∅_∅_``"	"∅_``_competitive"	"``_competitive_or"	"competitive_or_get_out"	"ε"	"ε"	"ε"	"VB"	"JJ"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"competitive"	"or"	"get_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"to"	"something"	"resolve"	"done"	"resolve_to"	"to_something"	"something_done"	"∅_resolve_to"	"resolve_to_something"	"to_something_done"	"something_done_,"	"ε"	"VB"	"TO"	"VB"	"NN"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"get"	"something"	"done"	"i"	"started"	"in"	"on"	"the"	"dishes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"bound_to"	"involved"	"be"	"with"	"be_bound_to"	"bound_to_involved"	"involved_with"	"you_be_bound_to"	"be_bound_to_involved"	"bound_to_involved_with"	"involved_with_people"	"PRP"	"VB"	"JJ"	"VB"	"JJ"	"IN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"bound_to"	"get"	"involved"	"with"	"people"	"when"	"you"	"have"	"children"	"fran"	"had"	"tell"	"me"	"at"	"our"	"first"	"meeting"	"so"	"it"	"be"	"good"	"to"	"know"	"that"	"those"	"with"	"whom"	"you"	"get"	"involved"	"be"	"not"	"just"	"dreary"	"little"	"housewives"	"and"	"dull"	"husbands"	"but"	"people"	"who"	"do"	"things"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"you"	"involved"	"whom"	"be"	"whom_you"	"you_involved"	"involved_be"	"with_whom_you"	"whom_you_involved"	"you_involved_be"	"involved_be_not"	"IN"	"WP"	"PRP"	"VB"	"JJ"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"be"	"bound_to"	"get"	"involved"	"with"	"people"	"when"	"you"	"have"	"children"	"fran"	"had"	"tell"	"me"	"at"	"our"	"first"	"meeting"	"so"	"it"	"be"	"to"	"know"	"that"	"those"	"with"	"whom"	"you"	"get"	"involved"	"be"	"not"	"just"	"dreary"	"little"	"housewives"	"and"	"dull"	"husbands"	"but"	"people"	"who"	"do"	"things"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"often"	","	"and"	"higher"	"and_often"	"often_,"	",_higher"	",_and_often"	"and_often_,"	"often_,_higher"	",_higher_wages"	"ε"	"CC"	"RB"	"VB"	"ε"	"JJR"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"other"	"examples"	"of"	"gradual"	"changes"	"that"	"have"	"affect"	"the"	"negro"	"have"	"be"	"his"	"move"	"row"	"by"	"row"	"in"	"the"	"busses"	"his"	"request"	"and"	"often"	"get"	"higher"	"wages"	"better"	"working"	"conditions"	"better"	"schools"	"changes"	"that"	"were"	"slowly"	"emerge"	"even"	"before"	"the"	"supreme_court"	"decision"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"'ll"	"gray_eyes"	"i"	"''"	"i_'ll"	"'ll_gray_eyes"	"gray_eyes_''"	"``_i_'ll"	"i_'ll_gray_eyes"	"'ll_gray_eyes_''"	"gray_eyes_''_."	"ε"	"PRP"	"MD"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"oso"	"montero"	"call"	"i"	"gray_eyes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"all"	"attempt"	"the"	"attempt_to"	"to_all"	"all_the"	"oslo_attempt_to"	"attempt_to_all"	"to_all_the"	"all_the_allied"	"NNP"	"NN"	"TO"	"VB"	"DT"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"canada"	"alone"	"has"	"be"	"somewhat"	"out"	"step"	"with"	"the"	"oslo"	"attempt"	"to"	"get"	"all"	"the"	"allied"	"cars"	"back"	"on"	"the"	"track"	"behind"	"the"	"nato"	"locomotive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	"and"	"frank"	"questions"	"answers"	"questions_and"	"and_frank"	"frank_answers"	"intimate_questions_and"	"questions_and_frank"	"and_frank_answers"	"frank_answers_from"	"JJ"	"NNS"	"CC"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"ask"	"questions"	"and"	"get"	"frank"	"answers"	"from"	"the"	"members"	"of_what"	"he"	"call"	"the"	"candidates"	"in-groups"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"headquarters"	"about"	"∅"	"100"	"∅_headquarters"	"headquarters_about"	"about_100"	"∅_∅_headquarters"	"∅_headquarters_about"	"headquarters_about_100"	"about_100_requests"	"ε"	"ε"	"NNP"	"VB"	"RB"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"get"	"about"	"requests"	"every_day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"'s"	"one"	"let"	"thing"	"let_'s"	"'s_one"	"one_thing"	"``_let_'s"	"let_'s_one"	"'s_one_thing"	"one_thing_straight"	"ε"	"VB"	"POS"	"VB"	"CD"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"one"	"thing"	"straight"	"you"	"and"	"me"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
