"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"
"4:02:00::"	"realism"	"are"	"and"	"n't"	"and_realism"	"realism_are"	"are_n't"	"authenticity_and_realism"	"and_realism_are"	"realism_are_n't"	"are_n't_relate"	"NN"	"CC"	"NN"	"RB"	"VBP"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"strange"	"but"	"true"	"and"	"realism"	"often"	"are"	"n't"	"relate"	"at_all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"you"	"hear"	"``"	"people"	"``_you"	"you_hear"	"hear_people"	"∅_``_you"	"``_you_hear"	"you_hear_people"	"hear_people_talk_about"	"ε"	"ε"	"PRP"	"RB"	"VB"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"often"	"hear"	"people"	"talk_about"	"team_spirit"	"and"	"that"	"sort"	"of"	"thing"	"person"	"say"	"in"	"a"	"conversation"	"after"	"the"	"ceremony"	"but"	"what"	"this"	"team"	"have"	"be"	"a_little"	"different"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"object"	"enough"	"of"	","	"of_object"	"object_enough"	"enough_,"	"type_of_object"	"of_object_enough"	"object_enough_,"	"enough_,_so"	"NN"	"IN"	"NN"	"RB"	"RB"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"one"	"would"	"surmise"	"the"	"procedure"	"however"	"could"	"be"	"repeat"	"with"	"same"	"object"	"or"	"with"	"the"	"same"	"type"	"of"	"object"	"often"	"enough"	"so"	"that"	"the"	"corresponding"	"visual"	"blot"	"and"	"the"	"mere"	"beginning"	"of"	"the"	"tracing"	"movement"	"would"	"provide"	"clue"	"as_to"	"the"	"actual"	"shape"	"which"	"the"	"patient"	"then"	"immediately"	"could"	"determine"	"by"	"a"	"kind"	"of"	"inference"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"ambiguous"	"inadequate"	"''"	"inadequate_and"	"and_ambiguous"	"ambiguous_''"	"or_inadequate_and"	"inadequate_and_ambiguous"	"and_ambiguous_''"	"ambiguous_''_."	"CC"	"JJ"	"CC"	"RB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"say"	"it"	"did"	"find"	"that"	"many_of"	"georgia"	"and"	"election"	"law"	"be"	"outmoded"	"or"	"inadequate"	"and"	"often"	"ambiguous"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"is"	"state"	"it"	"that"	"it_is"	"is_state"	"state_that"	"∅_it_is"	"it_is_state"	"is_state_that"	"state_that_the"	"ε"	"PRP"	"VBZ"	"RB"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"is"	"often"	"state"	"that"	"the"	"largest"	"snake"	"require"	"five"	"year"	"to"	"attain"	"maturity"	"but"	"this"	"apparently"	"be"	"an"	"overestimation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"quite"	","	"∅"	"honeybee"	"∅_quite"	"quite_,"	",_honeybee"	"∅_∅_quite"	"∅_quite_,"	"quite_,_honeybee"	",_honeybee_form"	"ε"	"ε"	"RB"	"RB"	"ε"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"often"	"honeybee"	"form"	"a"	"majority"	"on"	"the"	"willow"	"catkin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"come"	"and"	","	"informally"	",_come"	"come_and"	"and_informally"	"him_,_come"	",_come_and"	"come_and_informally"	"and_informally_to"	"PRP"	"ε"	"VB"	"RB"	"CC"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"doctor"	"since"	"person"	"be"	"no_longer"	"allow"	"to"	"make"	"regular"	"trip"	"into"	"town"	"to"	"see"	"him"	"come"	"often"	"and"	"informally"	"to"	"the"	"house"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"on"	"they"	"the"	"they_be"	"be_on"	"on_the"	",_they_be"	"they_be_on"	"be_on_the"	"on_the_city"	"ε"	"PRP"	"VB"	"RB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"the"	"factory"	"be"	"always"	"the"	"of"	"the"	"labor_market"	"they"	"be"	"often"	"on"	"the"	"city"	"periphery"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"we"	"lack"	"here"	"even"	"here_we"	"we_lack"	"lack_even"	"but_here_we"	"here_we_lack"	"we_lack_even"	"lack_even_the"	"CC"	"RB"	"PRP"	"RB"	"VB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"collective"	"policy"	"group"	"and"	"national"	"are"	"similarly"	"on"	"voodoo"	"but"	"here"	"we"	"often"	"lack"	"even"	"the"	"empirically"	"successful"	"ritual"	"and"	"are"	"still"	"engage"	"in"	"determine"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"person"	"accompany"	","	"him"	",_person"	"person_accompany"	"accompany_him"	"work_,_person"	",_person_accompany"	"person_accompany_him"	"accompany_him_in"	"NN"	"ε"	"NNP"	"RB"	"VB"	"PRP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"papa"	"go_out"	"to"	"god"	"work"	"person"	"often"	"accompany"	"him"	"in"	"the"	"buggy"	"which"	"was"	"draw"	"by"	"violet"	"the"	"new"	"black"	"mare"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"the"	"chief"	"only"	"chief_and"	"and_the"	"the_only"	"the_chief_and"	"chief_and_the"	"and_the_only"	"the_only_attraction"	"DT"	"JJ"	"CC"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"movement"	"itself"	"the"	"chief"	"and"	"often"	"the"	"only"	"attraction"	"of"	"the"	"primitive"	"movie"	"of"	"the"	"nineties"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"too"	"a"	"∅"	"beginning"	"∅_too"	"too_a"	"a_beginning"	"∅_∅_too"	"∅_too_a"	"too_a_beginning"	"a_beginning_bodybuilder"	"ε"	"ε"	"RB"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"often"	"a"	"beginning"	"bodybuilder"	"has"	"to"	"do"	"his"	"training"	"secretly"	"either"	"because"	"his"	"parent"	"do"	"n't"	"want"	"sonny_boy"	"to"	"lift"	"all"	"those"	"old"	"barbell"	"thing"	"because"	"you"	"stunt"	"your"	"growth"	"or"	"because"	"childish"	"taunt"	"from"	"his"	"schoolmate"	"like"	"hey"	"lookit"	"person"	"whaddya"	"gonna"	"do"	"with"	"all"	"those"	"muscle"	"of"	"which"	"he"	"have"	"none"	"at"	"the"	"time"	
"4:02:00::"	"∅"	"these"	"∅"	"exercise"	"∅_∅"	"∅_these"	"these_exercise"	"∅_∅_∅"	"∅_∅_these"	"∅_these_exercise"	"these_exercise_work"	"ε"	"ε"	"ε"	"RB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"exercise"	"work"	"well"	"for"	"some"	"bodybuilder"	"but"	"less"	"spectacularly"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"very"	","	"club"	"your"	"club_very"	"very_,"	",_your"	"a_club_very"	"club_very_,"	"very_,_your"	",_your_timing"	"DT"	"NN"	"RB"	"RB"	"ε"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"kind_of"	"like"	"golf"	"if"	"you"	"do"	"swing"	"a"	"club"	"very"	"often"	"your"	"timing"	"get"	"off"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"has"	"been"	"telegraphy"	"attribute"	"telegraphy_has"	"has_been"	"been_attribute"	"in_telegraphy_has"	"telegraphy_has_been"	"has_been_attribute"	"been_attribute_to"	"IN"	"NN"	"VBZ"	"RB"	"VBN"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"manchester"	"unusual"	"interest"	"telegraphy"	"has"	"often"	"been"	"attribute"	"to"	"the"	"fact"	"that"	"the"	"person"	"headmaster"	"of"	"group"	"and"	"group"	"be"	"a"	"personal"	"friend"	"and"	"correspondent"	"of"	"the"	"inventor"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
