"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"
"2:32:05::"	"was"	"to"	"he"	"prague"	"he_was"	"was_to"	"to_prague"	"which_he_was"	"he_was_to"	"was_to_prague"	"to_prague_by"	"WDT"	"PRP"	"VB"	"VB"	"TO"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"five"	"years"	"were"	"spend"	"with"	"cologne_opera"	"after"	"which"	"he"	"was"	"call"	"to"	"prague"	"by"	"alexander_von_zemlinsky"	"teacher"	"of"	"arnold_scho"	"nberg"	"and"	"erich_korngold"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"he"	"vincent_l._piraro"	"∅"	","	"∅_he"	"he_vincent_l._piraro"	"vincent_l._piraro_,"	"∅_∅_he"	"∅_he_vincent_l._piraro"	"he_vincent_l._piraro_,"	"vincent_l._piraro_,_proprietor"	"ε"	"ε"	"PRP"	"VB"	"NNP"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"call"	"vincent_l._piraro"	"proprietor"	"of"	"the"	"shop"	"who"	"summon"	"police"	"and"	"an"	"ambulance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"cams"	"``"	"consist_of"	"dogs"	"consist_of_cams"	"cams_``"	"``_dogs"	"bars_consist_of_cams"	"consist_of_cams_``"	"cams_``_dogs"	"``_dogs_''"	"NNS"	"VB"	"NNS"	"VB"	"ε"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"sides"	"of"	"the"	"tappets"	"be"	"notches"	"with"	"sloping"	"and"	"connection"	"between"	"the"	"tappets"	"and"	"locking"	"bars"	"consist_of"	"cams"	"call"	"dogs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"you"	"it"	"and"	"chicken_pontiac"	"and_you"	"you_it"	"it_chicken_pontiac"	"ham_and_you"	"and_you_it"	"you_it_chicken_pontiac"	"it_chicken_pontiac_,"	"NN"	"CC"	"PRP"	"VB"	"PRP"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leave_off"	"the"	"and"	"you"	"call"	"it"	"chicken_pontiac"	"say"	"ramsey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:04::"	"to"	"the"	"decide"	"legislature"	"decide_to"	"to_the"	"the_legislature"	"barnett_decide_to"	"decide_to_the"	"to_the_legislature"	"the_legislature_back"	"NNP"	"VB"	"TO"	"VB"	"DT"	"NNP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"many"	"who"	"that"	"should"	"barnett"	"decide"	"to"	"call"	"the"	"legislature"	"back"	"into"	"special"	"session"	"it"	"will"	"really"	"throw"	"his"	"administration"	"into"	"a"	"scramble"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:04::"	"n't"	"a"	"does"	"special"	"does_n't"	"n't_a"	"a_special"	"barnett_does_n't"	"does_n't_a"	"n't_a_special"	"a_special_session"	"NNP"	"VBZ"	"RB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"does"	"n't"	"call"	"a"	"special"	"session"	"in"	"it"	"will"	"be"	"the"	"first"	"year"	"in"	"the"	"last"	"decade"	"that"	"the"	"legislature"	"has"	"not"	"meet"	"in"	"regular"	"or"	"special"	"session"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:04::"	"could"	"a"	"it"	"special"	"it_could"	"could_a"	"a_special"	",_it_could"	"it_could_a"	"could_a_special"	"a_special_session"	"ε"	"PRP"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"either"	"it"	"could"	"call"	"a"	"special"	"session"	"of"	"the"	"legislature"	"later"	"in"	"to"	"make"	"another"	"stab"	"at"	"raise"	"additional"	"revenues"	"through"	"a"	"tax"	"raiser"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"help"	"it"	"emergency"	"``"	"emergency_help"	"help_it"	"it_``"	"of_emergency_help"	"emergency_help_it"	"help_it_``"	"it_``_civilian_defense"	"IN"	"NN"	"NN"	"VB"	"PRP"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lastly"	"the"	"speaker"	"decry"	"our"	"program"	"of"	"emergency"	"help"	"call"	"it"	"civilian_defense"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"they"	"eisenhower_republicanism"	"of_what"	","	"of_what_they"	"they_eisenhower_republicanism"	"eisenhower_republicanism_,"	"carcass_of_what_they"	"of_what_they_eisenhower_republicanism"	"they_eisenhower_republicanism_,"	"eisenhower_republicanism_,_but"	"NN"	"RB"	"PRP"	"VB"	"NNP"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hughes"	"say"	"monday"	"it"	"be"	"the"	"apparent"	"intention"	"of"	"republican_party"	"to"	"campaign"	"on"	"the"	"carcass"	"of_what"	"they"	"call"	"eisenhower_republicanism"	"but"	"the"	"heart"	"stop"	"beat"	"and"	"the"	"lifeblood"	"congeal"	"after"	"eisenhower"	"retire"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"∅"	"the"	"∅"	"democrats"	"∅_∅"	"∅_the"	"the_democrats"	"∅_∅_∅"	"∅_∅_the"	"∅_the_democrats"	"the_democrats_the"	"ε"	"ε"	"ε"	"VB"	"DT"	"NNPS"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"democrats"	"the"	"party"	"that"	"live"	"breathe"	"and"	"think"	"for"	"the"	"good"	"of"	"the"	"people"	"hughes"	"ask"	"a"	"representative"	"democratic"	"vote"	"in"	"the"	"primary"	"for"	"a"	"springboard"	"toward"	"victory"	"in"	"november"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"who"	"him"	"neighborhood"	"that"	"neighborhood_who"	"who_him"	"him_that"	"mt._pleasant_neighborhood_who"	"neighborhood_who_him"	"who_him_that"	"him_that_-"	"NNP"	"NN"	"WP"	"VB"	"PRP"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._robards"	"jenny"	"be"	"the"	"only"	"person"	"she"	"of"	"in"	"the"	"mt._pleasant"	"neighborhood"	"who"	"call"	"him"	"that"	"be"	"kind"	"but"	"too"	"easygoing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"it"	"a"	"what"	"new"	"what_it"	"it_a"	"a_new"	"fight_what_it"	"what_it_a"	"it_a_new"	"a_new_rebel"	"VB"	"WP"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"vientiane"	"the"	"royal"	"laotian"	"government"	"decide"	"today"	"to"	"ask"	"its"	"and"	"neighbors"	"for"	"help"	"in"	"fight"	"what"	"it"	"call"	"a"	"new"	"rebel"	"offensive"	"threaten"	"the"	"southeast"	"asian"	"kingdom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"field"	"``"	"in_this"	"scenarios"	"in_this_field"	"field_``"	"``_scenarios"	"professionals_in_this_field"	"in_this_field_``"	"field_``_scenarios"	"``_scenarios_''"	"NNS"	"RB"	"NN"	"VB"	"ε"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"the"	"policy"	"makers"	"generals"	"physicists"	"psychologists"	"and_others"	"charge"	"with"	"control"	"the"	"actions"	"of"	"the"	"button"	"pushers"	"and"	"their"	"hardware"	"the"	"answers"	"to"	"my"	"vary"	"partly"	"according"	"to_a_man"	"flair"	"for"	"what"	"the"	"professionals"	"in_this"	"field"	"call"	"scenarios"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	","	"the"	"years"	"signals"	"years_,"	",_the"	"the_signals"	"four_years_,"	"years_,_the"	",_the_signals"	"the_signals_for"	"CD"	"NNS"	"ε"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wisman"	"who"	"has"	"have"	"the"	"chief"	"job"	"for"	"four"	"years"	"call"	"the"	"signals"	"for"	"a"	"team"	"operate"	"three"	"rows"	"of"	"dull-gray"	"consoles"	"studded"	"with"	"lights"	"switches"	"and"	"buttons"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"who"	"themselves"	"couple"	"peter_kroger"	"couple_who"	"who_themselves"	"themselves_peter_kroger"	"shadowy_couple_who"	"couple_who_themselves"	"who_themselves_peter_kroger"	"themselves_peter_kroger_,"	"JJ"	"NN"	"WP"	"VB"	"PRP"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"couple"	"who"	"call"	"themselves"	"peter_kroger"	"bookseller"	"and"	"wife"	"joyce"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"hear"	","	"was"	"use"	"was_hear"	"hear_,"	",_use"	"moscow_was_hear"	"was_hear_,"	"hear_,_use"	",_use_signals"	"NNP"	"VBD"	"VB"	"VB"	"ε"	"VB"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"six"	"radiomen"	"tell"	"how"	"twice"	"on"	"two"	"days"	"after"	"the"	"was"	"nab"	"a"	"transmitter"	"near"	"moscow"	"was"	"hear"	"call"	"use"	"signals"	"times"	"and"	"wavelengths"	"specify"	"on"	"codes"	"find"	"hide"	"in"	"cigaret"	"lighters"	"in"	"lonsdale"	"apartment"	"and"	"the"	"krogers"	"house"	"and"	"also"	"fasten"	"to"	"the"	"transmitter"	"lid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	"to"	"the"	"go"	"cta"	"go_to"	"to_the"	"the_cta"	"was_go_to"	"go_to_the"	"to_the_cta"	"the_cta_supervisor"	"VBD"	"VB"	"VB"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"st"	"street"	"was"	"reach"	"robinson"	"relate"	"he"	"stop"	"the"	"and"	"tell"	"the"	"youths"	"he"	"was"	"go"	"to"	"call"	"the"	"cta"	"supervisor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	"who"	"you"	"one"	"be"	"one_who"	"who_you"	"you_be"	"the_one_who"	"one_who_you"	"who_you_be"	"you_be_holy"	"DT"	"CD"	"WP"	"VB"	"PRP"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"as"	"one"	"who"	"call"	"you"	"be"	"holy"	"be"	"you"	"also"	"holy"	"in_all"	"your"	"behavior"	"for"	"it"	"is"	"write"	"you"	"shall"	"be"	"holy"	"because"	"i"	"be"	"holy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	"the"	"had"	"draft"	"had_to"	"to_the"	"the_draft"	"burgess_had_to"	"had_to_the"	"to_the_draft"	"the_draft_man"	"NNP"	"VB"	"VB"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"steak_house"	"have"	"such"	"a"	"run"	"on"	"beer"	"to"	"that"	"mexican"	"food"	"tex"	"burgess"	"had"	"to"	"call"	"the"	"draft"	"man"	"twice"	"in"	"one_day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	"grand_jury"	"10"	"federal"	"witnesses"	"federal_grand_jury"	"grand_jury_10"	"10_witnesses"	"a_federal_grand_jury"	"federal_grand_jury_10"	"grand_jury_10_witnesses"	"10_witnesses_yesterday"	"DT"	"JJ"	"NN"	"VB"	"CD"	"NNS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"grand_jury"	"call"	"witnesses"	"yesterday"	"in"	"an"	"investigation"	"of"	"the"	"affairs"	"of"	"ben_stein"	"who"	"collect"	"big"	"fees"	"as"	"a"	"labor"	"consultant"	"and"	"operator"	"of"	"a"	"janitors"	"service"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"officials"	"police"	"hotel"	"."	"hotel_officials"	"officials_police"	"police_."	",_hotel_officials"	"hotel_officials_police"	"officials_police_."	"police_._∅"	"ε"	"NN"	"NNS"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"huff"	"attempt"	"to"	"cash"	"another"	"there"	"monday"	"hotel"	"officials"	"call"	"police"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	"was"	"to"	"viola"	"the"	"viola_was"	"was_to"	"to_the"	"when_viola_was"	"viola_was_to"	"was_to_the"	"to_the_stand"	"WRB"	"NNP"	"VB"	"VB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"know"	"that"	"both"	"these"	"cynics"	"were"	"with_impatience"	"for"	"the"	"dramatic"	"moment"	"when"	"viola"	"was"	"call"	"to"	"the"	"stand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
