"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"1:10:01::"	"your"	"be_due"	","	"also"	",_your"	"your_be_due"	"be_due_also"	"puerto_rico_,_your"	",_your_be_due"	"your_be_due_also"	"be_due_also_due"	"NN"	"ε"	"PRP$"	"NN"	"VB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"be"	"a"	"nonresident"	"alien"	"a"	"resident"	"of"	"puerto_rico"	"your"	"return"	"be_due"	"also"	"due"	"june"	"or"	"the"	"day"	"of"	"the"	"month"	"after"	"the"	"close"	"of"	"your"	"fiscal_year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"final"	"for"	"the"	"the"	"the_final"	"final_for"	"for_the"	"file_the_final"	"the_final_for"	"final_for_the"	"for_the_decedent"	"VB"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"a"	"taxpayer"	"die"	"the"	"executor"	"administrator"	"or"	"representative"	"must"	"file"	"the"	"final"	"return"	"for"	"the"	"decedent"	"on"	"or"	"before"	"the"	"day"	"of"	"the"	"month"	"follow"	"the"	"close"	"of"	"the"	"deceased"	"taxpayer"	"normal"	"tax"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"for"	"∅"	"a"	"∅_the"	"the_for"	"for_a"	"∅_∅_the"	"∅_the_for"	"the_for_a"	"for_a_decedent"	"ε"	"ε"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"return"	"for"	"a"	"decedent"	"may"	"also"	"serve"	"as"	"a"	"claim"	"for"	"refund"	"of"	"an"	"overpayment"	"of"	"tax"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"∅"	"of"	"∅"	"estate"	"∅_∅"	"∅_of"	"of_estate"	"∅_∅_∅"	"∅_∅_of"	"∅_of_estate"	"of_estate_or"	"ε"	"ε"	"ε"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"estate"	"or"	"trust"	"be_due"	"on"	"or"	"before"	"the"	"day"	"of"	"the"	"month"	"after"	"the"	"close"	"of"	"the"	"tax"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"a"	"."	"file"	"∅"	"file_a"	"a_."	"._∅"	"to_file_a"	"file_a_."	"a_._∅"	"._∅_∅"	"TO"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"under"	"unusual"	"circumstance"	"a"	"resident"	"individual"	"may"	"grant"	"an"	"extension"	"of"	"time"	"to"	"file"	"a"	"return"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"for"	"file"	"the"	"file_the"	"the_for"	"for_the"	"for_file_the"	"file_the_for"	"the_for_the"	"for_the_preceding"	"IN"	"VB"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"citizen"	"of"	"the"	"united_states"	"who"	"on"	"april"	"be"	"not"	"in"	"the"	"united_states"	"puerto_rico"	"are"	"allow"	"an"	"extension"	"of"	"time"	"until"	"for"	"file"	"the"	"return"	"for"	"the"	"preceding"	"calendar_year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"their"	"."	"file"	"∅"	"file_their"	"their_."	"._∅"	"for_file_their"	"file_their_."	"their_._∅"	"._∅_∅"	"IN"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"military"	"or"	"naval"	"personnel"	"on_duty"	"in"	"alaska"	"or"	"outside"	"the"	"united_states"	"and"	"are"	"also"	"allow"	"this"	"automatic"	"extension"	"of"	"time"	"for"	"file"	"their"	"return"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"your"	","	"to"	"if"	"to_your"	"your_,"	",_if"	"statement_to_your"	"to_your_,"	"your_,_if"	",_if_you"	"NN"	"TO"	"PRP$"	"NN"	"ε"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"must"	"attach"	"statement"	"to"	"your"	"return"	"if"	"you"	"take_advantage"	"of"	"this"	"automatic"	"extension"	"show"	"that"	"you"	"be"	"in"	"alaska"	"or"	"be"	"outside"	"the"	"united_states"	"or"	"puerto_rico"	"on"	"april"	"or"	"due_date"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"your"	"unless"	"with"	"you"	"with_your"	"your_unless"	"unless_you"	"remit_with_your"	"with_your_unless"	"your_unless_you"	"unless_you_owe"	"VB"	"IN"	"PRP$"	"NN"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"your"	"computation"	"on"	"form_1040"	"or"	"form_1040_a"	"show"	"you"	"additional"	"tax"	"it"	"should"	"be"	"remit"	"with"	"your"	"return"	"unless"	"you"	"owe"	"less_than"	"in"	"which"	"case"	"it"	"is"	"forgive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"that"	"on"	"the"	"on_the"	"the_that"	"that_the"	"indicate_on_the"	"on_the_that"	"the_that_the"	"that_the_overpayment"	"VB"	"IN"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"overpayment"	"of"	"income"	"and"	"social_security"	"tax"	"entitle"	"to"	"a"	"refund"	"unless"	"you"	"indicate"	"on"	"the"	"return"	"that"	"the"	"overpayment"	"should"	"be"	"apply"	"to"	"your"	"succeeding"	"year"	"estimated"	"tax"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"your"	"request"	"to"	"such"	"to_your"	"your_request"	"request_such"	"application_to_your"	"to_your_request"	"your_request_such"	"request_such_a"	"NN"	"TO"	"PRP$"	"NN"	"VB"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"refund"	"of"	"less_than"	"will"	"not"	"be"	"make"	"you"	"attach"	"a"	"application"	"to"	"your"	"return"	"request"	"such"	"a"	"refund"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"your"	"to"	"send"	"the"	"send_your"	"your_to"	"to_the"	"∅_send_your"	"send_your_to"	"your_to_the"	"to_the_person"	"ε"	"VB"	"PRP$"	"NN"	"VB"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"your"	"return"	"to"	"the"	"person"	"for"	"the"	"district"	"in"	"which"	"you"	"have"	"your"	"legal"	"residence"	"or"	"principal"	"place_of_business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"own"	"regardless"	"his"	"of"	"his_own"	"own_regardless"	"regardless_of"	"on_his_own"	"his_own_regardless"	"own_regardless_of"	"regardless_of_how"	"JJ"	"JJ"	"JJ"	"NN"	"RB"	"RB"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"minor"	"child"	"is"	"allow"	"a"	"exemption"	"of"	"on"	"his"	"own"	"return"	"regardless"	"of"	"how"	"much"	"money"	"he"	"may"	"earn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"to"	"when"	"california"	"when_person"	"person_to"	"to_california"	"∅_when_person"	"when_person_to"	"person_to_california"	"to_california_in"	"ε"	"PR"	"NNP"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"return"	"to"	"california"	"in"	"the"	"winter"	"of"	"it"	"was"	"to"	"take_up"	"again"	"a"	"collaboration"	"with"	"person"	"begin"	"some"	"year"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"and"	"fill_out"	"because"	"fill_out_the"	"the_and"	"and_because"	"had_fill_out_the"	"fill_out_the_and"	"the_and_because"	"and_because_,"	"VBD"	"VB"	"DT"	"NN"	"CC"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"fill_out"	"the"	"return"	"and"	"because"	"when"	"he"	"be"	"finished"	"it"	"was"	"close"	"to"	"the"	"lunch"	"hour"	"he"	"had"	"politely"	"ask"	"person"	"to"	"join"	"him"	"never"	"expect"	"her"	"to"	"accept"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"'s"	","	"person"	"however"	"person_'s"	"'s_,"	",_however"	"of_person_'s"	"person_'s_,"	"'s_,_however"	",_however_,"	"IN"	"NNP"	"POS"	"NN"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"of"	"person"	"return"	"however"	"her"	"strength"	"leave"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"they"	"to"	"∅"	"the"	"∅_they"	"they_to"	"to_the"	"∅_∅_they"	"∅_they_to"	"they_to_the"	"to_the_street"	"ε"	"ε"	"PRP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"return"	"to"	"the"	"street"	"mount"	"their"	"horse"	"ride"	"through"	"the"	"rain"	"to"	"the"	"big"	"house"	"on"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"to"	"that"	"new_york"	"that_person"	"person_to"	"to_new_york"	"suggest_that_person"	"that_person_to"	"person_to_new_york"	"to_new_york_."	"VB"	"IN"	"NNP"	"VB"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yet"	"person"	"suggest"	"that"	"person"	"return"	"to"	"new_york"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:12::"	"been"	"to"	"not"	"its"	"not_been"	"been_to"	"to_its"	"had_not_been"	"not_been_to"	"been_to_its"	"to_its_stall"	"VBD"	"RB"	"VBN"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"fact"	"that"	"person"	"had"	"not"	"been"	"return"	"to"	"its"	"stall"	"could"	"indicate"	"that"	"person"	"information"	"had"	"be"	"wrong"	"but"	"person"	"did"	"n't"	"interpret"	"it"	"this"	"way"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	","	"before"	"buoy_up"	"before_person"	"person_,"	",_buoy_up"	"above_before_person"	"before_person_,"	"person_,_buoy_up"	",_buoy_up_by"	"IN"	"IN"	"NNP"	"VB"	"ε"	"VB"	"IN"	"0"	"0"	"0"	"after"	"person"	"send"	"person"	"for"	"person"	"he"	"be"	"able"	"to"	"complete"	"his"	"detailed"	"inspection"	"of"	"the"	"third"	"floor"	"and"	"to"	"receive"	"a"	"report"	"from"	"man"	"cover"	"the"	"above"	"before"	"person"	"return"	"buoy_up"	"by"	"a"	"brief"	"stop"	"for"	"another"	"glass"	"of"	"champagne"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"to"	"1803"	"copenhagen"	"1803_person"	"person_to"	"to_copenhagen"	"in_1803_person"	"1803_person_to"	"person_to_copenhagen"	"to_copenhagen_and"	"IN"	"CD"	"NNP"	"VB"	"VB"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"return"	"to"	"copenhagen"	"and"	"apply"	"for"	"the"	"university"	"chair"	"in"	"physics"	"but"	"was"	"reject"	"because"	"he"	"was"	"probably"	"consider"	"more"	"a"	"philosopher"	"than"	"a"	"physicist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"in"	"∅"	"1814"	"∅_person"	"person_in"	"in_1814"	"∅_∅_person"	"∅_person_in"	"person_in_1814"	"in_1814_and"	"ε"	"ε"	"NNP"	"VB"	"IN"	"CD"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"return"	"in"	"and"	"resume"	"an"	"active"	"part"	"in"	"university"	"and"	"political"	"discussion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"to"	"but"	"the"	"but_to"	"to_to"	"to_the"	"∅_but_to"	"but_to_to"	"to_to_the"	"to_the_main"	"ε"	"CC"	"TO"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"return"	"to"	"the"	"main"	"line"	"of"	"our"	"inquiry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:08::"	","	"the"	"season"	"favor"	"season_,"	",_the"	"the_favor"	"this_season_,"	"season_,_the"	",_the_favor"	"the_favor_next"	"DT"	"NN"	"ε"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"line"	"of"	"operatic"	"trade"	"to"	"cushion"	"the"	"budget"	"the"	"group"	"will"	"use"	"san_francisco"	"new"	"group"	"production"	"lucia_di_lammermoor"	"this"	"season"	"return"	"the"	"favor"	"next"	"season"	"when"	"san_francisco"	"use"	"the"	"dallas"	"don_giovanni"	"design"	"by"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"to"	"∅"	"the"	"∅_person"	"person_to"	"to_the"	"∅_∅_person"	"∅_person_to"	"person_to_the"	"to_the_hotel"	"ε"	"ε"	"NNP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"return"	"to"	"the"	"hotel"	"rather"	"weary"	"and"	"with"	"no"	"new"	"prospect"	"of"	"a"	"role"	"in"	"the"	"late"	"afternoon"	"but"	"find"	"the"	"doctor"	"in"	"an"	"ebullient"	"mood"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"∅"	"once_again"	"∅"	"to"	"∅_∅"	"∅_once_again"	"once_again_to"	"∅_∅_∅"	"∅_∅_once_again"	"∅_once_again_to"	"once_again_to_the"	"ε"	"ε"	"ε"	"VB"	"RB"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"once_again"	"to"	"the"	"person"	"reissue"	"i"	"am"	"beguile"	"anew"	"by"	"the"	"magnificence"	"of"	"this"	"pianist"	"musical"	"penetration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:02::"	"imminent"	"of"	"the"	"a"	"the_imminent"	"imminent_of"	"of_a"	"responsible_for_the_imminent"	"the_imminent_of"	"imminent_of_a"	"of_a_group"	"JJ"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"year"	"person"	"a"	"prominent"	"corporation"	"lawyer"	"with"	"a"	"sport"	"background"	"is"	"generally"	"as"	"the"	"man"	"most"	"responsible_for"	"the"	"imminent"	"return"	"of"	"a"	"group"	"club"	"to"	"new_york"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"he"	"to"	"as"	"his"	"as_he"	"he_to"	"to_his"	"him_as_he"	"as_he_to"	"he_to_his"	"to_his_dressing_room"	"PRP"	"IN"	"PRP"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"clutch"	"that"	"to"	"him"	"as"	"he"	"return"	"to"	"his"	"dressing_room"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"us"	","	"let"	"after"	"let_us"	"us_,"	",_after"	"but_let_us"	"let_us_,"	"us_,_after"	",_after_this"	"CC"	"VB"	"PRP"	"VB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"us"	"return"	"after"	"this"	"gruesome"	"interlude"	"to"	"our"	"willow"	"catkin"	"in"	"the"	"spring"	"there"	"be"	"wild"	"bee"	"that"	"command"	"our"	"attention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:08::"	"could"	"the"	"person"	"pitcher"	"person_could"	"could_the"	"the_pitcher"	"that_person_could"	"person_could_the"	"could_the_pitcher"	"the_pitcher_of"	"IN"	"NNP"	"MD"	"VB"	"DT"	"NN"	"IN"	"breakfast_table"	"conversation"	"be"	"impossible"	"it"	"was"	"at_least"	"something"	"that"	"they"	"be"	"able"	"to"	"offer"	"person"	"the"	"sugar_bowl"	"with"	"their"	"sugar"	"in"	"it"	"and"	"the"	"plate"	"of"	"bread_and_butter"	"and"	"person"	"could"	"the"	"pitcher"	"of"	"hot"	"milk"	"to"	"them"	"handle"	"first"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"his"	"for"	"of"	"something"	"of_his"	"his_for"	"for_something"	"likelihood_of_his"	"of_his_for"	"his_for_something"	"for_something_he"	"NN"	"IN"	"PRP$"	"VB"	"IN"	"NN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"enough"	"time"	"had"	"elapse"	"there"	"be"	"little"	"likelihood"	"of"	"his"	"return"	"for"	"something"	"he"	"had"	"forget"	"person"	"go_out"	"into"	"the"	"hall"	"and"	"stand"	"look"	"into"	"one"	"room"	"after"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"to"	"when"	"bishopsgate"	"when_person"	"person_to"	"to_bishopsgate"	"∅_when_person"	"when_person_to"	"person_to_bishopsgate"	"to_bishopsgate_she"	"ε"	"WRB"	"NNP"	"VB"	"VB"	"NNP"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"return"	"to"	"bishopsgate"	"she"	"long"	"to"	"tell"	"them"	"she"	"had"	"become"	"person"	"mistress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"two"	","	"year"	",_and"	"and_two"	"two_year"	"1957_,_and"	",_and_two"	"and_two_year"	"two_year_later"	"CD"	"ε"	"CC"	"VB"	"JJ"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"go_into"	"the"	"group"	"march"	"and"	"return"	"two"	"year"	"later"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
