"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"2:31:00::"	"of"	"the"	"way"	"christian"	"way_of"	"of_the"	"the_christian"	"the_way_of"	"way_of_the"	"of_the_christian"	"the_christian_faith"	"DT"	"NN"	"IN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"statement"	"is"	"often"	"made"	"that"	"when"	"person"	"argue"	"in"	"this"	"way"	"he"	"overestimate"	"the"	"intellectual"	"stumbling_block"	"which"	"be"	"supposed"	"to"	"put"	"in"	"the"	"way"	"of"	"accept"	"the"	"christian"	"faith"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"without"	"must"	"condition"	"must_be"	"be_without"	"without_condition"	"demand_must_be"	"must_be_without"	"be_without_condition"	"without_condition_."	"NN"	"MD"	"VB"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"what"	"we"	"mean"	"we"	"say"	"this"	"demand"	"must"	"be"	"accept"	"without"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"without"	"must"	"condition"	"must_be"	"be_without"	"without_condition"	"demythologization_must_be"	"must_be_without"	"be_without_condition"	"without_condition_,"	"NN"	"MD"	"VB"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"we"	"say"	"then"	"that"	"today"	"in"	"our"	"situation"	"demand"	"for"	"demythologization"	"must"	"be"	"accept"	"without"	"condition"	"we"	"are"	"simply"	"say"	"that"	"at_least"	"this"	"much"	"of"	"the"	"liberal"	"tradition"	"be"	"an"	"enduring"	"achievement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"not"	"by"	"was"	"all"	"was_not"	"not_by"	"by_all"	"it_was_not"	"was_not_by"	"not_by_all"	"by_all_the"	"PRP"	"VBD"	"RB"	"VB"	"IN"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finally"	"the"	"conception"	"of"	"the"	"natural"	"community"	"of"	"possession"	"originate"	"with"	"the"	"stoic"	"was"	"firmly"	"fix"	"in"	"a"	"by"	"person"	"time"	"although"	"it"	"was"	"not"	"accept"	"by"	"all"	"the"	"theologian"	"philosopher"	"of"	"the"	"middle_ages"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"had"	"the"	","	"geometric"	",_had"	"had_the"	"the_geometric"	"shore_,_had"	",_had_the"	"had_the_geometric"	"the_geometric_style"	"NN"	"ε"	"VBD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"focus"	"of"	"novelty"	"in"	"this"	"world"	"now"	"lie_in"	"the"	"southeastern"	"district"	"of"	"the"	"greek"	"mainland"	"and"	"by"	"virtually"	"the"	"entire"	"aegean"	"always"	"its"	"northern"	"shore"	"had"	"accept"	"the"	"geometric"	"style"	"of"	"pottery"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"be"	","	"would"	"and"	"would_be"	"be_,"	",_and"	"work_would_be"	"would_be_,"	"be_,_and"	",_and_then"	"NN"	"MD"	"VB"	"VB"	"ε"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"afraid"	"at"	"one_and_the_same"	"time"	"that"	"his"	"work"	"might"	"be"	"turn_down"	"which"	"would"	"be"	"a"	"blow"	"to"	"his"	"pride"	"even_though"	"no_one"	"know"	"he"	"be"	"the"	"author"	"that"	"the"	"work"	"would"	"be"	"accept"	"and"	"then"	"that"	"his"	"violent"	"feeling"	"in"	"the"	"matter"	"would"	"certainly"	"betray"	"how"	"deeply"	"concern"	"he"	"be"	"in_spite_of"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"person"	"his"	"as"	"silver"	"as_person"	"person_his"	"his_silver"	"∅_as_person"	"as_person_his"	"person_his_silver"	"his_silver_bowl"	"ε"	"IN"	"NNP"	"VB"	"PRP$"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"accept"	"his"	"silver"	"bowl"	"he"	"say"	"i"	"want"	"to"	"thank"	"coach"	"wife"	"for"	"talk_into"	"him"	"into"	"let"	"me"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"is"	"as"	"argument"	"essentially"	"argument_is"	"is_as"	"as_essentially"	"the_argument_is"	"argument_is_as"	"is_as_essentially"	"as_essentially_sound"	"DT"	"NN"	"VBZ"	"VB"	"IN"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"argument"	"is"	"accept"	"as"	"essentially"	"sound"	"up"	"to"	"this"	"point"	"it"	"remain"	"for"	"us"	"to"	"consider"	"whether"	"the"	"patient"	"difficulty"	"in"	"orient"	"himself"	"spatially"	"and"	"in"	"locate"	"object"	"in"	"space"	"with"	"the"	"sense_of_touch"	"can"	"be"	"explain"	"by"	"his"	"defective"	"visual"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	"the"	"∅"	"decision"	"∅_person"	"person_the"	"the_decision"	"∅_∅_person"	"∅_person_the"	"person_the_decision"	"the_decision_with"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"accept"	"the"	"decision"	"with"	"indifference"	"and"	"did"	"not"	"enter"	"the"	"argument"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"had"	"their"	"he"	"child"	"he_had"	"had_their"	"their_child"	"and_he_had"	"he_had_their"	"had_their_child"	"their_child_'s"	"CC"	"PRP"	"VBD"	"VB"	"PRP$"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"letter"	"come"	"as"	"she"	"know"	"would"	"and"	"he"	"had"	"accept"	"their"	"child"	"death"	"as"	"another"	"judgment"	"from"	"god"	"against"	"both"	"person"	"and"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"not"	","	"was"	"the"	"was_not"	"not_,"	",_the"	"offer_was_not"	"was_not_,"	"not_,_the"	",_the_armchair"	"VB"	"VBD"	"RB"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"offer"	"person"	"his"	"car"	"to"	"use"	"at"	"any"	"time"	"care"	"to"	"and"	"when"	"this"	"offer"	"was"	"not"	"accept"	"the"	"armchair"	"creak"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
