"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"1:15:01::"	"the"	"it"	"of"	"cover"	"of_the"	"the_it"	"it_cover"	"size_of_the"	"of_the_it"	"the_it_cover"	"it_cover_,"	"NN"	"IN"	"DT"	"NN"	"PRP"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"because"	"of"	"size"	"of"	"the"	"area"	"it"	"cover"	"the"	"pasted"	"paper"	"establish"	"undepicted"	"flatness"	"bodily"	"as"	"more"	"than"	"an"	"indication"	"or"	"sign"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"settled"	"of"	"long"	"state"	"long_settled"	"settled_of"	"of_state"	"the_long_settled"	"long_settled_of"	"settled_of_state"	"of_state_like"	"DT"	"JJ"	"JJ"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"settled"	"area"	"of"	"state"	"like"	"virginia"	"and"	"south_carolina"	"develop"	"the"	"antebellum"	"culture"	"to"	"its"	"rich"	"flowering"	"and"	"there"	"the"	"memory"	"be"	"more"	"precious"	"and"	"the"	"consciousness"	"of"	"loss"	"the"	"great"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"small"	"."	"a"	"∅"	"a_small"	"small_."	"._∅"	"to_a_small"	"a_small_."	"small_._∅"	"._∅_∅"	"TO"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"possible"	"especially"	"large"	"anaconda"	"will"	"to"	"belong_to"	"subspecies"	"limit"	"to"	"a"	"small"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"in"	"for"	"hold"	"similar"	"hold_in"	"in_for"	"for_similar"	"those_hold_in"	"hold_in_for"	"in_for_similar"	"for_similar_purpose"	"DT"	"VB"	"VB"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"possible"	"the"	"morning"	"following"	"the"	"location"	"meeting"	"the"	"editor"	"of"	"the"	"group"	"write"	"that"	"although"	"the"	"meeting"	"be"	"mild"	"less"	"extreme"	"than"	"those"	"hold"	"in"	"area"	"for"	"similar"	"purpose"	"it"	"could"	"have"	"been"	"avoid"	"completely"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"extensive"	"was"	"an"	"cover"	"an_extensive"	"extensive_was"	"was_cover"	",_an_extensive"	"an_extensive_was"	"extensive_was_cover"	"was_cover_by"	"ε"	"DT"	"JJ"	"NN"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"can"	"be"	"see"	"figure"	"an"	"extensive"	"area"	"was"	"cover"	"by"	"this"	"aerosol"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"shoulder"	"is"	"back"	"vigorously"	"back_shoulder"	"shoulder_is"	"is_vigorously"	"chest_back_shoulder"	"back_shoulder_is"	"shoulder_is_vigorously"	"is_vigorously_exercise"	"NN"	"NN"	"NN"	"NN"	"VBZ"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"you"	"can"	"see"	"in"	"this"	"the"	"entire"	"chest"	"back"	"shoulder"	"area"	"is"	"vigorously"	"exercise"	"in"	"alternate"	"sector"	"by"	"alternate"	"exercise"	"so"	"the"	"complete"	"torso"	"remain"	"pumped-up"	"all_the_time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"pale"	"."	"irregular"	"∅"	"irregular_pale"	"pale_."	"._∅"	"by_irregular_pale"	"irregular_pale_."	"pale_._∅"	"._∅_∅"	"IN"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"liver"	"weigh"	"gm"	"be"	"brown"	"in"	"color"	"and"	"cut"	"surface"	"was"	"mottle"	"by"	"irregular"	"pale"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"cm"	"."	"14"	"∅"	"14_cm"	"cm_."	"._∅"	"a_14_cm"	"14_cm_."	"cm_._∅"	"._∅_∅"	"DT"	"JJ"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mucosa"	"of"	"the"	"stomach"	"be"	"and"	"irregularly"	"blacken"	"over"	"a"	"cm"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"suburban"	"."	"from"	"∅"	"from_suburban"	"suburban_."	"._∅"	"sewage_from_suburban"	"from_suburban_."	"suburban_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"midwest"	"oxidation"	"pond"	"are"	"use"	"extensively"	"the"	"treatment"	"of"	"domestic"	"sewage"	"from"	"suburban"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::;1:15:01::"	"the"	"in"	"``"	"which"	"``_the"	"the_in"	"in_which"	":_``_the"	"``_the_in"	"the_in_which"	"in_which_person"	"ε"	"ε"	"DT"	"NN"	"RB"	"RB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"item"	"recall"	"the"	"california"	"journalist"	"who"	"an"	"accident"	"involve"	"a"	"movie_star"	"the"	"area"	"in"	"which"	"person"	"was"	"injure"	"be"	"spectacularly"	"scenic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"will"	"when"	"be"	"when_the"	"the_will"	"will_be"	"year_when_the"	"when_the_will"	"the_will_be"	"will_be_most"	"NN"	"WRB"	"DT"	"NN"	"VB"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"inspect"	"the"	"site"	"in"	"the"	"field"	"the"	"time"	"of"	"the"	"year"	"when"	"the"	"area"	"will"	"be"	"most"	"heavily"	"use"	"for"	"recreation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"is"	"which"	"bless"	"which_the"	"the_is"	"is_bless"	"with_which_the"	"which_the_is"	"the_is_bless"	"is_bless_."	"IN"	"WDT"	"DT"	"NN"	"VBZ"	"VB"	"ε"	"other"	"natural"	"feature"	"which"	"can"	"be"	"of"	"high"	"interest"	"be"	"the"	"forest"	"canyon"	"mountain"	"desert"	"seacoast"	"beach"	"sand_dune"	"waterfall"	"spring"	"etcetera"	"with"	"which"	"the"	"area"	"bless"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"each"	"have"	"∅"	"its"	"∅_each"	"each_have"	"have_its"	"∅_∅_each"	"∅_each_have"	"each_have_its"	"have_its_own"	"ε"	"ε"	"JJ"	"NN"	"VB"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"area"	"have"	"its"	"own"	"historical"	"interest"	"with"	"which"	"much"	"can"	"be"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"alone"	"of"	"can"	"of_the"	"the_alone"	"alone_can"	"size_of_the"	"of_the_alone"	"the_alone_can"	"alone_can_be"	"NN"	"IN"	"DT"	"NN"	"JJ"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"of"	"the"	"area"	"alone"	"can"	"be"	"a"	"determining_factor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"is"	"of"	"also"	"of_the"	"the_is"	"is_also"	"shape_of_the"	"of_the_is"	"the_is_also"	"is_also_related_to"	"NN"	"IN"	"DT"	"NN"	"VBZ"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"shape"	"the"	"area"	"is"	"also"	"related_to"	"the"	"use"	"attraction"	"and"	"need"	"of"	"the"	"development"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"an"	"may"	"∅"	"have"	"∅_an"	"an_may"	"may_have"	"∅_∅_an"	"∅_an_may"	"an_may_have"	"may_have_been"	"ε"	"ε"	"DT"	"NN"	"VB"	"VB"	"VBN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"area"	"may"	"have"	"been"	"partially"	"log"	"and"	"require"	"removal"	"of"	"stump"	"or"	"clean_up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"some"	"may"	"-"	"already"	"-_some"	"some_may"	"may_already"	"∅_-_some"	"-_some_may"	"some_may_already"	"may_already_have"	"ε"	"ε"	"DT"	"NN"	"VB"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"area"	"may"	"already"	"have"	"been"	"improve"	"and"	"contain"	"building"	"road"	"utility"	"clear"	"land"	"etcetera"	"which"	"may"	"raise"	"the"	"cost"	"of"	"the"	"site"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"that"	"service"	"1953"	"was"	"1953_that"	"that_service"	"service_was"	"february_1953_that"	"1953_that_service"	"that_service_was"	"service_was_extend"	"NN"	"CD"	"IN"	"NN"	"NN"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"receive"	"its"	"own"	"exchange"	"which"	"make"	"business"	"easy"	"for"	"the"	"location"	"office"	"but"	"was"	"not"	"until"	"february"	"that"	"area"	"service"	"was"	"extend"	"to"	"include"	"location"	"and"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"."	"in"	"∅"	"in_the"	"the_."	"._∅"	"erupt_in_the"	"in_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"bevy"	"of"	"interlace"	"lager"	"concentration_camp"	"erupt"	"in"	"the"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"active"	"."	"the"	"∅"	"the_active"	"active_."	"._∅"	"of_the_active"	"the_active_."	"active_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"all"	"these"	"region"	"exhibit"	"equal"	"agglutinating_activity"	"as"	"by"	"titer"	"and"	"the"	"extent"	"of"	"the"	"active"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"of"	"that"	"rh_antibody"	"that_the"	"the_of"	"of_rh_antibody"	"reveal_that_the"	"that_the_of"	"the_of_rh_antibody"	"of_rh_antibody_activity"	"VB"	"IN"	"DT"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"chromatography"	"of"	"whole"	"reveal"	"that"	"the"	"area"	"of"	"rh_antibody"	"activity"	"be"	"generally"	"continuous"	"and"	"wide"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"this"	"."	"lie_in"	"∅"	"lie_in_this"	"this_."	"._∅"	"work_lie_in_this"	"lie_in_this_."	"this_._∅"	"._∅_∅"	"NN"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"experiment"	"and"	"work"	"lie_in"	"this"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
