"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"2:30:00::"	"had"	"before"	"mama"	"the"	"mama_had"	"had_before"	"before_the"	"∅_mama_had"	"mama_had_before"	"had_before_the"	"before_the_corruption"	"ε"	"NNP"	"VBD"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"had"	"die"	"before"	"the"	"corruption"	"of"	"the"	"family_circle"	"the"	"interruption"	"of"	"charles"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"in"	"hope"	"privacy"	"hope_to"	"to_in"	"in_privacy"	"she_hope_to"	"hope_to_in"	"to_in_privacy"	"in_privacy_like"	"PRP"	"VB"	"TO"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"they"	"beg"	"grandma"	"to"	"let"	"them"	"put"	"a"	"bed"	"in"	"the"	"kitchen"	"for"	"her"	"but"	"grandma"	"say"	"she"	"was"	"get"	"too"	"old"	"to"	"sleep"	"in"	"strange"	"beds"	"be"	"see"	"with"	"her"	"teeth"	"out"	"that"	"she"	"hope"	"to"	"die"	"in"	"privacy"	"like"	"a"	"christian"	"and"	"if"	"the"	"lord"	"will"	"it"	"to"	"be"	"of"	"than"	"it"	"would"	"have"	"to"	"be"	"that"	"way"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"."	"disintegrate"	"∅"	"disintegrate_and"	"and_."	"._∅"	"it_disintegrate_and"	"disintegrate_and_."	"and_._∅"	"._∅_∅"	"PRP"	"VB"	"CC"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"my"	"estimation"	"we"	"definitely"	"do"	"and"	"the"	"sad"	"part"	"of_it"	"be"	"that"	"we"	"have"	"one"	"which"	"round"	"into"	"excellent"	"shape"	"and"	"we"	"let"	"it"	"disintegrate"	"and"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"be"	"about"	"the"	"about_to"	"to_be"	"be_the"	"be_about_to"	"about_to_be"	"to_be_the"	"be_the_knowledge"	"VB"	"VB"	"TO"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"somehow"	"more"	"terrible"	"than"	"the"	"that"	"he"	"be"	"about"	"to"	"die"	"be"	"the"	"knowledge"	"that"	"person"	"would"	"probably"	"not"	"suffer"	"for"	"it"	"the"	"murder"	"would"	"go"	"unpunished"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"and"	"maker"	"tool"	"can"	"tool_and"	"and_maker"	"maker_can"	"such_as_tool_and"	"tool_and_maker"	"and_maker_can"	"maker_can_be"	"JJ"	"NN"	"CC"	"NN"	"NN"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"keep"	"the"	"retirement"	"age"	"flexible"	"skilled"	"craftsman"	"such_as"	"tool"	"and"	"die"	"maker"	"can"	"be"	"keep"	"on_the_job"	"for"	"the"	"convenience"	"of"	"the"	"company"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"taxpayer"	","	"a"	"the"	"a_taxpayer"	"taxpayer_,"	",_the"	"if_a_taxpayer"	"a_taxpayer_,"	"taxpayer_,_the"	",_the_executor"	"IN"	"DT"	"NN"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"taxpayer"	"die"	"the"	"executor"	"administrator"	"or"	"legal"	"representative"	"must"	"file"	"the"	"final"	"return"	"for"	"the"	"decedent"	"on"	"or"	"before"	"the"	"day"	"of"	"the"	"month"	"follow"	"the"	"close"	"of"	"the"	"deceased"	"taxpayer"	"normal"	"tax"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"going_to"	","	"was"	"or"	"was_going_to"	"going_to_,"	",_or"	"she_was_going_to"	"was_going_to_,"	"going_to_,_or"	",_or_,"	"PRP"	"VBD"	"VB"	"VB"	"ε"	"CC"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"that"	"first"	"day"	"person"	"think"	"she"	"was"	"going_to"	"die"	"or"	"at_the_least"	"the"	"very"	"least"	"go"	"out"	"of"	"her"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"not"	"."	"did"	"∅"	"did_not"	"not_."	"._∅"	"person_did_not"	"did_not_."	"not_._∅"	"._∅_∅"	"NNP"	"VBD"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"a"	"new"	"pattern"	"of"	"day"	"to"	"develop"	"for"	"person"	"did"	"not"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"grandma"	","	"his"	"and"	"his_grandma"	"grandma_,"	",_and"	"with_his_grandma"	"his_grandma_,"	"grandma_,_and"	",_and_he"	"IN"	"PRP$"	"NN"	"VB"	"ε"	"CC"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"tell"	"him"	"he"	"could"	"n't"	"anything"	"like"	"that"	"with"	"his"	"grandma"	"die"	"and"	"he"	"say"	"well"	"they"	"had_to"	"eat"	"did"	"n't"	"they"	"they"	"were"	"n't"	"all"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"all"	"."	"n't"	"∅"	"n't_all"	"all_."	"._∅"	"were_n't_all"	"n't_all_."	"all_._∅"	"._∅_∅"	"VBD"	"RB"	"DT"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"tell"	"him"	"he"	"could"	"n't"	"do"	"anything"	"like"	"that"	"with"	"his"	"grandma"	"die"	"and"	"say"	"well"	"they"	"had_to"	"eat"	"did"	"n't"	"they"	"they"	"were"	"n't"	"all"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"a"	"until"	"toss"	"an"	"toss_a"	"a_until"	"until_an"	"∅_toss_a"	"toss_a_until"	"a_until_an"	"until_an_ace"	"ε"	"VB"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"die"	"until"	"an"	"ace"	"appear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"each"	"have"	"∅"	"probability"	"∅_each"	"each_have"	"have_probability"	"∅_∅_each"	"∅_each_have"	"each_have_probability"	"have_probability_*"	"ε"	"ε"	"JJ"	"NN"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"die"	"have"	"probability"	"f"	"of"	"produce"	"an"	"ace"	"the"	"marksman"	"have"	"some"	"probability"	"p"	"perhaps"	"of"	"make"	"a"	"bull's_eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"there"	"there"	"if"	"there_and"	"and_there"	"there_if"	"stand_there_and"	"there_and_there"	"and_there_if"	"there_if_leave"	"VB"	"RB"	"CC"	"VB"	"RB"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"would"	"stand"	"there"	"and"	"die"	"there"	"if"	"leave"	"to"	"myself"	"but"	"person"	"grab"	"my"	"arm"	"in"	"his"	"viselike"	"grip"	"and"	"fairly"	"pluck"	"me"	"out"	"of"	"there"	"and_then"	"i"	"come_to"	"some"	"sanity"	"and"	"plunge"	"away"	"with"	"such"	"extraordinary"	"speed"	"that"	"i"	"outdistance"	"person"	"by_far"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"shall"	"."	"i"	"∅"	"i_shall"	"shall_."	"._∅"	"or_i_shall"	"i_shall_."	"shall_._∅"	"._∅_∅"	"CC"	"PRP"	"MD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"that"	"moment"	"of"	"vision"	"person"	"hear"	"the"	"voice"	"within"	"himself"	"say"	"i"	"not"	"hate"	"him"	"i"	"must"	"not"	"hate"	"him"	"or"	"i"	"shall"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"had"	"very"	"bishopry"	"early"	"bishopry_had"	"had_very"	"very_early"	"the_bishopry_had"	"bishopry_had_very"	"had_very_early"	"very_early_in"	"DT"	"NN"	"VBD"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"person"	"himself"	"be"	"prey"	"to"	"this"	"spirit"	"competition"	"and"	"he"	"know"	"it"	"not"	"for"	"a"	"more"	"exalted"	"office"	"in"	"hierarchy"	"of"	"the"	"church"	"his"	"ambition"	"for"	"the"	"bishopry"	"had"	"die"	"very"	"early"	"in"	"his"	"career"	"but"	"for"	"the"	"one"	"clear"	"victory"	"he"	"had"	"talk_about"	"to"	"the"	"colonel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"in"	"willingness"	"aid"	"willingness_to"	"to_in"	"in_aid"	"his_willingness_to"	"willingness_to_in"	"to_in_aid"	"in_aid_of"	"PRP$"	"NN"	"TO"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"resolve"	"that"	"while"	"we"	"most"	"decidedly"	"disapprove"	"the"	"method"	"he"	"to"	"accomplish"	"his"	"object"	"yet"	"in"	"his"	"willingness"	"to"	"die"	"in"	"aid"	"of"	"the"	"great"	"cause"	"of"	"human"	"freedom"	"we"	"still"	"recognize"	"the"	"quality"	"of"	"a"	"noble"	"nature"	"and"	"the"	"exercise"	"of"	"a"	"spirit"	"which"	"true"	"man"	"have"	"always"	"admire"	"and"	"which"	"history"	"never"	"fail"	"to"	"honor"	
"2:30:00::"	"he"	"''"	"will"	"?"	"will_he"	"he_''"	"''_?"	"``_will_he"	"will_he_''"	"he_''_?"	"''_?_∅"	"ε"	"MD"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"will"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"had"	"young"	"who"	","	"who_had"	"had_young"	"young_,"	"two_who_had"	"who_had_young"	"had_young_,"	"young_,_before"	"JJ"	"WP"	"VBD"	"VB"	"JJ"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"think_of"	"again"	"of"	"her"	"those"	"two"	"who"	"had"	"die"	"young"	"before"	"the"	"later"	"science"	"which"	"might"	"have"	"save"	"them"	"could"	"attach"	"even"	"a"	"label"	"to"	"their"	"malignancy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"of"	"him"	"a"	"him_to"	"to_of"	"of_a"	"cause_him_to"	"him_to_of"	"to_of_a"	"of_a_stroke"	"VB"	"PRP"	"TO"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"something"	"of"	"this"	"can"	"be"	"learn"	"from"	"the_way_to_the_churchyard"	"an"	"anecdote"	"about"	"an"	"old"	"failure"	"whose"	"of"	"anger"	"at"	"a"	"passing"	"cyclist"	"cause"	"him"	"to"	"die"	"of"	"a"	"stroke"	"or"	"seizure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"just"	"."	"had"	"∅"	"had_just"	"just_."	"._∅"	"who_had_just"	"had_just_."	"just_._∅"	"._∅_∅"	"WP"	"VBD"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"politician"	"was"	"approach"	"by"	"a"	"man"	"seek"	"office"	"of"	"a"	"minor"	"public"	"official"	"who"	"had"	"just"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
