"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"
"2:37:00::"	"you"	"a"	"but"	"job"	"but_you"	"you_a"	"a_job"	"``_but_you"	"but_you_a"	"you_a_job"	"a_job_guarantee"	"ε"	"CC"	"PRP"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"want"	"a"	"job"	"guarantee"	"when"	"you"	"return"	"i"	"continue"	"my"	"attack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"do"	"to"	"boys"	"play"	"boys_do"	"do_to"	"to_play"	"little_boys_do"	"boys_do_to"	"do_to_play"	"to_play_space_ship"	"JJ"	"NNS"	"VBP"	"VB"	"VB"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"never"	"let"	"anyone"	"not"	"in"	"the"	"know"	"take_turns"	"a"	"at"	"the"	"valves"	"even"	"if"	"the"	"little"	"boys"	"do"	"want"	"to"	"play"	"space_ship"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"n't"	"town"	"did"	"work"	"did_n't"	"n't_town"	"town_work"	"we_did_n't"	"did_n't_town"	"n't_town_work"	"town_work_''"	"PRP"	"VBD"	"RB"	"VB"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"n't"	"want"	"town"	"work"	"jones"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"to"	","	"give"	",_i"	"i_to"	"to_give"	"ekstrohm_,_i"	",_i_to"	"i_to_give"	"to_give_you"	"NNP"	"ε"	"PRP"	"VB"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"listen"	"ekstrohm"	"want"	"to"	"give"	"you"	"the"	"benefit"	"of"	"every"	"doubt"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"man"	"be"	"the"	"four"	"the_man"	"man_be"	"be_four"	"what_the_man"	"the_man_be"	"man_be_four"	"be_four_persons"	"WP"	"DT"	"NN"	"VB"	"VB"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"man"	"want"	"be"	"four"	"persons"	"to"	"volunteer"	"as"	"hostages"	"along"	"with"	"the"	"crew"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"who"	"to"	"those"	"collect"	"those_who"	"who_to"	"to_collect"	"for_those_who"	"those_who_to"	"who_to_collect"	"to_collect_elements"	"IN"	"DT"	"WP"	"VB"	"VB"	"VB"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"this"	"will"	"serve"	"to"	"show_off"	"the"	"ory"	"style"	"fine"	"fashion"	"and"	"be"	"a"	"must"	"for"	"those"	"who"	"want"	"to"	"collect"	"elements"	"of"	"the"	"old-time"	"jazz"	"before"	"it"	"be"	"too"	"late"	"to"	"lay_hands_on"	"the"	"gems"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"really"	"their"	"them"	"marriage"	"them_really"	"really_their"	"their_marriage"	"of_them_really"	"them_really_their"	"really_their_marriage"	"their_marriage_to"	"IN"	"PRP"	"RB"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"because"	"neither"	"them"	"really"	"want"	"their"	"marriage"	"to"	"break_up"	"mr."	"and"	"mrs._black"	"agree"	"to"	"a"	"series"	"of"	"interviews"	"at"	"family_service"	"of"	"northern_virginia"	"the"	"agency"	"nearest"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"and"	"mr._screvane"	"run"	","	"run_and"	"and_mr._screvane"	"mr._screvane_,"	"to_run_and"	"run_and_mr._screvane"	"and_mr._screvane_,"	"mr._screvane_,_who"	"TO"	"VB"	"CC"	"VB"	"NNP"	"ε"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mayor"	"decline"	"in"	"two"	"interviews"	"with"	"reporters"	"yesterday"	"to"	"or"	"deny"	"the"	"reports"	"that"	"he"	"had"	"decide"	"to"	"run"	"and"	"want"	"mr._screvane"	"who"	"live"	"in"	"queens"	"to"	"replace"	"abe_stark"	"the"	"incumbent"	"as"	"the"	"candidate"	"for"	"president"	"of"	"the"	"city_council"	"and"	"mr._beame"	"who"	"live"	"in"	"brooklyn"	"to"	"replace"	"mr._gerosa"	"as"	"the"	"candidate"	"for"	"controller"	"0"	"0"	"0"	"0"	
"2:37:00::"	"n't"	"a"	"does"	"complete"	"does_n't"	"n't_a"	"a_complete"	"she_does_n't"	"does_n't_a"	"n't_a_complete"	"a_complete_wardrobe"	"PRP"	"VBZ"	"RB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"creations"	"in"	"fashion"	"be"	"many"	"designers"	"because"	"she"	"does"	"n't"	"want"	"a"	"complete"	"wardrobe"	"from"	"any"	"one"	"designer"	"any_more"	"than"	"she"	"want"	"all_of"	"her"	"pictures"	"by"	"one"	"painter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"she"	"``"	"than"	"all_of"	"than_she"	"she_``"	"``_all_of"	"any_more_than_she"	"than_she_``"	"she_``_all_of"	"``_all_of_her"	"RB"	"IN"	"PRP"	"VB"	"ε"	"JJ"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"creations"	"in"	"fashion"	"be"	"from"	"many"	"designers"	"because"	"she"	"does"	"want"	"a"	"complete"	"wardrobe"	"from"	"any"	"one"	"designer"	"any_more"	"than"	"she"	"want"	"all_of"	"her"	"pictures"	"by"	"one"	"painter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"she"	"it"	"maybe"	"this"	"maybe_she"	"she_it"	"it_this"	"that_maybe_she"	"maybe_she_it"	"she_it_this"	"it_this_way"	"IN"	"RB"	"PRP"	"VB"	"PRP"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"think"	"maybe"	"she"	"want"	"it"	"this"	"way"	"a"	"vice_squad"	"cop"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"workers"	"to"	"editorial"	"find_out"	"editorial_workers"	"workers_to"	"to_find_out"	"my_editorial_workers"	"editorial_workers_to"	"workers_to_find_out"	"to_find_out_how"	"PRP$"	"NN"	"NNS"	"VB"	"VB"	"VB"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for_example"	"early"	"in"	"my"	"life"	"when"	"of"	"my"	"editorial"	"workers"	"want"	"to"	"find_out"	"how"	"churches"	"and"	"philanthropic"	"organizations"	"meet"	"the"	"needs"	"of"	"new_york"	"down-and-outers"	"he"	"did"	"n't"	"just"	"ask"	"questions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"no_doubt"	"a"	"'ll"	"color"	"'ll_no_doubt"	"no_doubt_a"	"a_color"	"you_'ll_no_doubt"	"'ll_no_doubt_a"	"no_doubt_a_color"	"a_color_shot"	"PRP"	"MD"	"RB"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"around"	"new_england"	"no_doubt"	"want"	"a"	"color"	"shot"	"of"	"one"	"of"	"the"	"picturesque"	"lighthouses"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"we"	"to"	"``"	"find_out"	"``_we"	"we_to"	"to_find_out"	"∅_``_we"	"``_we_to"	"we_to_find_out"	"to_find_out_who"	"ε"	"ε"	"PRP"	"VB"	"VB"	"VB"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"want"	"to"	"find_out"	"who"	"know"	"about"	"it"	"pratt"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"just"	"to"	"i"	"let"	"i_just"	"just_to"	"to_let"	"∅_i_just"	"i_just_to"	"just_to_let"	"to_let_you"	"ε"	"PRP"	"RB"	"VB"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"want"	"to"	"let"	"you"	"know"	"how"	"much"	"i"	"enjoy"	"your"	"june"	"article"	"on"	"liberace"	"and"	"to"	"thank"	"you"	"for"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"mother"	"''"	"way"	","	"way_mother"	"mother_''"	"''_,"	"the_way_mother"	"way_mother_''"	"mother_''_,"	"''_,_kowalski"	"DT"	"NN"	"NNP"	"VB"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"we"	"have"	"left"	"in"	"the"	"world"	"be"	"one"	"and"	"we"	"must"	"stay_together"	"the"	"way"	"mother"	"want"	"kowalski"	"say"	"in"	"tell"	"his"	"children"	"of"	"their"	"mother"	"death"	"yesterday"	"afternoon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"n't"	"to"	"do"	"start_up"	"do_n't"	"n't_to"	"to_start_up"	"you_do_n't"	"do_n't_to"	"n't_to_start_up"	"to_start_up_your"	"PRP"	"VBP"	"RB"	"VB"	"VB"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consider"	"it"	"as"	"a"	"standby"	"setup"	"negligible"	"cost"	"for"	"those"	"emergencies"	"when"	"the"	"furnace"	"quit"	"a"	"blizzard"	"hold_up"	"fuel"	"delivery"	"for"	"cool"	"summer"	"mornings"	"or"	"evenings"	"when"	"you"	"do"	"n't"	"want"	"to"	"start_up"	"your"	"whole"	"heating"	"plant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	","	"her"	"say"	"to"	"say_,"	",_her"	"her_to"	"he_say_,"	"say_,_her"	",_her_to"	"her_to_know"	"PRP"	"VB"	"ε"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"not"	"a"	"man"	"who"	"have"	"many"	"close"	"intimate"	"person"	"he"	"say"	"want"	"her"	"to"	"know"	"all"	"about"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"you"	"to"	"why"	"go_on"	"why_you"	"you_to"	"to_go_on"	"know_why_you"	"why_you_to"	"you_to_go_on"	"to_go_on_wear"	"VB"	"WRB"	"PRP"	"VB"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"i"	"do"	"know"	"why"	"you"	"want"	"to"	"go_on"	"wear"	"that"	"outfit"	"she"	"say"	"make"	"a"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"person"	"me"	"what"	"to"	"what_person"	"person_me"	"me_to"	"∅_what_person"	"what_person_me"	"person_me_to"	"me_to_do"	"ε"	"WP"	"NNP"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"want"	"me"	"to"	"do"	"was"	"go_to"	"person"	"house"	"and"	"do"	"whatever"	"detective"	"do"	"and"	"get"	"her"	"clothes"	"and"	"handbag"	"contain"	"her"	"identification"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"so"	"the"	"i"	"part"	"i_so"	"so_the"	"the_part"	"and_i_so"	"i_so_the"	"so_the_part"	"the_part_''"	"CC"	"PRP"	"RB"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"so"	"want"	"the"	"part"	"she"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"he"	"to"	"and"	"waste"	"and_he"	"he_to"	"to_waste"	",_and_he"	"and_he_to"	"he_to_waste"	"to_waste_no"	"ε"	"CC"	"PRP"	"VB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"long"	"nose"	"wiggle"	"at"	"the"	"smell"	"of"	"frizzle"	"bacon"	"heating"	"java"	"but"	"the"	"fire"	"be"	"low"	"and"	"he"	"want"	"to"	"waste"	"no"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"he"	"to"	","	"be"	",_he"	"he_to"	"to_be"	"career_,_he"	",_he_to"	"he_to_be"	"to_be_in"	"NN"	"ε"	"PRP"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"been"	"commission"	"in"	"the"	"group"	"and"	"was"	"serve"	"as"	"a"	"personnel"	"officer"	"for"	"group"	"when"	"he"	"decide"	"that"	"if"	"he"	"was"	"going_to"	"make"	"the"	"army"	"his"	"career"	"he"	"want"	"to"	"be"	"in"	"the"	"fighting"	"part"	"of"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"you"	","	"land"	"take_into_account"	"land_you"	"you_,"	",_take_into_account"	"much_land_you"	"land_you_,"	"you_,_take_into_account"	",_take_into_account_the"	"JJ"	"NN"	"PRP"	"VB"	"ε"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"decide"	"much"	"land"	"you"	"want"	"take_into_account"	"the"	"amount"	"you"	"need"	"to"	"bring_in"	"the"	"income"	"you"	"expect"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"to"	"``"	"tell"	"``_i"	"i_to"	"to_tell"	"∅_``_i"	"``_i_to"	"i_to_tell"	"to_tell_you"	"ε"	"ε"	"PRP"	"VB"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"want"	"to"	"tell"	"you"	"something"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"to"	"∅"	"say"	"∅_i"	"i_to"	"to_say"	"∅_∅_i"	"∅_i_to"	"i_to_say"	"to_say_more"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"want"	"to"	"say"	"more"	"about"	"person"	"so-called"	"fundamental_law"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
