"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"
"2:42:01::"	"drawings"	"elsewhere"	"jovian"	"?"	"jovian_drawings"	"drawings_elsewhere"	"elsewhere_?"	"less_jovian_drawings"	"jovian_drawings_elsewhere"	"drawings_elsewhere_?"	"elsewhere_?_∅"	"RBR"	"JJ"	"NNS"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"or"	"does"	"the"	"for"	"less"	"jovian"	"drawings"	"lie"	"elsewhere"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"they"	"somewhere"	"substance"	"between"	"substance_they"	"they_somewhere"	"somewhere_between"	"in_substance_they"	"substance_they_somewhere"	"they_somewhere_between"	"somewhere_between_the"	"IN"	"NN"	"PRP"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"they"	"lie"	"somewhere"	"between"	"the"	"southern"	"dialect"	"animal"	"stories"	"of"	"joel_chandler_harris"	"uncle_remus"	"and"	"the"	"polished"	"witty"	"fables"	"of"	"james_thurber"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"back"	"seat"	","	"seat_and"	"and_back"	"back_,"	"back_seat_and"	"seat_and_back"	"and_back_,"	"back_,_fight"	"JJ"	"NN"	"CC"	"VB"	"RB"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"stagger"	"into"	"back"	"seat"	"and"	"lie"	"back"	"fight"	"for"	"breath"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"roberts"	"sprawled"	"where"	"on"	"where_roberts"	"roberts_sprawled"	"sprawled_on"	"at_where_roberts"	"where_roberts_sprawled"	"roberts_sprawled_on"	"sprawled_on_the"	"VB"	"WRB"	"NNP"	"VB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"look"	"where"	"roberts"	"lie"	"sprawled"	"on"	"the"	"step"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"he"	"there"	"as"	"listen"	"as_he"	"he_there"	"there_listen"	"and_as_he"	"as_he_there"	"he_there_listen"	"there_listen_,"	"CC"	"IN"	"PRP"	"VB"	"EX"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"had"	"never"	"hear"	"so"	"bell"	"and"	"as"	"he"	"lie"	"there"	"listen"	"he"	"think_of"	"her"	"scold"	"him"	"for"	"his"	"remark"	"when"	"he"	"had"	"look"	"up"	"at"	"the"	"obelisk"	"and"	"the"	"church"	"at"	"the"	"top"	"of"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"or"	"feeling"	"insist"	"feeling_was"	"was_or"	"or_insist"	"anti-semitic_feeling_was"	"feeling_was_or"	"was_or_insist"	"or_insist_on"	"JJ"	"NN"	"VB"	"VB"	"CC"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"might"	"be"	"contend"	"of_course"	"that"	"person"	"stubbornly"	"deny"	"anti-semitic"	"feeling"	"was"	"lie"	"or"	"insist"	"on"	"a"	"private"	"definition"	"of"	"anti-semitism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"on"	"garden"	"his"	"garden_,"	",_on"	"on_his"	",_garden_,"	"garden_,_on"	",_on_his"	"on_his_back"	"ε"	"VB"	"ε"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"then_again"	"perhaps"	"the"	"reason"	"why"	"he"	"could"	"n't"	"find"	"time"	"to"	"do"	"any"	"of"	"thing"	"he"	"had"	"plan"	"to"	"do"	"after"	"retirement"	"read"	"roam"	"garden"	"lie"	"on"	"his"	"back"	"and"	"watch"	"the"	"cloud"	"go_by"	"be"	"because"	"he"	"did"	"n't"	"want"	"to"	"do"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"with"	"not"	"deal"	"in"	"deal_with"	"with_not"	"not_in"	"are_deal_with"	"deal_with_not"	"with_not_in"	"not_in_the"	"VBP"	"VB"	"VB"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"bring"	"us"	"to"	"the"	"fact"	"the"	"reality"	"we"	"are"	"deal"	"with"	"lie"	"not"	"in"	"the"	"field"	"of"	"civil"	"legislation"	"but"	"in"	"the"	"realm"	"of"	"conscience"	"and"	"religion"	"they"	"be"	"moral"	"judgment"	"and"	"matter"	"of"	"theological"	"belief"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"had"	"."	"person"	"∅"	"person_had"	"had_."	"._∅"	"where_person_had"	"person_had_."	"had_._∅"	"._∅_∅"	"WRB"	"NNP"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"bed"	"still"	"show"	"of"	"where"	"person"	"had"	"lie"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"had"	"in"	"person"	"that"	"person_had"	"had_in"	"in_that"	"whether_person_had"	"person_had_in"	"had_in_that"	"in_that_same"	"IN"	"NNP"	"VBD"	"VB"	"VB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"wonder"	"person"	"had"	"lie"	"in"	"that"	"same"	"bed"	"with"	"who"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"ahead"	"some"	"that"	"kind"	"that_ahead"	"ahead_some"	"some_kind"	"but_that_ahead"	"that_ahead_some"	"ahead_some_kind"	"some_kind_of"	"CC"	"IN"	"RB"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"had"	"catch"	"him"	"off_guard"	"no"	"nothing"	"certain"	"but"	"that"	"ahead"	"lie"	"some"	"kind"	"of"	"disaster"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"new_york"	"bleach"	"∅"	"in"	"∅_new_york"	"new_york_bleach"	"bleach_in"	"∅_∅_new_york"	"∅_new_york_bleach"	"new_york_bleach_in"	"bleach_in_the"	"ε"	"ε"	"NN"	"VB"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lie"	"bleach"	"in"	"the"	"summer"	"sun"	"and"	"the"	"morning"	"fish_hawk"	"fly"	"in"	"the"	"heated"	"air"	"see"	"below"	"him"	"the"	"long"	"triangular"	"wedge"	"of"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"off"	"ship"	"the"	"ship_that"	"that_off"	"off_the"	"anchor_ship_that"	"ship_that_off"	"that_off_the"	"off_the_shore"	"VB"	"NN"	"IN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"morning"	"hawk"	"hungry"	"for"	"any"	"eatable"	"killable"	"digestible"	"item"	"keep"	"eye"	"on"	"the"	"ring"	"of"	"anchor"	"ship"	"that"	"lie"	"off"	"the"	"shore"	"in"	"the"	"bay"	"sheltered"	"by"	"the"	"new_jersey"	"inlet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"small"	";"	"this"	"for"	"this_small"	"small_;"	";_for"	"at_this_small"	"this_small_;"	"small_;_for"	";_for_she"	"IN"	"DT"	"JJ"	"NN"	"ε"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"my"	"mother"	"at"	"this"	"small"	"lie"	"for"	"she"	"know"	"and"	"we"	"know"	"that"	"it"	"be"	"cowardice"	"that"	"had"	"make"	"one"	"more"	"radish"	"that"	"night"	"just"	"too"	"impossible"	"a"	"strain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"person"	"in"	"think_of"	"there"	"think_of_person"	"person_in"	"in_there"	"and_think_of_person"	"think_of_person_in"	"person_in_there"	"in_there_in"	"CC"	"VB"	"NNP"	"VB"	"VB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"person"	"in"	"the"	"gray"	"light"	"of"	"afternoon"	"stare"	"across"	"at"	"hut"	"opposite"	"his"	"tent"	"and"	"think_of"	"person"	"lie"	"in"	"there"	"in"	"the"	"gloom"	"snore"	"on"	"his"	"bunk"	"with"	"the"	"fumes"	"of"	"whisky"	"choke"	"the"	"air"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"all"	"on"	"hence"	"a"	"hence_all"	"all_on"	"on_a"	"and_hence_all"	"hence_all_on"	"all_on_a"	"on_a_sheet"	"CC"	"RB"	"DT"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"bond"	"be"	"linear"	"then"	"there"	"be"	"three"	"reasonable"	"position"	"the"	"the"	"hydrogen_atom"	"be"	"centered"	"and"	"hence"	"all"	"lie"	"on"	"a"	"sheet"	"midway"	"between"	"the"	"oxygen"	"sheet"	"all"	"hydrogen_atom"	"lie"	"on"	"a"	"sheet"	"but"	"the"	"sheet"	"be"	"close"	"to"	"one"	"oxygen"	"sheet"	"than"	"to"	"the"	"other"	"hydrogen_atom"	"be"	"asymmetrically"	"place"	"either"	"randomly"	"or"	"in"	"an"	"ordered"	"way"	"so"	"that"	"some"	"hydrogen_atom"	"be"	"close"	"to"	"the"	"upper"	"oxygen"	"atom"	"while"	"be"	"close"	"to"	"the"	"lower"	"oxygen"	"atom"	
"2:42:00::"	"hydrogen_atom"	"on"	"all"	"a"	"all_hydrogen_atom"	"hydrogen_atom_on"	"on_a"	")_all_hydrogen_atom"	"all_hydrogen_atom_on"	"hydrogen_atom_on_a"	"on_a_sheet"	"ε"	"DT"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"bond"	"be"	"linear"	"then"	"there"	"be"	"three"	"reasonable"	"position"	"the"	"hydrogen_atom"	"the"	"hydrogen_atom"	"be"	"centered"	"and"	"hence"	"all"	"lie"	"a"	"sheet"	"midway"	"between"	"the"	"oxygen"	"sheet"	"all"	"hydrogen_atom"	"lie"	"on"	"a"	"sheet"	"but"	"the"	"sheet"	"be"	"close"	"to"	"one"	"oxygen"	"sheet"	"than"	"to"	"the"	"other"	"hydrogen_atom"	"be"	"asymmetrically"	"place"	"either"	"randomly"	"or"	"in"	"an"	"ordered"	"way"	"so"	"that"	"some"	"hydrogen_atom"	"be"	"close"	"to"	"the"	"upper"	"oxygen"	"atom"	"while"	"be"	"close"	"to"	"the"	"lower"	"oxygen"	"atom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"∅"	"in"	"∅"	"the"	"∅_∅"	"∅_in"	"in_the"	"∅_∅_∅"	"∅_∅_in"	"∅_in_the"	"in_the_grass"	"ε"	"ε"	"ε"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"grass"	"behind"	"the"	"brush"	"clump"	"person"	"look"	"about"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"may_not"	"entirely"	"it"	"in"	"it_may_not"	"may_not_entirely"	"entirely_in"	"though_it_may_not"	"it_may_not_entirely"	"may_not_entirely_in"	"entirely_in_the"	"IN"	"PRP"	"VB"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"square"	"inscribed"	"in"	"a"	"curve"	"c"	"mean"	"a"	"square"	"its"	"four"	"corner"	"point"	"on"	"the"	"curve"	"though"	"it"	"may_not"	"lie"	"entirely"	"in"	"the"	"interior"	"of"	"c"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"just"	"back"	"he"	"there"	"he_just"	"just_back"	"back_there"	"``_he_just"	"he_just_back"	"just_back_there"	"back_there_and"	"ε"	"PRP"	"RB"	"VB"	"RB"	"RB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"lie"	"back"	"there"	"and"	"wait"	"for"	"it"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
