"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"2:31:00::"	"∅"	"a"	"∅"	"work_of_art"	"∅_∅"	"∅_a"	"a_work_of_art"	"∅_∅_∅"	"∅_∅_a"	"∅_a_work_of_art"	"a_work_of_art_involve"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"work_of_art"	"involve"	"recognition"	"of"	"the"	"idea"	"that"	"it"	"reflect"	"or"	"embody"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"well"	"at"	"not"	"the"	"not_well"	"well_at"	"at_the"	"are_not_well"	"not_well_at"	"well_at_the"	"at_the_present"	"VBP"	"RB"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"although"	"there"	"is"	"no"	"question"	"but"	"that"	"the"	"process"	"of"	"washing"	"fabric"	"involve"	"a"	"number"	"of"	"phenomenon"	"which"	"are"	"relate"	"together"	"in"	"an"	"extremely"	"complicated"	"way"	"that"	"these"	"phenomenon"	"and"	"interrelation"	"are"	"not"	"well"	"understand"	"at"	"the"	"present"	"this"	"section"	"attempt"	"to"	"present"	"briefly"	"an"	"up-to-date"	"picture"	"of"	"the"	"physical_chemistry"	"of"	"washing"	"either"	"fabric"	"or"	"hard"	"surface"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"``"	"of"	"be"	"the"	"be_``"	"``_of"	"of_the"	"can_be_``"	"be_``_of"	"``_of_the"	"of_the_people"	"VB"	"VB"	"ε"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"content"	"of"	"faith"	"is"	"to"	"be"	"today"	"in"	"a"	"form"	"that"	"can"	"be"	"understand"	"of"	"the"	"people"	"and"	"this"	"it"	"must_not"	"be"	"forget"	"be"	"one"	"of"	"the"	"goal"	"of"	"the"	"perennial"	"theological"	"task"	"there"	"be"	"no"	"choice"	"but"	"to"	"abandon"	"completely"	"a"	"mythological"	"manner"	"of"	"representation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"'s"	"the"	"let"	"sport"	"let_'s"	"'s_the"	"the_sport"	",_let_'s"	"let_'s_the"	"'s_the_sport"	"the_sport_called"	"ε"	"VB"	"POS"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"take"	"first"	"thing"	"let"	"understand"	"the"	"sport"	"called"	"gymnastics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"to"	"that"	"parent"	"early"	"parent_to"	"to_that"	"that_early"	"for_parent_to"	"parent_to_that"	"to_that_early"	"that_early_training"	"IN"	"NN"	"TO"	"VB"	"IN"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"very"	"for"	"parent"	"to"	"understand"	"that"	"early"	"training"	"be"	"imperative"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"voltaire"	"the"	"a"	"strange"	"a_voltaire"	"voltaire_the"	"the_strange"	"could_a_voltaire"	"a_voltaire_the"	"voltaire_the_strange"	"the_strange_predicament"	"VB"	"DT"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"for_example"	"could"	"voltaire"	"understand"	"the"	"strange"	"predicament"	"in"	"which"	"a"	"rousseau"	"would"	"find"	"himself"	"when"	"soon"	"after"	"the"	"furor"	"of"	"his"	"first"	"discourse"	"he"	"acquire"	"still"	"another"	"title"	"to"	"fame"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"person"	"what"	"∅"	"was"	"∅_person"	"person_what"	"what_was"	"∅_∅_person"	"∅_person_what"	"person_what_was"	"what_was_bother"	"ε"	"ε"	"NNP"	"VB"	"WP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"understand"	"what"	"was"	"bother"	"rousseau"	"that"	"the"	"writer"	"of"	"the"	"prosopopoeia_of_fabricius"	"should"	"now"	"become"	"known"	"as"	"the"	"writer"	"of"	"an"	"amusing"	"little"	"operetta"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"quite"	"the"	"n't"	"situation"	"n't_quite"	"quite_the"	"the_situation"	"do_n't_quite"	"n't_quite_the"	"quite_the_situation"	"the_situation_here"	"VBP"	"RB"	"RB"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"he"	"say"	"i"	"think"	"you"	"n't"	"quite"	"understand"	"the"	"situation"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"little"	"in"	"too"	"the"	"too_little"	"little_in"	"in_the"	"is_too_little"	"too_little_in"	"little_in_the"	"in_the_north"	"VBZ"	"RB"	"RB"	"VB"	"RB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"nature"	"of"	"the"	"opposition"	"liberal"	"and"	"bourbon"	"is"	"too"	"little"	"understand"	"in"	"the"	"north"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"n't"	","	"do"	"pa"	"do_n't"	"n't_,"	",_pa"	"you_do_n't"	"do_n't_,"	"n't_,_pa"	",_pa_."	"PRP"	"VBP"	"RB"	"VB"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"n't"	"understand"	"pa"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"well"	"''"	"god_damn"	"."	"god_damn_well"	"well_''"	"''_."	"i_god_damn_well"	"god_damn_well_''"	"well_''_."	"''_._∅"	"PRP"	"JJ"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"well"	"understand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"well"	"."	"god_damn"	"∅"	"god_damn_well"	"well_."	"._∅"	"i_god_damn_well"	"god_damn_well_."	"well_._∅"	"._∅_∅"	"PRP"	"JJ"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"well"	"understand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"n't"	"be"	"do"	"that"	"do_n't"	"n't_be"	"be_that"	"you_do_n't"	"do_n't_be"	"n't_be_that"	"be_that_i'm"	"PRP"	"VBP"	"RB"	"VB"	"VB"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"you"	"n't"	"understand"	"be"	"that"	"i'm"	"ask"	"for"	"it"	"now"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"i"	"you"	"``"	"come"	"``_i"	"i_you"	"you_come"	",_``_i"	"``_i_you"	"i_you_come"	"you_come_from"	"ε"	"ε"	"PRP"	"VB"	"PRP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"say"	"to"	"secretary"	"i"	"understand"	"you"	"come"	"from"	"a"	"little"	"pennsylvania"	"town"	"near"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"completely"	"."	"as_yet"	"∅"	"as_yet_completely"	"completely_."	"._∅"	"not_as_yet_completely"	"as_yet_completely_."	"completely_._∅"	"._∅_∅"	"RB"	"RB"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"precise"	"mechanism"	"for"	"organification"	"of"	"in"	"the"	"thyroid"	"is"	"not"	"as_yet"	"completely"	"understand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"i"	"''"	"``"	"."	"``_i"	"i_''"	"''_."	"∅_``_i"	"``_i_''"	"i_''_."	"''_._∅"	"ε"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"understand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"person"	"."	"that"	"∅"	"that_person"	"person_."	"._∅"	"answer_that_person"	"that_person_."	"person_._∅"	"._∅_∅"	"NN"	"IN"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"answer"	"that"	"person"	"understand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
