"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"
"2:33:00::"	"group"	"a"	"the"	"dramatic"	"the_group"	"group_a"	"a_dramatic"	"help_the_group"	"the_group_a"	"group_a_dramatic"	"a_dramatic_pennant"	"VB"	"DT"	"NNP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"next"	"to"	"person"	"person"	"teach"	"person"	"the"	"most"	"when"	"he"	"be"	"a"	"grass"	"green"	"rush"	"up_to"	"the"	"location"	"year"	"ago"	"this"	"month"	"to"	"help"	"the"	"group"	"win"	"a"	"dramatic"	"pennant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"person"	"his"	"while"	"second"	"while_person"	"person_his"	"his_second"	",_while_person"	"while_person_his"	"person_his_second"	"his_second_game"	"ε"	"IN"	"NNP"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"tag"	"with"	"the"	"loss"	"his"	"against"	"no"	"victory"	"while"	"person"	"win"	"his"	"second"	"game"	"against"	"a"	"single"	"loss"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"group"	"their"	"new_york"	"19th"	"new_york_group"	"group_their"	"their_19th"	"powerful_new_york_group"	"new_york_group_their"	"group_their_19th"	"their_19th_world_series"	"JJ"	"NN"	"NNP"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"new_york"	"group"	"win"	"their"	"world_series"	"in"	"a"	"game"	"romp"	"over"	"outclassed"	"group"	"crush"	"the"	"group"	"in"	"a"	"humiliating"	"barrage"	"monday"	"in"	"the"	"loosely"	"played"	"finale"	
"2:33:00::"	"was"	"by"	"which"	"person"	"which_was"	"was_by"	"by_person"	"primary_which_was"	"which_was_by"	"was_by_person"	"by_person_."	"NN"	"WDT"	"VBD"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"september"	"october"	"term"	"jury"	"had"	"been"	"charge"	"by"	"location"	"person"	"investigate"	"report"	"of"	"irregularity"	"in"	"the"	"hard-fought"	"primary"	"which"	"was"	"win"	"by"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"and"	"by"	"person"	"a"	"person_and"	"and_by"	"by_a"	"jockey_person_and"	"person_and_by"	"and_by_a"	"by_a_length"	"NN"	"NNP"	"CC"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"toy_with"	"her"	"field"	"in"	"the"	"early"	"stage"	"garden_fresh"	"was"	"ask"	"top"	"speed"	"only"	"in"	"the"	"stretch"	"by"	"jockey"	"person"	"and"	"win"	"by"	"a"	"length"	"and"	"a"	"half"	"in"	"for"	"the"	"furlong"	"0"	"0"	"0"	"0"	
"2:33:00::"	"to"	"the"	"appear"	"st._patrick's_day_purse"	"appear_to"	"to_the"	"the_st._patrick's_day_purse"	"and_appear_to"	"appear_to_the"	"to_the_st._patrick's_day_purse"	"the_st._patrick's_day_purse_with"	"CC"	"VB"	"TO"	"VB"	"DT"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"garden_fresh"	"the"	"result"	"of"	"a"	"mating"	"of"	"better_self"	"and"	"rosy_fingered"	"to"	"improve"	"with"	"each"	"start"	"and"	"appear"	"to"	"win"	"the"	"st._patrick's_day_purse"	"with"	"some"	"speed"	"in"	"reserve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"invariably"	"contest"	"that"	"that"	"that_invariably"	"invariably_contest"	"contest_that"	"chest_that_invariably"	"that_invariably_contest"	"invariably_contest_that"	"contest_that_steel"	"NN"	"WDT"	"RB"	"VB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"of"	"chest"	"that"	"invariably"	"win"	"contest"	"that"	"steel"	"edged"	"carved"	"out_of"	"solid"	"rock"	"look"	"of"	"the"	"great"	"champion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"rarely"	"on"	"are"	"muscle"	"are_rarely"	"rarely_on"	"on_muscle"	"contest_are_rarely"	"are_rarely_on"	"rarely_on_muscle"	"on_muscle_size"	"NN"	"VBP"	"RB"	"VB"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"physique"	"are"	"rarely"	"win"	"on"	"muscle"	"size"	"alone"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"that"	"prize"	"development"	"."	"development_that"	"that_prize"	"prize_."	"muscular_development_that"	"development_that_prize"	"that_prize_."	"prize_._∅"	"JJ"	"NN"	"WDT"	"VB"	"NN"	"ε"	"ε"	"the"	"one"	"exercise"	"that"	"drastically"	"influence"	"the"	"definition"	"of"	"the"	"thigh"	"at"	"the"	"hipline"	"that"	"mark"	"of"	"the"	"champion"	"that"	"set"	"him"	"apart"	"from"	"all"	"bodybuilder"	"a"	"criterion"	"of"	"muscle"	"drama"	"that_is"	"unforgettable"	"to"	"judge"	"and"	"audience"	"alike"	"the"	"facet"	"of"	"muscular"	"development"	"that"	"prize"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"group"	"the"	"the"	"game"	"the_group"	"group_the"	"the_game"	"∅_the_group"	"the_group_the"	"group_the_game"	"the_game_through"	"ε"	"DT"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"win"	"the"	"game"	"through"	"ball"	"control"	"with"	"quarterback"	"person"	"throw"	"only"	"pass"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
