"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"1:09:00::"	"the"	"in"	"to"	"the"	"to_the"	"the_in"	"in_the"	"listen_to_the"	"to_the_in"	"the_in_the"	"in_the_squadroom"	"VB"	"VB"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"be"	"silent"	"listen"	"to"	"the"	"sound"	"in"	"the"	"squadroom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"of"	"be"	"canvas"	"required"	"canvas_of"	"of_be"	"be_required"	"dramatic_canvas_of"	"canvas_of_be"	"of_be_required"	"be_required_."	"JJ"	"NN"	"IN"	"NN"	"VB"	"JJ"	"ε"	"should"	"be"	"note"	"that"	"the"	"polytonal"	"freedom"	"of"	"his"	"melody"	"and"	"harmonic"	"modulation"	"the"	"brilliant"	"orchestration"	"the"	"adroitness"	"for"	"evade"	"the"	"heaviness"	"of"	"figured_bass"	"the"	"skill"	"in"	"florid"	"counterpoint"	"be"	"not"	"lost"	"in"	"his"	"mature"	"output"	"even"	"in"	"the"	"spectacular"	"historical"	"drama"	"of"	"the"	"stage"	"and"	"cinema"	"where"	"large"	"dramatic"	"canvas"	"of"	"sound"	"required"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:06::"	"would"	"when"	"work"	"do"	"work_would"	"would_when"	"when_do"	"his_work_would"	"work_would_when"	"would_when_do"	"when_do_by"	"PRP$"	"NN"	"MD"	"VB"	"WRB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had_to"	"admit"	"that"	"though"	"he"	"could"	"n't"	"agree"	"to"	"a"	"public"	"performance"	"he"	"would"	"indeed"	"for"	"his"	"own"	"private"	"satisfaction"	"dearly"	"love"	"to"	"know"	"how"	"his"	"work"	"would"	"sound"	"when"	"do"	"by"	"professional"	"musician"	"and"	"by"	"trained"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:06::"	","	"the"	"group"	"opposition"	"group_,"	",_the"	"the_opposition"	"the_group_,"	"group_,_the"	",_the_opposition"	"the_opposition_keynote"	"DT"	"NNP"	"ε"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"a"	"location"	"lawyer"	"the"	"group"	"sound"	"the"	"opposition"	"keynote"	"when"	"he"	"say"	"it"	"would"	"force"	"bank"	"to"	"violate"	"their"	"contractual"	"obligation"	"with"	"depositor"	"and"	"undermine"	"the"	"confidence"	"of"	"bank"	"customer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"essentially"	"up"	"as"	"to"	"as_essentially"	"essentially_up"	"up_to"	"accept_as_essentially"	"as_essentially_up"	"essentially_up_to"	"up_to_this"	"VB"	"IN"	"RB"	"JJ"	"RB"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"argument"	"accept"	"as"	"essentially"	"sound"	"up"	"to"	"this"	"point"	"it"	"remain"	"for"	"us"	"to"	"consider"	"whether"	"the"	"patient"	"difficulty"	"in"	"orient"	"himself"	"spatially"	"and"	"in"	"locate"	"object"	"in"	"space"	"with"	"the"	"sense_of_touch"	"can"	"be"	"explain"	"by"	"his"	"defective"	"visual"	"condition"	"0"	"0"	
"1:09:00::"	"the"	"of"	"miss"	"bee"	"miss_the"	"the_of"	"of_bee"	"have_miss_the"	"miss_the_of"	"the_of_bee"	"of_bee_buzz"	"VB"	"VB"	"DT"	"NN"	"IN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yet"	"if"	"he"	"be"	"not"	"there"	"they"	"would"	"have"	"him"	"as"	"they"	"would"	"have"	"miss"	"the"	"sound"	"of"	"bee"	"buzz"	"against"	"the"	"screen_door"	"in"	"early"	"june"	"or"	"the"	"smell"	"of"	"thick"	"tomato_paste"	"the"	"ripe"	"smell"	"that"	"be"	"both"	"sweet"	"and"	"sour"	"rise_up"	"from"	"aluminum"	"tray"	"wrapped"	"in"	"fly"	"dotted"	"cheesecloth"	
"2:39:00::"	"record"	"like"	"∅"	"record"	"∅_record"	"record_like"	"like_record"	"∅_∅_record"	"∅_record_like"	"record_like_record"	"like_record_because"	"ε"	"ε"	"NN"	"VB"	"RB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sound"	"like"	"record"	"because"	"they"	"provide"	"a"	"different"	"sort"	"of"	"experience"	"than"	"live"	"music"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"that"	"like"	"record"	"a"	"record_that"	"that_like"	"like_a"	"a_record_that"	"record_that_like"	"that_like_a"	"like_a_real"	"DT"	"NN"	"WDT"	"VB"	"RB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"new"	"person"	"second"	"be"	"a"	"effort"	"to"	"make"	"a"	"record"	"that"	"sound"	"like"	"a"	"real"	"orchestra"	"rather"	"than"	"a"	"copy"	"of"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"the"	"make"	";"	"by"	";_the"	"the_make"	"make_by"	"'s_;_the"	";_the_make"	"the_make_by"	"make_by_these"	"POS"	"ε"	"DT"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for_one_thing"	"the"	"organ"	"of"	"speech"	"of"	"the"	"ozagen"	"differ"	"somewhat"	"from"	"earthman"	"the"	"sound"	"make"	"by"	"these"	"organ"	"be"	"therefore"	"dissimilar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:reasonable:00"	"on"	"management"	"advice"	"principle"	"advice_on"	"on_management"	"management_principle"	"personalized_advice_on"	"advice_on_management"	"on_management_principle"	"management_principle_be"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"through"	"the"	"sba"	"management_counseling_program"	"practical"	"advice"	"on"	"sound"	"management"	"principle"	"be"	"available"	"upon"	"request"	"to"	"both"	"prospective"	"and"	"established"	"businessman"	"in"	"a"	"community"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"financial"	"on"	"basis"	"on_a"	"a_financial"	"financial_basis"	"operate_on_a"	"on_a_financial"	"a_financial_basis"	"financial_basis_."	"VB"	"VB"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"credit"	"requirement"	"stipulate"	"that"	"the"	"applicant"	"must"	"have"	"the"	"ability"	"to"	"operate"	"the"	"business"	"successfully"	"and"	"have"	"enough"	"capital"	"the"	"business"	"so"	"that"	"with"	"loan"	"assistance"	"from"	"the"	"sba"	"it"	"will"	"be"	"able"	"to"	"operate"	"on"	"a"	"sound"	"financial"	"basis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"recorded"	"."	"in"	"∅"	"in_recorded"	"recorded_."	"._∅"	"experiment_in_recorded"	"in_recorded_."	"recorded_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"more"	"reading"	"and"	"instruction"	"to"	"be"	"hear"	"on"	"disc"	"than"	"ever"	"before"	"although"	"the"	"rather_than"	"the"	"sung"	"word"	"be"	"as"	"old"	"as"	"person"	"first"	"experiment"	"in"	"recorded"	"sound"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"of"	"location"	"horse"	"location_the"	"the_of"	"of_horse"	"after_location_the"	"location_the_of"	"the_of_horse"	"of_horse_in"	"IN"	"NNP"	"DT"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"week"	"location"	"the"	"sound"	"of"	"horse"	"in"	"the"	"yard"	"bring_up"	"person"	"up"	"in"	"shock"	"from"	"an"	"afternoon"	"rest"	"when"	"she"	"see"	"the"	"federal"	"soldier"	"from"	"her"	"upstairs"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"hear"	"below"	"they"	"in"	"they_hear"	"hear_below"	"below_in"	"window_they_hear"	"they_hear_below"	"hear_below_in"	"below_in_the"	"NN"	"PRP"	"VB"	"NN"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"through"	"the"	"window"	"they"	"hear"	"sound"	"below"	"in"	"the"	"street"	"cartwheel"	"a"	"tired"	"horse"	"plodding"	"step"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:healthy:00"	"physically"	"for"	"be"	"group"	"be_physically"	"physically_for"	"for_group"	"to_be_physically"	"be_physically_for"	"physically_for_group"	"for_group_."	"TO"	"VB"	"RB"	"JJ"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"except"	"for"	"sophomore"	"center"	"person"	"and"	"fullback"	"person"	"expect"	"the"	"squad"	"to"	"be"	"physically"	"sound"	"for"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
