"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"3:00:00::"	"that"	"''"	"``"	"?"	"``_that"	"that_''"	"''_?"	"∅_``_that"	"``_that_''"	"that_''_?"	"''_?_∅"	"ε"	"ε"	"DT"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"important"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"that"	"''"	"``"	"."	"``_that"	"that_''"	"''_."	"∅_``_that"	"``_that_''"	"that_''_."	"''_._∅"	"ε"	"ε"	"DT"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"important"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"an"	"point"	"morocco"	"emerge"	"morocco_an"	"an_point"	"point_emerge"	"in_morocco_an"	"morocco_an_point"	"an_point_emerge"	"point_emerge_concern"	"IN"	"NN"	"DT"	"JJ"	"NN"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"the"	"rather"	"tortuous"	"history"	"electoral"	"planning"	"in"	"morocco"	"an"	"important"	"point"	"emerge"	"concern"	"the"	"first"	"election"	"in"	"a"	"developing"	"country"	"and"	"evaluate"	"their"	"result"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"an"	"event"	","	"in"	",_an"	"an_event"	"event_in"	"of_course_,_an"	",_an_event"	"an_event_in"	"event_in_the"	"RB"	"ε"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"election"	"of_course"	"an"	"important"	"event"	"in"	"the"	"preparation"	"for"	"rural"	"commune"	"election"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"one"	"difference_of_opinion"	"focus"	"."	"focus_one"	"one_difference_of_opinion"	"difference_of_opinion_."	"into_focus_one"	"focus_one_difference_of_opinion"	"one_difference_of_opinion_."	"difference_of_opinion_._∅"	"IN"	"NN"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"controversy"	"of"	"the"	"last"	"few"	"year"	"over"	"whether"	"architect"	"or"	"interior_designer"	"should"	"the"	"interior"	"of"	"modern"	"building"	"has"	"bring"	"clearly"	"into"	"focus"	"one"	"important"	"difference_of_opinion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	","	"extracts"	"of_course"	"extracts_be"	"be_,"	",_of_course"	"quack_extracts_be"	"extracts_be_,"	"be_,_of_course"	",_of_course_."	"NN"	"VB"	"VB"	"JJ"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"economic"	"toll"	"that"	"device"	"quack"	"extracts"	"be"	"important"	"of_course"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"an"	"operational"	"∅"	"procedure"	"∅_an"	"an_operational"	"operational_procedure"	"∅_∅_an"	"∅_an_operational"	"an_operational_procedure"	"operational_procedure_in"	"ε"	"ε"	"DT"	"JJ"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"important"	"operational"	"procedure"	"in"	"bw"	"for"	"an"	"enemy"	"would"	"be"	"to"	"create"	"an"	"aerosol"	"or"	"cloud"	"of"	"agent"	"over"	"the"	"target_area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"have"	"indirect"	"they"	"consequence"	"they_have"	"have_indirect"	"indirect_consequence"	",_they_have"	"they_have_indirect"	"have_indirect_consequence"	"indirect_consequence_."	"ε"	"PRP"	"VB"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"the"	"inner"	"function"	"of"	"religion"	"be"	"of"	"direct"	"significance"	"in"	"social_organization"	"they"	"have"	"important"	"indirect"	"consequence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"two"	"thing"	"do"	"that"	"do_two"	"two_thing"	"thing_that"	"person_do_two"	"do_two_thing"	"two_thing_that"	"thing_that_had"	"NNP"	"VB"	"JJ"	"JJ"	"NN"	"WDT"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"this"	"be"	"simple"	"enough"	"but"	"tell"	"the"	"story"	"person"	"do"	"two"	"important"	"thing"	"that"	"had"	"not"	"been"	"do"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"pretty"	"''"	"sex"	","	"sex_pretty"	"pretty_''"	"''_,"	"think_sex_pretty"	"sex_pretty_''"	"pretty_''_,"	"''_,_she"	"VB"	"NN"	"RB"	"JJ"	"ε"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"god"	"seem"	"think"	"sex"	"pretty"	"important"	"she"	"rebut"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"aspect"	"of"	"of_this"	"of_the"	"the_aspect"	"aspect_of_this"	"one_of_the"	"of_the_aspect"	"the_aspect_of_this"	"aspect_of_this_study"	"NN"	"IN"	"DT"	"JJ"	"NN"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"the"	"important"	"aspect"	"of_this"	"study"	"was"	"to"	"determine"	"the"	"oxygen"	"transfer"	"relationship"	"of"	"the"	"mechanical"	"aerator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"."	"it"	"∅"	"it_be"	"be_."	"._∅"	"by_it_be"	"it_be_."	"be_._∅"	"._∅_∅"	"IN"	"PRP"	"VB"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"amount"	"of"	"water"	"frontage"	"the"	"quantity"	"and"	"quality"	"of"	"water"	"and"	"the"	"recreation"	"afford"	"by"	"it"	"be"	"important"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"very"	"."	"be"	"∅"	"be_very"	"very_."	"._∅"	"topography_be_very"	"be_very_."	"very_._∅"	"._∅_∅"	"NN"	"VB"	"RB"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"topography"	"very"	"important"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"more"	"to"	"be"	"have"	"be_more"	"more_to"	"to_have"	"it_be_more"	"be_more_to"	"more_to_have"	"to_have_no"	"PRP"	"VB"	"RB"	"JJ"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"appointment"	"of"	"person"	"of"	"burma"	"as"	"the"	"group"	"acting"	"secretary_general"	"at"	"this"	"writing"	"the"	"choice"	"appear"	"to"	"certain"	"offer"	"further"	"proof"	"that"	"in"	"it"	"be"	"more"	"important"	"to"	"have"	"no"	"influential"	"enemy"	"than"	"to"	"have"	"influential"	"friend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"an"	"part"	"such"	"in"	"such_an"	"an_part"	"part_in"	"play_such_an"	"such_an_part"	"an_part_in"	"part_in_community"	"VB"	"RB"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"electricity"	"such"	"an"	"important"	"part"	"in"	"community"	"life"	"today"	"that"	"it"	"be"	"difficult"	"to"	"envision"	"a"	"time"	"when"	"current"	"be"	"not"	"available"	"for"	"daily"	"use"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
