"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"
"2:41:00::"	"in"	"to"	"or"	"bring_about"	"or_in"	"in_to"	"to_bring_about"	",_or_in"	"or_in_to"	"in_to_bring_about"	"to_bring_about_,"	"ε"	"CC"	"IN"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"section"	"shall"	"not"	"apply"	"to"	"corporation"	"purchase"	"such"	"stock"	"solely"	"for"	"and"	"not"	"use"	"the"	"same"	"by"	"vote"	"or"	"otherwise"	"bring_about"	"or"	"in"	"attempt"	"to"	"bring_about"	"the"	"substantial"	"lessening"	"of"	"competition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"or"	"to"	"trade"	"monopolize"	"trade_or"	"or_to"	"to_monopolize"	"restrain_trade_or"	"trade_or_to"	"or_to_monopolize"	"to_monopolize_was"	"VB"	"NN"	"CC"	"NN"	"TO"	"VB"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"a"	"finding"	"of"	"to"	"restrain"	"trade"	"or"	"attempt"	"to"	"monopolize"	"was"	"exclude"	"from"	"the"	"court"	"decision"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"an"	"to"	"in"	"knock_out"	"in_an"	"an_to"	"to_knock_out"	"handle_in_an"	"in_an_to"	"an_to_knock_out"	"to_knock_out_person"	"NN"	"IN"	"DT"	"NN"	"TO"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"tine"	"break_off"	"under"	"person"	"twisting"	"and"	"swing"	"the"	"handle"	"in"	"an"	"attempt"	"to"	"knock_out"	"person"	"brain"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"of"	"at"	"abandonment"	"a"	"abandonment_of"	"of_at"	"at_a"	"an_abandonment_of"	"abandonment_of_at"	"of_at_a"	"at_a_universal"	"DT"	"NN"	"IN"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"would"	"propose"	"first"	"abandonment"	"of"	"attempt"	"at"	"a"	"universal"	"lexical"	"list"	"as"	"intrinsically"	"unachievable"	"and"	"operationally"	"inadequate"	"in"	"proportion"	"as"	"it"	"is"	"achieve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"of"	"concern"	"a"	"concern_the"	"the_of"	"of_a"	"that_concern_the"	"concern_the_of"	"the_of_a"	"of_a_west"	"IN"	"VB"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the_breeze_and_chancellor_neitzbohr"	"a"	"movie"	"that"	"concern"	"the"	"attempt"	"of"	"a"	"west"	"german"	"politician"	"to"	"woo"	"a"	"plaster_cast"	"of"	"the"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"section"	"to"	"this"	"present"	"this_section"	"section_to"	"to_present"	",_this_section"	"this_section_to"	"section_to_present"	"to_present_briefly"	"ε"	"DT"	"NN"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"there"	"is"	"no"	"question"	"but"	"that"	"the"	"process"	"of"	"washing"	"fabric"	"involve"	"a"	"number"	"of"	"phenomenon"	"which"	"are"	"relate"	"together"	"an"	"extremely"	"complicated"	"way"	"and"	"that"	"these"	"phenomenon"	"and"	"their"	"are"	"not"	"well"	"understand"	"at"	"the"	"present"	"this"	"section"	"attempt"	"to"	"present"	"briefly"	"an"	"up-to-date"	"picture"	"of"	"the"	"physical_chemistry"	"of"	"washing"	"either"	"fabric"	"or"	"hard"	"surface"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"'s"	"to"	"person"	"formulate"	"person_'s"	"'s_to"	"to_formulate"	"which_person_'s"	"person_'s_to"	"'s_to_formulate"	"to_formulate_such"	"WDT"	"NNP"	"POS"	"NN"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"affirm"	"this"	"we"	"have"	"already"	"take"	"the"	"step"	"in"	"break"	"the"	"deadlock"	"into"	"which"	"person"	"attempt"	"to"	"formulate"	"such"	"a"	"theology"	"has"	"lead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"have"	"to"	"we"	"simplify"	"we_have"	"have_to"	"to_simplify"	"∅_we_have"	"we_have_to"	"have_to_simplify"	"to_simplify_the"	"ε"	"PRP"	"VBP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"have"	"attempt"	"to"	"simplify"	"the"	"extensive"	"task"	"of"	"analyze"	"onset"	"age"	"and"	"completion"	"age"	"of"	"each"	"child"	"more_than"	"value"	"for"	"the"	"entire"	"group"	"by"	"construct"	"figure"	"for"	"each"	"of"	"the"	"center"	"so"	"that"	"the"	"data"	"for"	"all"	"boy"	"and"	"of"	"the"	"girl"	"will"	"appear"	"together"	"for"	"each"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"no"	"to"	"make"	"outdo"	"make_no"	"no_to"	"to_outdo"	"he_make_no"	"make_no_to"	"no_to_outdo"	"to_outdo_person"	"PRP"	"VB"	"JJ"	"NN"	"TO"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"greatly"	"to"	"person"	"that"	"he"	"make"	"no"	"attempt"	"to"	"outdo"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"'s"	"to"	"person"	"push"	"person_'s"	"'s_to"	"to_push"	"resent_person_'s"	"person_'s_to"	"'s_to_push"	"to_push_and"	"VB"	"NNP"	"POS"	"NN"	"TO"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"it"	"apparent"	"resent"	"attempt"	"to"	"push"	"and"	"prod"	"him"	"into"	"the"	"perfection"	"the"	"veteran"	"manager"	"see"	"as"	"a"	"thrilling"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"in"	"to"	"∅"	"improve"	"∅_in"	"in_to"	"to_improve"	"∅_∅_in"	"∅_in_to"	"in_to_improve"	"to_improve_specificity"	"ε"	"ε"	"IN"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"attempt"	"to"	"improve"	"specificity"	"of"	"staining"	"the"	"fluorescein"	"labeled"	"antiserum"	"use"	"in"	"both"	"direct"	"and"	"indirect"	"method"	"were"	"treat"	"in"	"one"	"of"	"several"	"way"	"they"	"were"	"pass_through"	"dowex-2-chloride"	"twice"	"and"	"treat"	"with"	"acetone"	"insoluble"	"powder"	"person"	"prepare"	"from"	"mouse"	"liver"	"or"	"from"	"healthy"	"sweet_clover"	"stem"	"or"	"crown_gall"	"tissue"	"produce"	"by"	"agrobacterium_tumefaciens"	"person"	"person"	"location"	"on"	"sweet_clover"	"stem"	
"1:04:00::"	"many"	"with"	"in_spite_of"	"black_and_white"	"in_spite_of_many"	"many_with"	"with_black_and_white"	"difference_in_spite_of_many"	"in_spite_of_many_with"	"many_with_black_and_white"	"with_black_and_white_and"	"NN"	"RB"	"JJ"	"NN"	"IN"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"specific"	"staining"	"by"	"deae_cellulose"	"treat"	"f"	"and"	"f"	"although"	"clearly"	"distinguishable"	"under"	"the"	"microscope"	"from"	"either"	"nonspecific"	"staining"	"or"	"autofluorescence"	"of"	"was"	"not"	"satisfactorily"	"photograph"	"to"	"show"	"such"	"difference"	"in_spite_of"	"many"	"attempt"	"with"	"black_and_white"	"and"	"color"	"photography"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"bunt"	","	"a"	"pop"	"a_bunt"	"bunt_,"	",_pop"	"in_a_bunt"	"a_bunt_,"	"bunt_,_pop"	",_pop_to"	"IN"	"DT"	"NN"	"NN"	"ε"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"send"	"in_for"	"person"	"after"	"fail"	"in"	"a"	"bunt"	"attempt"	"pop"	"to"	"person"	"on"	"the"	"grass"	"back"	"of"	"short"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"be"	","	"not"	"mostly"	"not_be"	"be_,"	",_mostly"	"had_not_be"	"not_be_,"	"be_,_mostly"	",_mostly_european"	"VBD"	"RB"	"VB"	"NN"	"ε"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"that"	"had"	"not"	"be"	"attempt"	"mostly"	"european"	"to"	"do"	"exactly"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"56"	","	"in"	"be"	"in_56"	"56_,"	",_be"	"completion_in_56"	"in_56_,"	"56_,_be"	",_be_only"	"NN"	"IN"	"CD"	"NN"	"ε"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"their"	"first"	"three"	"game"	"the"	"group"	"have"	"have"	"the"	"ball"	"time"	"and"	"score"	"time"	"or"	"percent"	"their"	"passing"	"yardage"	"in"	"three"	"game"	"on"	"completion"	"in"	"attempt"	"be"	"only"	"yard"	"short"	"of"	"their"	"total"	"passing"	"yardage"	"in"	"when"	"they"	"make"	"on"	"completion"	"in"	"try"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"our"	"to"	"in"	"interpret"	"in_our"	"our_to"	"to_interpret"	"∅_in_our"	"in_our_to"	"our_to_interpret"	"to_interpret_the"	"ε"	"IN"	"PRP$"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"attempt"	"to"	"interpret"	"the"	"emotion"	"in"	"their"	"physiological"	"and"	"pathological"	"range"	"we"	"emphasize"	"the"	"importance"	"of"	"the"	"degree"	"of"	"activity"	"of"	"the"	"parasympathetic"	"and"	"sympathetic"	"division"	"of"	"the"	"hypothalamic"	"system"	"and"	"their"	"influence"	"on"	"the"	"inhibitory"	"and"	"excitatory"	"system"	"respectively"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
