"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"
"1:14:01::"	"regional"	"list"	"appropriate"	"below"	"appropriate_regional"	"regional_list"	"list_below"	"the_appropriate_regional"	"appropriate_regional_list"	"regional_list_below"	"list_below_:"	"DT"	"JJ"	"JJ"	"NN"	"VB"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"information"	"application_form"	"and"	"assistance"	"in"	"file"	"may"	"be"	"obtain"	"from"	"the"	"group"	"group"	"washington"	"district_of_columbia"	"or"	"from"	"the"	"appropriate"	"office"	"list"	"below"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"two"	"should"	"these"	"be"	"these_two"	"two_should"	"should_be"	"``_these_two"	"these_two_should"	"two_should_be"	"should_be_combined"	"ε"	"DT"	"JJ"	"NN"	"MD"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"the"	"jury"	"say"	"believe"	"these"	"two"	"office"	"should"	"be"	"combined"	"to"	"achieve"	"great"	"efficiency"	"and"	"reduce"	"the"	"cost"	"of"	"administration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"''"	"at"	","	"at_the"	"the_''"	"''_,"	"have_at_the"	"at_the_''"	"the_''_,"	"''_,_person"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"look"	"like"	"that"	"i"	"have"	"at"	"the"	"office"	"person"	"had"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"and"	"leave"	"tell"	"leave_the"	"the_and"	"and_tell"	"was_leave_the"	"leave_the_and"	"the_and_tell"	"and_tell_her"	"VBD"	"VB"	"DT"	"NN"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"baffling"	"lack"	"of"	"distinct"	"detail"	"the"	"secretary"	"whose"	"employer"	"was"	"leave"	"the"	"office"	"and"	"tell"	"her"	"what"	"to"	"answer"	"if"	"anyone"	"call"	"in"	"his"	"absence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"the"	"of"	"seek"	"a"	"seek_the"	"the_of"	"of_a"	"man_seek_the"	"seek_the_of"	"the_of_a"	"of_a_minor"	"NN"	"VB"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"politician"	"was"	"approach"	"a"	"man"	"seek"	"the"	"office"	"of"	"a"	"minor"	"public"	"official"	"who"	"had"	"just"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"hold"	"until"	"will"	"the"	"will_hold"	"hold_until"	"until_the"	",_will_hold"	"will_hold_until"	"hold_until_the"	"until_the_spring"	"ε"	"MD"	"VB"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of_course"	"hold"	"office"	"until"	"the"	"spring"	"of"	"when"	"person"	"term"	"would"	"have"	"come"	"to"	"an"	"end"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"all"	"on"	"connect"	"the"	"connect_all"	"all_on"	"on_the"	",_connect_all"	"connect_all_on"	"all_on_the"	"on_the_group"	"ε"	"VB"	"DT"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"about"	"person"	"of"	"location"	"and"	"person"	"become"	"proprietor"	"the"	"group"	"connect"	"all"	"office"	"on"	"the"	"group"	"line"	"and"	"extend"	"over"	"the"	"mountain"	"from"	"location"	"to"	"location"	"location"	"location"	"location"	"location"	"location"	"location"	"location"	"location"	"and"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"group"	"."	"the"	"∅"	"the_group"	"group_."	"._∅"	"of_the_group"	"the_group_."	"group_._∅"	"._∅_∅"	"IN"	"DT"	"NNP"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"old"	"morse"	"system"	"was"	"replace"	"locally"	"by"	"the"	"simplex"	"modern"	"automatic"	"method"	"in"	"when"	"person"	"person"	"be"	"manager"	"the"	"group"	"office"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"agency"	"in"	"lead"	"sale"	"lead_agency"	"agency_in"	"in_sale"	",_lead_agency"	"lead_agency_in"	"agency_in_sale"	"in_sale_for"	"ε"	"VB"	"NN"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"agent"	"chief"	"operator"	"who"	"was"	"to"	"retire"	"in"	"with"	"thirty"	"service"	"lead"	"agency"	"office"	"in"	"sale"	"for"	"the"	"year"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"location"	","	"the"	"but"	"the_location"	"location_,"	",_but"	"for_the_location"	"the_location_,"	"location_,_but"	",_but_it"	"IN"	"DT"	"NNP"	"NN"	"ε"	"CC"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"receive"	"its"	"own"	"exchange"	"which"	"business"	"easy"	"for"	"the"	"location"	"office"	"but"	"it"	"was"	"not"	"until"	"february"	"that"	"area"	"service"	"was"	"extend"	"to"	"include"	"location"	"and"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
