"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"
"2:36:00::"	"they"	"hail"	"think"	"to"	"think_they"	"they_hail"	"hail_to"	"i_think_they"	"think_they_hail"	"they_hail_to"	"hail_to_the"	"PRP"	"VB"	"PRP"	"VB"	"NNP"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"they"	"play"	"hail"	"to"	"the"	"chief"	"better"	"than"	"the"	"marine_corps"	"band"	"and"	"we"	"be"	"grateful"	"to"	"them"	"president_kennedy"	"remark"	"after"	"mount"	"the"	"bandstand"	"and"	"shake_hands"	"with"	"conductor"	"james_christian_pfohl"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:12::"	"is"	"in"	"world"	"vermont"	"world_is"	"is_in"	"in_vermont"	"the_world_is"	"world_is_in"	"is_in_vermont"	"in_vermont_,"	"DT"	"NN"	"VBZ"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"display"	"his"	"knowledge"	"of"	"music"	"the"	"new"	"england-born"	"president"	"remark"	"probably"	"the"	"best"	"chamber_music"	"in"	"the"	"world"	"is"	"play"	"in"	"vermont"	"by"	"young"	"americans"	"and"	"here"	"in_this"	"school"	"where"	"they"	"have"	"produce"	"extraordinary"	"musicians"	"and"	"teachers"	"and"	"their"	"work"	"is"	"being"	"duplicate"	"all"	"across"	"the"	"united_states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:12::"	"could"	","	"orchestra"	"in"	"orchestra_could"	"could_,"	",_in"	"his_orchestra_could"	"orchestra_could_,"	"could_,_in"	",_in_the"	"PRP$"	"NN"	"MD"	"VB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"say"	"he"	"contact"	"a"	"friend"	"henry_hall_wilson"	"on"	"the"	"staff"	"and"	"ask"	"whether"	"his"	"orchestra"	"could"	"play"	"in"	"the"	"series"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"n't"	"the"	"are"	"marimba"	"are_n't"	"n't_the"	"the_marimba"	"we_are_n't"	"are_n't_the"	"n't_the_marimba"	"the_marimba_with"	"PRP"	"VBP"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"only"	"response"	"we"	"can"	"think_of"	"be"	"humble"	"one"	"that"	"at_least"	"we"	"are"	"n't"	"play"	"the"	"marimba"	"with"	"our"	"shoes"	"in"	"the"	"united_nations"	"but"	"perhaps"	"the"	"heavy"	"domes"	"in"	"the"	"house"	"of"	"delegates"	"can"	"improve"	"on"	"this"	"feeble"	"effort"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:12::"	"careers"	"with"	"their"	"the"	"their_careers"	"careers_with"	"with_the"	"begin_their_careers"	"their_careers_with"	"careers_with_the"	"with_the_orchestra"	"VB"	"PRP$"	"NNS"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"guest"	"performers"	"and"	"conductors"	"during"	"the"	"coming"	"season"	"include"	"many"	"renowned"	"artists"	"who"	"begin"	"their"	"careers"	"play"	"with"	"the"	"orchestra"	"include"	"violinists"	"yehudi_menuhin"	"isaac_stern"	"ruggiero_ricci"	"and"	"david_abel"	"pianists"	"leon"	"fleisher"	"ruth_slenczynka"	"and"	"stephen_bishop"	"and"	"conductor"	"earl_bernard_murray"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:12::"	"will"	"for"	"orchestra"	"dancing"	"orchestra_will"	"will_for"	"for_dancing"	"an_orchestra_will"	"orchestra_will_for"	"will_for_dancing"	"for_dancing_."	"DT"	"NN"	"MD"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"get-together"	"friday"	"night"	"will"	"be"	"a"	"banquet"	"at"	"country_club"	"patio"	"and"	"pool"	"and"	"an"	"orchestra"	"will"	"play"	"for"	"dancing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:12::"	"may"	"a"	"bill"	"part"	"bill_may"	"may_a"	"a_part"	"sales_tax_bill_may"	"bill_may_a"	"may_a_part"	"a_part_in"	"NN"	"NN"	"MD"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"effectiveness"	"of"	"the"	"governor"	"in"	"clear_up"	"of"	"the"	"inconsistencies"	"revolve_about"	"the"	"sales_tax"	"bill"	"may"	"play"	"a"	"part"	"in"	"determine"	"whether"	"it"	"can"	"muster"	"the"	"required"	"two-thirds"	"vote"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"."	"like"	"∅"	"like_to"	"to_."	"._∅"	"she_like_to"	"like_to_."	"to_._∅"	"._∅_∅"	"PRP"	"VB"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"never"	"hide"	"the"	"that"	"she"	"like"	"to"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	","	"such"	"classmates"	"games"	"classmates_,"	",_such"	"such_games"	"her_classmates_,"	"classmates_,_such"	",_such_games"	"such_games_as"	"PRP$"	"NNS"	"ε"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"for"	"happy"	"years"	"helva"	"scoot"	"around"	"her"	"shell"	"with"	"her"	"classmates"	"play"	"such"	"games"	"as"	"stall"	"power-seek"	"study"	"her"	"lessons"	"in"	"trajectory"	"propulsion"	"techniques"	"computation"	"logistics"	"mental_hygiene"	"basic"	"alien"	"psychology"	"philology"	"space"	"history"	"law"	"traffic"	"codes"	"all"	"the"	"et"	"ceteras"	"that"	"eventually"	"become"	"compounded"	"into"	"a"	"reasoning"	"logical"	"informed"	"citizen"	
"2:41:12::"	"organization"	"in"	"its"	"review"	"its_organization"	"organization_in"	"in_review"	"part_its_organization"	"its_organization_in"	"organization_in_review"	"in_review_the"	"NN"	"PRP$"	"NN"	"VB"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"philadelphia_transportation_co."	"is"	"the"	"part"	"its"	"organization"	"play"	"in"	"review"	"the"	"project"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:03::"	","	"a"	"ago"	"return"	"ago_,"	",_a"	"a_return"	"years_ago_,"	"ago_,_a"	",_a_return"	"a_return_engagement"	"NNS"	"RB"	"ε"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"francois"	"d"	"albert"	"hungarian-born"	"violinist"	"who"	"made"	"new_york"	"debut"	"three"	"years"	"ago"	"play"	"a"	"return"	"engagement"	"last"	"night"	"in"	"judson_hall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:12::"	"has"	"with"	"anna_xydis"	"the"	"anna_xydis_has"	"has_with"	"with_the"	"years_anna_xydis_has"	"anna_xydis_has_with"	"has_with_the"	"with_the_new_york"	"NNS"	"NNP"	"VBZ"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"recent"	"anna_xydis"	"has"	"play"	"with"	"the"	"new_york"	"philharmonic"	"and"	"at"	"lewisohn_stadium"	"but"	"her"	"program"	"last"	"night"	"at"	"town_hall"	"be"	"the"	"greek-born"	"pianist"	"first"	"new_york"	"recital"	"since"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"who"	"all"	"comedian"	"sorts"	"comedian_who"	"who_all"	"all_sorts"	"ebullient_comedian_who"	"comedian_who_all"	"who_all_sorts"	"all_sorts_of"	"JJ"	"NN"	"WP"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"everywhere"	"there"	"be"	"little"	"touches"	"of"	"humor"	"and"	"the"	"leader"	"the"	"on-stage"	"band"	"of"	"musicians"	"be"	"an"	"ebullient"	"comedian"	"who"	"play"	"all"	"sorts"	"of"	"odd"	"instruments"	"with"	"winning"	"warmth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:03::"	"to"	"on"	"barefoot"	"the"	"barefoot_to"	"to_on"	"on_the"	"run_out_barefoot_to"	"barefoot_to_on"	"to_on_the"	"on_the_wet"	"VB"	"RB"	"TO"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"so"	"pretty"	"and"	"artless"	"that"	"she"	"feel"	"a"	"child"	"again"	"and"	"would"	"have"	"enjoy"	"run_out"	"barefoot"	"to"	"play"	"on"	"the"	"wet"	"grass"	"with"	"all"	"the"	"growing"	"things"	"but"	"doaty"	"never"	"permit"	"bare"	"feet"	"and"	"she"	"be"	"decidedly"	"not"	"a"	"child"	"but"	"une"	"femme"	"d"	"un"	"certain"	"age"	"0"	"0"	"0"	"0"	
"2:33:00::"	"simply"	"the"	"he"	"hole"	"he_simply"	"simply_the"	"the_hole"	"that_he_simply"	"he_simply_the"	"simply_the_hole"	"the_hole_too"	"IN"	"PRP"	"RB"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"afterwards"	"palmer"	"tell"	"charlie_coe"	"his"	"last-round"	"that"	"he"	"simply"	"play"	"the"	"hole"	"too"	"fast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"had"	"seven"	"palmer"	"consecutive"	"palmer_had"	"had_seven"	"seven_consecutive"	"afternoon_palmer_had"	"palmer_had_seven"	"had_seven_consecutive"	"seven_consecutive_rounds_of_golf"	"NN"	"NNP"	"VBD"	"VB"	"CD"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"until"	"late"	"last"	"afternoon"	"palmer"	"had"	"play"	"seven"	"consecutive"	"rounds_of_golf"	"at"	"the"	"masters"	"four"	"last"	"year"	"and"	"three"	"this"	"without"	"ever"	"be"	"out"	"of"	"first"	"place"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"were"	"this"	"golfers"	"most"	"golfers_were"	"were_this"	"this_most"	"gifted_golfers_were"	"golfers_were_this"	"were_this_most"	"this_most_difficult"	"JJ"	"NNS"	"VBD"	"VB"	"DT"	"RBS"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"anyone"	"who"	"now"	"doubt"	"that"	"a"	"personal"	"duel"	"be"	"had"	"only"	"to"	"watch"	"how"	"these"	"exceptionally"	"gifted"	"golfers"	"were"	"play"	"this"	"most"	"difficult"	"golf_course"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:03::"	"and"	"''"	"out"	","	"out_and"	"and_''"	"''_,"	"run_out_and"	"out_and_''"	"and_''_,"	"''_,_he"	"VB"	"JJ"	"CC"	"VB"	"ε"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"like"	"hand"	"a"	"loaded"	"automatic"	"to"	"an"	"year-old"	"tell"	"him"	"to"	"run"	"out"	"and"	"play"	"he"	"comment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:12::"	"he"	"a"	"where"	"key"	"where_he"	"he_a"	"a_key"	",_where_he"	"where_he_a"	"he_a_key"	"a_key_role"	"ε"	"WRB"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"a"	"quiet-spoken"	"middle-aged"	"man"	"fiedler"	"be"	"an"	"aeronautical_engineer"	"for"	"missiles"	"and"	"space_division"	"at"	"sunnyvale"	"where"	"he"	"play"	"a"	"key"	"role"	"in"	"the"	"development"	"of"	"the"	"navy"	"polaris"	"missile"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:01::"	"'s"	"hero"	"let"	"''"	"let_'s"	"'s_hero"	"hero_''"	"``_let_'s"	"let_'s_hero"	"'s_hero_''"	"hero_''_,"	"ε"	"VB"	"POS"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"hero"	"i"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"his"	"."	"in"	"∅"	"in_his"	"his_."	"._∅"	"death_in_his"	"in_his_."	"his_._∅"	"._∅_∅"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"ask"	"about"	"the"	"battle"	"life"	"and"	"death"	"in"	"his"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"his"	"."	"to"	"∅"	"to_his"	"his_."	"._∅"	"significance_to_his"	"to_his_."	"his_._∅"	"._∅_∅"	"NN"	"TO"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"give"	"a"	"theological"	"lead"	"i"	"ask"	"what"	"he"	"think"	"those"	"who"	"find"	"a"	"religious"	"significance"	"to"	"his"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"the"	"deal"	"do"	"with"	"do_the"	"the_deal"	"deal_with"	"but_do_the"	"do_the_deal"	"the_deal_with"	"deal_with_the"	"CC"	"VBP"	"DT"	"VB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"the"	"play"	"deal"	"with"	"the"	"same"	"facet"	"of"	"experience"	"religion"	"must"	"also"	"deal"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"."	"in"	"∅"	"in_the"	"the_."	"._∅"	"find_in_the"	"in_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"personal"	"quality"	"of"	"person"	"be"	"to"	"quality"	"i"	"had"	"find"	"in"	"the"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:04::"	"sexual"	"."	"of"	"∅"	"of_sexual"	"sexual_."	"._∅"	"technique_of_sexual"	"of_sexual_."	"sexual_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"too"	"many"	"husband"	"person"	"continue"	"worry"	"about"	"how"	"well"	"they"	"do"	"and"	"fear"	"that"	"success"	"depend_on"	"some"	"trick"	"or"	"technique"	"of"	"sexual"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
